model,site,layer,rank,eigenvalue,fraction_total_energy,cumulative_fraction_total_energy,relative_ritz_residual
qwen3_1.7b_base,down,0,1,0.9649106840432408,0.02447692358962268,0.02447692358962268,0.00759591066850269
qwen3_1.7b_base,down,0,2,0.7959235455844669,0.020190220846989314,0.044667144436611995,0.010287762103993982
qwen3_1.7b_base,down,0,3,0.6279881725052677,0.015930198274091648,0.06059734271070364,0.014148597796995246
qwen3_1.7b_base,down,0,4,0.5933534733756051,0.015051618631265003,0.07564896134196863,0.018279090094217142
qwen3_1.7b_base,down,0,5,0.4378875791630817,0.011107909771614974,0.08675687111358361,0.02962926795572764
qwen3_1.7b_base,down,0,6,0.3337297653461655,0.008465734809497388,0.095222605923081,0.03915577226388713
qwen3_1.7b_base,down,0,7,0.2985037449475683,0.007572155099041707,0.1027947610221227,0.051793192686221914
qwen3_1.7b_base,down,0,8,0.28701481620817537,0.007280715035695762,0.11007547605781848,0.053700736356566414
qwen3_1.7b_base,down,0,9,0.2791488453540601,0.007081178673690104,0.11715665473150859,0.06757967000594069
qwen3_1.7b_base,down,0,10,0.2690074015304167,0.006823920308056082,0.12398057503956468,0.05924829077269101
qwen3_1.7b_base,down,0,11,0.25962721164377545,0.006585972698076898,0.13056654773764156,0.07556762718412557
qwen3_1.7b_base,down,0,12,0.24479523340062925,0.006209729379245363,0.13677627711688695,0.07864349612942186
qwen3_1.7b_base,down,0,13,0.23845563220770805,0.006048912490642169,0.14282518960752907,0.0707529386586868
qwen3_1.7b_base,down,0,14,0.23372858880132477,0.0059290014126778924,0.14875419102020698,0.06358628675898427
qwen3_1.7b_base,down,0,15,0.2227374463061814,0.005650188710668031,0.154404379730875,0.09235062593858843
qwen3_1.7b_base,down,0,16,0.21780858883106663,0.005525158208055088,0.1599295379389301,0.10225255171319535
qwen3_1.7b_base,down,0,17,0.19402094498441136,0.004921736201810988,0.1648512741407411,0.092399237893825
qwen3_1.7b_base,down,0,18,0.1827840605633625,0.004636689755639491,0.1694879638963806,0.11178731737258622
qwen3_1.7b_base,down,0,19,0.17870030956462607,0.004533097099025651,0.17402106099540623,0.14726554730905742
qwen3_1.7b_base,down,0,20,0.169787496859292,0.004307005462602954,0.1783280664580092,0.1145513226746235
qwen3_1.7b_base,down,0,21,0.1659066118825465,0.004208558915573471,0.18253662537358264,0.13475865119280908
qwen3_1.7b_base,down,0,22,0.1638445756239366,0.004156251168570884,0.18669287654215352,0.1272738935241104
qwen3_1.7b_base,down,0,23,0.1570910122637239,0.003984933286968702,0.19067780982912222,0.16444326823390418
qwen3_1.7b_base,down,0,24,0.15451749018084027,0.003919650660897036,0.19459746049001928,0.13281038599499803
qwen3_1.7b_base,down,0,25,0.14815127596420993,0.003758158678776288,0.19835561916879557,0.1452574077548126
qwen3_1.7b_base,down,0,26,0.14333250820524912,0.00363592082590271,0.2019915399946983,0.14569800318833614
qwen3_1.7b_base,down,0,27,0.13864956721161964,0.0035171284954089955,0.20550866849010727,0.17141812693708236
qwen3_1.7b_base,down,0,28,0.1347858306758109,0.0034191169534897583,0.20892778544359705,0.18492549501464048
qwen3_1.7b_base,down,0,29,0.12779012453961194,0.0032416566274897584,0.2121694420710868,0.19442756529281321
qwen3_1.7b_base,down,0,30,0.12189345113502548,0.0030920755038232337,0.21526151757491005,0.20102667666311233
qwen3_1.7b_base,down,0,31,0.11500146928090325,0.002917246355370302,0.21817876393028035,0.2187181475417062
qwen3_1.7b_base,down,0,32,0.11314619497753131,0.0028701835462291085,0.22104894747650947,0.18472918303636274
qwen3_1.7b_base,down,0,33,0.10966741939296956,0.002781937322431521,0.22383088479894095,0.20500748030168894
qwen3_1.7b_base,down,0,34,0.10419973986293159,0.002643238501615805,0.22647412330055675,0.23506439587815825
qwen3_1.7b_base,down,0,35,0.09921002134522729,0.002516664134774096,0.22899078743533088,0.20525618340316684
qwen3_1.7b_base,down,0,36,0.09827601883424411,0.0024929712599081498,0.23148375869523902,0.23422894827692856
qwen3_1.7b_base,down,0,37,0.09374898485735107,0.0023781338282448158,0.23386189252348383,0.23282698532091697
qwen3_1.7b_base,down,0,38,0.09332744989615974,0.0023674407359140313,0.23622933325939785,0.19615954252583387
qwen3_1.7b_base,down,0,39,0.09138457998531924,0.002318155885887343,0.2385474891452852,0.23090800222796679
qwen3_1.7b_base,down,0,40,0.08856236212941165,0.002246564585309286,0.2407940537305945,0.258269006671873
qwen3_1.7b_base,down,0,41,0.08290717251912207,0.00210310918962866,0.24289716292022315,0.244532633639535
qwen3_1.7b_base,down,0,42,0.08120328678758411,0.00205988665976554,0.2449570495799887,0.25905694590045764
qwen3_1.7b_base,down,0,43,0.07843851740913736,0.001989752656755436,0.24694680223674415,0.26395888042116655
qwen3_1.7b_base,down,0,44,0.07815205264062568,0.0019824858947991917,0.24892928813154333,0.2557460847958074
qwen3_1.7b_base,down,0,45,0.0746915411958566,0.001894702978084351,0.2508239911096277,0.24014471521819736
qwen3_1.7b_base,down,0,46,0.07407674112888946,0.0018791073229518028,0.2527030984325795,0.25213791942285346
qwen3_1.7b_base,down,0,47,0.0723227569058804,0.0018346139428763548,0.2545377123754558,0.2272621072145163
qwen3_1.7b_base,down,0,48,0.07004809040272499,0.0017769123969091074,0.256314624772365,0.24279881566162576
qwen3_1.7b_base,down,1,1,7.259576789333048,0.10587560225036675,0.10587560225036675,0.00029566111421489206
qwen3_1.7b_base,down,1,2,3.999338591449209,0.058327419663773555,0.16420302191414032,0.001405038527071492
qwen3_1.7b_base,down,1,3,1.1996707578979218,0.017496317992149183,0.1816993399062895,0.013497896963265251
qwen3_1.7b_base,down,1,4,0.8711285101112538,0.012704770308513698,0.1944041102148032,0.018332352143359418
qwen3_1.7b_base,down,1,5,0.7970405962987437,0.01162425243233411,0.2060283626471373,0.020102076974073513
qwen3_1.7b_base,down,1,6,0.7905913851438819,0.011530195418423317,0.2175585580655606,0.02465025622529265
qwen3_1.7b_base,down,1,7,0.6165154310976066,0.008991425321103388,0.226549983386664,0.04134693384315354
qwen3_1.7b_base,down,1,8,0.5988980662554999,0.00873448897800096,0.23528447236466496,0.034925034875041845
qwen3_1.7b_base,down,1,9,0.5708388297426458,0.008325265596157396,0.24360973796082241,0.03675675288524348
qwen3_1.7b_base,down,1,10,0.5231871888968753,0.007630301369017148,0.2512400393298395,0.04031296519440429
qwen3_1.7b_base,down,1,11,0.513905627944643,0.007494936610966099,0.2587349759408056,0.06402108502768473
qwen3_1.7b_base,down,1,12,0.5000267544477661,0.007292523421784379,0.26602749936258996,0.05738933785561451
qwen3_1.7b_base,down,1,13,0.4611147116090178,0.006725019820693185,0.27275251918328314,0.06264229838844755
qwen3_1.7b_base,down,1,14,0.4322975087173331,0.0063047420552163865,0.27905726123849955,0.06590228472387825
qwen3_1.7b_base,down,1,15,0.38820484807016065,0.00566168294360262,0.2847189441821022,0.09160715276955142
qwen3_1.7b_base,down,1,16,0.35522363841774596,0.005180676194004504,0.28989962037610667,0.09327862944282383
qwen3_1.7b_base,down,1,17,0.34085736839742325,0.004971154684055327,0.294870775060162,0.08679276031657092
qwen3_1.7b_base,down,1,18,0.29840782731434884,0.004352059265982741,0.29922283432614477,0.11937347342596175
qwen3_1.7b_base,down,1,19,0.28913310508545925,0.004216794245695137,0.3034396285718399,0.11561061756636289
qwen3_1.7b_base,down,1,20,0.2806654920810924,0.00409330032139673,0.3075329288932366,0.13474218147217476
qwen3_1.7b_base,down,1,21,0.26779011818698845,0.003905522437809917,0.3114384513310466,0.13972574997876122
qwen3_1.7b_base,down,1,22,0.2523579915041791,0.0036804561902915815,0.31511890752133814,0.15216950797997603
qwen3_1.7b_base,down,1,23,0.2391643106780939,0.003488036033594097,0.3186069435549322,0.12760555845114238
qwen3_1.7b_base,down,1,24,0.23229350407171895,0.003387830359281975,0.3219947739142142,0.15775536796483755
qwen3_1.7b_base,down,1,25,0.2228304797775874,0.0032498190915007472,0.32524459300571495,0.1625639027505766
qwen3_1.7b_base,down,1,26,0.22091782575681845,0.0032219244356245192,0.32846651744133953,0.17277440472762656
qwen3_1.7b_base,down,1,27,0.20043082377772603,0.00292313653988547,0.33138965398122494,0.17250411404380836
qwen3_1.7b_base,down,1,28,0.1961920885778226,0.0028613176962954383,0.3342509716775203,0.17899654174505714
qwen3_1.7b_base,down,1,29,0.19289748896861653,0.0028132683777303317,0.3370642400552507,0.18115806644850474
qwen3_1.7b_base,down,1,30,0.1918848920038376,0.0027985003937838855,0.3398627404490346,0.16738488415596325
qwen3_1.7b_base,down,1,31,0.18507649316546818,0.0026992048909892544,0.3425619453400238,0.17942363795114763
qwen3_1.7b_base,down,1,32,0.18157033641935247,0.0026480701667688784,0.34521001550679276,0.1979632315374398
qwen3_1.7b_base,down,1,33,0.17513994927511883,0.0025542876872448484,0.34776430319403756,0.20989753063752356
qwen3_1.7b_base,down,1,34,0.16956364260901963,0.0024729613449884385,0.35023726453902604,0.2127014911224347
qwen3_1.7b_base,down,1,35,0.1641160615768565,0.0023935123716770155,0.35263077691070305,0.21285948610896635
qwen3_1.7b_base,down,1,36,0.15982676882350527,0.002330956183256159,0.3549617330939592,0.21453799629025855
qwen3_1.7b_base,down,1,37,0.15354490741056082,0.0022393398425727597,0.3572010729365319,0.21237857644894428
qwen3_1.7b_base,down,1,38,0.1505500373765886,0.002195661859997481,0.3593967347965294,0.20633662193979785
qwen3_1.7b_base,down,1,39,0.14607004302113122,0.002130324428598003,0.36152705922512746,0.19166166749877536
qwen3_1.7b_base,down,1,40,0.14531286431055646,0.002119281532528489,0.36364634075765595,0.21191973613052742
qwen3_1.7b_base,down,1,41,0.14194470845383808,0.002070159450050191,0.36571650020770613,0.2057986800635085
qwen3_1.7b_base,down,1,42,0.1383306897038521,0.002017451637624938,0.3677339518453311,0.20096934227456764
qwen3_1.7b_base,down,1,43,0.1343597066889416,0.001959537763244907,0.36969348960857595,0.22829479529204602
qwen3_1.7b_base,down,1,44,0.13129107485080382,0.0019147840188634337,0.3716082736274394,0.22716859824608407
qwen3_1.7b_base,down,1,45,0.12942039523924775,0.0018875015289554816,0.3734957751563948,0.229485789421839
qwen3_1.7b_base,down,1,46,0.12627267529530325,0.0018415943425654563,0.3753373694989603,0.21969882906456215
qwen3_1.7b_base,down,1,47,0.12430825186560344,0.0018129446678351328,0.37715031416679545,0.20130879129219392
qwen3_1.7b_base,down,1,48,0.1216689864084191,0.0017744529171605519,0.378924767083956,0.25508332520183763
qwen3_1.7b_base,down,2,1,90902.36673107419,0.999101248127793,0.999101248127793,4.8694898653759247e-08
qwen3_1.7b_base,down,2,2,2.8313950139107646,3.111965501085283e-05,0.9991323677828039,0.0028910688092032275
qwen3_1.7b_base,down,2,3,1.1367366652986577,1.2493789347118063e-05,0.999144861572151,0.01589073944794682
qwen3_1.7b_base,down,2,4,0.9452181292145846,1.0388823158423715e-05,0.9991552503953094,0.01807091378677129
qwen3_1.7b_base,down,2,5,0.7777543168568334,8.548240674605137e-06,0.9991637986359841,0.025593968366990426
qwen3_1.7b_base,down,2,6,0.7379445125926573,8.110694034639985e-06,0.9991719093300186,0.0377334749891187
qwen3_1.7b_base,down,2,7,0.644434327678231,7.0829304480542125e-06,0.9991789922604667,0.04204412173946819
qwen3_1.7b_base,down,2,8,0.5516846383188753,6.0635254123575994e-06,0.9991850557858791,0.04583474494223527
qwen3_1.7b_base,down,2,9,0.5133876500707242,5.642606022310702e-06,0.9991906983919016,0.055000049597746764
qwen3_1.7b_base,down,2,10,0.5009514288535372,5.505920426688718e-06,0.9991962043123283,0.06095037430155873
qwen3_1.7b_base,down,2,11,0.4673095213302272,5.136164687595855e-06,0.9992013404770157,0.058982472263198804
qwen3_1.7b_base,down,2,12,0.4335648116137898,4.765279057135392e-06,0.9992061057560728,0.07851398600805559
