model,site,method,seeds,mean_ppl,seed_ppl_std,paired_ppl_delta_vs_hadamard,paired_90ci_low_vs_hadamard,paired_90ci_high_vs_hadamard,paired_ppl_delta_vs_identity,paired_90ci_low_vs_identity,paired_90ci_high_vs_identity,ppl_delta_vs_bf16,seed_ppls
llama32_1b,none,bf16,1,9.527606015864402,0.0,nan,nan,nan,nan,nan,nan,0.0,9.52760602
llama32_1b,qkv_only,identity,3,9.947363874644847,0.0,0.32745511314905035,0.32009849306512494,0.33481173323297575,0.0,0.0,0.0,0.4197578587804447,9.94736387;9.94736387;9.94736387
llama32_1b,qkv_only,hadamard,3,9.619908761495795,0.004363733794807585,0.0,0.0,0.0,-0.32745511314905035,-0.33481173323297575,-0.32009849306512494,0.09230274563139318,9.61513497;9.62089909;9.62369222
llama32_1b,qkv_only,nar,3,9.577066054674587,0.007759246193543451,-0.04284270682120924,-0.05335581655428431,-0.03232959708813417,-0.37029781997025957,-0.3833787797784553,-0.35721686016206383,0.049460038810185125,9.56970457;9.58516972;9.57632387
llama32_1b,both,identity,3,10.761126823074106,0.0,0.8239058481806367,0.797586930783251,0.8502247655780224,0.0,0.0,0.0,1.233520807209704,10.7611268;10.7611268;10.7611268
llama32_1b,both,hadamard,3,9.937220974893469,0.015611618920035273,0.0,0.0,0.0,-0.8239058481806367,-0.8502247655780224,-0.797586930783251,0.4096149590290672,9.94079465;9.95073591;9.92013236
llama32_1b,both,nar,3,9.71077975015046,0.0039171830004509234,-0.22644122474300823,-0.25645389545609143,-0.19642855402992507,-1.050347072923645,-1.0569508733589095,-1.0437432724883806,0.18317373428605777,9.70644971;9.71181235;9.71407719
llama32_1b,down_only,identity,3,10.294457110591827,0.0,0.4832485783921315,0.4631423738821605,0.5033547829021024,0.0,0.0,0.0,0.766851094727425,10.2944571;10.2944571;10.2944571
llama32_1b,down_only,hadamard,3,9.811208532199695,0.011926417716905826,0.0,0.0,0.0,-0.4832485783921315,-0.5033547829021024,-0.4631423738821605,0.2836025163352929,9.8179225;9.81826459;9.79743851
llama32_1b,down_only,nar,3,9.658744246627556,0.0018877426584802607,-0.15246428557213795,-0.1757489565071631,-0.1291796146371128,-0.6357128639642694,-0.6388953233459996,-0.6325304045825392,0.13113823076315434,9.65778565;9.65752814;9.66091895
