model,model_id,site,method,seed,sequence,nll,tokens_scored,reused_deterministic_run,weight_fold_max_relative_error
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,0,1.9788742065429688,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,1,2.5902047157287598,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,2,2.7297000885009766,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,3,2.2497611045837402,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,4,2.15118408203125,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,5,1.832648515701294,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,6,1.9066197872161865,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,7,2.1810379028320312,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,8,2.4954817295074463,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,9,2.172853469848633,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,10,2.1283228397369385,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,11,2.471097469329834,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,12,2.3475818634033203,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,13,2.4587385654449463,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,14,2.42818284034729,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,15,2.607679605484009,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,16,2.3399581909179688,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,17,2.3733513355255127,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,18,2.1199240684509277,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,19,2.3529627323150635,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,20,2.469377279281616,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,21,2.380000591278076,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,22,2.437581777572632,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,23,2.499887228012085,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,24,2.509000539779663,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,25,2.5445921421051025,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,26,2.6246554851531982,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,27,2.4010331630706787,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,28,2.1982710361480713,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,29,2.055298328399658,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,30,1.9597779512405396,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,31,1.9747521877288818,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,32,2.2232086658477783,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,33,2.170130968093872,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,34,2.388765335083008,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,35,1.645727515220642,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,36,1.655452847480774,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,37,1.6516064405441284,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,38,1.6537079811096191,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,39,1.8803575038909912,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,40,2.4907639026641846,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,41,2.9296140670776367,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,42,2.9008376598358154,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,43,2.5813286304473877,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,44,2.56488299369812,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,45,2.4982075691223145,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,46,2.5641934871673584,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,47,2.36126446723938,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,48,2.249591112136841,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,49,2.179338216781616,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,50,2.041649103164673,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,51,2.014860153198242,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,52,1.8899613618850708,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,53,2.02750301361084,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,54,1.8087890148162842,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,55,1.7966662645339966,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,56,2.1697192192077637,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,57,2.0008318424224854,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,58,2.3751091957092285,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,59,2.5443010330200195,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,60,2.5296995639801025,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,61,2.654221773147583,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,62,1.7577149868011475,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,none,bf16,-1,63,2.0979840755462646,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,0,2.022397518157959,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,1,2.630302906036377,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,2,2.76456880569458,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,3,2.304504871368408,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,4,2.208061695098877,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,5,1.8845940828323364,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,6,1.961578607559204,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,7,2.236905813217163,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,8,2.5539145469665527,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,9,2.206066608428955,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,10,2.1645920276641846,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,11,2.50785493850708,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,12,2.380105972290039,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,13,2.494241714477539,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,14,2.474025011062622,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,15,2.6376771926879883,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,16,2.380521535873413,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,17,2.421523332595825,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,18,2.172872543334961,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,19,2.4122869968414307,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,20,2.50248122215271,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,21,2.416516065597534,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,22,2.478748083114624,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,23,2.528573751449585,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,24,2.5479612350463867,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,25,2.589162588119507,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,26,2.6760904788970947,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,27,2.449388027191162,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,28,2.2499985694885254,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,29,2.102994680404663,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,30,2.0155839920043945,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,31,2.0182578563690186,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,32,2.276150941848755,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,33,2.2215731143951416,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,34,2.430837631225586,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,35,1.6887484788894653,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,36,1.703959345817566,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,37,1.6851680278778076,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,38,1.6982271671295166,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,39,1.91477370262146,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,40,2.536741018295288,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,41,2.9674415588378906,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,42,2.9324307441711426,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,43,2.632058620452881,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,44,2.6068313121795654,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,45,2.5343453884124756,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,46,2.595522880554199,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,47,2.3934731483459473,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,48,2.3051598072052,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,49,2.2215819358825684,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,50,2.0938100814819336,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,51,2.0528383255004883,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,52,1.9291722774505615,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,53,2.067657947540283,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,54,1.8589524030685425,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,55,1.8287419080734253,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,56,2.217663288116455,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,57,2.05513072013855,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,58,2.410823106765747,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,59,2.5796077251434326,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,60,2.565431833267212,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,61,2.6893844604492188,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,62,1.8011913299560547,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,identity,20260902,63,2.137901544570923,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,0,2.1296706199645996,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,1,2.695039987564087,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,2,2.8617050647735596,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,3,2.4359591007232666,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,4,2.3013715744018555,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,5,1.9342585802078247,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,6,2.0300936698913574,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,7,2.314227342605591,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,8,2.655062198638916,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,9,2.277834177017212,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,10,2.2437856197357178,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,11,2.5732593536376953,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,12,2.453768491744995,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,13,2.5716404914855957,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,14,2.541417360305786,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,15,2.737827777862549,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,16,2.4485058784484863,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,17,2.484567642211914,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,18,2.2560534477233887,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,19,2.456691026687622,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,20,2.592822790145874,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,21,2.4618844985961914,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,22,2.541165590286255,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,23,2.612149715423584,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,24,2.6056509017944336,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,25,2.6409385204315186,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,26,2.7556374073028564,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,27,2.51200270652771,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,28,2.320868492126465,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,29,2.1904759407043457,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,30,2.11801815032959,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,31,2.100998878479004,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,32,2.3504843711853027,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,33,2.3024814128875732,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,34,2.495736598968506,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,35,1.7621419429779053,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,36,1.7975152730941772,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,37,1.7686294317245483,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,38,1.770979881286621,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,39,2.0121545791625977,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,40,2.632751941680908,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,41,3.048114061355591,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,42,3.0248186588287354,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,43,2.7452025413513184,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,44,2.670504570007324,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,45,2.5898451805114746,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,46,2.675403356552124,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,47,2.460714101791382,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,48,2.3792884349823,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,49,2.3010141849517822,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,50,2.169970989227295,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,51,2.1153981685638428,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,52,2.012735366821289,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,53,2.153282642364502,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,54,1.940651297569275,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,55,1.9017865657806396,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,56,2.268812656402588,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,57,2.1423726081848145,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,58,2.492020845413208,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,59,2.666989803314209,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,60,2.6577420234680176,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,61,2.77752423286438,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,62,1.8848153352737427,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,both,identity,20260902,63,2.2329413890838623,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,0,2.069532871246338,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,1,2.672626495361328,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,2,2.809030055999756,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,3,2.3286149501800537,2047,False,0.0
