model,model_id,site,method,seed,sequence,nll,tokens_scored,reused_deterministic_run,weight_fold_max_relative_error
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,4,2.2432498931884766,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,5,1.9008948802947998,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,6,1.9826229810714722,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,7,2.276315689086914,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,8,2.5691628456115723,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,9,2.235100269317627,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,10,2.200032949447632,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,11,2.5566258430480957,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,12,2.427605152130127,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,13,2.5118677616119385,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,14,2.506889820098877,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,15,2.6828761100769043,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,16,2.4088094234466553,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,17,2.4485185146331787,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,18,2.179260015487671,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,19,2.418241024017334,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,20,2.5530447959899902,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,21,2.457684278488159,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,22,2.5149593353271484,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,23,2.5771830081939697,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,24,2.5896658897399902,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,25,2.6183972358703613,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,26,2.7170023918151855,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,27,2.4773690700531006,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,28,2.2696123123168945,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,29,2.1444647312164307,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,30,2.0602219104766846,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,31,2.054001569747925,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,32,2.3037261962890625,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,33,2.2471444606781006,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,34,2.4320666790008545,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,35,1.7119256258010864,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,36,1.7369648218154907,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,37,1.7213548421859741,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,38,1.7388014793395996,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,39,1.9623087644577026,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,40,2.585071563720703,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,41,2.9953908920288086,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,42,2.976541519165039,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,43,2.675272226333618,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,44,2.647003650665283,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,45,2.5530638694763184,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,46,2.644484519958496,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,47,2.432002544403076,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,48,2.3270528316497803,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,49,2.246882438659668,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,50,2.118685483932495,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,51,2.0932586193084717,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,52,1.9559178352355957,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,53,2.1198484897613525,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,54,1.8798633813858032,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,55,1.8749080896377563,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,56,2.266429901123047,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,57,2.0845959186553955,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,58,2.4511547088623047,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,59,2.61692214012146,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,60,2.5898163318634033,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,61,2.7579596042633057,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,62,1.8388735055923462,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,down_only,identity,20260902,63,2.1759817600250244,2047,False,0.0
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,hadamard,20260902,0,1.9894652366638184,2047,False,0.0024976301938295364
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,hadamard,20260902,1,2.5973246097564697,2047,False,0.0024976301938295364
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,hadamard,20260902,2,2.7359695434570312,2047,False,0.0024976301938295364
llama32_1b,unsloth/Llama-3.2-1B,qkv_only,hadamard,20260902,3,2.261117935180664,2047,False,0.0024976301938295364
