model,site,layer,rank,eigenvalue,fraction_total_energy,cumulative_fraction_total_energy,relative_ritz_residual
e18_smoke,down,0,1,3.3381320768709593,0.580904692013538,0.580904692013538,7.294779713178057e-06
e18_smoke,down,0,2,0.19470325672543168,0.03388243268317268,0.6147871246967106,0.001805450012101216
e18_smoke,down,0,3,0.08081687961937885,0.014063824762978438,0.628850949459689,0.01194882459695384
e18_smoke,down,0,4,0.07234714408296347,0.012589913905074513,0.6414408633647636,0.014774353428190822
e18_smoke,down,0,5,0.06699441963662887,0.011658428069784857,0.6530992914345484,0.015667537934201045
e18_smoke,down,0,6,0.0557415376483335,0.009700191608451423,0.6627994830429998,0.019977688735041098
e18_smoke,down,0,7,0.05109767129357085,0.008892061884269241,0.6716915449272691,0.02900288088886809
e18_smoke,down,0,8,0.044138971224838605,0.007681102752888606,0.6793726476801577,0.03971486126781482
e18_smoke,down,0,9,0.03289589930545063,0.0057245734484099794,0.6850972211285676,0.057958352205134206
e18_smoke,down,0,10,0.029712692940924056,0.005170629065677779,0.6902678501942454,0.05404210817565765
e18_smoke,down,0,11,0.027194109368154817,0.004732342928113898,0.6950001931223593,0.08101799649557756
e18_smoke,down,0,12,0.02445823060802956,0.004256242890146952,0.6992564360125063,0.08443680109392197
e18_smoke,down,0,13,0.021868391953281014,0.0038055568802897043,0.703061992892796,0.12218739752420253
e18_smoke,down,0,14,0.02116379399860088,0.0036829421219663912,0.7067449350147623,0.1060940063294119
e18_smoke,down,0,15,0.02067989282794853,0.0035987332129030066,0.7103436682276654,0.09221338878095969
e18_smoke,down,0,16,0.019816884884715263,0.0034485518084754496,0.7137922200361408,0.14716984795274318
e18_smoke,down,0,17,0.019049509680086354,0.003315012497675731,0.7171072325338166,0.12807251990264726
e18_smoke,down,0,18,0.01856330122059856,0.003230402072171572,0.7203376346059881,0.14014140672909794
e18_smoke,down,0,19,0.017790961776208133,0.0030959988799844967,0.7234336334859727,0.13655344941927042
e18_smoke,down,0,20,0.016905672248102886,0.002941940014480036,0.7263755735004527,0.13085624625319572
e18_smoke,down,0,21,0.016648766898741615,0.002897233118703992,0.7292728066191566,0.11911923208774962
e18_smoke,down,0,22,0.016016034983537715,0.0027871245520372134,0.7320599311711937,0.14494846621989474
e18_smoke,down,0,23,0.015276115182789565,0.0026583630548674482,0.7347182942260613,0.14675365118130854
e18_smoke,down,0,24,0.014755794464002226,0.002567816383874506,0.7372861106099358,0.14751653337369375
e18_smoke,down,0,25,0.014543809239138172,0.002530926527833668,0.7398170371377694,0.1809346426356339
e18_smoke,down,0,26,0.01394841414617928,0.0024273153479471427,0.7422443524857165,0.15278938652940816
e18_smoke,down,0,27,0.013481218083246089,0.0023460134764817873,0.7445903659621983,0.15332027922568614
e18_smoke,down,0,28,0.013454679574296413,0.002341395221717476,0.7469317611839158,0.1619569774301461
e18_smoke,down,0,29,0.012855810107561783,0.0022371794282381816,0.7491689406121541,0.16600670504107448
e18_smoke,down,0,30,0.012757636923237144,0.0022200952440025626,0.7513890358561566,0.18741261033553924
