model,model_id,site,method,seed,sequence,nll,tokens_scored,weight_fold_max_relative_error
e18_smoke,unsloth/Llama-3.2-1B,both,bf16,20260902,0,2.453125,255,0.0
e18_smoke,unsloth/Llama-3.2-1B,both,bf16,20260902,1,2.578125,255,0.0
e18_smoke,unsloth/Llama-3.2-1B,both,hadamard,20260902,0,2.515625,255,0.002352164126932621
e18_smoke,unsloth/Llama-3.2-1B,both,hadamard,20260902,1,2.609375,255,0.002352164126932621
e18_smoke,unsloth/Llama-3.2-1B,both,nar_k8,20260902,0,2.46875,255,0.0033137972932308912
e18_smoke,unsloth/Llama-3.2-1B,both,nar_k8,20260902,1,2.578125,255,0.0033137972932308912
e18_smoke,unsloth/Llama-3.2-1B,both,nar_kmax,20260902,0,2.46875,255,0.00210114405490458
e18_smoke,unsloth/Llama-3.2-1B,both,nar_kmax,20260902,1,2.578125,255,0.00210114405490458
