tokens,model,k,nar_fused_ms,hadamard_fused_ms,down_matmul_ms,nar_over_hadamard,nar_over_matmul,hadamard_over_matmul,kernel_a_ms,kernel_b_nar_ms,kernel_b_hadamard_ms,kernel_a_backend,kernel_a_config,kernel_a_splits,kernel_b_nar_tile,kernel_b_hadamard_tile,transform_flop_over_matmul,variant,warmup,repetitions
1,llama32_3b,8,0.01414492954712562,0.004912260064204049,0.09326933499644785,2.8795156124164962,0.15165680711312382,0.052667471730029294,0.007602915030183941,0.009111510471878003,0.004912260064204049,v2_triton_fp32,-,32,T2_w4_s2,T2_w4_s2,0.00634765625,v3-two-launch-tensorcore,25,100
32,llama32_3b,8,0.019574277881014197,0.008858229671070566,0.09450645737423755,2.2097279713733746,0.20712106267513253,0.09373147525774592,0.012186469514030242,0.010957695375131481,0.008858229671070566,triton_dot_2term,T16_D128_S4_w4_s4,4,T8_w4_s2,T2_w4_s2,0.00634765625,v3-two-launch-tensorcore,25,100
2048,llama32_3b,8,0.26361430184730633,0.16373622501637303,0.9745240448272392,1.6099937678479266,0.27050569274977626,0.16801660860548567,0.13761429631329597,0.13257278028934721,0.16373622501637303,cublas_fp32out_2term,-,1,T64_w8_s2,T8_w4_s2,0.00634765625,v3-two-launch-tensorcore,25,100
