model,model_id,method,quantizer,fold,seed,bf16_ppl,rotation_only_ppl,weight_fold_max_relative_error,required_ppl_abs_difference,required_max_abs_nll_delta,roundtrip_relative_error_qkv,roundtrip_relative_error_down,check_rows,layer0_max_abs_difference,layer0_relative_l2,logits_max_abs_difference,logits_relative_l2,required_relative_l2,chunks,chunks_below_bf16,mean_nll_delta,std_nll_delta,max_abs_nll_delta,ppl_abs_difference,passed
qwen3_8b,Qwen/Qwen3-8B,hadamard,identity,exact_transpose,20260902,12.917326438368958,12.920414959295003,0.0,0.01,0.001,1.333712020823441e-07,1.5644177153717465e-07,64,0.03125,0.0006097035366110504,0.5625,0.013558446429669857,0.001,64,32,0.00023907050490379333,0.003057390840266073,0.017910003662109375,0.0030885209260453905,False
qwen3_8b,Qwen/Qwen3-8B,nar_k8,identity,exact_transpose,20260902,12.917326438368958,12.979795522958579,0.0,0.01,0.001,1.2987865716240776e-07,1.225352690426007e-07,64,0.0009765625,1.1049937711504754e-05,0.53125,0.015395604074001312,0.001,64,5,0.004824412986636162,0.005162682355848442,0.02743816375732422,0.06246908458962075,False
qwen3_8b,Qwen/Qwen3-8B,nar_kmax,identity,exact_transpose,20260902,12.917326438368958,13.097874601097523,0.0,0.01,0.001,1.7900778459534195e-07,2.4209060711655184e-07,64,0.001953125,2.2132382582640275e-05,0.625,0.01480656024068594,0.001,64,0,0.013880427926778793,0.0076289791462021105,0.03463900089263916,0.18054816272856478,False
