model,site,layer,rank,eigenvalue,fraction_total_energy,cumulative_fraction_total_energy,relative_ritz_residual
qwen3_8b,down,1,66,0.013504190622925568,0.0014593663044613374,0.32634011021788495,0.2512471628903797
qwen3_8b,down,1,67,0.013309412105859505,0.0014383170455626521,0.32777842726344764,0.23762685443067344
qwen3_8b,down,1,68,0.013167198066140173,0.001422948306821999,0.32920137557026957,0.24963716321578705
qwen3_8b,down,1,69,0.012953620039228318,0.001399867428852211,0.3306012429991218,0.2638400550285387
qwen3_8b,down,1,70,0.012811503594359189,0.0013845092369588186,0.3319857522360806,0.26520179818372286
qwen3_8b,down,1,71,0.012722862136194774,0.001374929961840778,0.3333606821979214,0.25737862239551434
qwen3_8b,down,1,72,0.012535526474015023,0.0013546850348664097,0.33471536723278783,0.2516922022291216
qwen3_8b,down,1,73,0.012484537187177028,0.0013491747418634687,0.3360645419746513,0.24846039470047593
qwen3_8b,down,1,74,0.012305033209924088,0.0013297761667667126,0.337394318141418,0.2544193618507209
qwen3_8b,down,1,75,0.01195975811388049,0.0012924630944763779,0.33868678123589435,0.23979994572747304
qwen3_8b,down,1,76,0.011789309312210502,0.0012740430910316172,0.33996082432692604,0.26955369682494257
qwen3_8b,down,1,77,0.011720018759781523,0.0012665550230491723,0.34122737934997516,0.2897511759278031
qwen3_8b,down,1,78,0.011560901174130733,0.0012493595576244035,0.3424767389075996,0.2486741118762079
qwen3_8b,down,1,79,0.011379646153027303,0.0012297717513131009,0.34370651065891267,0.2581136533695197
qwen3_8b,down,1,80,0.01123774255198517,0.0012144365609544098,0.34492094721986705,0.3173787001084131
qwen3_8b,down,1,81,0.011102791802353523,0.0011998527489901533,0.34612079996885725,0.2814591746390576
qwen3_8b,down,1,82,0.010984834145488395,0.0011871053408270946,0.3473079053096843,0.2670878246789899
qwen3_8b,down,1,83,0.010832939849338431,0.0011706904794088317,0.3484785957890932,0.2772421643915712
qwen3_8b,down,1,84,0.010798165594663707,0.0011669325070169955,0.3496455282961102,0.2554395410294014
qwen3_8b,down,1,85,0.010615295985589038,0.0011471702159589496,0.3507926985120691,0.26160616999414454
qwen3_8b,down,1,86,0.010397981534076452,0.0011236855513192512,0.3519163840633884,0.2694773250818038
qwen3_8b,down,1,87,0.01036525587778225,0.0011201489661642652,0.3530365330295527,0.2849517519243542
qwen3_8b,down,1,88,0.01010225678055394,0.001091727268684139,0.3541282602982368,0.27702828410264846
qwen3_8b,down,1,89,0.010016226700675446,0.0010824301991114056,0.3552106904973482,0.29234764982039485
qwen3_8b,down,1,90,0.009895351970905854,0.001069367549700404,0.3562800580470486,0.2694684705366285
qwen3_8b,down,1,91,0.009882366299682954,0.001067964218575076,0.3573480222656236,0.27820917521061095
qwen3_8b,down,1,92,0.009620094966278024,0.0010396211688296496,0.35838764343445334,0.3144522113064503
qwen3_8b,down,1,93,0.009411176621434047,0.0010170438518054413,0.3594046872862588,0.30510304099222335
qwen3_8b,down,1,94,0.009349727422358413,0.0010104031805448566,0.36041509046680364,0.2926109106394602
qwen3_8b,down,1,95,0.00930524186508039,0.001005595730388124,0.36142068619719175,0.29315333949253547
qwen3_8b,down,1,96,0.009218823289766668,0.0009962566770221047,0.36241694287421383,0.29957473339850393
qwen3_8b,down,2,1,0.6546653554745886,0.08201049205619892,0.08201049205619892,0.00030973261533474573
qwen3_8b,down,2,2,0.23688370491419802,0.029674625421449972,0.1116851174776489,0.0020783093076021243
qwen3_8b,down,2,3,0.11764320398433858,0.014737265329748894,0.12642238280739782,0.00858805889364989
qwen3_8b,down,2,4,0.08075883272332308,0.010116728423367848,0.13653911123076565,0.015109367184458454
qwen3_8b,down,2,5,0.07852778783774661,0.009837243511976818,0.14637635474274244,0.018404378190235198
