model,rotation,layer,group,module,columns,rows,hessian_sequences,dead_columns,damp,groupsize,blocksize
qwen3_8b_base,nar_k8,22,3,mlp.down_proj,12288,4096,128,0,2.8302409648895264,-1,128
qwen3_8b_base,nar_k8,23,0,self_attn.k_proj,4096,1024,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,23,0,self_attn.v_proj,4096,1024,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,23,0,self_attn.q_proj,4096,4096,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,23,1,self_attn.o_proj,4096,4096,128,0,6.891476154327393,-1,128
qwen3_8b_base,nar_k8,23,2,mlp.up_proj,4096,12288,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,23,2,mlp.gate_proj,4096,12288,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,23,3,mlp.down_proj,12288,4096,128,0,4.188868999481201,-1,128
qwen3_8b_base,nar_k8,24,0,self_attn.k_proj,4096,1024,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,24,0,self_attn.v_proj,4096,1024,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,24,0,self_attn.q_proj,4096,4096,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,24,1,self_attn.o_proj,4096,4096,128,0,7.71893310546875,-1,128
qwen3_8b_base,nar_k8,24,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,24,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,24,3,mlp.down_proj,12288,4096,128,0,5.7543864250183105,-1,128
qwen3_8b_base,nar_k8,25,0,self_attn.k_proj,4096,1024,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,25,0,self_attn.v_proj,4096,1024,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,25,0,self_attn.q_proj,4096,4096,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,25,1,self_attn.o_proj,4096,4096,128,0,5.43980598449707,-1,128
qwen3_8b_base,nar_k8,25,2,mlp.up_proj,4096,12288,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,25,2,mlp.gate_proj,4096,12288,128,0,40.95998764038086,-1,128
qwen3_8b_base,nar_k8,25,3,mlp.down_proj,12288,4096,128,0,6.920604228973389,-1,128
qwen3_8b_base,nar_k8,26,0,self_attn.k_proj,4096,1024,128,0,40.959991455078125,-1,128
qwen3_8b_base,nar_k8,26,0,self_attn.v_proj,4096,1024,128,0,40.959991455078125,-1,128
qwen3_8b_base,nar_k8,26,0,self_attn.q_proj,4096,4096,128,0,40.959991455078125,-1,128
qwen3_8b_base,nar_k8,26,1,self_attn.o_proj,4096,4096,128,0,5.155050754547119,-1,128
qwen3_8b_base,nar_k8,26,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,26,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,26,3,mlp.down_proj,12288,4096,128,0,8.377137184143066,-1,128
qwen3_8b_base,nar_k8,27,0,self_attn.k_proj,4096,1024,128,0,40.959991455078125,-1,128
qwen3_8b_base,nar_k8,27,0,self_attn.v_proj,4096,1024,128,0,40.959991455078125,-1,128
qwen3_8b_base,nar_k8,27,0,self_attn.q_proj,4096,4096,128,0,40.959991455078125,-1,128
qwen3_8b_base,nar_k8,27,1,self_attn.o_proj,4096,4096,128,0,8.006734848022461,-1,128
qwen3_8b_base,nar_k8,27,2,mlp.up_proj,4096,12288,128,0,40.959991455078125,-1,128
qwen3_8b_base,nar_k8,27,2,mlp.gate_proj,4096,12288,128,0,40.959991455078125,-1,128
qwen3_8b_base,nar_k8,27,3,mlp.down_proj,12288,4096,128,0,10.932050704956055,-1,128
qwen3_8b_base,nar_k8,28,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,28,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,28,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,28,1,self_attn.o_proj,4096,4096,128,0,12.451769828796387,-1,128
qwen3_8b_base,nar_k8,28,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,28,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,28,3,mlp.down_proj,12288,4096,128,0,15.523890495300293,-1,128
qwen3_8b_base,nar_k8,29,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,29,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,29,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,29,1,self_attn.o_proj,4096,4096,128,0,10.536138534545898,-1,128
qwen3_8b_base,nar_k8,29,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,29,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,29,3,mlp.down_proj,12288,4096,128,0,20.943328857421875,-1,128
qwen3_8b_base,nar_k8,30,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,30,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,30,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,30,1,self_attn.o_proj,4096,4096,128,0,19.5584716796875,-1,128
qwen3_8b_base,nar_k8,30,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,30,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,30,3,mlp.down_proj,12288,4096,128,0,29.752965927124023,-1,128
qwen3_8b_base,nar_k8,31,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,31,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,31,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,31,1,self_attn.o_proj,4096,4096,128,0,20.025888442993164,-1,128
qwen3_8b_base,nar_k8,31,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,31,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,31,3,mlp.down_proj,12288,4096,128,0,40.099456787109375,-1,128
qwen3_8b_base,nar_k8,32,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,32,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,32,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,32,1,self_attn.o_proj,4096,4096,128,0,29.54144859313965,-1,128
qwen3_8b_base,nar_k8,32,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,32,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,32,3,mlp.down_proj,12288,4096,128,0,48.26128387451172,-1,128
qwen3_8b_base,nar_k8,33,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,33,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,33,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,33,1,self_attn.o_proj,4096,4096,128,0,56.23921585083008,-1,128
qwen3_8b_base,nar_k8,33,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,33,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,33,3,mlp.down_proj,12288,4096,128,0,72.15988159179688,-1,128
qwen3_8b_base,nar_k8,34,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,34,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,34,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,34,1,self_attn.o_proj,4096,4096,128,0,129.54714965820312,-1,128
qwen3_8b_base,nar_k8,34,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,34,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,34,3,mlp.down_proj,12288,4096,128,0,153.56802368164062,-1,128
qwen3_8b_base,nar_k8,35,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,35,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,35,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,35,1,self_attn.o_proj,4096,4096,128,0,80.98192596435547,-1,128
qwen3_8b_base,nar_k8,35,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,35,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_k8,35,3,mlp.down_proj,12288,4096,128,0,8600.408203125,-1,128
