model,layer,top_eigenvalue,trace,rows,anchor_error
qwen3_8b_base,0,0.0049267428677263626,0.0987452137285345,2097152,3.725290298461914e-09
qwen3_8b_base,1,0.015556377325166702,0.3676962710032967,2097152,5.960464477539063e-08
qwen3_8b_base,2,0.022595976679566317,0.608104274231664,2097152,7.450580596923828e-09
qwen3_8b_base,3,0.04353838181749007,1.1213419281702954,2097152,5.960464477539063e-08
qwen3_8b_base,4,0.04914695898563576,1.7370745848238585,2097152,1.1920928955078125e-07
qwen3_8b_base,5,0.08788675515041937,2.068373700349184,2097152,2.9802322387695312e-08
qwen3_8b_base,6,0.07219055163298926,3.0908371346886265,2097152,1.7881393432617188e-07
qwen3_8b_base,7,0.3502088139955545,6.088138009188697,2097152,5.960464477539063e-08
qwen3_8b_base,8,0.4526553377786256,10.593098130106227,2097152,1.1920928955078125e-07
qwen3_8b_base,9,0.36186342848720154,9.3743375344784,2097152,5.960464477539063e-08
qwen3_8b_base,10,0.7871255284401142,17.916321524244267,2097152,5.960464477539063e-08
qwen3_8b_base,11,0.3383698255331814,8.859450378251497,2097152,1.1920928955078125e-07
qwen3_8b_base,12,0.6351743592840552,11.618617571977664,2097152,7.450580596923828e-09
qwen3_8b_base,13,0.39307629728647075,10.13337202297407,2097152,1.1920928955078125e-07
qwen3_8b_base,14,0.8252500922148008,18.225632707588375,2097152,5.960464477539063e-08
qwen3_8b_base,15,1.4494145217908347,19.71982027275953,2097152,5.960464477539063e-08
qwen3_8b_base,16,0.6755420821117664,28.36857723223511,2097152,1.1920928955078125e-07
qwen3_8b_base,17,0.627250518717626,24.19391465146327,2097152,1.1920928955078125e-07
qwen3_8b_base,18,0.8861935900621891,28.620186393323824,2097152,1.1920928955078125e-07
qwen3_8b_base,19,1.7161612709716063,47.67284526780713,2097152,5.960464477539063e-08
qwen3_8b_base,20,0.9810951550179411,47.9521119495621,2097152,1.7881393432617188e-07
qwen3_8b_base,21,1.7383756678383133,61.845179695636034,2097152,1.4901161193847656e-08
qwen3_8b_base,22,2.1773421857715616,102.99458483885975,2097152,1.1920928955078125e-07
qwen3_8b_base,23,2.0717845023940207,97.94767737528309,2097152,1.1920928955078125e-07
qwen3_8b_base,24,4.395632825978928,207.54355178121475,2097152,5.960464477539063e-08
qwen3_8b_base,25,4.497756743651477,175.2109382529743,2097152,1.1920928955078125e-07
qwen3_8b_base,26,7.2470700205391365,269.4694145442918,2097152,1.1920928955078125e-07
qwen3_8b_base,27,7.190959365512926,340.98165783379227,2097152,5.960464477539063e-08
qwen3_8b_base,28,12.538078753016702,383.6514012264088,2097152,1.4901161193847656e-08
qwen3_8b_base,29,16.49753194884356,1030.236234974116,2097152,3.725290298461914e-09
qwen3_8b_base,30,29.387383466765737,1078.356274202466,2097152,5.960464477539063e-08
qwen3_8b_base,31,28.036937834322796,1501.2044714391234,2097152,1.1920928955078125e-07
qwen3_8b_base,32,87.86467913660134,2180.9950408786535,2097152,1.4901161193847656e-08
qwen3_8b_base,33,107.27802567054451,4747.817516818642,2097152,1.1920928955078125e-07
qwen3_8b_base,34,359.8979306760197,4119.125747188926,2097152,1.1920928955078125e-07
qwen3_8b_base,35,63.36593753528014,1589.8882878534494,2097152,7.450580596923828e-09
