rotation,site,layer,n,round_trip_relative_error,tolerance
hadamard,r2,35,128,1.1451133019590998e-07,1e-06
hadamard,r4,35,12288,1.5655655261070933e-07,1e-06
nar_k8,r1,0,4096,1.3926384667684033e-07,1e-06
nar_k8,r2,0,128,1.211076465779115e-07,1e-06
nar_k8,r4,0,12288,1.621089751324689e-07,1e-06
nar_k8,r2,1,128,1.3091393213926494e-07,1e-06
nar_k8,r4,1,12288,3.0787089144723723e-07,1e-06
nar_k8,r2,2,128,1.2259951631676813e-07,1e-06
nar_k8,r4,2,12288,3.525347267441248e-07,1e-06
nar_k8,r2,3,128,1.1379939479638779e-07,1e-06
nar_k8,r4,3,12288,2.5260797542614455e-07,1e-06
nar_k8,r2,4,128,1.176587858253697e-07,1e-06
nar_k8,r4,4,12288,2.2224952545002452e-07,1e-06
nar_k8,r2,5,128,1.194726735320728e-07,1e-06
nar_k8,r4,5,12288,1.2777709912370483e-07,1e-06
nar_k8,r2,6,128,1.1303950486762915e-07,1e-06
nar_k8,r4,6,12288,2.37391702739842e-07,1e-06
nar_k8,r2,7,128,1.1711486536114535e-07,1e-06
nar_k8,r4,7,12288,1.2914821923004638e-07,1e-06
nar_k8,r2,8,128,1.1420184620192231e-07,1e-06
nar_k8,r4,8,12288,1.543595544717391e-07,1e-06
nar_k8,r2,9,128,1.2140365868162917e-07,1e-06
nar_k8,r4,9,12288,1.364915647172893e-07,1e-06
nar_k8,r2,10,128,1.2913920954815694e-07,1e-06
nar_k8,r4,10,12288,1.3796812936561764e-07,1e-06
nar_k8,r2,11,128,1.2296280260670756e-07,1e-06
nar_k8,r4,11,12288,1.4553519633864198e-07,1e-06
nar_k8,r2,12,128,1.2021641282444762e-07,1e-06
nar_k8,r4,12,12288,1.3838129575560743e-07,1e-06
nar_k8,r2,13,128,1.2102810842407052e-07,1e-06
nar_k8,r4,13,12288,1.4121317803983402e-07,1e-06
nar_k8,r2,14,128,1.1587231085741223e-07,1e-06
nar_k8,r4,14,12288,1.5230946814881463e-07,1e-06
nar_k8,r2,15,128,1.1844590375176267e-07,1e-06
nar_k8,r4,15,12288,1.5677534292990458e-07,1e-06
nar_k8,r2,16,128,1.2265999771443603e-07,1e-06
nar_k8,r4,16,12288,2.0975352299501537e-07,1e-06
nar_k8,r2,17,128,1.1860931437013278e-07,1e-06
nar_k8,r4,17,12288,1.3456491387842107e-07,1e-06
nar_k8,r2,18,128,1.2028860396640084e-07,1e-06
nar_k8,r4,18,12288,1.3924378094998247e-07,1e-06
nar_k8,r2,19,128,1.1941784805458155e-07,1e-06
nar_k8,r4,19,12288,1.5575646727938874e-07,1e-06
nar_k8,r2,20,128,1.3823157019032806e-07,1e-06
nar_k8,r4,20,12288,1.3254805253382074e-07,1e-06
nar_k8,r2,21,128,1.1804836930195961e-07,1e-06
nar_k8,r4,21,12288,1.4996793140653608e-07,1e-06
nar_k8,r2,22,128,1.2376918334666698e-07,1e-06
nar_k8,r4,22,12288,1.3119104380621138e-07,1e-06
nar_k8,r2,23,128,1.2154350770288147e-07,1e-06
nar_k8,r4,23,12288,1.4710401785578142e-07,1e-06
nar_k8,r2,24,128,1.274671888040757e-07,1e-06
nar_k8,r4,24,12288,1.286508251041596e-07,1e-06
nar_k8,r2,25,128,1.1907118846465892e-07,1e-06
nar_k8,r4,25,12288,1.253001187251357e-07,1e-06
nar_k8,r2,26,128,1.216905900491838e-07,1e-06
nar_k8,r4,26,12288,1.3237617224604037e-07,1e-06
nar_k8,r2,27,128,1.2167933505224937e-07,1e-06
nar_k8,r4,27,12288,1.433307659226557e-07,1e-06
nar_k8,r2,28,128,1.232824615726713e-07,1e-06
nar_k8,r4,28,12288,1.4304170292689378e-07,1e-06
nar_k8,r2,29,128,1.1865641624808632e-07,1e-06
nar_k8,r4,29,12288,1.4285652127909998e-07,1e-06
nar_k8,r2,30,128,1.195970895651044e-07,1e-06
nar_k8,r4,30,12288,1.42117031032285e-07,1e-06
nar_k8,r2,31,128,1.2923543124543357e-07,1e-06
nar_k8,r4,31,12288,1.5523207252954307e-07,1e-06
nar_k8,r2,32,128,1.1189156623458985e-07,1e-06
nar_k8,r4,32,12288,1.707327044186968e-07,1e-06
nar_k8,r2,33,128,1.2239497948485223e-07,1e-06
nar_k8,r4,33,12288,1.4561352656983217e-07,1e-06
nar_k8,r2,34,128,1.5611421133598924e-07,1e-06
nar_k8,r4,34,12288,1.8800827206177928e-07,1e-06
nar_k8,r2,35,128,1.3001100285237044e-07,1e-06
nar_k8,r4,35,12288,4.091880043688434e-07,1e-06
nar_kmax,r1,0,4096,1.9330106226789212e-07,1e-06
nar_kmax,r2,0,128,1.1463106375231291e-07,1e-06
nar_kmax,r4,0,12288,2.553328783960751e-07,1e-06
nar_kmax,r2,1,128,1.2982218322576955e-07,1e-06
nar_kmax,r4,1,12288,7.514530580010614e-07,1e-06
nar_kmax,r2,2,128,1.1889403594977921e-07,1e-06
nar_kmax,r4,2,12288,6.952924422876094e-07,1e-06
nar_kmax,r2,3,128,1.218542706737935e-07,1e-06
nar_kmax,r4,3,12288,4.3023453599744244e-07,1e-06
nar_kmax,r2,4,128,1.1523231080445839e-07,1e-06
nar_kmax,r4,4,12288,3.3399251719856693e-07,1e-06
nar_kmax,r2,5,128,1.1561093060663552e-07,1e-06
nar_kmax,r4,5,12288,2.1539698025208054e-07,1e-06
nar_kmax,r2,6,128,1.1332275562381255e-07,1e-06
nar_kmax,r4,6,12288,3.0678839380016143e-07,1e-06
nar_kmax,r2,7,128,1.2446520258890814e-07,1e-06
nar_kmax,r4,7,12288,2.1990673815253103e-07,1e-06
nar_kmax,r2,8,128,1.1867698646028657e-07,1e-06
nar_kmax,r4,8,12288,2.7774703426075575e-07,1e-06
nar_kmax,r2,9,128,1.1465423455092605e-07,1e-06
nar_kmax,r4,9,12288,2.2841811642138055e-07,1e-06
nar_kmax,r2,10,128,1.2888757794371486e-07,1e-06
nar_kmax,r4,10,12288,2.4659505015733885e-07,1e-06
nar_kmax,r2,11,128,1.244931979726971e-07,1e-06
nar_kmax,r4,11,12288,2.281554856153889e-07,1e-06
nar_kmax,r2,12,128,1.222786636390083e-07,1e-06
nar_kmax,r4,12,12288,2.1799291971547063e-07,1e-06
nar_kmax,r2,13,128,1.2050068676217052e-07,1e-06
nar_kmax,r4,13,12288,2.1617822199004877e-07,1e-06
nar_kmax,r2,14,128,1.1716616654666723e-07,1e-06
nar_kmax,r4,14,12288,2.576827569100715e-07,1e-06
nar_kmax,r2,15,128,1.1076632233653072e-07,1e-06
nar_kmax,r4,15,12288,2.3458525788555562e-07,1e-06
nar_kmax,r2,16,128,1.2063212295743142e-07,1e-06
nar_kmax,r4,16,12288,2.8476054581005883e-07,1e-06
nar_kmax,r2,17,128,1.2141512684138434e-07,1e-06
nar_kmax,r4,17,12288,2.0692050384241156e-07,1e-06
nar_kmax,r2,18,128,1.1589317239213415e-07,1e-06
nar_kmax,r4,18,12288,2.3740231824831426e-07,1e-06
nar_kmax,r2,19,128,1.143169612305428e-07,1e-06
nar_kmax,r4,19,12288,2.3810939353552385e-07,1e-06
nar_kmax,r2,20,128,1.3660171305218682e-07,1e-06
nar_kmax,r4,20,12288,2.2841102520487766e-07,1e-06
nar_kmax,r2,21,128,1.2064769805419928e-07,1e-06
nar_kmax,r4,21,12288,2.2790788989368593e-07,1e-06
nar_kmax,r2,22,128,1.2022215400975256e-07,1e-06
nar_kmax,r4,22,12288,2.4080281946226023e-07,1e-06
nar_kmax,r2,23,128,1.1873751049051862e-07,1e-06
nar_kmax,r4,23,12288,2.4469721893183305e-07,1e-06
nar_kmax,r2,24,128,1.374647808916052e-07,1e-06
nar_kmax,r4,24,12288,3.0442402021435555e-07,1e-06
nar_kmax,r2,25,128,1.181775459713208e-07,1e-06
nar_kmax,r4,25,12288,2.3710072127869353e-07,1e-06
nar_kmax,r2,26,128,1.1693465751250187e-07,1e-06
nar_kmax,r4,26,12288,2.4769673245828017e-07,1e-06
nar_kmax,r2,27,128,1.3005731602788728e-07,1e-06
nar_kmax,r4,27,12288,2.625867239203217e-07,1e-06
nar_kmax,r2,28,128,1.272948964015086e-07,1e-06
nar_kmax,r4,28,12288,2.3573988983116578e-07,1e-06
nar_kmax,r2,29,128,1.1726227455710614e-07,1e-06
nar_kmax,r4,29,12288,2.1872807565159746e-07,1e-06
nar_kmax,r2,30,128,1.1503673391644043e-07,1e-06
nar_kmax,r4,30,12288,2.486978587512567e-07,1e-06
nar_kmax,r2,31,128,1.290118518681993e-07,1e-06
nar_kmax,r4,31,12288,2.4037134949139727e-07,1e-06
nar_kmax,r2,32,128,1.1958562140534923e-07,1e-06
nar_kmax,r4,32,12288,2.8515046324173454e-07,1e-06
nar_kmax,r2,33,128,1.1190540760708245e-07,1e-06
nar_kmax,r4,33,12288,2.4032300416365615e-07,1e-06
nar_kmax,r2,34,128,1.2298765739160444e-07,1e-06
nar_kmax,r4,34,12288,2.6252715201735555e-07,1e-06
nar_kmax,r2,35,128,1.1915847863974705e-07,1e-06
nar_kmax,r4,35,12288,6.339586775538919e-07,1e-06
