model,model_id,site,method,seed,sequence,nll,tokens_scored,rotation_only_nll,weight_fold_max_relative_error
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,66,2.3056983947753906,2047,2.2720396518707275,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,67,2.056716203689575,2047,2.0099079608917236,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,68,2.0959317684173584,2047,2.072307586669922,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,69,2.0684049129486084,2047,2.0068607330322266,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,70,1.9043798446655273,2047,1.8705015182495117,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,71,2.061206579208374,2047,2.0021145343780518,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,72,2.561244249343872,2047,2.4886786937713623,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,73,2.5787298679351807,2047,2.53127121925354,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,74,2.2087693214416504,2047,2.1697354316711426,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,75,2.0748727321624756,2047,2.022764205932617,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,76,2.220221757888794,2047,2.1837990283966064,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,77,2.1908881664276123,2047,2.152911424636841,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,78,2.160277843475342,2047,2.196945905685425,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,79,2.361321449279785,2047,2.305083990097046,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,80,2.321636199951172,2047,2.286659002304077,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,81,2.360748529434204,2047,2.351078987121582,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,82,1.84317147731781,2047,1.8007595539093018,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,83,2.0151922702789307,2047,1.9803682565689087,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,84,1.8538516759872437,2047,1.8104099035263062,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,85,2.0424880981445312,2047,2.0063071250915527,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,86,2.0405914783477783,2047,2.018888473510742,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,87,2.025413990020752,2047,2.001814842224121,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,88,2.3245084285736084,2047,2.269686698913574,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,89,2.2438175678253174,2047,2.2131094932556152,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,90,2.3264122009277344,2047,2.3019418716430664,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,91,3.0497989654541016,2047,3.01352596282959,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,92,3.047079563140869,2047,2.9803004264831543,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,93,2.672518253326416,2047,2.4535372257232666,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,94,2.7542078495025635,2047,2.701488733291626,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,95,2.8104681968688965,2047,2.7312817573547363,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,96,2.4547171592712402,2047,2.4069080352783203,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,97,2.721137762069702,2047,2.6207990646362305,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,98,2.306992292404175,2047,2.257424831390381,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,99,2.4105186462402344,2047,2.3642690181732178,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,100,2.128169536590576,2047,2.056755304336548,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,101,2.2557411193847656,2047,2.1866254806518555,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,102,2.5085299015045166,2047,2.50789475440979,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,103,2.2487616539001465,2047,2.173982858657837,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,104,2.5103394985198975,2047,2.4588518142700195,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,105,2.196840763092041,2047,2.150270462036133,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,106,2.3812828063964844,2047,2.3425209522247314,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,107,2.334829807281494,2047,2.266005754470825,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,108,2.0934367179870605,2047,2.0398521423339844,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,109,2.269002914428711,2047,2.2221944332122803,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,110,2.151880979537964,2047,2.086860179901123,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,111,2.011179208755493,2047,1.9529235363006592,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,112,1.9892578125,2047,1.921849012374878,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,113,2.067206859588623,2047,2.0461339950561523,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,114,2.3678133487701416,2047,2.3358426094055176,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,115,2.3926591873168945,2047,2.31791353225708,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,116,2.5160515308380127,2047,2.456657648086548,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,117,2.345165967941284,2047,2.272627830505371,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,118,2.1581976413726807,2047,2.099961042404175,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,119,2.1348493099212646,2047,2.0921616554260254,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,120,2.4878318309783936,2047,2.4627084732055664,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,121,2.006833791732788,2047,1.9648172855377197,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,122,1.9203063249588013,2047,1.853977918624878,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,123,1.9846980571746826,2047,1.9312845468521118,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,124,2.168001174926758,2047,2.135519504547119,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,125,2.4329750537872314,2047,2.391859769821167,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,126,2.266969680786133,2047,2.24737811088562,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,127,2.2389705181121826,2047,2.1962273120880127,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,128,2.1511385440826416,2047,2.0992047786712646,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,129,2.107273578643799,2047,2.1025805473327637,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,130,2.0352783203125,2047,1.9849597215652466,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,131,2.2530455589294434,2047,2.220374584197998,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,132,2.1225550174713135,2047,2.079681158065796,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,133,2.1733996868133545,2047,2.111677408218384,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,134,2.5903823375701904,2047,2.510082483291626,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,135,2.2497036457061768,2047,2.2292003631591797,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,136,1.8305188417434692,2047,1.78774893283844,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,137,1.7776318788528442,2047,1.5746818780899048,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,138,1.8137935400009155,2047,1.7626007795333862,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,139,2.4194936752319336,2047,2.3842155933380127,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,140,2.6700167655944824,2047,2.6142449378967285,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,141,2.3304569721221924,2047,2.290863513946533,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,142,2.2662556171417236,2047,2.26305890083313,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,143,2.3045196533203125,2047,2.3760857582092285,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,144,2.3803255558013916,2047,2.342021942138672,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,hadamard,20260902,145,2.367501974105835,2047,2.3263440132141113,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,0,1.9547685384750366,2047,1.9322739839553833,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,1,2.3630530834198,2047,2.3538384437561035,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,2,2.5711512565612793,2047,2.5494682788848877,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,3,2.305124044418335,2047,2.2777302265167236,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,4,2.0944814682006836,2047,2.065276622772217,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,5,1.663294792175293,2047,1.6499500274658203,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,6,1.481237769126892,2047,1.4701015949249268,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,7,2.0192365646362305,2047,2.0103492736816406,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,8,2.205432653427124,2047,2.1817996501922607,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,9,2.388693332672119,2047,2.370831251144409,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,10,2.2195205688476562,2047,2.2036807537078857,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,11,2.2642171382904053,2047,2.2415523529052734,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,12,2.157578468322754,2047,2.1503381729125977,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,13,2.3643534183502197,2047,2.3407583236694336,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,14,2.3197953701019287,2047,2.3199877738952637,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,15,2.2231738567352295,2047,2.218545436859131,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,16,2.540740728378296,2047,2.5169126987457275,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,17,2.386727809906006,2047,2.355337142944336,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,18,2.116619348526001,2047,2.096959352493286,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,19,1.989238977432251,2047,1.966502070426941,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,20,2.0824711322784424,2047,2.073692560195923,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,21,2.348522901535034,2047,2.322117805480957,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,22,2.1939258575439453,2047,2.16727352142334,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,23,2.2895781993865967,2047,2.2682693004608154,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,24,2.2672531604766846,2047,2.246994972229004,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,25,2.3990800380706787,2047,2.3760485649108887,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,26,2.4360506534576416,2047,2.4160356521606445,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,27,2.6404502391815186,2047,2.6171517372131348,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,28,2.4200470447540283,2047,2.3842835426330566,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,29,2.144054651260376,2047,2.0950424671173096,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,30,2.0336008071899414,2047,1.9719587564468384,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,31,1.9412262439727783,2047,1.9119421243667603,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,32,1.6979002952575684,2047,1.6655468940734863,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,33,2.2134437561035156,2047,2.208383560180664,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,34,2.0133421421051025,2047,1.9952025413513184,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,35,2.1191720962524414,2047,2.106339454650879,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,36,1.7484543323516846,2047,1.741180181503296,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,37,1.5582878589630127,2047,1.5504212379455566,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,38,1.7990978956222534,2047,1.76759672164917,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,39,1.5249216556549072,2047,1.507117509841919,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,40,1.8112322092056274,2047,1.7778536081314087,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,41,1.932199239730835,2047,1.9250844717025757,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,42,2.6067512035369873,2047,2.5741982460021973,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,43,2.866110324859619,2047,2.8364510536193848,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,44,2.6562857627868652,2047,2.6270036697387695,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,45,2.36448335647583,2047,2.352283239364624,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,46,2.367173671722412,2047,2.343782663345337,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,47,2.4383022785186768,2047,2.4249846935272217,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,48,2.5129668712615967,2047,2.484833240509033,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,49,1.879198431968689,2047,1.876785397529602,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,50,2.3626205921173096,2047,2.3451783657073975,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,51,2.112764596939087,2047,2.087918758392334,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,52,2.0117990970611572,2047,1.9758023023605347,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,53,2.0001399517059326,2047,1.9341256618499756,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,54,1.8541905879974365,2047,1.8206104040145874,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,55,1.9968621730804443,2047,1.9787908792495728,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,56,1.8388619422912598,2047,1.838687539100647,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,57,1.5360784530639648,2047,1.6403695344924927,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,58,2.0195531845092773,2047,2.0074727535247803,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,59,1.9649728536605835,2047,1.9419804811477661,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,60,2.218355894088745,2047,2.203625202178955,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,61,2.4203436374664307,2047,2.4013683795928955,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,62,2.4685168266296387,2047,2.4361608028411865,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,63,2.6717615127563477,2047,2.6477725505828857,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,64,2.025965929031372,2047,2.0096616744995117,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,65,1.9478992223739624,2047,1.9383376836776733,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,66,2.3011295795440674,2047,2.2738585472106934,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,67,2.028651475906372,2047,2.0129458904266357,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,68,2.1430351734161377,2047,2.0808393955230713,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,69,2.0388283729553223,2047,2.0010464191436768,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,70,1.9182751178741455,2047,1.8919775485992432,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,71,2.012730121612549,2047,2.0041356086730957,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,72,2.4973061084747314,2047,2.491278648376465,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,73,2.564579486846924,2047,2.5326554775238037,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,74,2.219034194946289,2047,2.1769185066223145,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,75,2.036283016204834,2047,2.0259156227111816,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,76,2.1951358318328857,2047,2.186821460723877,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,77,2.169769763946533,2047,2.1533286571502686,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,78,2.155062675476074,2047,2.1572694778442383,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,79,2.3480827808380127,2047,2.312026262283325,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,80,2.3645341396331787,2047,2.2915451526641846,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,81,2.421640157699585,2047,2.3536219596862793,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,82,1.817692518234253,2047,1.8051602840423584,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,83,1.9866809844970703,2047,1.978941559791565,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,84,1.8082603216171265,2047,1.8110172748565674,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,85,2.0193681716918945,2047,2.0077476501464844,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,86,1.99530827999115,2047,2.020627975463867,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,87,2.017184019088745,2047,2.0050384998321533,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,88,2.2875607013702393,2047,2.2741010189056396,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,89,2.236462116241455,2047,2.214754581451416,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,90,2.334829807281494,2047,2.303311586380005,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,91,3.0246639251708984,2047,3.0202033519744873,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,92,3.009891986846924,2047,2.9865169525146484,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,93,2.4732422828674316,2047,2.447697401046753,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,94,2.7169923782348633,2047,2.7009353637695312,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,95,2.744993209838867,2047,2.731647253036499,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,96,2.4441895484924316,2047,2.412609815597534,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,97,2.617920398712158,2047,2.622703790664673,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,98,2.2679831981658936,2047,2.2576093673706055,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,99,2.3894877433776855,2047,2.3674283027648926,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,100,2.0916972160339355,2047,2.0589146614074707,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,101,2.1768226623535156,2047,2.1859829425811768,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,102,2.501924514770508,2047,2.517852306365967,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,103,2.018019914627075,2047,2.177466630935669,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,104,2.4785420894622803,2047,2.46437931060791,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,105,2.2108092308044434,2047,2.15358304977417,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,106,2.360896348953247,2047,2.344849109649658,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,107,2.3061678409576416,2047,2.271617889404297,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,108,2.053941488265991,2047,2.0401642322540283,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,109,2.246797800064087,2047,2.224565029144287,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,110,2.11384654045105,2047,2.092273712158203,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,111,1.9899996519088745,2047,1.9550838470458984,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,112,1.9939872026443481,2047,1.9396895170211792,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,113,2.0583882331848145,2047,2.047842025756836,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,114,2.351957082748413,2047,2.3370656967163086,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,115,2.358870267868042,2047,2.3231239318847656,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,116,2.484056234359741,2047,2.464578866958618,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,117,2.2990455627441406,2047,2.2755367755889893,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,118,2.121107339859009,2047,2.0983054637908936,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,119,2.1095054149627686,2047,2.093827724456787,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,120,2.4975595474243164,2047,2.473975896835327,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,121,1.9692142009735107,2047,1.964258074760437,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,122,1.8849711418151855,2047,1.8566185235977173,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,123,1.9358855485916138,2047,1.9316937923431396,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,124,2.157212734222412,2047,2.1408050060272217,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,125,2.407752275466919,2047,2.3997483253479004,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,126,2.263129949569702,2047,2.2528090476989746,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,127,2.207821846008301,2047,2.1977765560150146,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,128,2.0970685482025146,2047,2.0989186763763428,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,129,2.091355323791504,2047,2.101639747619629,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,130,2.0132968425750732,2047,1.985652208328247,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,131,2.24403715133667,2047,2.223219156265259,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,132,2.094938278198242,2047,2.0839428901672363,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,133,2.1155965328216553,2047,2.112532377243042,0.0
qwen3_8b_base,Qwen/Qwen3-8B-Base,both,nar_k8,20260902,134,2.5433290004730225,2047,2.5094659328460693,0.0
