model,model_id,rotation,quantizer,fold_dtype,seed,reference_ppl,rotation_only_ppl,ppl_abs_difference,required_ppl_abs_difference,max_abs_logit_difference,relative_l2_logit_difference,max_round_trip_relative_error,round_trip_tolerance,chunks,chunks_below_reference,mean_nll_delta,max_abs_nll_delta,r1_rank,r1_slots,r4_rank,r4_slots,r2_rank,below_reference_share,required_max_abs_nll_delta,sign_test_applicable,sign_balanced,passed
qwen3_8b_base,Qwen/Qwen3-8B-Base,hadamard,identity,float32,0,8.47710652665169,8.477105484522225,1.0421294653895075e-06,0.01,0.000232696533203125,1.4460325701293186e-06,1.574283174932134e-07,1e-06,64,27,-1.2293457984924316e-07,2.6226043701171875e-06,,32,,96,,0.421875,0.001,False,True,True
qwen3_8b_base,Qwen/Qwen3-8B-Base,nar_k8,identity,float32,0,8.47710652665169,8.4770736048964,3.2921755289905263e-05,0.01,0.003330230712890625,1.3867794223187957e-05,4.091880043688434e-07,1e-06,64,60,-3.883615136146545e-06,1.71661376953125e-05,8,32,8,96,1,0.9375,0.001,False,False,True
qwen3_8b_base,Qwen/Qwen3-8B-Base,nar_kmax,identity,float32,0,8.47710652665169,8.477081862955378,2.466369631193288e-05,0.01,0.004001617431640625,1.6289988707285374e-05,7.514530580010614e-07,1e-06,64,58,-2.909451723098755e-06,1.2159347534179688e-05,32,32,96,96,1,0.90625,0.001,False,False,True
