model,rotation,layer,group,module,columns,rows,hessian_sequences,dead_columns,damp,groupsize,blocksize
qwen3_8b_base,nar_kmax,28,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,28,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,28,3,mlp.down_proj,12288,4096,128,0,15.577288627624512,-1,128
qwen3_8b_base,nar_kmax,29,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,29,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,29,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,29,1,self_attn.o_proj,4096,4096,128,0,10.278501510620117,-1,128
qwen3_8b_base,nar_kmax,29,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,29,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,29,3,mlp.down_proj,12288,4096,128,0,20.950164794921875,-1,128
qwen3_8b_base,nar_kmax,30,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,30,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,30,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,30,1,self_attn.o_proj,4096,4096,128,0,20.277099609375,-1,128
qwen3_8b_base,nar_kmax,30,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,30,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,30,3,mlp.down_proj,12288,4096,128,0,29.889101028442383,-1,128
qwen3_8b_base,nar_kmax,31,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,31,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,31,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,31,1,self_attn.o_proj,4096,4096,128,0,20.539945602416992,-1,128
qwen3_8b_base,nar_kmax,31,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,31,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,31,3,mlp.down_proj,12288,4096,128,0,40.05862045288086,-1,128
qwen3_8b_base,nar_kmax,32,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,32,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,32,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,32,1,self_attn.o_proj,4096,4096,128,0,30.2498722076416,-1,128
qwen3_8b_base,nar_kmax,32,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
