experiment,model,row,eval_set,reference,mean_ppl,seed_std,seed_ppls,delta,ci90_low,ci90_high,seed_ci90_low,seed_ci90_high,nll_delta,nll_ci90_low,nll_ci90_high,ci_method,seeds,chunks_per_seed
31,qwen3_4b_base,hadamard,wt2,hadamard,7.876937705826866,0.00993311840175216,"[7.87658705082769, 7.867184558016173, 7.887041508636738]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P1_k8,wt2,P1_k8,7.707258416431773,0.005486215068132294,"[7.702430087343717, 7.7132241981337835, 7.706120963817819]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P2_k8,wt2,P1_k8,7.709696864881381,0.009076878152460343,"[7.699235452825208, 7.715483322956547, 7.714371818862388]",0.002438448449608129,-0.004338635274392108,0.009215532173608368,-0.007212818115971294,0.012089715015187553,0.00031603996952374774,-0.0005655145707466128,0.0011975945097941084,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P3_k8,wt2,P1_k8,7.7079245301305415,0.0067702782050806,"[7.7054934569484494, 7.702705466550507, 7.715574666892668]",0.0006661136987684557,-0.005377470749142277,0.006709698146679189,-0.016529160784316203,0.017861388181853115,8.633484443028767e-05,-0.0006971432367809755,0.0008698129256415509,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P4_k8,wt2,P1_k8,7.69824677026205,0.005468550856131296,"[7.69208503933558, 7.700131871342797, 7.702523400107774]",-0.009011646169722868,-0.014695483364030228,-0.0033278089754155077,-0.017248404280207873,-0.0007748880592378625,-0.0011699249347050984,-0.0019063829145406375,-0.00043346695486955915,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P5_k8,wt2,P1_k8,7.724127585660828,0.0,"[7.724127585660828, 7.724127585660828, 7.724127585660828]",0.01686916922905457,0.01086317849134832,0.02287515996676082,0.007620209083277447,0.026118129374831694,0.002186515058080355,0.0014168149437003038,0.0029562151724604065,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P1_kmax,wt2,P1_kmax,7.697452185949383,0.006475619822230856,"[7.7039950333407194, 7.697315568961047, 7.691045955546383]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P2_kmax,wt2,P1_kmax,7.696769440758998,0.008438206104115371,"[7.695779975034395, 7.7056587576157805, 7.688869589626817]",-0.0006827451903855438,-0.007343180590107926,0.0059776902093368394,-0.014809467515678005,0.013443977134906917,-8.886617918809255e-05,-0.0009564442469528852,0.0007787118885767,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P3_kmax,wt2,P1_kmax,7.694030057568139,0.012190911711625696,"[7.682716012856408, 7.692433624019654, 7.706940535828355]",-0.0034221283812441903,-0.010505555741784984,0.003661298979296603,-0.034829169266199146,0.027984912503710765,-0.0004452789823214213,-0.0013607589509171546,0.0004702009862743119,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P4_kmax,wt2,P1_kmax,7.697452185949383,0.006475619822230856,"[7.7039950333407194, 7.697315568961047, 7.691045955546383]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
31,qwen3_4b_base,P5_kmax,wt2,P1_kmax,7.696780775057373,0.0,"[7.696780775057373, 7.696780775057373, 7.696780775057373]",-0.0006714108920098383,-0.006727710273751662,0.005384888489731986,-0.011588363456067301,0.010245541672047625,-8.699297904968262e-05,-0.0008733944687990182,0.0006994085106996529,paired-chunk delta-method Student-t df191; repeated texts across seeds,3,64
