experiment,model,row,seed,site,layer,round_trip,anchor_residual
29,qwen3_4b_base,Q1_hadamard,1,qkv,13,1.6753767795307795e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,14,1.7027578280703892e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,15,1.7091812765102077e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,16,1.68520017496121e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,17,1.6859422657944378e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,18,1.6922219003845385e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,19,1.7037707777944888e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,20,1.703374579165029e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,21,1.6814959735711454e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,22,1.6743318553835707e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,23,1.6934930613388133e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,24,1.6808068892260053e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,25,1.6767769750458683e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,26,1.6766595933859207e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,27,1.6904880340007367e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,28,1.6851610951107432e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,29,1.7176833466692187e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,30,1.6871450725375325e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,31,1.6840787964156334e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,32,1.6760394316861493e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,33,1.6868254704149876e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,34,1.6906506061786786e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,qkv,35,1.7091333859298175e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,0,2.566833927630796e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,1,2.5617154619794746e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,2,2.575550013261818e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,3,2.576094004780316e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,4,2.584392291282711e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,5,2.579266720204032e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,6,2.571053414612834e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,7,2.5612172294131597e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,8,2.5763367261788517e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,9,2.5662959046712785e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,10,2.576214797045395e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,11,2.564586623066134e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,12,2.5655836566329526e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,13,2.565022043654608e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,14,2.5673409709270345e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,15,2.5698136596474797e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,16,2.5695379690660047e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,17,2.55209585020566e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,18,2.576215649696678e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,19,2.5591288022042136e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,20,2.571313473254122e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,21,2.5651357304923295e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,22,2.5563954864082916e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,23,2.5671772618807154e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,24,2.560448422173067e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,25,2.565274712651444e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,26,2.5598288289074844e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,27,2.57156557381677e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,28,2.559329175255698e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,29,2.580137845598074e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,30,2.584070841749053e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,31,2.580219415904139e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,32,2.5655162971816026e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,33,2.570351398389903e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,34,2.5644646939326776e-07,0.0
29,qwen3_4b_base,Q1_hadamard,1,down,35,2.5851463192338997e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,0,1.697652578513953e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,1,1.6960240145635908e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,2,1.6791550194739102e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,3,1.684293380321833e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,4,1.679594987535893e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,5,1.6792029100543004e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,6,1.6772358435446222e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,7,1.6854397699717083e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,8,1.6744463948725752e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,9,1.6753045883888262e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,10,1.6982608030957635e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,11,1.6996477825159673e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,12,1.6790056633908534e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,13,1.6845575601109886e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,14,1.668478546434926e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,15,1.6969457306004188e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,16,1.692762623406452e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,17,1.683247461414794e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,18,1.6861308438365086e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,19,1.6907347344385926e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,20,1.711976551632688e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,21,1.6840127159412077e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,22,1.6976426309156523e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,23,1.68395771993346e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,24,1.6724771967346896e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,25,1.7006317420964479e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,26,1.699208240779626e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,27,1.7074191305255226e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,28,1.694654798711781e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,29,1.7007350550102274e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,30,1.7002072638661048e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,31,1.6872901653641748e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,32,1.6974259153812454e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,33,1.684275616753439e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,34,1.6899913646284404e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,qkv,35,1.7012449404774088e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,0,2.561192218308861e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,1,2.560386462846509e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,2,2.5538508907629875e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,3,2.5763048938642896e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,4,2.5823828764259815e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,5,2.57684376947509e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,6,2.5638112788328726e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,7,2.561053804583935e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,8,2.5674737003100745e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,9,2.5498621880615246e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,10,2.5796663294386235e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,11,2.568948502812418e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,12,2.561814937962481e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,13,2.5753223553692806e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,14,2.560457801337179e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,15,2.5811553427956824e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,16,2.5861848484964867e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,17,2.560517486926983e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,18,2.5612479248593445e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,19,2.575517044078879e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,20,2.558109315486945e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,21,2.5707930717544514e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,22,2.5576019879736123e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,23,2.5827162630776e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,24,2.568323793639138e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,25,2.565333261372871e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,26,2.580404441232531e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,27,2.5749156407073315e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,28,2.5715905849210685e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,29,2.5766826183826197e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,30,2.5695032945804996e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,31,2.5857031005216413e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,32,2.578363478278334e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,33,2.5721683982737886e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,34,2.5690891902740987e-07,0.0
29,qwen3_4b_base,Q1_hadamard,2,down,35,2.5681254101073137e-07,0.0
29,qwen3_4b_base,Q1_pq,0,qkv,0,1.1733261828794639e-07,9.326087990757514e-08
29,qwen3_4b_base,Q1_pq,0,qkv,1,1.1618732997931147e-07,9.41519857633466e-08
29,qwen3_4b_base,Q1_pq,0,qkv,2,1.1641929376082771e-07,9.389221133915271e-08
29,qwen3_4b_base,Q1_pq,0,qkv,3,1.1756188200706674e-07,9.074708628986627e-08
29,qwen3_4b_base,Q1_pq,0,qkv,4,1.1691594892226931e-07,9.299288450392851e-08
29,qwen3_4b_base,Q1_pq,0,qkv,5,1.1720273107584944e-07,9.334409156736001e-08
29,qwen3_4b_base,Q1_pq,0,qkv,6,1.1689996881614206e-07,9.208520879155913e-08
29,qwen3_4b_base,Q1_pq,0,qkv,7,1.1581715142483517e-07,9.604033834875736e-08
29,qwen3_4b_base,Q1_pq,0,qkv,8,1.1682210754315747e-07,9.262571865065183e-08
29,qwen3_4b_base,Q1_pq,0,qkv,9,1.175563753008646e-07,9.196688921520035e-08
29,qwen3_4b_base,Q1_pq,0,qkv,10,1.1656681664362623e-07,9.347689911010093e-08
29,qwen3_4b_base,Q1_pq,0,qkv,11,1.1655005494048964e-07,9.128719824502696e-08
29,qwen3_4b_base,Q1_pq,0,qkv,12,1.1556083734376443e-07,9.46222300513e-08
29,qwen3_4b_base,Q1_pq,0,qkv,13,1.1678435640760654e-07,9.95544340298693e-08
29,qwen3_4b_base,Q1_pq,0,qkv,14,1.1545955658220919e-07,1.0021405927318483e-07
29,qwen3_4b_base,Q1_pq,0,qkv,15,1.1647252762259086e-07,9.835271441716031e-08
29,qwen3_4b_base,Q1_pq,0,qkv,16,1.1648055675550495e-07,9.382327448292926e-08
29,qwen3_4b_base,Q1_pq,0,qkv,17,1.1592373994062655e-07,9.450803872823599e-08
29,qwen3_4b_base,Q1_pq,0,qkv,18,1.1575833269716895e-07,1.0394613525477325e-07
29,qwen3_4b_base,Q1_pq,0,qkv,19,1.1752927520092271e-07,9.33965296212591e-08
29,qwen3_4b_base,Q1_pq,0,qkv,20,1.1485828110835428e-07,1.0567183750254117e-07
29,qwen3_4b_base,Q1_pq,0,qkv,21,1.1493046514488015e-07,9.470743123074499e-08
29,qwen3_4b_base,Q1_pq,0,qkv,22,1.1363175644873991e-07,9.270085854495846e-08
29,qwen3_4b_base,Q1_pq,0,qkv,23,1.1578206482454334e-07,9.687460078566801e-08
29,qwen3_4b_base,Q1_pq,0,qkv,24,1.1539307820385147e-07,9.718328186636427e-08
29,qwen3_4b_base,Q1_pq,0,qkv,25,1.1575822611575859e-07,9.577102844104957e-08
29,qwen3_4b_base,Q1_pq,0,qkv,26,1.1588071657797627e-07,9.09483688360524e-08
29,qwen3_4b_base,Q1_pq,0,qkv,27,1.1643800945648763e-07,9.3146844903913e-08
29,qwen3_4b_base,Q1_pq,0,qkv,28,1.1509109754115343e-07,9.545370716068646e-08
29,qwen3_4b_base,Q1_pq,0,qkv,29,1.1606180549961209e-07,9.609231454987821e-08
29,qwen3_4b_base,Q1_pq,0,qkv,30,1.1491262341678521e-07,9.691511593246105e-08
29,qwen3_4b_base,Q1_pq,0,qkv,31,1.1650407572005861e-07,9.372361375881155e-08
29,qwen3_4b_base,Q1_pq,0,qkv,32,1.1631036755943569e-07,4.769670880477861e-08
29,qwen3_4b_base,Q1_pq,0,qkv,33,1.1562980262169731e-07,9.704034908963877e-08
29,qwen3_4b_base,Q1_pq,0,qkv,34,1.1655325948822792e-07,9.383167309806595e-08
29,qwen3_4b_base,Q1_pq,0,qkv,35,1.1612960548745832e-07,9.344746132455839e-08
29,qwen3_4b_base,Q1_pq,0,down,0,1.1602514149444687e-07,9.497303210537211e-08
29,qwen3_4b_base,Q1_pq,0,down,1,1.1563585644580598e-07,9.595891015123925e-08
29,qwen3_4b_base,Q1_pq,0,down,2,1.1504664598760428e-07,9.557313518371302e-08
29,qwen3_4b_base,Q1_pq,0,down,3,1.1505594699201538e-07,9.934308309311746e-08
29,qwen3_4b_base,Q1_pq,0,down,4,1.1598668692158753e-07,9.554747748552472e-08
29,qwen3_4b_base,Q1_pq,0,down,5,1.1682219991371312e-07,9.383054333511609e-08
29,qwen3_4b_base,Q1_pq,0,down,6,1.1630665142092766e-07,9.275481716031209e-08
29,qwen3_4b_base,Q1_pq,0,down,7,1.1680261735591557e-07,9.298967285076287e-08
29,qwen3_4b_base,Q1_pq,0,down,8,1.166699519217218e-07,9.336280015759257e-08
29,qwen3_4b_base,Q1_pq,0,down,9,1.1634530494575301e-07,9.30190466874592e-08
29,qwen3_4b_base,Q1_pq,0,down,10,1.1676903710622355e-07,9.492040931036172e-08
29,qwen3_4b_base,Q1_pq,0,down,11,1.1700962687655192e-07,9.368573472556818e-08
29,qwen3_4b_base,Q1_pq,0,down,12,1.1688722878488988e-07,9.252892851918659e-08
29,qwen3_4b_base,Q1_pq,0,down,13,1.1686019263379421e-07,9.278461021722251e-08
29,qwen3_4b_base,Q1_pq,0,down,14,1.1690941903452767e-07,9.530013045377927e-08
29,qwen3_4b_base,Q1_pq,0,down,15,1.1648053543922288e-07,9.823372693062993e-08
29,qwen3_4b_base,Q1_pq,0,down,16,1.1670196897739515e-07,9.22891629784317e-08
29,qwen3_4b_base,Q1_pq,0,down,17,1.1697328972104515e-07,9.518277011011378e-08
29,qwen3_4b_base,Q1_pq,0,down,18,1.1701911972750167e-07,9.238531362143476e-08
29,qwen3_4b_base,Q1_pq,0,down,19,1.1643243880143928e-07,9.398546296779386e-08
29,qwen3_4b_base,Q1_pq,0,down,20,1.1676141298266884e-07,9.294574709883818e-08
29,qwen3_4b_base,Q1_pq,0,down,21,1.1756136331086964e-07,9.275907331129929e-08
29,qwen3_4b_base,Q1_pq,0,down,22,1.1687761514167505e-07,9.32803274622529e-08
29,qwen3_4b_base,Q1_pq,0,down,23,1.1627516727230613e-07,9.318637239630334e-08
29,qwen3_4b_base,Q1_pq,0,down,24,1.1641070329915237e-07,9.413606960606558e-08
29,qwen3_4b_base,Q1_pq,0,down,25,1.1668984001289573e-07,9.31793735503561e-08
29,qwen3_4b_base,Q1_pq,0,down,26,1.1604785044028176e-07,9.510635123888278e-08
29,qwen3_4b_base,Q1_pq,0,down,27,1.1625075302390542e-07,9.506977249884585e-08
29,qwen3_4b_base,Q1_pq,0,down,28,1.1607087913034775e-07,9.489112784422105e-08
29,qwen3_4b_base,Q1_pq,0,down,29,1.164828447031141e-07,9.409823320538635e-08
29,qwen3_4b_base,Q1_pq,0,down,30,1.1546892864089386e-07,9.56865093826309e-08
29,qwen3_4b_base,Q1_pq,0,down,31,1.1575979641520462e-07,9.698442937633445e-08
29,qwen3_4b_base,Q1_pq,0,down,32,1.1639572505828255e-07,9.425361469084237e-08
29,qwen3_4b_base,Q1_pq,0,down,33,1.1569699864821814e-07,9.288083191449914e-08
29,qwen3_4b_base,Q1_pq,0,down,34,1.1553145640164075e-07,9.449167492903143e-08
29,qwen3_4b_base,Q1_pq,0,down,35,1.1499580665486064e-07,9.59997592531181e-08
29,qwen3_4b_base,Q1_pq,1,qkv,0,1.1787926723627606e-07,9.326087990757514e-08
29,qwen3_4b_base,Q1_pq,1,qkv,1,1.1582476844296252e-07,9.41519857633466e-08
29,qwen3_4b_base,Q1_pq,1,qkv,2,1.1587196269147171e-07,9.389221133915271e-08
29,qwen3_4b_base,Q1_pq,1,qkv,3,1.1679757960791903e-07,9.074708628986627e-08
29,qwen3_4b_base,Q1_pq,1,qkv,4,1.1600219096408182e-07,9.299287739850115e-08
29,qwen3_4b_base,Q1_pq,1,qkv,5,1.1552911161061274e-07,9.334409156736001e-08
29,qwen3_4b_base,Q1_pq,1,qkv,6,1.1553020584642582e-07,9.208520168613177e-08
29,qwen3_4b_base,Q1_pq,1,qkv,7,1.1497494512013873e-07,9.604034545418472e-08
29,qwen3_4b_base,Q1_pq,1,qkv,8,1.1605455085827998e-07,9.262571865065183e-08
29,qwen3_4b_base,Q1_pq,1,qkv,9,1.154901383415563e-07,9.196688921520035e-08
29,qwen3_4b_base,Q1_pq,1,qkv,10,1.1609040484472644e-07,9.347689911010093e-08
29,qwen3_4b_base,Q1_pq,1,qkv,11,1.1721739667791553e-07,9.128720535045431e-08
29,qwen3_4b_base,Q1_pq,1,qkv,12,1.1686310585901083e-07,9.462223715672735e-08
29,qwen3_4b_base,Q1_pq,1,qkv,13,1.1659719234557997e-07,9.95544340298693e-08
29,qwen3_4b_base,Q1_pq,1,qkv,14,1.1500458185764728e-07,1.0021405927318483e-07
29,qwen3_4b_base,Q1_pq,1,qkv,15,1.1533948907072045e-07,9.835271441716031e-08
29,qwen3_4b_base,Q1_pq,1,qkv,16,1.16070367539578e-07,9.382327448292926e-08
29,qwen3_4b_base,Q1_pq,1,qkv,17,1.1604216609839568e-07,9.450804583366335e-08
29,qwen3_4b_base,Q1_pq,1,qkv,18,1.1534960719927767e-07,1.0394614236020061e-07
29,qwen3_4b_base,Q1_pq,1,qkv,19,1.148515735849287e-07,9.33965296212591e-08
