model,row,seed,site,layer,group,group_class,observations,mean_range,scope
qwen3_4b_base,Had_asym,0,down,1,38,other,131072,0.12390612692918523,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,39,other,131072,0.12457496415734681,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,40,other,131072,0.12429718006147539,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,41,other,131072,0.12487272348684542,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,42,other,131072,0.12476843094907508,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,43,other,131072,0.12303630081814276,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,44,other,131072,0.12392527599529046,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,45,other,131072,0.12519628849015874,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,46,other,131072,0.12391998373959723,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,47,other,131072,0.12415760922360164,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,48,other,131072,0.12387610310562991,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,49,other,131072,0.12361902529421798,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,50,other,131072,0.12388806829514465,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,51,other,131072,0.12391979994097824,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,52,other,131072,0.12435501358875456,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,53,other,131072,0.1254071290964731,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,54,other,131072,0.12534627677074184,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,55,other,131072,0.1239952723417872,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,56,other,131072,0.1231879158661826,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,57,other,131072,0.12482278304966599,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,58,other,131072,0.12440603252692028,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,59,other,131072,0.12479391130990791,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,60,other,131072,0.12396293221080157,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,61,other,131072,0.12453463720883917,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,62,other,131072,0.12493203742261016,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,63,other,131072,0.12410363261001578,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,64,other,131072,0.12352904637424444,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,65,other,131072,0.12326200878408144,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,66,other,131072,0.12395927898505477,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,67,other,131072,0.12384280892555921,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,68,other,131072,0.12454072812145967,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,69,other,131072,0.1243255188481669,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,70,other,131072,0.12480404182232974,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,71,other,131072,0.12508105387591684,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,72,other,131072,0.12303001579770978,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,73,other,131072,0.12380612986612505,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,74,other,131072,0.12417702931331576,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,1,75,other,131072,0.12423638287958738,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,0,other,131072,0.13566252539126822,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,1,other,131072,0.13697911593692425,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,2,other,131072,0.13518658173074982,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,3,other,131072,0.13719917813983784,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,4,other,131072,0.13471270926999068,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,5,other,131072,0.1358588043240445,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,6,other,131072,0.13534721506340475,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,7,other,131072,0.1361343575120344,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,8,other,131072,0.13707159936579671,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,9,other,131072,0.13495874229424487,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,10,other,131072,0.13614839282003288,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,11,other,131072,0.13509602284889866,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,12,other,131072,0.13693931008275229,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,13,other,131072,0.13534542733758315,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,14,other,131072,0.1360629124293382,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,15,other,131072,0.13603785619471864,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,16,other,131072,0.13581111464372952,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,17,other,131072,0.13515527922304216,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,18,other,131072,0.1357519458694867,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,19,other,131072,0.13640826876064693,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,20,other,131072,0.13582313716931083,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,21,other,131072,0.13590711219980278,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,22,other,131072,0.1368773675195314,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,23,other,131072,0.13683129239861103,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,24,other,131072,0.13513215487768093,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,25,other,131072,0.13479658818404516,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,26,other,131072,0.13573331049258286,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,27,other,131072,0.13606209945291425,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,28,other,131072,0.135805045486606,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,29,other,131072,0.13611258119460956,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,30,other,131072,0.13592004984327843,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,31,other,131072,0.1367758196096105,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,32,other,131072,0.1358795724458446,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,33,other,131072,0.13567020981761857,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,34,other,131072,0.13758845281243737,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,35,other,131072,0.1356370642455289,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,36,other,131072,0.13724064708588912,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,37,other,131072,0.13663649332804084,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,38,other,131072,0.13611931363773522,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,39,other,131072,0.13602523803467648,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,40,other,131072,0.13638560460056226,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,41,other,131072,0.1367151298428837,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,42,other,131072,0.13625512059525136,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,43,other,131072,0.13612157437108863,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,44,other,131072,0.1358135548380517,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,45,other,131072,0.13625520310273487,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,46,other,131072,0.13700442106016908,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,47,other,131072,0.13498520410794868,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,48,other,131072,0.13499926362960935,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,49,other,131072,0.13556808224643646,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,50,other,131072,0.1373779190289497,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,51,other,131072,0.13589628504969653,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,52,other,131072,0.1355846492451036,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,53,other,131072,0.13551645539213553,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,54,other,131072,0.13609987942336943,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,55,other,131072,0.13629107604941737,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,56,other,131072,0.1358746062732621,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,57,other,131072,0.13449224152502381,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,58,other,131072,0.13518210495718108,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,59,other,131072,0.1350423390776001,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,60,other,131072,0.1360438979153713,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,61,other,131072,0.13658459026315484,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,62,other,131072,0.13623596133811589,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,63,other,131072,0.1350544804103322,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,64,other,131072,0.13486922626807996,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,65,other,131072,0.13530154007578687,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,66,other,131072,0.13448644262582832,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,67,other,131072,0.13517566127677583,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,68,other,131072,0.13597551791077933,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,69,other,131072,0.13574732891780172,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,70,other,131072,0.13669405865918804,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,71,other,131072,0.135791438293964,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,72,other,131072,0.1375317044678468,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,73,other,131072,0.13519987249642895,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,74,other,131072,0.13568688622009972,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,2,75,other,131072,0.13589333640943835,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,0,other,131072,0.2239543751360884,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,1,other,131072,0.22368945287396969,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,2,other,131072,0.22599718146329906,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,3,other,131072,0.2241956125535296,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,4,other,131072,0.2218371959234844,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,5,other,131072,0.22694788671512356,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,6,other,131072,0.2247041024832015,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,7,other,131072,0.22401533326998901,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,8,other,131072,0.22340603974907935,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,9,other,131072,0.22461238631387914,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,10,other,131072,0.22412989085970025,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,11,other,131072,0.22399873720834762,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,12,other,131072,0.22561307730623525,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,13,other,131072,0.22587692128752224,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,14,other,131072,0.22443305751437492,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,15,other,131072,0.2231476797108769,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,16,other,131072,0.2246552486024882,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,17,other,131072,0.22413536653260735,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,18,other,131072,0.2250805900153523,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,19,other,131072,0.22447214257854853,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,20,other,131072,0.22374085292003087,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,21,other,131072,0.22546633031208785,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,22,other,131072,0.22460359102285565,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,23,other,131072,0.2230300593412835,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,24,other,131072,0.22258135883669183,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,25,other,131072,0.22480982601402388,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,26,other,131072,0.22384310599304058,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,27,other,131072,0.22465212215183783,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,28,other,131072,0.22593917734664615,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,29,other,131072,0.2252555652298156,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,30,other,131072,0.22583753383997873,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,31,other,131072,0.2247385834742488,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,32,other,131072,0.22502862780223154,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,33,other,131072,0.22584468613413833,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,34,other,131072,0.22338356796549874,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,35,other,131072,0.22599947361200634,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,36,other,131072,0.22586673505000476,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,37,other,131072,0.22401675723949666,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,38,other,131072,0.2252854175969503,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,39,other,131072,0.22521204347083312,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,40,other,131072,0.22438358880438614,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,41,other,131072,0.22170165116423846,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,42,other,131072,0.22198515721376566,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,43,other,131072,0.22675953413789784,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,44,other,131072,0.22374413324237707,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,45,other,131072,0.2244727693399966,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,46,other,131072,0.22367623117645508,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,47,other,131072,0.22561948906297857,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,48,other,131072,0.22489304151378064,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,49,other,131072,0.22517449716150395,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,50,other,131072,0.2234147461360294,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,51,other,131072,0.22577652798113945,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,52,other,131072,0.22522386256605387,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,53,other,131072,0.22232999744485937,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,54,other,131072,0.22610242749428267,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,55,other,131072,0.22333998033619196,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,56,other,131072,0.22601725397035466,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,57,other,131072,0.22491147409056111,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,58,other,131072,0.22312732675828784,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,59,other,131072,0.22593847039826187,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,60,other,131072,0.2248613394947654,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,61,other,131072,0.22379740039917806,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,62,other,131072,0.2221987285701914,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,63,other,131072,0.22436379501766623,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,64,other,131072,0.22524735245008287,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,65,other,131072,0.22451137513434105,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,66,other,131072,0.22612392443224394,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,67,other,131072,0.22548518073580226,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,68,other,131072,0.22697917657887956,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,69,other,131072,0.22341651282937391,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,70,other,131072,0.22372358008462356,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,71,other,131072,0.223906000220353,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,72,other,131072,0.2244447530253808,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,73,other,131072,0.2247456453791017,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,74,other,131072,0.22541129423484563,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,3,75,other,131072,0.2230277250894801,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,0,other,131072,0.38848007534920725,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,1,other,131072,0.38850996482773326,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,2,other,131072,0.38736575878613166,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,3,other,131072,0.389490841116924,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,4,other,131072,0.38638704959737424,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,5,other,131072,0.3871988638912853,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,6,other,131072,0.3867749922296184,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,7,other,131072,0.38986864537361043,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,8,other,131072,0.3865966232872893,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,9,other,131072,0.38656372648887327,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,10,other,131072,0.3872116255869287,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,11,other,131072,0.38679512897863333,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,12,other,131072,0.3866032856928996,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,13,other,131072,0.3885932830542629,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,14,other,131072,0.38647459834413667,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,15,other,131072,0.38783971604249246,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,16,other,131072,0.3875276883434253,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,17,other,131072,0.3867211324212576,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,18,other,131072,0.38434783943569073,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,19,other,131072,0.3891625898052098,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,20,other,131072,0.38806080046168745,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,21,other,131072,0.38673711275765754,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,22,other,131072,0.3896664023736207,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,23,other,131072,0.3844122711525415,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,24,other,131072,0.38928620679655523,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,25,other,131072,0.38730595428773995,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,26,other,131072,0.38950539708457654,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,27,other,131072,0.38792290846186006,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,28,other,131072,0.3898538722277749,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,29,other,131072,0.38858635646994344,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,30,other,131072,0.38657729674616803,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,31,other,131072,0.38904550043787367,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,32,other,131072,0.3866030644300622,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,33,other,131072,0.38946239332108235,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,34,other,131072,0.3885745000026759,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,35,other,131072,0.38729898569113175,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,36,other,131072,0.38525933919373756,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,37,other,131072,0.3860602769221373,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,38,other,131072,0.38946480979035414,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,39,other,131072,0.3874613381802874,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,40,other,131072,0.38725267004036823,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,41,other,131072,0.387631968191954,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,42,other,131072,0.3881775938311307,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,43,other,131072,0.38506409194002345,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,44,other,131072,0.38677695941584034,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,45,other,131072,0.38903749766228657,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,46,other,131072,0.3900838458675935,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,47,other,131072,0.3865618770490755,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,48,other,131072,0.3865749872309152,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,49,other,131072,0.38813299145891733,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,50,other,131072,0.3889182164005547,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,51,other,131072,0.3891081195448578,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,52,other,131072,0.38819430848923275,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,53,other,131072,0.38884759311844164,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,54,other,131072,0.39026864855657095,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,55,other,131072,0.3897674805310771,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,56,other,131072,0.3837227232294822,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,57,other,131072,0.3893078034856785,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,58,other,131072,0.38756886206743957,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,59,other,131072,0.3889313415076572,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,60,other,131072,0.39196863445084773,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,61,other,131072,0.3864233872467935,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,62,other,131072,0.3935869933684444,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,63,other,131072,0.38762776044535485,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,64,other,131072,0.38949679520595737,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,65,other,131072,0.38889178295386273,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,66,other,131072,0.38792215571174893,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,67,other,131072,0.38748387577993526,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,68,other,131072,0.3884115581965375,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,69,other,131072,0.38881078650223344,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,70,other,131072,0.38548029911288495,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,71,other,131072,0.3871739896717372,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,72,other,131072,0.3884791156035021,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,73,other,131072,0.3884091955089275,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,74,other,131072,0.3867152673753935,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,4,75,other,131072,0.3859277867039168,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,0,other,131072,0.4934955977207096,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,1,other,131072,0.4899990186197556,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,2,other,131072,0.4936908594318652,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,3,other,131072,0.4928391642014276,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,4,other,131072,0.4923137033757712,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,5,other,131072,0.4895402789708214,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,6,other,131072,0.49079985147585603,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,7,other,131072,0.49413574241373226,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,8,other,131072,0.49392296614274755,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,9,other,131072,0.49028270698886445,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,10,other,131072,0.4892701066904692,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,11,other,131072,0.4932852722704979,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,12,other,131072,0.49129429546587744,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,13,other,131072,0.4919990314776328,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,14,other,131072,0.49184731534018056,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,15,other,131072,0.49129014402893745,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,16,other,131072,0.491297532428689,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,17,other,131072,0.48940063280684853,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,18,other,131072,0.48981218896335577,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,19,other,131072,0.4899503845543336,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,20,other,131072,0.4888561110259957,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,21,other,131072,0.4909304800025893,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,22,other,131072,0.4921122784678573,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,23,other,131072,0.4898039213667289,actual_quantized_forward
qwen3_4b_base,Had_asym,0,down,5,24,other,131072,0.4921238857325534,actual_quantized_forward
