experiment,model,row,seed,site,layer,round_trip,anchor_residual
31,qwen3_4b_base,hadamard,0,qkv,0,1.698037692676735e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,1,1.6966922089522996e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,2,1.6828002458169067e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,3,1.6811635816793569e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,4,1.6875192443421838e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,5,1.6776752431724162e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,6,1.6874311370429496e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,7,1.688195254700986e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,8,1.6909142175336456e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,9,1.687332513711226e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,10,1.714609965119962e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,11,1.6704795768873737e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,12,1.680049308561138e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,13,1.683701782440039e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,14,1.708298213998205e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,15,1.6882721354249952e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,16,1.688670181465568e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,17,1.6916058598326345e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,18,1.6969072191841406e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,19,1.7043967659446935e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,20,1.6971867466963886e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,21,1.6909383759866614e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,22,1.6888660070435435e-07,0.0
31,qwen3_4b_base,hadamard,0,qkv,23,1.6907732458548708e-07,0.0
