model,row,site,layer,seed,group,m,k,s_meas,s_hadamard,f_calibration,f_test_capture,s_pred,relative_error,observations,groups_measured,f_definition
qwen3_4b_base,E22_k8,down,2,2,128,1,8,0.0050346594595461775,0.00910920841772011,0.09857768554781864,0.08548131137369094,0.008648579683875316,0.7178082754885861,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,2,0,128,1,76,0.004816419092635103,0.009112917069304248,0.2792256909943723,0.22918554895663507,0.007736723343859354,0.6063227047018718,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,2,1,128,1,76,0.0048157219523674,0.00911291653592153,0.2792256909943723,0.22918554892772505,0.007736722891025811,0.6065551474005788,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,2,2,128,1,76,0.004814905671770757,0.00910920841772011,0.2792256909943723,0.2291855490186634,0.0077335747569615455,0.6061736790198432,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,3,0,128,1,8,0.020328598363402416,0.026033931052537086,0.3547932038659892,0.3507286649139828,0.02091169408249721,0.028683518099533137,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,3,1,128,1,8,0.020313283442896957,0.02610872583783106,0.3547932038659892,0.35072866495073957,0.020971772818431374,0.03241668819250759,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,3,2,128,1,8,0.020310327214021307,0.026083501226829852,0.3547932038659892,0.35072866476707837,0.02095151120878269,0.031569358189302864,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,3,0,128,1,20,0.01908146931003669,0.026033931052537086,0.4312941423513023,0.42413389980502086,0.019632861419676646,0.028896732252684916,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,3,1,128,1,20,0.019081234929088177,0.02610872583783106,0.4312941423513023,0.4241339000430044,0.019689266103687975,0.03186539953307173,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,3,2,128,1,20,0.019077905844602762,0.026083501226829852,0.4312941423513023,0.42413389992359557,0.01967024357147213,0.031048362000221527,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,down,3,0,128,1,8,0.008372648269650666,0.01503059800190476,0.10307994563157698,0.0821855632642354,0.014234857597083362,0.7001619008267842,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,down,3,1,128,1,8,0.008371093481964789,0.015032674828004557,0.10307994563157698,0.08218556322164075,0.014236824473170444,0.7007126373445901,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,down,3,2,128,1,8,0.008370805159312862,0.01501468809504228,0.10307994563157698,0.08218556325793927,0.014219789982438783,0.698736228093744,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,3,0,128,1,76,0.008086753818832748,0.01503059800190476,0.2583386443181684,0.21169879759187057,0.012944315357212384,0.6006812680592745,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,3,1,128,1,76,0.008088432583313751,0.015032674828004557,0.2583386443181684,0.21169879740396505,0.012946103914924754,0.6005701700020677,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,3,2,128,1,76,0.008087702177216258,0.01501468809504228,0.2583386443181684,0.2116987979098339,0.012930613783149547,0.5987994488194907,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,4,0,128,1,8,0.027884116810535618,0.03324557205959096,0.2765630616863093,0.2719311254878231,0.028277053284911324,0.014091766902484065,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,4,1,128,1,8,0.02787909774810062,0.03334020432776175,0.2765630616863093,0.27193112558925914,0.028357542851604325,0.01716142709590733,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,4,2,128,1,8,0.027882752952741407,0.03324595572770086,0.2765630616863093,0.27193112552151777,0.02827737961419114,0.014153073841689456,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,4,0,128,1,20,0.026341187073304705,0.03324557205959096,0.34948236947909955,0.34291197149010305,0.026814107490322897,0.017953648622672378,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,4,1,128,1,20,0.02633590757203903,0.03334020432776175,0.34948236947909955,0.34291197144681734,0.02689043283693556,0.02105586311691321,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,4,2,128,1,20,0.02633532168077819,0.03324595572770086,0.34948236947909955,0.34291197149174446,0.02681441693658302,0.018192117097036123,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,down,4,0,128,1,8,0.016739691528971163,0.025895234845050158,0.10913951314482027,0.10596744494098848,0.02444132254694973,0.4600820155287483,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,down,4,1,128,1,8,0.016746110755973185,0.025888859500340835,0.10913951314482027,0.10596744491904699,0.024435305151961,0.45916299659281484,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,down,4,2,128,1,8,0.016741845693545206,0.025890333422210067,0.10913951314482027,0.10596744496985593,0.024436696319101614,0.45961782030538884,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,4,0,128,1,76,0.0158450402771208,0.025895234845050158,0.26380030042461555,0.2464155127379662,0.022218650213650444,0.40224637016118664,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,4,1,128,1,76,0.015843700984564515,0.025888859500340835,0.26380030042461555,0.24641551272463585,0.02221318003525911,0.40201964534043927,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,4,2,128,1,76,0.015844811641002376,0.025890333422210067,0.26380030042461555,0.24641551268875095,0.022214444690885935,0.4020011846275632,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,5,0,128,1,8,0.028871349350365172,0.037756337844758646,0.3835218112932896,0.38178769105045096,0.02964481342254551,0.02679002158139715,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,5,1,128,1,8,0.0288741529522615,0.037433027328881964,0.3835218112932896,0.3817876907280323,0.029390962533719395,0.01789869238111859,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,5,2,128,1,8,0.028872373370128646,0.03750950980719274,0.3835218112932896,0.3817876908406862,0.029451013612002974,0.020041311964779072,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,5,0,128,1,20,0.027178017590653525,0.037756337844758646,0.45161053152443065,0.44721547717478033,0.027959822912527015,0.028766090803559977,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,5,1,128,1,20,0.027174983213296144,0.037433027328881964,0.45161053152443065,0.44721547738919776,0.02772040073109517,0.020070574230646225,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,5,2,128,1,20,0.027169716844582047,0.03750950980719274,0.45161053152443065,0.4472154773991799,0.027777038547990258,0.022352890421429548,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,down,5,0,128,1,8,0.02599709130094629,0.03279195253621588,0.07873906064014798,0.07366882822058353,0.03147448303724681,0.21069248374340796,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,down,5,1,128,1,8,0.0259971073627213,0.0327908398951616,0.07873906064014798,0.07366882818680065,0.03147341509833859,0.2106506565984366,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,down,5,2,128,1,8,0.025996729314153116,0.032792397219709044,0.07873906064014798,0.07366882822365517,0.03147490985486454,0.2107257599412323,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,5,0,128,1,76,0.024597914296154766,0.03279195253621588,0.2029751741164218,0.18586010069247186,0.029275424506415106,0.19015881403373883,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,5,1,128,1,76,0.024603333118273504,0.0327908398951616,0.2029751741164218,0.18586010096447889,0.02927443118224048,0.1898563109929864,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,down,5,2,128,1,76,0.024602696598477452,0.032792397219709044,0.2029751741164218,0.18586010064550978,0.02927582150314834,0.18994360581433523,131072,9961472,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,6,0,128,1,8,0.04181595573467352,0.05373747480993565,0.361524713475146,0.36022701577523164,0.04293874040451216,0.02685062795079532,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,6,1,128,1,8,0.04180591155692568,0.053822349829772874,0.361524713475146,0.36022701593003537,0.04300655949084825,0.028719573122755356,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_k8,qkv,6,2,128,1,8,0.041812534491968645,0.053824407603642044,0.361524713475146,0.36022701594784035,0.04300820374782706,0.028595952634444546,131072,2621440,saved factor eigenvalue sum / calibration trace
qwen3_4b_base,E22_kmax,qkv,6,0,128,1,20,0.03925622232665198,0.05373747480993565,0.43612394028080964,0.43238137644479596,0.040352373311248246,0.02792298697198041,131072,2621440,saved factor eigenvalue sum / calibration trace
