model,row,seed,site,layer,rank,residual_group_energy_max_median,captured_fraction
qwen3_4b_base,P2_k8,1,down,0,8,1.5079017190793145,0.0978380582848825
qwen3_4b_base,P2_k8,1,down,1,8,4.592530563592965,0.39141378494021634
qwen3_4b_base,P2_k8,1,down,2,8,2.196493756541918,0.09856998027515874
qwen3_4b_base,P2_k8,1,down,3,8,6.511102654215059,0.10308981425501236
qwen3_4b_base,P2_k8,1,down,4,8,2.7221519620538444,0.10915623857918515
qwen3_4b_base,P2_k8,1,down,5,8,2.8459587194946785,0.07879258290595896
qwen3_4b_base,P2_k8,1,down,6,8,1.601728464179112,0.9725110929083625
qwen3_4b_base,P2_k8,1,down,7,8,1.3928304995824767,0.04549810868171324
qwen3_4b_base,P2_k8,1,down,8,8,1.3178805310950779,0.04714981437594069
qwen3_4b_base,P2_k8,1,down,9,8,1.6051595767552382,0.08030010154160819
qwen3_4b_base,P2_k8,1,down,10,8,1.6940894365809518,0.08646400158804438
qwen3_4b_base,P2_k8,1,down,11,8,1.6765223287599942,0.08522724748805761
qwen3_4b_base,P2_k8,1,down,12,8,2.2357530762232125,0.10554763424749465
qwen3_4b_base,P2_k8,1,down,13,8,3.795024656253365,0.07646000850395647
qwen3_4b_base,P2_k8,1,down,14,8,3.0272543845068483,0.08317661122296616
qwen3_4b_base,P2_k8,1,down,15,8,3.9273778043427163,0.09908000044258178
qwen3_4b_base,P2_k8,1,down,16,8,3.575528608646273,0.9866813950573308
qwen3_4b_base,P2_k8,1,down,17,8,4.122103056984521,0.0970015117307793
qwen3_4b_base,P2_k8,1,down,18,8,5.915880121481181,0.09749360028379997
qwen3_4b_base,P2_k8,1,down,19,8,5.5478368055148986,0.09192165179997967
qwen3_4b_base,P2_k8,1,down,20,8,5.369307037407042,0.08127654955551765
qwen3_4b_base,P2_k8,1,down,21,8,6.649153519758635,0.07515450069990101
qwen3_4b_base,P2_k8,1,down,22,8,9.829585767507725,0.11293998211533494
qwen3_4b_base,P2_k8,1,down,23,8,6.885049498647558,0.11537956434418764
qwen3_4b_base,P2_k8,1,down,24,8,6.998967179560452,0.11430639734130532
qwen3_4b_base,P2_k8,1,down,25,8,6.023587603320519,0.10733855062403318
qwen3_4b_base,P2_k8,1,down,26,8,7.026306033654381,0.11387916598836084
qwen3_4b_base,P2_k8,1,down,27,8,11.810789710882286,0.10596751241742013
qwen3_4b_base,P2_k8,1,down,28,8,13.227202792674715,0.11351569748344344
qwen3_4b_base,P2_k8,1,down,29,8,6.6464146312907415,0.1437069315580895
qwen3_4b_base,P2_k8,1,down,30,8,5.787717643497452,0.1501154639786493
qwen3_4b_base,P2_k8,1,down,31,8,5.6182478587400215,0.2026771341994276
qwen3_4b_base,P2_k8,1,down,32,8,6.0607266122146255,0.12195406427877817
qwen3_4b_base,P2_k8,1,down,33,8,6.449796261493857,0.20979152328080367
qwen3_4b_base,P2_k8,1,down,34,8,8.618313868692262,0.41108382808214516
qwen3_4b_base,P2_k8,1,down,35,8,25.24426307401292,0.9221544341003804
qwen3_4b_base,P2_k8,2,qkv,0,8,3.4650046084009904,0.4680118808035058
qwen3_4b_base,P2_k8,2,qkv,1,8,6.90245102659476,0.4158786010576637
qwen3_4b_base,P2_k8,2,qkv,2,8,3.2235955407035,0.2752293688989568
qwen3_4b_base,P2_k8,2,qkv,3,8,6.359873378346465,0.35479744666074425
qwen3_4b_base,P2_k8,2,qkv,4,8,3.1149203906135052,0.27676972361728663
qwen3_4b_base,P2_k8,2,qkv,5,8,4.128579397842758,0.3835816746669607
qwen3_4b_base,P2_k8,2,qkv,6,8,5.1367666052768115,0.36164833276416036
qwen3_4b_base,P2_k8,2,qkv,7,8,6.733967910668356,0.5031016978618433
qwen3_4b_base,P2_k8,2,qkv,8,8,3.9549332810429165,0.42330288374449354
qwen3_4b_base,P2_k8,2,qkv,9,8,5.105027630526161,0.42210857098568355
qwen3_4b_base,P2_k8,2,qkv,10,8,3.584454313175284,0.46988497303377713
qwen3_4b_base,P2_k8,2,qkv,11,8,4.556844474013658,0.45843779629794496
qwen3_4b_base,P2_k8,2,qkv,12,8,5.976179500766188,0.49361874153978264
qwen3_4b_base,P2_k8,2,qkv,13,8,6.102602818465554,0.4487740018710323
qwen3_4b_base,P2_k8,2,qkv,14,8,4.954422810971781,0.5341087013340866
qwen3_4b_base,P2_k8,2,qkv,15,8,6.394026134783705,0.5361170542999386
qwen3_4b_base,P2_k8,2,qkv,16,8,4.453086789710097,0.48041311134108144
qwen3_4b_base,P2_k8,2,qkv,17,8,5.803946845486438,0.47978108292242627
qwen3_4b_base,P2_k8,2,qkv,18,8,6.264951353827589,0.5315426218978285
qwen3_4b_base,P2_k8,2,qkv,19,8,8.830489475903395,0.5405353886784419
qwen3_4b_base,P2_k8,2,qkv,20,8,10.791145715953537,0.5272797893549319
qwen3_4b_base,P2_k8,2,qkv,21,8,12.297670953943964,0.5781964202036027
qwen3_4b_base,P2_k8,2,qkv,22,8,11.965879030171166,0.5589162536797146
qwen3_4b_base,P2_k8,2,qkv,23,8,13.25159949287273,0.5275664158211376
qwen3_4b_base,P2_k8,2,qkv,24,8,17.72328822296757,0.5140231356082833
qwen3_4b_base,P2_k8,2,qkv,25,8,13.265503151398642,0.5759540842657244
qwen3_4b_base,P2_k8,2,qkv,26,8,11.05266637064466,0.5176305109123008
qwen3_4b_base,P2_k8,2,qkv,27,8,13.579158174655765,0.5517112305253633
qwen3_4b_base,P2_k8,2,qkv,28,8,18.77776554903172,0.5758585791924327
qwen3_4b_base,P2_k8,2,qkv,29,8,18.415117178077086,0.4630885167256993
qwen3_4b_base,P2_k8,2,qkv,30,8,10.83968071003003,0.5299310758427281
qwen3_4b_base,P2_k8,2,qkv,31,8,16.229981524417365,0.494012313767693
qwen3_4b_base,P2_k8,2,qkv,32,8,14.45563561657607,0.5178906585015841
qwen3_4b_base,P2_k8,2,qkv,33,8,23.84885087427395,0.43487988941219385
qwen3_4b_base,P2_k8,2,qkv,34,8,12.798886866639227,0.5409208664574305
qwen3_4b_base,P2_k8,2,qkv,35,8,6.8481851285673745,0.575353635615074
qwen3_4b_base,P2_k8,2,down,0,8,1.5079017190793145,0.0978380582848825
qwen3_4b_base,P2_k8,2,down,1,8,4.592530563592965,0.39141378494021634
qwen3_4b_base,P2_k8,2,down,2,8,2.196493756541918,0.09856998027515874
qwen3_4b_base,P2_k8,2,down,3,8,6.511102654215059,0.10308981425501236
qwen3_4b_base,P2_k8,2,down,4,8,2.7221519620538444,0.10915623857918515
qwen3_4b_base,P2_k8,2,down,5,8,2.8459587194946785,0.07879258290595896
qwen3_4b_base,P2_k8,2,down,6,8,1.601728464179112,0.9725110929083625
qwen3_4b_base,P2_k8,2,down,7,8,1.3928304995824767,0.04549810868171324
qwen3_4b_base,P2_k8,2,down,8,8,1.3178805310950779,0.04714981437594069
qwen3_4b_base,P2_k8,2,down,9,8,1.6051595767552382,0.08030010154160819
qwen3_4b_base,P2_k8,2,down,10,8,1.6940894365809518,0.08646400158804438
qwen3_4b_base,P2_k8,2,down,11,8,1.6765223287599942,0.08522724748805761
qwen3_4b_base,P2_k8,2,down,12,8,2.2357530762232125,0.10554763424749465
qwen3_4b_base,P2_k8,2,down,13,8,3.795024656253365,0.07646000850395647
qwen3_4b_base,P2_k8,2,down,14,8,3.0272543845068483,0.08317661122296616
qwen3_4b_base,P2_k8,2,down,15,8,3.9273778043427163,0.09908000044258178
qwen3_4b_base,P2_k8,2,down,16,8,3.575528608646273,0.9866813950573308
qwen3_4b_base,P2_k8,2,down,17,8,4.122103056984521,0.0970015117307793
qwen3_4b_base,P2_k8,2,down,18,8,5.915880121481181,0.09749360028379997
qwen3_4b_base,P2_k8,2,down,19,8,5.5478368055148986,0.09192165179997967
qwen3_4b_base,P2_k8,2,down,20,8,5.369307037407042,0.08127654955551765
qwen3_4b_base,P2_k8,2,down,21,8,6.649153519758635,0.07515450069990101
qwen3_4b_base,P2_k8,2,down,22,8,9.829585767507725,0.11293998211533494
qwen3_4b_base,P2_k8,2,down,23,8,6.885049498647558,0.11537956434418764
qwen3_4b_base,P2_k8,2,down,24,8,6.998967179560452,0.11430639734130532
qwen3_4b_base,P2_k8,2,down,25,8,6.023587603320519,0.10733855062403318
qwen3_4b_base,P2_k8,2,down,26,8,7.026306033654381,0.11387916598836084
qwen3_4b_base,P2_k8,2,down,27,8,11.810789710882286,0.10596751241742013
qwen3_4b_base,P2_k8,2,down,28,8,13.227202792674715,0.11351569748344344
qwen3_4b_base,P2_k8,2,down,29,8,6.6464146312907415,0.1437069315580895
qwen3_4b_base,P2_k8,2,down,30,8,5.787717643497452,0.1501154639786493
qwen3_4b_base,P2_k8,2,down,31,8,5.6182478587400215,0.2026771341994276
qwen3_4b_base,P2_k8,2,down,32,8,6.0607266122146255,0.12195406427877817
qwen3_4b_base,P2_k8,2,down,33,8,6.449796261493857,0.20979152328080367
qwen3_4b_base,P2_k8,2,down,34,8,8.618313868692262,0.41108382808214516
qwen3_4b_base,P2_k8,2,down,35,8,25.24426307401292,0.9221544341003804
qwen3_4b_base,P3_k8,0,qkv,0,8,1.1118796310630428,0.4680118808035058
qwen3_4b_base,P3_k8,0,qkv,1,8,1.2205186283076814,0.4158786010576637
qwen3_4b_base,P3_k8,0,qkv,2,8,1.1515361244135314,0.2752293688989568
qwen3_4b_base,P3_k8,0,qkv,3,8,1.4584768459090107,0.35479744666074425
qwen3_4b_base,P3_k8,0,qkv,4,8,1.2424036416645305,0.27676972361728663
qwen3_4b_base,P3_k8,0,qkv,5,8,1.1642368038216528,0.3835816746669607
qwen3_4b_base,P3_k8,0,qkv,6,8,1.2025928605511247,0.36164833276416036
qwen3_4b_base,P3_k8,0,qkv,7,8,1.2846240492073873,0.5031016978618433
qwen3_4b_base,P3_k8,0,qkv,8,8,1.1786428221554437,0.42330288374449354
qwen3_4b_base,P3_k8,0,qkv,9,8,1.1083052399084852,0.42210857098568355
qwen3_4b_base,P3_k8,0,qkv,10,8,1.260231859963112,0.46988497303377713
qwen3_4b_base,P3_k8,0,qkv,11,8,1.3021597270761396,0.45843779629794496
qwen3_4b_base,P3_k8,0,qkv,12,8,1.1998366901406217,0.49361874153978264
qwen3_4b_base,P3_k8,0,qkv,13,8,1.1907948061906983,0.4487740018710323
qwen3_4b_base,P3_k8,0,qkv,14,8,1.3316628289725219,0.5341087013340866
qwen3_4b_base,P3_k8,0,qkv,15,8,1.31774049625647,0.5361170542999386
qwen3_4b_base,P3_k8,0,qkv,16,8,1.1720655679771883,0.48041311134108144
qwen3_4b_base,P3_k8,0,qkv,17,8,1.2256639249404153,0.47978108292242627
qwen3_4b_base,P3_k8,0,qkv,18,8,1.3298795201958373,0.5315426218978285
qwen3_4b_base,P3_k8,0,qkv,19,8,1.3493932570467444,0.5405353886784419
qwen3_4b_base,P3_k8,0,qkv,20,8,1.4785810472921408,0.5272797893549319
qwen3_4b_base,P3_k8,0,qkv,21,8,1.6465672055845983,0.5781964202036027
qwen3_4b_base,P3_k8,0,qkv,22,8,1.2569666255633416,0.5589162536797146
qwen3_4b_base,P3_k8,0,qkv,23,8,1.4014469796558275,0.5275664158211376
qwen3_4b_base,P3_k8,0,qkv,24,8,1.5807972703108681,0.5140231356082833
qwen3_4b_base,P3_k8,0,qkv,25,8,1.4771927840705699,0.5759540842657244
qwen3_4b_base,P3_k8,0,qkv,26,8,1.3373543422764589,0.5176305109123008
qwen3_4b_base,P3_k8,0,qkv,27,8,1.3365271275326307,0.5517112305253633
qwen3_4b_base,P3_k8,0,qkv,28,8,1.498445189393414,0.5758585791924327
qwen3_4b_base,P3_k8,0,qkv,29,8,1.4807797046109459,0.4630885167256993
qwen3_4b_base,P3_k8,0,qkv,30,8,1.19066063506159,0.5299310758427281
qwen3_4b_base,P3_k8,0,qkv,31,8,1.373711278351628,0.494012313767693
qwen3_4b_base,P3_k8,0,qkv,32,8,1.3262067017599608,0.5178906585015841
qwen3_4b_base,P3_k8,0,qkv,33,8,1.3836578800744668,0.43487988941219385
qwen3_4b_base,P3_k8,0,qkv,34,8,1.3236873642344777,0.5409208664574305
qwen3_4b_base,P3_k8,0,qkv,35,8,1.6085952710932647,0.575353635615074
qwen3_4b_base,P3_k8,0,down,0,8,1.418153803939284,0.0978380582848825
qwen3_4b_base,P3_k8,0,down,1,8,2.2580710719301322,0.39141378494021634
qwen3_4b_base,P3_k8,0,down,2,8,2.064805658466982,0.09856998027515874
qwen3_4b_base,P3_k8,0,down,3,8,7.899454495191739,0.10308981425501236
qwen3_4b_base,P3_k8,0,down,4,8,1.7786221353879026,0.10915623857918515
qwen3_4b_base,P3_k8,0,down,5,8,2.861295842354717,0.07879258290595896
qwen3_4b_base,P3_k8,0,down,6,8,1.2874861261938768,0.9725110929083625
qwen3_4b_base,P3_k8,0,down,7,8,1.2335694689424437,0.04549810868171324
qwen3_4b_base,P3_k8,0,down,8,8,1.2372071570808816,0.04714981437594069
qwen3_4b_base,P3_k8,0,down,9,8,1.2799004724143666,0.08030010154160819
qwen3_4b_base,P3_k8,0,down,10,8,1.4113986332753536,0.08646400158804438
qwen3_4b_base,P3_k8,0,down,11,8,1.3112912314955791,0.08522724748805761
qwen3_4b_base,P3_k8,0,down,12,8,1.1913732087326863,0.10554763424749465
qwen3_4b_base,P3_k8,0,down,13,8,1.2380878327238056,0.07646000850395647
qwen3_4b_base,P3_k8,0,down,14,8,1.1633436269217825,0.08317661122296616
qwen3_4b_base,P3_k8,0,down,15,8,1.1792719040466944,0.09908000044258178
qwen3_4b_base,P3_k8,0,down,16,8,1.2958966849292133,0.9866813950573308
qwen3_4b_base,P3_k8,0,down,17,8,1.1486851209202207,0.0970015117307793
qwen3_4b_base,P3_k8,0,down,18,8,1.2710335733335378,0.09749360028379997
qwen3_4b_base,P3_k8,0,down,19,8,1.2354015894479369,0.09192165179997967
qwen3_4b_base,P3_k8,0,down,20,8,1.2851474086530095,0.08127654955551765
qwen3_4b_base,P3_k8,0,down,21,8,1.1932960903439547,0.07515450069990101
qwen3_4b_base,P3_k8,0,down,22,8,1.2993760438985815,0.11293998211533494
qwen3_4b_base,P3_k8,0,down,23,8,1.4646422756907551,0.11537956434418764
qwen3_4b_base,P3_k8,0,down,24,8,1.3614152344749977,0.11430639734130532
qwen3_4b_base,P3_k8,0,down,25,8,1.308351933026675,0.10733855062403318
qwen3_4b_base,P3_k8,0,down,26,8,1.4194349223803129,0.11387916598836084
qwen3_4b_base,P3_k8,0,down,27,8,1.4190495028885146,0.10596751241742013
qwen3_4b_base,P3_k8,0,down,28,8,1.438050895819332,0.11351569748344344
qwen3_4b_base,P3_k8,0,down,29,8,1.4456872757732913,0.1437069315580895
qwen3_4b_base,P3_k8,0,down,30,8,1.6710612823146105,0.1501154639786493
qwen3_4b_base,P3_k8,0,down,31,8,1.4055371465306539,0.2026771341994276
qwen3_4b_base,P3_k8,0,down,32,8,1.6378493951747686,0.12195406427877817
qwen3_4b_base,P3_k8,0,down,33,8,1.3489873155524421,0.20979152328080367
qwen3_4b_base,P3_k8,0,down,34,8,1.4341330871769031,0.41108382808214516
qwen3_4b_base,P3_k8,0,down,35,8,16.57989630825028,0.9221544341003804
qwen3_4b_base,P3_k8,1,qkv,0,8,1.1394995374592591,0.4680118808035058
qwen3_4b_base,P3_k8,1,qkv,1,8,1.2620753024345368,0.4158786010576637
qwen3_4b_base,P3_k8,1,qkv,2,8,1.361124149057306,0.2752293688989568
qwen3_4b_base,P3_k8,1,qkv,3,8,1.2520200270181734,0.35479744666074425
qwen3_4b_base,P3_k8,1,qkv,4,8,1.2075833386383736,0.27676972361728663
qwen3_4b_base,P3_k8,1,qkv,5,8,1.0896463602785775,0.3835816746669607
qwen3_4b_base,P3_k8,1,qkv,6,8,1.197425965942906,0.36164833276416036
qwen3_4b_base,P3_k8,1,qkv,7,8,1.210273588195485,0.5031016978618433
qwen3_4b_base,P3_k8,1,qkv,8,8,1.1119634842106716,0.42330288374449354
qwen3_4b_base,P3_k8,1,qkv,9,8,1.2252199070345025,0.42210857098568355
qwen3_4b_base,P3_k8,1,qkv,10,8,1.2280326654100469,0.46988497303377713
qwen3_4b_base,P3_k8,1,qkv,11,8,1.3012687778538878,0.45843779629794496
qwen3_4b_base,P3_k8,1,qkv,12,8,1.2497414871584545,0.49361874153978264
qwen3_4b_base,P3_k8,1,qkv,13,8,1.1729137426415361,0.4487740018710323
qwen3_4b_base,P3_k8,1,qkv,14,8,1.1949170892566106,0.5341087013340866
qwen3_4b_base,P3_k8,1,qkv,15,8,1.3581027909111847,0.5361170542999386
qwen3_4b_base,P3_k8,1,qkv,16,8,1.2784456866240155,0.48041311134108144
qwen3_4b_base,P3_k8,1,qkv,17,8,1.1938544105339883,0.47978108292242627
qwen3_4b_base,P3_k8,1,qkv,18,8,1.3497098998747545,0.5315426218978285
qwen3_4b_base,P3_k8,1,qkv,19,8,1.251779111272644,0.5405353886784419
qwen3_4b_base,P3_k8,1,qkv,20,8,1.3012945614798657,0.5272797893549319
qwen3_4b_base,P3_k8,1,qkv,21,8,1.3807148919078793,0.5781964202036027
qwen3_4b_base,P3_k8,1,qkv,22,8,1.4261970769410384,0.5589162536797146
qwen3_4b_base,P3_k8,1,qkv,23,8,1.2039053231268972,0.5275664158211376
qwen3_4b_base,P3_k8,1,qkv,24,8,1.413012502987151,0.5140231356082833
qwen3_4b_base,P3_k8,1,qkv,25,8,1.4811757464358364,0.5759540842657244
qwen3_4b_base,P3_k8,1,qkv,26,8,1.5076007100134057,0.5176305109123008
qwen3_4b_base,P3_k8,1,qkv,27,8,1.4208887444149205,0.5517112305253633
qwen3_4b_base,P3_k8,1,qkv,28,8,1.5637600807016798,0.5758585791924327
qwen3_4b_base,P3_k8,1,qkv,29,8,1.5822213074667297,0.4630885167256993
qwen3_4b_base,P3_k8,1,qkv,30,8,1.2699324615181125,0.5299310758427281
qwen3_4b_base,P3_k8,1,qkv,31,8,1.305053189824441,0.494012313767693
qwen3_4b_base,P3_k8,1,qkv,32,8,1.1580684136005617,0.5178906585015841
qwen3_4b_base,P3_k8,1,qkv,33,8,1.3645906344995913,0.43487988941219385
qwen3_4b_base,P3_k8,1,qkv,34,8,1.2137831998304582,0.5409208664574305
qwen3_4b_base,P3_k8,1,qkv,35,8,1.260051130411161,0.575353635615074
qwen3_4b_base,P3_k8,1,down,0,8,1.692142634634549,0.0978380582848825
qwen3_4b_base,P3_k8,1,down,1,8,1.9192723215166274,0.39141378494021634
qwen3_4b_base,P3_k8,1,down,2,8,1.8007260804173246,0.09856998027515874
qwen3_4b_base,P3_k8,1,down,3,8,7.708066150306733,0.10308981425501236
qwen3_4b_base,P3_k8,1,down,4,8,1.7322079855996564,0.10915623857918515
qwen3_4b_base,P3_k8,1,down,5,8,2.733710586906667,0.07879258290595896
qwen3_4b_base,P3_k8,1,down,6,8,1.1364691787264478,0.9725110929083625
qwen3_4b_base,P3_k8,1,down,7,8,1.1557115602218409,0.04549810868171324
qwen3_4b_base,P3_k8,1,down,8,8,1.1929339276760007,0.04714981437594069
qwen3_4b_base,P3_k8,1,down,9,8,1.3202119615423056,0.08030010154160819
qwen3_4b_base,P3_k8,1,down,10,8,1.320692617366533,0.08646400158804438
qwen3_4b_base,P3_k8,1,down,11,8,1.3457819923144678,0.08522724748805761
qwen3_4b_base,P3_k8,1,down,12,8,1.2111388430512462,0.10554763424749465
qwen3_4b_base,P3_k8,1,down,13,8,1.1487204192828895,0.07646000850395647
qwen3_4b_base,P3_k8,1,down,14,8,1.1358246100739717,0.08317661122296616
qwen3_4b_base,P3_k8,1,down,15,8,1.182327815366877,0.09908000044258178
qwen3_4b_base,P3_k8,1,down,16,8,1.2978458076288424,0.9866813950573308
qwen3_4b_base,P3_k8,1,down,17,8,1.2299999335364684,0.0970015117307793
qwen3_4b_base,P3_k8,1,down,18,8,1.2313366738079874,0.09749360028379997
qwen3_4b_base,P3_k8,1,down,19,8,1.3341715639848053,0.09192165179997967
qwen3_4b_base,P3_k8,1,down,20,8,1.1883023578776752,0.08127654955551765
qwen3_4b_base,P3_k8,1,down,21,8,1.2070983129416497,0.07515450069990101
qwen3_4b_base,P3_k8,1,down,22,8,1.4160191097378894,0.11293998211533494
qwen3_4b_base,P3_k8,1,down,23,8,1.33690385318101,0.11537956434418764
qwen3_4b_base,P3_k8,1,down,24,8,1.3426299494907132,0.11430639734130532
qwen3_4b_base,P3_k8,1,down,25,8,1.7877958732503147,0.10733855062403318
qwen3_4b_base,P3_k8,1,down,26,8,1.5324049172738505,0.11387916598836084
qwen3_4b_base,P3_k8,1,down,27,8,1.4827041492691466,0.10596751241742013
qwen3_4b_base,P3_k8,1,down,28,8,1.3997362089051386,0.11351569748344344
qwen3_4b_base,P3_k8,1,down,29,8,1.449953491371337,0.1437069315580895
qwen3_4b_base,P3_k8,1,down,30,8,1.4424655140934624,0.1501154639786493
qwen3_4b_base,P3_k8,1,down,31,8,1.6113178589738337,0.2026771341994276
qwen3_4b_base,P3_k8,1,down,32,8,1.4678984554425414,0.12195406427877817
qwen3_4b_base,P3_k8,1,down,33,8,1.2537502800578033,0.20979152328080367
qwen3_4b_base,P3_k8,1,down,34,8,1.4469579836295492,0.41108382808214516
qwen3_4b_base,P3_k8,1,down,35,8,17.112393770153478,0.9221544341003804
qwen3_4b_base,P3_k8,2,qkv,0,8,1.0598012594418869,0.4680118808035058
qwen3_4b_base,P3_k8,2,qkv,1,8,1.2768955943962625,0.4158786010576637
qwen3_4b_base,P3_k8,2,qkv,2,8,1.2331444144487502,0.2752293688989568
qwen3_4b_base,P3_k8,2,qkv,3,8,1.2103229912088067,0.35479744666074425
qwen3_4b_base,P3_k8,2,qkv,4,8,1.1399098901871842,0.27676972361728663
qwen3_4b_base,P3_k8,2,qkv,5,8,1.2119565611985914,0.3835816746669607
qwen3_4b_base,P3_k8,2,qkv,6,8,1.2409024583123882,0.36164833276416036
qwen3_4b_base,P3_k8,2,qkv,7,8,1.2108355942493012,0.5031016978618433
qwen3_4b_base,P3_k8,2,qkv,8,8,1.2077780645252958,0.42330288374449354
qwen3_4b_base,P3_k8,2,qkv,9,8,1.2146475985268752,0.42210857098568355
qwen3_4b_base,P3_k8,2,qkv,10,8,1.1678424384195543,0.46988497303377713
qwen3_4b_base,P3_k8,2,qkv,11,8,1.2146028419052004,0.45843779629794496
qwen3_4b_base,P3_k8,2,qkv,12,8,1.2131084402343197,0.49361874153978264
qwen3_4b_base,P3_k8,2,qkv,13,8,1.1283737440727055,0.4487740018710323
qwen3_4b_base,P3_k8,2,qkv,14,8,1.2861543876708283,0.5341087013340866
qwen3_4b_base,P3_k8,2,qkv,15,8,1.3178982184877979,0.5361170542999386
qwen3_4b_base,P3_k8,2,qkv,16,8,1.1418304514682032,0.48041311134108144
qwen3_4b_base,P3_k8,2,qkv,17,8,1.4013027359297148,0.47978108292242627
qwen3_4b_base,P3_k8,2,qkv,18,8,1.577358356957782,0.5315426218978285
qwen3_4b_base,P3_k8,2,qkv,19,8,1.4396933845156712,0.5405353886784419
qwen3_4b_base,P3_k8,2,qkv,20,8,1.2883179278965118,0.5272797893549319
qwen3_4b_base,P3_k8,2,qkv,21,8,1.3994800651842305,0.5781964202036027
qwen3_4b_base,P3_k8,2,qkv,22,8,1.2916255206532317,0.5589162536797146
qwen3_4b_base,P3_k8,2,qkv,23,8,1.3159095897083046,0.5275664158211376
qwen3_4b_base,P3_k8,2,qkv,24,8,1.4899366530488765,0.5140231356082833
qwen3_4b_base,P3_k8,2,qkv,25,8,1.3054488077663364,0.5759540842657244
qwen3_4b_base,P3_k8,2,qkv,26,8,1.2023307230432128,0.5176305109123008
qwen3_4b_base,P3_k8,2,qkv,27,8,1.3078879843647269,0.5517112305253633
qwen3_4b_base,P3_k8,2,qkv,28,8,2.19608525846228,0.5758585791924327
qwen3_4b_base,P3_k8,2,qkv,29,8,1.454066470849918,0.4630885167256993
qwen3_4b_base,P3_k8,2,qkv,30,8,1.4293809306418874,0.5299310758427281
qwen3_4b_base,P3_k8,2,qkv,31,8,1.3853408487789325,0.494012313767693
qwen3_4b_base,P3_k8,2,qkv,32,8,1.47146673651048,0.5178906585015841
qwen3_4b_base,P3_k8,2,qkv,33,8,1.6313131520887383,0.43487988941219385
qwen3_4b_base,P3_k8,2,qkv,34,8,1.2226238346228524,0.5409208664574305
qwen3_4b_base,P3_k8,2,qkv,35,8,1.2809277091050548,0.575353635615074
qwen3_4b_base,P3_k8,2,down,0,8,1.4179310270202243,0.0978380582848825
qwen3_4b_base,P3_k8,2,down,1,8,1.9424034025591603,0.39141378494021634
qwen3_4b_base,P3_k8,2,down,2,8,1.7465338350852753,0.09856998027515874
qwen3_4b_base,P3_k8,2,down,3,8,7.5347464724145325,0.10308981425501236
qwen3_4b_base,P3_k8,2,down,4,8,1.6543309674189244,0.10915623857918515
qwen3_4b_base,P3_k8,2,down,5,8,2.775178806357924,0.07879258290595896
qwen3_4b_base,P3_k8,2,down,6,8,1.2129154762526906,0.9725110929083625
qwen3_4b_base,P3_k8,2,down,7,8,1.2186799888806672,0.04549810868171324
qwen3_4b_base,P3_k8,2,down,8,8,1.2906765666442408,0.04714981437594069
qwen3_4b_base,P3_k8,2,down,9,8,1.3820739029213138,0.08030010154160819
qwen3_4b_base,P3_k8,2,down,10,8,1.4618038175704298,0.08646400158804438
qwen3_4b_base,P3_k8,2,down,11,8,1.4447823809303664,0.08522724748805761
qwen3_4b_base,P3_k8,2,down,12,8,1.3000802232272255,0.10554763424749465
qwen3_4b_base,P3_k8,2,down,13,8,1.2126767918805315,0.07646000850395647
qwen3_4b_base,P3_k8,2,down,14,8,1.1583315141916113,0.08317661122296616
qwen3_4b_base,P3_k8,2,down,15,8,1.1860850052417302,0.09908000044258178
qwen3_4b_base,P3_k8,2,down,16,8,1.268337058639279,0.9866813950573308
qwen3_4b_base,P3_k8,2,down,17,8,1.186586013274863,0.0970015117307793
qwen3_4b_base,P3_k8,2,down,18,8,1.1801804872164654,0.09749360028379997
qwen3_4b_base,P3_k8,2,down,19,8,1.2594483216778485,0.09192165179997967
qwen3_4b_base,P3_k8,2,down,20,8,1.2183433813058508,0.08127654955551765
qwen3_4b_base,P3_k8,2,down,21,8,1.197592081983302,0.07515450069990101
qwen3_4b_base,P3_k8,2,down,22,8,1.3613888530833531,0.11293998211533494
qwen3_4b_base,P3_k8,2,down,23,8,1.6292981300859155,0.11537956434418764
qwen3_4b_base,P3_k8,2,down,24,8,1.488750737161277,0.11430639734130532
qwen3_4b_base,P3_k8,2,down,25,8,1.3545611108888962,0.10733855062403318
qwen3_4b_base,P3_k8,2,down,26,8,1.5120713105765284,0.11387916598836084
qwen3_4b_base,P3_k8,2,down,27,8,1.3962915307693031,0.10596751241742013
qwen3_4b_base,P3_k8,2,down,28,8,1.3778354747095072,0.11351569748344344
qwen3_4b_base,P3_k8,2,down,29,8,1.7057424820912637,0.1437069315580895
qwen3_4b_base,P3_k8,2,down,30,8,1.6589269166020437,0.1501154639786493
qwen3_4b_base,P3_k8,2,down,31,8,1.4022703182283889,0.2026771341994276
qwen3_4b_base,P3_k8,2,down,32,8,1.556412844939978,0.12195406427877817
qwen3_4b_base,P3_k8,2,down,33,8,1.3987449881244924,0.20979152328080367
qwen3_4b_base,P3_k8,2,down,34,8,1.4012905875463666,0.41108382808214516
qwen3_4b_base,P3_k8,2,down,35,8,14.423615558366906,0.9221544341003804
qwen3_4b_base,P4_k8,0,qkv,0,8,1.0042247480190982,0.4680118808035058
qwen3_4b_base,P4_k8,0,qkv,1,8,1.0001625116571324,0.4158786010576637
qwen3_4b_base,P4_k8,0,qkv,2,8,1.0001107791049506,0.2752293688989568
qwen3_4b_base,P4_k8,0,qkv,3,8,1.0017826528033593,0.35479744666074425
