model,solver,site,layer,k,captured_fraction,ritz_residual_median,ritz_residual_max,principal_angle_max_deg
qwen3_4b_base,S2,down,18,76,0.19200223881601622,0.546806886259507,0.7130554670373892,89.7835482854826
qwen3_4b_base,S3,down,18,76,0.22746838876003445,0.18105230585836168,0.3254426679351737,88.17348130371859
qwen3_4b_base,S4,down,18,76,0.2370605441342534,4.620621800023396e-15,1.0017358517126868e-14,8.144481502960801e-06
qwen3_4b_base,S1,down,19,76,0.008387367229555373,2.1582594511654616,8.181859015886493,89.96804854393572
qwen3_4b_base,S2,down,19,76,0.1876277437676446,0.5484271712045866,0.710971312442899,89.42678744868921
qwen3_4b_base,S3,down,19,76,0.2234534685684392,0.1914658279620708,0.3299796876376186,88.19396921915289
qwen3_4b_base,S4,down,19,76,0.23266150943106786,4.724294974218824e-15,1.5541558680888535e-14,9.88314448090898e-06
qwen3_4b_base,S1,down,20,76,0.008282318274791402,2.0811913796580885,7.427081007214044,89.94683748957637
qwen3_4b_base,S2,down,20,76,0.17202400289691444,0.572797725374683,0.6740901899118347,89.57719236873662
qwen3_4b_base,S3,down,20,76,0.20847184926098222,0.17753596834442165,0.3150864404837493,88.51152740434168
qwen3_4b_base,S4,down,20,76,0.21786917992842586,4.268045844789951e-15,2.1643428143490095e-14,8.831503268221699e-06
qwen3_4b_base,S1,down,21,76,0.008328543736111355,2.177855438483913,6.892837171860071,89.96608263942377
qwen3_4b_base,S2,down,21,76,0.17013635471019958,0.5468716394572997,0.6692913721617013,89.00106960060735
qwen3_4b_base,S3,down,21,76,0.2076312055533801,0.20119941610555261,0.3098727205269354,89.39962570280437
qwen3_4b_base,S4,down,21,76,0.21798311303603782,4.403366093534555e-15,7.463648706971604e-15,8.790137685928292e-06
qwen3_4b_base,S1,down,22,76,0.008453123998076203,2.5412992514175397,7.746046369497629,89.99105114668053
qwen3_4b_base,S2,down,22,76,0.22479399392895902,0.5039002057077548,0.6217859623501644,89.0815771874533
qwen3_4b_base,S3,down,22,76,0.26194969685986175,0.18416024128943492,0.2773556210426054,87.46721612129001
qwen3_4b_base,S4,down,22,76,0.27280713833025366,4.816253450792938e-15,2.4419806098341854e-14,9.35262170110869e-06
qwen3_4b_base,S1,down,23,76,0.008292534036219795,2.6518329864951955,9.109583153056526,89.97072875784394
qwen3_4b_base,S2,down,23,76,0.2329177132066265,0.5088297519581475,0.6602799222419554,88.76091883182359
qwen3_4b_base,S3,down,23,76,0.2731458908916769,0.1586969302302455,0.2991297266071117,84.55186034007342
qwen3_4b_base,S4,down,23,76,0.2830962617563293,4.343101386328659e-15,8.711919117299937e-15,9.583585410390605e-06
qwen3_4b_base,S1,down,24,76,0.008460258221338649,2.6216407141687634,8.616567966677518,89.77493500361612
qwen3_4b_base,S2,down,24,76,0.2351263439333554,0.49592900289386577,0.6402545705153325,89.56552083180779
