model,seed,site,layer,column,selected_directions,group_count,other_groups,changed_target_coordinates,unchanged_G,unchanged_source_order,unchanged_D,original_target_sha256,new_target_sha256,D_sha256,column_sign_transitions,column_crest_factor
qwen3_4b_base,1,down,25,64,76,76,0,152,True,True,True,728e11c42f04a3a6cc8115e90f1542ccbea801de9c224814b6d134b109294a09,d8f1201bf87bc70bfc4af1139a574823ab27570aa6c1e476bdc99efb1c28bbb2,b3e4e7ac02770ebadd2d7be96fba4c0805016718a2b68787c454fd6cd4015dc0,1,1.0
qwen3_4b_base,1,down,26,64,76,76,0,152,True,True,True,37031312532efbab29aeed35162f907ca1be92aba4f3b012591d51273b194ccb,6ba0a642302cbfafaef85fae49321a38e2b9f67628ee3aa39243f1a2438e8a0f,3477f91fab49d213d32547972cc8ed48e3e608b5868dbbcc38cb3de48fd8902f,1,1.0
qwen3_4b_base,1,down,27,64,76,76,0,152,True,True,True,d2268d7f7579cb2d546f332032d6b11db7057a4de9de8f12fc3bf8897a3bed00,b52ecc9a323b78d2edfcadf53981f17622d7e79f97219700bd0b626594b4290a,1b673f66cfaf28b3337cf3c9ded54f2fb8e57496e6ab551c35bd7911d6863f10,1,1.0
qwen3_4b_base,1,down,28,64,76,76,0,152,True,True,True,873b19ae57ce31f6754a2197e6ba67db37ef6155789156ba4cb4c7392c1251d6,3f34a97743bb7061b1a666aa576f762287989276c1f7f1234310e7d4d22ff97b,847d65f724ce207b3cc493051bc8cb7ae8b877128196064d73d2a534d64c86db,1,1.0
qwen3_4b_base,1,down,29,64,76,76,0,152,True,True,True,a4fec797427bb9a03c818bb0925a6bc5510ca13483c0dd9424f34cbb29a2704d,20b66be28a8440418e8a1e5dd9fef7f92330ca143476f3c4bebd8a23e9e05282,522fc694f8f157bd334752c2cd1a5b1696fe829aec5699f24a289ee3a99f6e62,1,1.0
qwen3_4b_base,1,down,30,64,76,76,0,152,True,True,True,a1208d5999c961c73e1a8fa545e5f552a9e5ac1bf74145e367d6170665bb7a90,6ded1e793ae594af84e7ad03b86edbb63994307b745b5cb4d8deb8dab557df44,ddce413c5187474d967467e6905264567bd86cf9f3b1cf5a4351ef04fb675ca0,1,1.0
qwen3_4b_base,1,down,31,64,76,76,0,152,True,True,True,625ecd269f0330c65ba3685123e47cfcba558a1c44efa7b4d5749ffd40b23c74,6ae38dff36e2db896f834fc9174585133dc2daae3dbe889265ba045d91d5f574,d9dbbb906c93b77bfabad955144a280c8e151cbe2ef30fb5533be047d1213e8e,1,1.0
qwen3_4b_base,1,down,32,64,76,76,0,152,True,True,True,b05c8127a22f1f96953aefaf0f99eebb7ba75a8d1a0fd2997c928979c189dd6f,77801ad370fba46d93b5b378d6e625ad7d967a7ef89713dccc7349a2f433e4de,c9aa7c5b851a41514d453a56bee1594cd1d8158531e1a297323e7b79d4a8b4d6,1,1.0
qwen3_4b_base,1,down,33,64,76,76,0,152,True,True,True,5b5b31d27a9af5b973fe11d1805360d06809dc4506814562637fbb25c9c91e06,7bd03cf428f22d486ec8e0addfc3642535a495277f52dcca87132467c54905c7,94ea4410989311801e64fe150d16e97b013b5b656f28c5e5f991c1d8de360849,1,1.0
qwen3_4b_base,1,down,34,64,76,76,0,152,True,True,True,971c1cf050846dda63efbca86c308b85a3a9f889545ded020415f3860b17c217,2292709fe1c42c8657cd208573e7c883a332674fc6446a64d0fcfd5621d43b56,22c1a0c3d58318495adbadf439a3051dcf4a1e66ddb11389bbb07f72f740df12,1,1.0
qwen3_4b_base,1,down,35,64,76,76,0,152,True,True,True,1c425fe126ff48c0d4ab3dcaf65b859157166433db376ae47b09390b15bff49e,38e65894e9167d9ddca2e29a5ad15eff1539a7c889911d99e4304fa26b96bd45,d9cc1b08afd15c4ba6f265f53e6465ed28afd41a13afbd217eaf5931a0fdf5fe,1,1.0
qwen3_4b_base,2,qkv,0,64,20,20,0,40,True,True,True,3a5e34067e6d0a85eb32a36dcf92c5263f40e98c7efd2275e6cdf738c0829518,9ecd466d3849d3d02a1fc2ba794325b2290a6862eee019ff54939200645b6119,e59a2bdac506366aa6cfe65978201bf201b5e78faf2204570af27321c8cfbad4,1,1.0
qwen3_4b_base,2,qkv,1,64,20,20,0,40,True,True,True,d839ab57fdeb3f3c2a734fe6e42eb96748a55021b1968f17acc64eaf60a0a1ab,161ca5593052ef2e74f417032295a2193a6218b2652448e86af9ee014580b225,1efc003c0d92580cedfba7e4461162655264d043641b1545a91075087193a417,1,1.0
qwen3_4b_base,2,qkv,2,64,20,20,0,40,True,True,True,8911cf4ba4163a4c6f4d2c3eff79f5332d2b75aa0e8faa48bd397fa736b99740,ab74eeb11882b6c8f68ab44a269cf4561516dd91cab53a313b1aa730c1fb75bd,f3ba5585e50cbc564fcc5ea2a95048907a3ced10d9bb3d0bf7c36b290c64616b,1,1.0
qwen3_4b_base,2,qkv,3,64,20,20,0,40,True,True,True,332a0296399a535ffa86955554942eb359ca86e30a72c43e1884dc7a9e9965d8,cc87e31e438a578ad12bca2f81e4e4dfb1a7af3ec0d35d729c233b95051bd0e6,2a84d56c50ea88565689dfaee18b4619b50a241339743c1c97a22c0c0155aa9a,1,1.0
qwen3_4b_base,2,qkv,4,64,20,20,0,40,True,True,True,a2ced94894253a6a5c33ce38a438e2c8d725bef3a5945844c4fa08f6b533325e,8446d1ef9970eb047078f1dd616d7df1ec5f901df15214e97107c13f4485672b,41137bbee7d9330f990a3d2fb2c98d4373f05a6a0ad859e5dcfd896c0ad5b6a9,1,1.0
qwen3_4b_base,2,qkv,5,64,20,20,0,40,True,True,True,4feb6433864ccb777596985329a890a836acbf2a252505f702560facf94f8247,eed5ba17bbd02c9e59022b4f94d916e5f032c96dbc07bed84e8f139dfc035b44,05c1daec29fdc23dbcd2dd3bb4f7581a2ad4ba8e31d8142bf919d0938d0b1278,1,1.0
qwen3_4b_base,2,qkv,6,64,20,20,0,40,True,True,True,8585f20df3e13eee873807caa884dccb0725f1304d2b6d45564988df3935f5b8,07453ccc45b835849d3f1937eac9878bd314fa328f537f9d69b59eedd7cc68ba,163b950d08f8e6164144056079e780da832ab852ee0584ce6d1aba358913f0e2,1,1.0
qwen3_4b_base,2,qkv,7,64,20,20,0,40,True,True,True,af07d394ad2e4e2588a093c0ffca928851cad125536554c69822ac351b3c36ff,6a4e24a668b7b52db31bb3e370d7ef57bb37662f8cdb75c49b38c35ab3b4f851,e57df0d36a3307460caa0c5e9701a5a928712b34bf83443451cca007e64ce2c6,1,1.0
qwen3_4b_base,2,qkv,8,64,20,20,0,40,True,True,True,21bc61a296fadb15f52110bddf8a343bfd3f82d59a9a5e52c32b75165f3fb92f,b344a39966db7a03a7c5875102dd9145d7565d7c9da790324221b6f1b76cde12,b7ef21f9102ade4e499ed71c1286b36c819adcbd2c6ff3da6c5f4733867bcb10,1,1.0
qwen3_4b_base,2,qkv,9,64,20,20,0,40,True,True,True,fb6c87bcbdc66e63b5fb0de0320d62e0e9315c87be06ec69b09944687b6240ee,a89cf8104ff03ef26ba60183bf3a5bb3c030d2d1762396d73b75ff68726b84a6,95c47698e16e531d9fdb311cbbf16cbe99928ebd7da42912432cf267791966a7,1,1.0
qwen3_4b_base,2,qkv,10,64,20,20,0,40,True,True,True,bda029167efcb0ac7bc976b4e92b112de8701cc9238ac44963d74bff6bd58122,7114db7ab2af0806dd703cb9c3f91a60771780c4868f1a47f48d1f22518c97f0,e7c26a36726565c2b5482b9f6b0559bb42a8c8da53dec93b324cf6010d5951c6,1,1.0
qwen3_4b_base,2,qkv,11,64,20,20,0,40,True,True,True,b2ae1903609e8b4454bb51a7bef34cb2d20070e94952544eaaba763e95a22dd0,2a2d3e335915b0bf0b2338e1a2e8ca8159325b0bb92da06772a16c1606ee28a1,e8bdff5185c3005706a27f3477a3ee83af4ea7d83369a20614d2bbf1566fb0a5,1,1.0
qwen3_4b_base,2,qkv,12,64,20,20,0,40,True,True,True,00b63f195cb5fdb1f4673f14ffb0db71e84692a15585bb5eab46cd3350a47f44,beea46650ba4b28ffc61f674dded778d4e36a1dd214916b591c7bf2098121294,48caae24d50e2edd0343bb2d855ff30486803a2eb8c752d60c520dca3e311eab,1,1.0
qwen3_4b_base,2,qkv,13,64,20,20,0,40,True,True,True,d248211581553fb7ad51e1afe74706ced8e852fdd765d03d1995d935a319750a,5abeba972766d03c172da707fd5a2ba499e64b4edb3c0f6c64c375a3775f1de4,a574a211ff463faa271376582fd6595df12fa0221fde2d686c0f4355f6a19bfe,1,1.0
qwen3_4b_base,2,qkv,14,64,20,20,0,40,True,True,True,37d7a33c2e56ee4493b50bf955d31688609e017267e2b27e7d9f40903f12c5b1,f429a066588201cd683619fd563e282d9d3d63c0bf1db3a1689dc997dc9f1ad5,e05d446fa06778ef558aafe97aafe8df5e6716e8f9c2df14fd134992eb6c2a9f,1,1.0
qwen3_4b_base,2,qkv,15,64,20,20,0,40,True,True,True,94730bf211b517f03e5ae6a70a6a3efa2bf1a87c739ea516ea2c6ae7049ea0d8,c966b980bc705b5661e765990f8ceaaa1d055cb9e294589c610880eecd48d9b4,2fd6677b5f27068fb78e4a05ebc5056087caba6dfaae1c5a1e613691843f679a,1,1.0
qwen3_4b_base,2,qkv,16,64,20,20,0,40,True,True,True,91ab9a4f8f024359ea3b7759e33cd4a2b84fb70fbed41cb2b13fcf8988cfaf53,9e8b6cc17d7b6580cb8b6dc5cbb7b815aa626e1ce76f1ab34289fffecd9a97c3,ece6fbf319b95be2311a2165865901e27507126dad217d832e0542c9ae518a4e,1,1.0
qwen3_4b_base,2,qkv,17,64,20,20,0,40,True,True,True,d248f08cc4e86d292eb57ddfed7d9f03e7b32dcdc957447dd95821901bd9a521,606c6e412e0822c8148d929b830d4bfd7e62cfa77be71f858eb638c8807cf561,54d133a9365e3844c25c431ff7fa966db262a8c2f9854684a4be7c2abbd73736,1,1.0
qwen3_4b_base,2,qkv,18,64,20,20,0,40,True,True,True,4ae70a4514c1035c9cc386c27c76c223d2a8e0e0c1a0c4c68e5bb60f011782b3,11f38876d6d200c4123dfdaafb8ca8ad2d2df98e2aace171d8c8c9d19c8f45c8,891863cd515cd1443337a5b1d6430fa703d845eae9e5da985b35e03d06a754c2,1,1.0
qwen3_4b_base,2,qkv,19,64,20,20,0,40,True,True,True,b7056f1d4fdb6ae0cbd4a08a7d21fcd4092ff72304ec61b3978e61d9a82a0052,0dfe6b3db3effd0438dca651b9ede90e75c04dcea0a81d01ea7706ab30355665,59e96aa79749dc5bc0702615c55a23b0b3f69055f05687625f76817becc5b3f8,1,1.0
qwen3_4b_base,2,qkv,20,64,20,20,0,40,True,True,True,d92ccd87102f31cf0ad27eabae1ebe73200dbda7ea234b5f934066922689bdeb,40f7e6317a20468f5c10e3cf74cfd64ca53cd7a8aad911dcf11245babe59acfd,f170694acc36cf011c32ee4d45ec092a2fbb4839c4c8fc3e53d90c4e84fcfa53,1,1.0
qwen3_4b_base,2,qkv,21,64,20,20,0,40,True,True,True,fc59c1f114873b4d9596e3ca2897aad2fdcfb4f8677e0364292af6558863c0eb,8b0f563c934912f5c6a7da1545ae80df8b203f01c64e2e05931d0f5dab536b40,e4024c16cf82febfc1f88b6d53edef228c28077ffe09d286dc446397299cf628,1,1.0
qwen3_4b_base,2,qkv,22,64,20,20,0,40,True,True,True,46ca3379a2ed67e7991c9a5eadd4e16e39c04e622ebfab2fe773b9d38c2b77e0,036202d4c98d64e09bf5f6681a3e7fdf4ac4a36dd006fd95c69c97f97816196b,7d4f4017e5a4e79986f31d7d56a13ac6711a1aa2cf3c3e41c0121c1be5735b53,1,1.0
qwen3_4b_base,2,qkv,23,64,20,20,0,40,True,True,True,8a48d7aaba8365db8cb933f15dc563c72cb2f26931437b73036cf0ffdee7d6fd,bd5e57f51ecbebd6b8574ebdad66cc4bd937e547f5de27bc8920a83d0fd789fd,091abae0cccca7e5c664b3f527a71b787c2a995fbf30a0ff9328345b4cf80169,1,1.0
qwen3_4b_base,2,qkv,24,64,20,20,0,40,True,True,True,5b47cf69bcf279b7c791a7060d71bf1931783b3dc5ad8a1e686303856f7148be,5ccb80079468490ea749776a330127c0c939ca299647d6bafc242c40f1d0618f,d4f2a4d9d5e3cbca7851cce4fadfbf3dc096b5f73e77744179000f110221a689,1,1.0
qwen3_4b_base,2,qkv,25,64,20,20,0,40,True,True,True,1ec5127a9e22e3925db8ec52171e7e1835bcefc7aa95542e945f593aa95eeaeb,f307a65fab17d29ee6201fd657afae4e5cc516215dd2dcee182d0461fe85ab9b,277163155cadf5c465344038ebda8cbd7466c3f394b77c6bfdb52fd5bdf8ea9e,1,1.0
qwen3_4b_base,2,qkv,26,64,20,20,0,40,True,True,True,a4b86977ccf8759c56fc241d2bf1d317f5a891979390acd236045caa6ba884ce,5b0ab421d7db78856c4b8681506eca9f5060686a6160219a712dd1f0bf54b7e0,6732378918a076ba75fbd6eeac72c2e3b4ee2dfa881adc035083a4b693542f49,1,1.0
qwen3_4b_base,2,qkv,27,64,20,20,0,40,True,True,True,29a0dfed059cf8b83a12013bdaad3c582a0c8b868338d9e3ac60d419ce99081c,1fb078f4700107e64899a133ff2f274f1eb08d7b775d4bb8195447ba1e76e462,28d30e3b5124685e6785ceeea3edf519ce7f5534801ce2405d21be688bbaa875,1,1.0
qwen3_4b_base,2,qkv,28,64,20,20,0,40,True,True,True,4948aaf6adf343015ae6eaaf1f1b82344bf41708204f7a802383e3c68a88536d,c01e6c1bb3f0149964e1c0173fcb07a72b3f2e78e30b855049cea92a43542eb2,92993933a20e98d4b8dab32092884a4bd81ad97aaeb067230dd30838f71c3966,1,1.0
qwen3_4b_base,2,qkv,29,64,20,20,0,40,True,True,True,d37e4dfe58b4db361c8e05c257e3963207f7597cab0ae2ed07e9c92cced9408c,180eebe9644bb86b58a25be7cb4e6173ac89f246fb8920bede6ef5879b01cb29,872028e24f9ab837a41f164404e2a46dbbf3b38c70a6d34b48049fb2ed24cb31,1,1.0
qwen3_4b_base,2,qkv,30,64,20,20,0,40,True,True,True,f15e1c9a0d798484b2d8585ec1c91dd102211b4d0b7494b661ade2882b9fcf34,fd54c78b8fc1489d05c2fdca9c4d3eff6bbc88007b2dffa95dac741ca172b7e1,88cec7114a4d685bd078bc6a9eeeeee2e83ad85b6650174f890e107943bc5d97,1,1.0
qwen3_4b_base,2,qkv,31,64,20,20,0,40,True,True,True,02e33d5fcbaecedb5acf6e1fca686720a626ad1d2c7eb2dcab0a9af97a5517fe,4b3cc95aea6527009560fde21647a9e72bdd7225fe57874a7462a4278b35c394,7418150d3aed9c179bbe48201e8eb63a5c0582ee72bb0b313980d76a6429ce1c,1,1.0
qwen3_4b_base,2,qkv,32,64,20,20,0,40,True,True,True,c6a304e5e951b931e6b8f0b76be001bc3a319393940846702c4fc3a35753972c,1838cf116a99c23ac8752c025b05d516f8d24c3feed8d0dbe52cfe515c288cfd,b94b30f685812d1e7428d7e2af8c9216ee3aa611e1711b504f9806f102966fb3,1,1.0
qwen3_4b_base,2,qkv,33,64,20,20,0,40,True,True,True,863478916ce81c12ebd9dfbdf7cb8b9127c91a856b9e77b85275f88661d9a51f,21932821ff0e0477a93d49feba41ed4433574e6e0e5d71e1796b43fe4527cd78,4a0f0557a1f155969395937877496023808f8b39cb39ab1b86e23fce30a28ccc,1,1.0
qwen3_4b_base,2,qkv,34,64,20,20,0,40,True,True,True,834308b9e1a187e3d5f459d487297aab6326ce46750d20ecf5bd5f3c0b2747e9,7e2ad53cc44397db7ef3657fd1d676b3655f75dcbbfb9d9b08be791c97e1f9fd,625d414cb5a05c3fdfc3d9511cfd348fe91857a5d032fcf65a9e5ec26843bc76,1,1.0
qwen3_4b_base,2,qkv,35,64,20,20,0,40,True,True,True,d1b18382424df8ff52a74dcba13f9b9958c691cdfc7b61a3388ca995ed753f97,fbce3427a04064ee8330e857b610416dd78dda90a059601d61243d4dc0d235c0,1060376adc3cd15160cbc558e5532a0653a4b79ecb968d238efb6ff63099d7be,1,1.0
qwen3_4b_base,2,down,0,64,76,76,0,152,True,True,True,e1b7fec07c5d74178881d1c126a7db497342f792982341c0749dbd9cc8bf34f4,047abbe307f175b171f2432f7dfd11b5e7051a3b55205a1662b6250586ef8dd5,6fbc7e5efe159b669fa66f8f1aee6af89788bb6b8cc12bd40bfc58ade9eb63e7,1,1.0
qwen3_4b_base,2,down,1,64,76,76,0,152,True,True,True,1961330c15c9bf7d332edea6bbc45f62069c8ee357b471f763414e93eb23be91,449493e6515a0c65e59521ca059e3a66cb0f761698edc2457166cd4bc13c119a,f4dd7ee99b3cfcd25cfe3361dedf1b9f3c1a47d3db869eb11b1968ccc2237ecc,1,1.0
qwen3_4b_base,2,down,2,64,76,76,0,152,True,True,True,ab39bab2f2ac3fc8736283fb4d6426fa74a0d7ad07bc129abbb8d6f6c720c8ce,1534664be0a76bad9b990796bc3190d86be7a874b43ff266717dcbfcd65bb287,b98f36ccd8ec04c5461b039f9bf51c17b1ab53626d4a711414f05e7f1c874851,1,1.0
qwen3_4b_base,2,down,3,64,76,76,0,152,True,True,True,f1befab8765799b581e2670547e15cf47ede655fb7dfcfcdb7db4f2513bc6bbd,5dce88fe2ec62b3cd96eeb1ee891879cadf79df6605fe6f47ab6f80791b8b747,9946b348ab119822229f563d12eab80bcd707cf085eb48b667a1e82bb31ab745,1,1.0
qwen3_4b_base,2,down,4,64,76,76,0,152,True,True,True,448c842a72be9fa0892d347c8d24f00357b9ef79047325181e5d11aec8d01cdd,ff3c9bf5f07c0a5bde1ff2bf9c51c3df94d8e9f1736cec09e28c95499c4808b3,d317da83d6bb28b7f5e9a6e136aef6b611d2faf1717c70b67a291c354d1c35b8,1,1.0
qwen3_4b_base,2,down,5,64,76,76,0,152,True,True,True,9cb93f6174d7b5725c0f2b13d66c0da8758938b57e7eda77d41a55354a7ae27c,f2a908b7eb86170fb056489eda9ca1583b508e3cbc58806704f1ade254b1de72,cb2d776ee8665ca97e0e3d340d556d184243edcfb088eeba7af671232c6ce2d7,1,1.0
qwen3_4b_base,2,down,6,64,76,76,0,152,True,True,True,0d88441d9b7dc11ae66de11e23b667459c18af2a2323ea091c5c496bbd065fcf,f9f5854adc90f6b468d3c9b11fa43c3a31101e539f0f563651e5c454442a96f1,034f2e5bae5f484b0f7232acf86823b98ee168d2f23e9b41eb2bf1ca2f6c5ddc,1,1.0
qwen3_4b_base,2,down,7,64,76,76,0,152,True,True,True,9a70a9bc0c64a3e9ecc2ed367ce4179650d39553e689c2f5455bc05945abc1bd,846d692f7bbef99dc729aa982f524a6f11915881690688f8718563d41e711358,2cea9612b5c4c58cb0a4e6a827d0a663f0ccbe128c99eb380b829240c1c639d9,1,1.0
qwen3_4b_base,2,down,8,64,76,76,0,152,True,True,True,85c145b1f6710ba765cec01a96e16df8a35986f460fc1d909ab9dc9e4856fcb6,1542a6eba53a6c86eed7f9d0e5122426ca3cc22d4d12c4a4810f1418dc90d577,f5b64ac98d581980bcccec89231f3b0d771d53589d52e900de8c9d62343ac28f,1,1.0
qwen3_4b_base,2,down,9,64,76,76,0,152,True,True,True,1e14e7233fb30680edcfc14ad178fac0b104e5aeb681ace22d063d3380a6f89e,cc6dae1bb660651a32a1dbcbfd1b0a3b2a8fcddf1ccd1e84e1dd890bce680b62,f83452a575bd9ec0007fabf40db0c031902260cf3ca0ed27eed75b77315df8f9,1,1.0
qwen3_4b_base,2,down,10,64,76,76,0,152,True,True,True,391cb2cbe63cdde193ed839096c8902abacde26cedfd72b69ed53f9d56177ae1,10f23a6a72b42b76579aa086ac3756ff64ab3dadd0f0bcf979651b811428b437,6eabf193fc24d135d58ea0761f1fd1669da58b71f7e2103ab696f09344ea6bff,1,1.0
qwen3_4b_base,2,down,11,64,76,76,0,152,True,True,True,30928c92ba520da6a5a7c53a75705e8ff556b4d1814862675a08a062241a9f01,6929fd96c275077dade41555320a08c29d998848f2a4edb7b5314187660de036,4e48435b750ea654955841b9cb23718854148eba635098202b87dd17bc5f3dba,1,1.0
qwen3_4b_base,2,down,12,64,76,76,0,152,True,True,True,564aeb20079bc1e50428be99202bcc488189f6b526960f6754fb9f3900db929a,c43c794d022f1e2ed05e909b4cbcd870fa78ca0e99859fca049ff3323e05ae95,acec43fc7e9b43ee3fa67645966ed06dbbc519dee14ef37a07bbf5b56340906b,1,1.0
qwen3_4b_base,2,down,13,64,76,76,0,152,True,True,True,d829af96ae2185b17c502355febeb2d41a576b0e086ac0081aae75a79958b4d3,de40b4e0689e72288cbe161b11ce75f8af3fe274c46f15e43014f9ba09a50d80,d5ea57130f8d1185aca07d7ad15fa4eb54f3d722cf2d0f03e8403cb7e95338a9,1,1.0
qwen3_4b_base,2,down,14,64,76,76,0,152,True,True,True,419f61406bb57225d63a15456647b3225fa7e70e040fa5fe19b92a081a6f5049,805e43d747d60f6378f38c7205420c19b178a928a6ed8579723dc1ba1ed4356d,8de43c31fc2a5db69fdfcf25487a2dfced25cbac979fdf165b8a879aefd3cbe0,1,1.0
qwen3_4b_base,2,down,15,64,76,76,0,152,True,True,True,2d09f63523f3cc33d0f20b876e7146a77d2018f9933ea8487837243b1cf09028,859f164cae9bf6599350e207edc3f51296a4b5c9f921cf1e2f50bc33daacf40b,4be566c1e1c5288dafeb1061c78ddccd574621532bd4b16c14040395a7e2d5e5,1,1.0
qwen3_4b_base,2,down,16,64,76,76,0,152,True,True,True,4ac6de0a3bc1b883b59736aa8f29d5ced3e04dacded6af0b60bb140420561698,1de43b8f7954a0036bcbb39e1056b79fe10a0ee18d033623ca946e61a7193007,cd91a5a3bc2f5c0423d93bb4a6b3422431b05b29bac1d1d867d132d32f44ccf7,1,1.0
qwen3_4b_base,2,down,17,64,76,76,0,152,True,True,True,62599ef523240fc50b23c2f2473779f5673ebe2c61f9043a66fdf2b9396e445b,00e289725463b15d9a8d0db67404b4834d1e4d2fec910d2b6240e8f800f4b015,f4343b35074d952f6d6026485d55abef1d68db6b89ef53de8aa8413b3b3429b7,1,1.0
qwen3_4b_base,2,down,18,64,76,76,0,152,True,True,True,d5c8ee7b93175c11477621e2207585be89056be6ee33e5aa5e2832b0e29d0062,64d6cddc8e9f4e236dfede50149ad9f11af4e134ace0f963b00af48dd7e18c04,c4c9ed1ca580666fdd4031b89eadf950693d6d30e64a9595ee2fccb3d3bb9f9b,1,1.0
qwen3_4b_base,2,down,19,64,76,76,0,152,True,True,True,005d850f3100c6eae9c6d89ba6cbeaa8220e3539e02be7bd5eb65bb7151343ef,ba44b70883b4be57ca1bfcbdd37d8f4586f6069a186929eb69fa7c5f9814d5f4,662bcee25c07af29af51046ff715cce7b8df9b16986e8d60e24f09ecffed9d94,1,1.0
qwen3_4b_base,2,down,20,64,76,76,0,152,True,True,True,76436ad300eb0a1650658aad8322d16d182fb8aeef16a7c6929f10dbd28beaf5,3c01a2d03f9e934791275855aabf5fc2bc699ad8522d5f591c32d664d1ce572b,621baba20cfd626943f44e861dd26f3bbd8b541f6caa0073445c9fc182fd911a,1,1.0
qwen3_4b_base,2,down,21,64,76,76,0,152,True,True,True,cb5c5423b7eb34526926cf7c7b3b1dead1bab3eb97e272d9c51814791f686090,3f5c99a2e396c8b59d29a086c63aed1ee1e7851e5dd302c52d392968afaf8c39,e428fd89f4665afa390610bc311f04ba48fb209d49c17d983b4439c964f72467,1,1.0
qwen3_4b_base,2,down,22,64,76,76,0,152,True,True,True,017a39b6548388112737a622cdc00da0fbd7b9f6effcf7d5217b5de3eab681a6,415af14e6343af3efc415d2a5fd80e5857720899f44f535d8dd95e5ae5ba07c7,235fc81777dcf98ec6f4b814396f72d4fd449bde84bd306c410260d409db25bf,1,1.0
qwen3_4b_base,2,down,23,64,76,76,0,152,True,True,True,a8693fc9813546160ad112875924c7e18f62db0e39907ed7bafe9e36ee71424b,c9df57383ae2fc48b8258b446db9a4006d9646c7a8ccc88f83227827c02789b3,2414bcf5e31a7b7f836d8a46e70d8e62346ec4bb5fe66abb557aae49b177b4ae,1,1.0
qwen3_4b_base,2,down,24,64,76,76,0,152,True,True,True,c2a1bc417d860298902f6ce3ea572a24d441f8b4120ba36d89ff50a43ede1464,f5590bfa34ddf52fa694bf82e2f6095064ca0229155bf1c32dced44479a54b78,6036c7d6f5aaa18400850bbcda2bc69414577be088b087e84e23d8417b98b19e,1,1.0
qwen3_4b_base,2,down,25,64,76,76,0,152,True,True,True,728e11c42f04a3a6cc8115e90f1542ccbea801de9c224814b6d134b109294a09,d8f1201bf87bc70bfc4af1139a574823ab27570aa6c1e476bdc99efb1c28bbb2,3ce1682f51c16e17f9534028e6db096a2b6b58848d96dc8501729a4311e37881,1,1.0
qwen3_4b_base,2,down,26,64,76,76,0,152,True,True,True,37031312532efbab29aeed35162f907ca1be92aba4f3b012591d51273b194ccb,6ba0a642302cbfafaef85fae49321a38e2b9f67628ee3aa39243f1a2438e8a0f,d481899c05dd1ffd43bba3b2b7381a8f9aaba94804f71072f79b20b0e35a9896,1,1.0
qwen3_4b_base,2,down,27,64,76,76,0,152,True,True,True,d2268d7f7579cb2d546f332032d6b11db7057a4de9de8f12fc3bf8897a3bed00,b52ecc9a323b78d2edfcadf53981f17622d7e79f97219700bd0b626594b4290a,cb6324eef44a8db44582a101227a5babe4f599ffba25fd04e2e8a9e372a2142d,1,1.0
qwen3_4b_base,2,down,28,64,76,76,0,152,True,True,True,873b19ae57ce31f6754a2197e6ba67db37ef6155789156ba4cb4c7392c1251d6,3f34a97743bb7061b1a666aa576f762287989276c1f7f1234310e7d4d22ff97b,3a94bb19221780150a9a66af7fba96278bc7327a991b21b32c24c0dbcaeda4ce,1,1.0
qwen3_4b_base,2,down,29,64,76,76,0,152,True,True,True,a4fec797427bb9a03c818bb0925a6bc5510ca13483c0dd9424f34cbb29a2704d,20b66be28a8440418e8a1e5dd9fef7f92330ca143476f3c4bebd8a23e9e05282,8f9cbaa2816e79ab43fb3453e326fe3b69def4f1abe955824e73be2b6a0321eb,1,1.0
qwen3_4b_base,2,down,30,64,76,76,0,152,True,True,True,a1208d5999c961c73e1a8fa545e5f552a9e5ac1bf74145e367d6170665bb7a90,6ded1e793ae594af84e7ad03b86edbb63994307b745b5cb4d8deb8dab557df44,ff7b4990aec4a12bcc9ff619458f9c6756e7ef1d31ee61057cc914c462d44012,1,1.0
qwen3_4b_base,2,down,31,64,76,76,0,152,True,True,True,625ecd269f0330c65ba3685123e47cfcba558a1c44efa7b4d5749ffd40b23c74,6ae38dff36e2db896f834fc9174585133dc2daae3dbe889265ba045d91d5f574,cce1a626e08544cc164742b43503b2751c3fc485220ebb4619d24424cad44377,1,1.0
qwen3_4b_base,2,down,32,64,76,76,0,152,True,True,True,b05c8127a22f1f96953aefaf0f99eebb7ba75a8d1a0fd2997c928979c189dd6f,77801ad370fba46d93b5b378d6e625ad7d967a7ef89713dccc7349a2f433e4de,6e27c00dee494cc5a2c2f87acb8b4aa29b19775660a2d991ba903d9f78ee0ea2,1,1.0
qwen3_4b_base,2,down,33,64,76,76,0,152,True,True,True,5b5b31d27a9af5b973fe11d1805360d06809dc4506814562637fbb25c9c91e06,7bd03cf428f22d486ec8e0addfc3642535a495277f52dcca87132467c54905c7,b65f8e914413f74ea28884ee1171b9d6803031888cc2bb99d0af0b38c5ada528,1,1.0
qwen3_4b_base,2,down,34,64,76,76,0,152,True,True,True,971c1cf050846dda63efbca86c308b85a3a9f889545ded020415f3860b17c217,2292709fe1c42c8657cd208573e7c883a332674fc6446a64d0fcfd5621d43b56,54ecb34b786d4479470ae23205fb5afc599cc74875dbcad5c7e68dd12c3df160,1,1.0
