model,row,site,layer,seed,round_trip,tolerance
qwen3_4b_base,E22_k8,down,28,2,1.455585021403749e-07,1e-06
qwen3_4b_base,E22_kmax,down,28,0,2.331623818463413e-07,1e-06
qwen3_4b_base,E22_kmax,down,28,1,2.3389370085169503e-07,1e-06
qwen3_4b_base,E22_kmax,down,28,2,2.3322679965076532e-07,1e-06
qwen3_4b_base,E22_k8,qkv,29,0,1.4422934668800735e-07,1e-06
qwen3_4b_base,E22_k8,qkv,29,1,1.4830168026946922e-07,1e-06
qwen3_4b_base,E22_k8,qkv,29,2,1.4748655985385994e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,29,0,1.562958118483948e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,29,1,1.545724899187917e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,29,2,1.5399864139453712e-07,1e-06
qwen3_4b_base,E22_k8,down,29,0,1.421116024857838e-07,1e-06
qwen3_4b_base,E22_k8,down,29,1,1.4248351476453536e-07,1e-06
qwen3_4b_base,E22_k8,down,29,2,1.4267959613789571e-07,1e-06
qwen3_4b_base,E22_kmax,down,29,0,2.2573806290893117e-07,1e-06
qwen3_4b_base,E22_kmax,down,29,1,2.2450169012699916e-07,1e-06
qwen3_4b_base,E22_kmax,down,29,2,2.2712929137469473e-07,1e-06
qwen3_4b_base,E22_k8,qkv,30,0,1.44301367299704e-07,1e-06
qwen3_4b_base,E22_k8,qkv,30,1,1.432962619674072e-07,1e-06
qwen3_4b_base,E22_k8,qkv,30,2,1.435942920124944e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,30,0,1.778165312771307e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,30,1,1.749848195231607e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,30,2,1.7507862537513574e-07,1e-06
qwen3_4b_base,E22_k8,down,30,0,1.5289690225017694e-07,1e-06
qwen3_4b_base,E22_k8,down,30,1,1.5259040253567946e-07,1e-06
qwen3_4b_base,E22_k8,down,30,2,1.5431500344220694e-07,1e-06
qwen3_4b_base,E22_kmax,down,30,0,2.150803339873164e-07,1e-06
qwen3_4b_base,E22_kmax,down,30,1,2.1559527851877647e-07,1e-06
qwen3_4b_base,E22_kmax,down,30,2,2.1486285106675496e-07,1e-06
qwen3_4b_base,E22_k8,qkv,31,0,1.3788958597160672e-07,1e-06
qwen3_4b_base,E22_k8,qkv,31,1,1.3846869251210592e-07,1e-06
qwen3_4b_base,E22_k8,qkv,31,2,1.3961873435164307e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,31,0,1.6022836746287794e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,31,1,1.577541866026877e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,31,2,1.589511953170586e-07,1e-06
qwen3_4b_base,E22_k8,down,31,0,1.4038135986993439e-07,1e-06
qwen3_4b_base,E22_k8,down,31,1,1.4159290628867893e-07,1e-06
qwen3_4b_base,E22_k8,down,31,2,1.3894415928916715e-07,1e-06
qwen3_4b_base,E22_kmax,down,31,0,2.3691637807132793e-07,1e-06
qwen3_4b_base,E22_kmax,down,31,1,2.371292993075258e-07,1e-06
qwen3_4b_base,E22_kmax,down,31,2,2.3611421795521892e-07,1e-06
qwen3_4b_base,E22_k8,qkv,32,0,1.4021036065514636e-07,1e-06
qwen3_4b_base,E22_k8,qkv,32,1,1.399113642719385e-07,1e-06
qwen3_4b_base,E22_k8,qkv,32,2,1.4072368514916889e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,32,0,1.72215564475664e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,32,1,1.7383943884397013e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,32,2,1.761497685492941e-07,1e-06
qwen3_4b_base,E22_k8,down,32,0,1.432397169764954e-07,1e-06
qwen3_4b_base,E22_k8,down,32,1,1.4144697502160852e-07,1e-06
qwen3_4b_base,E22_k8,down,32,2,1.423692310709157e-07,1e-06
qwen3_4b_base,E22_kmax,down,32,0,2.5232782263628906e-07,1e-06
qwen3_4b_base,E22_kmax,down,32,1,2.5371167566845543e-07,1e-06
qwen3_4b_base,E22_kmax,down,32,2,2.513124854885973e-07,1e-06
qwen3_4b_base,E22_k8,qkv,33,0,1.5392149066428829e-07,1e-06
qwen3_4b_base,E22_k8,qkv,33,1,1.5685533583109645e-07,1e-06
qwen3_4b_base,E22_k8,qkv,33,2,1.5602952885274135e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,33,0,1.8963277170769288e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,33,1,1.8590726824641024e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,33,2,1.8771979171106068e-07,1e-06
qwen3_4b_base,E22_k8,down,33,0,1.512312337581534e-07,1e-06
qwen3_4b_base,E22_k8,down,33,1,1.5124538776944974e-07,1e-06
qwen3_4b_base,E22_k8,down,33,2,1.5090691363184305e-07,1e-06
qwen3_4b_base,E22_kmax,down,33,0,2.3154697714744543e-07,1e-06
qwen3_4b_base,E22_kmax,down,33,1,2.3134444404604437e-07,1e-06
qwen3_4b_base,E22_kmax,down,33,2,2.2839351743186853e-07,1e-06
qwen3_4b_base,E22_k8,qkv,34,0,1.343694862043776e-07,1e-06
qwen3_4b_base,E22_k8,qkv,34,1,1.3342817339889734e-07,1e-06
qwen3_4b_base,E22_k8,qkv,34,2,1.3392654807375948e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,34,0,1.521396910675321e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,34,1,1.5461610303191264e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,34,2,1.518546497436546e-07,1e-06
qwen3_4b_base,E22_k8,down,34,0,2.2868974269840692e-07,1e-06
qwen3_4b_base,E22_k8,down,34,1,2.2709727431902138e-07,1e-06
qwen3_4b_base,E22_k8,down,34,2,2.2845091507406323e-07,1e-06
qwen3_4b_base,E22_kmax,down,34,0,2.983159106406674e-07,1e-06
qwen3_4b_base,E22_kmax,down,34,1,2.9625144293277117e-07,1e-06
qwen3_4b_base,E22_kmax,down,34,2,2.961617440178088e-07,1e-06
qwen3_4b_base,E22_k8,qkv,35,0,1.3157831801891007e-07,1e-06
qwen3_4b_base,E22_k8,qkv,35,1,1.3406359755663289e-07,1e-06
qwen3_4b_base,E22_k8,qkv,35,2,1.3366411621973384e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,35,0,1.6118092105443793e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,35,1,1.6203938457692857e-07,1e-06
qwen3_4b_base,E22_kmax,qkv,35,2,1.6197813579310605e-07,1e-06
qwen3_4b_base,E22_k8,down,35,0,3.638267003225337e-07,1e-06
qwen3_4b_base,E22_k8,down,35,1,3.63237489864332e-07,1e-06
qwen3_4b_base,E22_k8,down,35,2,3.6446596141104237e-07,1e-06
qwen3_4b_base,E22_kmax,down,35,0,4.870705652137985e-07,1e-06
qwen3_4b_base,E22_kmax,down,35,1,4.839791927224724e-07,1e-06
qwen3_4b_base,E22_kmax,down,35,2,4.837613687413977e-07,1e-06
