model,row,seed,site,layer,round_trip,anchor_residual
qwen3_4b_base,Had_asym,2,qkv,11,1.6996477825159673e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,12,1.6790056633908534e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,13,1.6845575601109886e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,14,1.668478546434926e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,15,1.6969457306004188e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,16,1.692762623406452e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,17,1.683247461414794e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,18,1.6861308438365086e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,19,1.6907347344385926e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,20,1.711976551632688e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,21,1.6840127159412077e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,22,1.6976426309156523e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,23,1.68395771993346e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,24,1.6724771967346896e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,25,1.7006317420964479e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,26,1.699208240779626e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,27,1.7074191305255226e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,28,1.694654798711781e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,29,1.7007350550102274e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,30,1.7002072638661048e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,31,1.6872901653641748e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,32,1.6974259153812454e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,33,1.684275616753439e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,34,1.6899913646284404e-07,0.0
qwen3_4b_base,Had_asym,2,qkv,35,1.7012449404774088e-07,0.0
qwen3_4b_base,Had_asym,2,down,0,2.561192218308861e-07,0.0
qwen3_4b_base,Had_asym,2,down,1,2.560386462846509e-07,0.0
qwen3_4b_base,Had_asym,2,down,2,2.5538508907629875e-07,0.0
qwen3_4b_base,Had_asym,2,down,3,2.5763048938642896e-07,0.0
qwen3_4b_base,Had_asym,2,down,4,2.5823828764259815e-07,0.0
qwen3_4b_base,Had_asym,2,down,5,2.57684376947509e-07,0.0
qwen3_4b_base,Had_asym,2,down,6,2.5638112788328726e-07,0.0
qwen3_4b_base,Had_asym,2,down,7,2.561053804583935e-07,0.0
qwen3_4b_base,Had_asym,2,down,8,2.5674737003100745e-07,0.0
qwen3_4b_base,Had_asym,2,down,9,2.5498621880615246e-07,0.0
qwen3_4b_base,Had_asym,2,down,10,2.5796663294386235e-07,0.0
qwen3_4b_base,Had_asym,2,down,11,2.568948502812418e-07,0.0
qwen3_4b_base,Had_asym,2,down,12,2.561814937962481e-07,0.0
qwen3_4b_base,Had_asym,2,down,13,2.5753223553692806e-07,0.0
qwen3_4b_base,Had_asym,2,down,14,2.560457801337179e-07,0.0
qwen3_4b_base,Had_asym,2,down,15,2.5811553427956824e-07,0.0
qwen3_4b_base,Had_asym,2,down,16,2.5861848484964867e-07,0.0
qwen3_4b_base,Had_asym,2,down,17,2.560517486926983e-07,0.0
qwen3_4b_base,Had_asym,2,down,18,2.5612479248593445e-07,0.0
qwen3_4b_base,Had_asym,2,down,19,2.575517044078879e-07,0.0
qwen3_4b_base,Had_asym,2,down,20,2.558109315486945e-07,0.0
qwen3_4b_base,Had_asym,2,down,21,2.5707930717544514e-07,0.0
qwen3_4b_base,Had_asym,2,down,22,2.5576019879736123e-07,0.0
qwen3_4b_base,Had_asym,2,down,23,2.5827162630776e-07,0.0
qwen3_4b_base,Had_asym,2,down,24,2.568323793639138e-07,0.0
qwen3_4b_base,Had_asym,2,down,25,2.565333261372871e-07,0.0
qwen3_4b_base,Had_asym,2,down,26,2.580404441232531e-07,0.0
qwen3_4b_base,Had_asym,2,down,27,2.5749156407073315e-07,0.0
qwen3_4b_base,Had_asym,2,down,28,2.5715905849210685e-07,0.0
qwen3_4b_base,Had_asym,2,down,29,2.5766826183826197e-07,0.0
qwen3_4b_base,Had_asym,2,down,30,2.5695032945804996e-07,0.0
qwen3_4b_base,Had_asym,2,down,31,2.5857031005216413e-07,0.0
qwen3_4b_base,Had_asym,2,down,32,2.578363478278334e-07,0.0
qwen3_4b_base,Had_asym,2,down,33,2.5721683982737886e-07,0.0
qwen3_4b_base,Had_asym,2,down,34,2.5690891902740987e-07,0.0
qwen3_4b_base,Had_asym,2,down,35,2.5681254101073137e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,0,1.697652578513953e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,1,1.6960240145635908e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,2,1.6791550194739102e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,3,1.684293380321833e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,4,1.679594987535893e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,5,1.6792029100543004e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,6,1.6772358435446222e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,7,1.6854397699717083e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,8,1.6744463948725752e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,9,1.6753045883888262e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,10,1.6982608030957635e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,11,1.6996477825159673e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,12,1.6790056633908534e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,13,1.6845575601109886e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,14,1.668478546434926e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,15,1.6969457306004188e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,16,1.692762623406452e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,17,1.683247461414794e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,18,1.6861308438365086e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,19,1.6907347344385926e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,20,1.711976551632688e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,21,1.6840127159412077e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,22,1.6976426309156523e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,23,1.68395771993346e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,24,1.6724771967346896e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,25,1.7006317420964479e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,26,1.699208240779626e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,27,1.7074191305255226e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,28,1.694654798711781e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,29,1.7007350550102274e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,30,1.7002072638661048e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,31,1.6872901653641748e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,32,1.6974259153812454e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,33,1.684275616753439e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,34,1.6899913646284404e-07,0.0
qwen3_4b_base,Had_sym,2,qkv,35,1.7012449404774088e-07,0.0
qwen3_4b_base,Had_sym,2,down,0,2.561192218308861e-07,0.0
qwen3_4b_base,Had_sym,2,down,1,2.560386462846509e-07,0.0
qwen3_4b_base,Had_sym,2,down,2,2.5538508907629875e-07,0.0
qwen3_4b_base,Had_sym,2,down,3,2.5763048938642896e-07,0.0
qwen3_4b_base,Had_sym,2,down,4,2.5823828764259815e-07,0.0
qwen3_4b_base,Had_sym,2,down,5,2.57684376947509e-07,0.0
qwen3_4b_base,Had_sym,2,down,6,2.5638112788328726e-07,0.0
qwen3_4b_base,Had_sym,2,down,7,2.561053804583935e-07,0.0
qwen3_4b_base,Had_sym,2,down,8,2.5674737003100745e-07,0.0
qwen3_4b_base,Had_sym,2,down,9,2.5498621880615246e-07,0.0
qwen3_4b_base,Had_sym,2,down,10,2.5796663294386235e-07,0.0
qwen3_4b_base,Had_sym,2,down,11,2.568948502812418e-07,0.0
qwen3_4b_base,Had_sym,2,down,12,2.561814937962481e-07,0.0
qwen3_4b_base,Had_sym,2,down,13,2.5753223553692806e-07,0.0
qwen3_4b_base,Had_sym,2,down,14,2.560457801337179e-07,0.0
qwen3_4b_base,Had_sym,2,down,15,2.5811553427956824e-07,0.0
qwen3_4b_base,Had_sym,2,down,16,2.5861848484964867e-07,0.0
qwen3_4b_base,Had_sym,2,down,17,2.560517486926983e-07,0.0
qwen3_4b_base,Had_sym,2,down,18,2.5612479248593445e-07,0.0
qwen3_4b_base,Had_sym,2,down,19,2.575517044078879e-07,0.0
qwen3_4b_base,Had_sym,2,down,20,2.558109315486945e-07,0.0
qwen3_4b_base,Had_sym,2,down,21,2.5707930717544514e-07,0.0
qwen3_4b_base,Had_sym,2,down,22,2.5576019879736123e-07,0.0
qwen3_4b_base,Had_sym,2,down,23,2.5827162630776e-07,0.0
qwen3_4b_base,Had_sym,2,down,24,2.568323793639138e-07,0.0
qwen3_4b_base,Had_sym,2,down,25,2.565333261372871e-07,0.0
qwen3_4b_base,Had_sym,2,down,26,2.580404441232531e-07,0.0
qwen3_4b_base,Had_sym,2,down,27,2.5749156407073315e-07,0.0
qwen3_4b_base,Had_sym,2,down,28,2.5715905849210685e-07,0.0
qwen3_4b_base,Had_sym,2,down,29,2.5766826183826197e-07,0.0
qwen3_4b_base,Had_sym,2,down,30,2.5695032945804996e-07,0.0
qwen3_4b_base,Had_sym,2,down,31,2.5857031005216413e-07,0.0
qwen3_4b_base,Had_sym,2,down,32,2.578363478278334e-07,0.0
qwen3_4b_base,Had_sym,2,down,33,2.5721683982737886e-07,0.0
qwen3_4b_base,Had_sym,2,down,34,2.5690891902740987e-07,0.0
qwen3_4b_base,Had_sym,2,down,35,2.5681254101073137e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,0,1.697652578513953e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,1,1.6960240145635908e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,2,1.6791550194739102e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,3,1.684293380321833e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,4,1.679594987535893e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,5,1.6792029100543004e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,6,1.6772358435446222e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,7,1.6854397699717083e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,8,1.6744463948725752e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,9,1.6753045883888262e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,10,1.6982608030957635e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,11,1.6996477825159673e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,12,1.6790056633908534e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,13,1.6845575601109886e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,14,1.668478546434926e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,15,1.6969457306004188e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,16,1.692762623406452e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,17,1.683247461414794e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,18,1.6861308438365086e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,19,1.6907347344385926e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,20,1.711976551632688e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,21,1.6840127159412077e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,22,1.6976426309156523e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,23,1.68395771993346e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,24,1.6724771967346896e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,25,1.7006317420964479e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,26,1.699208240779626e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,27,1.7074191305255226e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,28,1.694654798711781e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,29,1.7007350550102274e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,30,1.7002072638661048e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,31,1.6872901653641748e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,32,1.6974259153812454e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,33,1.684275616753439e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,34,1.6899913646284404e-07,0.0
qwen3_4b_base,M1_had_asym,2,qkv,35,1.7012449404774088e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,0,2.561192218308861e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,1,2.560386462846509e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,2,2.5538508907629875e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,3,2.5763048938642896e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,4,2.5823828764259815e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,5,2.57684376947509e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,6,2.5638112788328726e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,7,2.561053804583935e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,8,2.5674737003100745e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,9,2.5498621880615246e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,10,2.5796663294386235e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,11,2.568948502812418e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,12,2.561814937962481e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,13,2.5753223553692806e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,14,2.560457801337179e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,15,2.5811553427956824e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,16,2.5861848484964867e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,17,2.560517486926983e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,18,2.5612479248593445e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,19,2.575517044078879e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,20,2.558109315486945e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,21,2.5707930717544514e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,22,2.5576019879736123e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,23,2.5827162630776e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,24,2.568323793639138e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,25,2.565333261372871e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,26,2.580404441232531e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,27,2.5749156407073315e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,28,2.5715905849210685e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,29,2.5766826183826197e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,30,2.5695032945804996e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,31,2.5857031005216413e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,32,2.578363478278334e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,33,2.5721683982737886e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,34,2.5690891902740987e-07,0.0
qwen3_4b_base,M1_had_asym,2,down,35,2.5681254101073137e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,0,1.697652578513953e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,1,1.6960240145635908e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,2,1.6791550194739102e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,3,1.684293380321833e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,4,1.679594987535893e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,5,1.6792029100543004e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,6,1.6772358435446222e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,7,1.6854397699717083e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,8,1.6744463948725752e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,9,1.6753045883888262e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,10,1.6982608030957635e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,11,1.6996477825159673e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,12,1.6790056633908534e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,13,1.6845575601109886e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,14,1.668478546434926e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,15,1.6969457306004188e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,16,1.692762623406452e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,17,1.683247461414794e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,18,1.6861308438365086e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,19,1.6907347344385926e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,20,1.711976551632688e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,21,1.6840127159412077e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,22,1.6976426309156523e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,23,1.68395771993346e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,24,1.6724771967346896e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,25,1.7006317420964479e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,26,1.699208240779626e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,27,1.7074191305255226e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,28,1.694654798711781e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,29,1.7007350550102274e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,30,1.7002072638661048e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,31,1.6872901653641748e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,32,1.6974259153812454e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,33,1.684275616753439e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,34,1.6899913646284404e-07,0.0
qwen3_4b_base,M1_had_sym,2,qkv,35,1.7012449404774088e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,0,2.561192218308861e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,1,2.560386462846509e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,2,2.5538508907629875e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,3,2.5763048938642896e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,4,2.5823828764259815e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,5,2.57684376947509e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,6,2.5638112788328726e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,7,2.561053804583935e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,8,2.5674737003100745e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,9,2.5498621880615246e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,10,2.5796663294386235e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,11,2.568948502812418e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,12,2.561814937962481e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,13,2.5753223553692806e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,14,2.560457801337179e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,15,2.5811553427956824e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,16,2.5861848484964867e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,17,2.560517486926983e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,18,2.5612479248593445e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,19,2.575517044078879e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,20,2.558109315486945e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,21,2.5707930717544514e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,22,2.5576019879736123e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,23,2.5827162630776e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,24,2.568323793639138e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,25,2.565333261372871e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,26,2.580404441232531e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,27,2.5749156407073315e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,28,2.5715905849210685e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,29,2.5766826183826197e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,30,2.5695032945804996e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,31,2.5857031005216413e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,32,2.578363478278334e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,33,2.5721683982737886e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,34,2.5690891902740987e-07,0.0
qwen3_4b_base,M1_had_sym,2,down,35,2.5681254101073137e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,0,1.697652578513953e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,1,1.6960240145635908e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,2,1.6791550194739102e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,3,1.684293380321833e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,4,1.679594987535893e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,5,1.6792029100543004e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,6,1.6772358435446222e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,7,1.6854397699717083e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,8,1.6744463948725752e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,9,1.6753045883888262e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,10,1.6982608030957635e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,11,1.6996477825159673e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,12,1.6790056633908534e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,13,1.6845575601109886e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,14,1.668478546434926e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,15,1.6969457306004188e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,16,1.692762623406452e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,17,1.683247461414794e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,18,1.6861308438365086e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,19,1.6907347344385926e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,20,1.711976551632688e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,21,1.6840127159412077e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,22,1.6976426309156523e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,23,1.68395771993346e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,24,1.6724771967346896e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,25,1.7006317420964479e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,26,1.699208240779626e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,27,1.7074191305255226e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,28,1.694654798711781e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,29,1.7007350550102274e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,30,1.7002072638661048e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,31,1.6872901653641748e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,32,1.6974259153812454e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,33,1.684275616753439e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,34,1.6899913646284404e-07,0.0
qwen3_4b_base,M2_had_asym,2,qkv,35,1.7012449404774088e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,0,2.561192218308861e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,1,2.560386462846509e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,2,2.5538508907629875e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,3,2.5763048938642896e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,4,2.5823828764259815e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,5,2.57684376947509e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,6,2.5638112788328726e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,7,2.561053804583935e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,8,2.5674737003100745e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,9,2.5498621880615246e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,10,2.5796663294386235e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,11,2.568948502812418e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,12,2.561814937962481e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,13,2.5753223553692806e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,14,2.560457801337179e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,15,2.5811553427956824e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,16,2.5861848484964867e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,17,2.560517486926983e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,18,2.5612479248593445e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,19,2.575517044078879e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,20,2.558109315486945e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,21,2.5707930717544514e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,22,2.5576019879736123e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,23,2.5827162630776e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,24,2.568323793639138e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,25,2.565333261372871e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,26,2.580404441232531e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,27,2.5749156407073315e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,28,2.5715905849210685e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,29,2.5766826183826197e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,30,2.5695032945804996e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,31,2.5857031005216413e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,32,2.578363478278334e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,33,2.5721683982737886e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,34,2.5690891902740987e-07,0.0
qwen3_4b_base,M2_had_asym,2,down,35,2.5681254101073137e-07,0.0
qwen3_4b_base,M2_had_sym,2,qkv,0,1.697652578513953e-07,0.0
