model,row,site,layer,group,m,k,s_meas,s_meas_ci90_low,s_meas_ci90_high,s_hadamard,s_hadamard_ci90_low,s_hadamard_ci90_high,s_pred,s_pred_ci90_low,s_pred_ci90_high,relative_error,relative_error_ci90_low,relative_error_ci90_high,f_calibration,f_calibration_ci90_low,f_calibration_ci90_high,f_test_capture,f_test_capture_ci90_low,f_test_capture_ci90_high,seeds,observations_per_seed
llama31_8b,E11_g128_kmax,down,16,128,1,112,0.01626406679169862,0.01626370985135094,0.016264423732046302,0.02025933854786584,0.020256020353465964,0.020262656742265718,0.017685908364955028,0.01768301166218486,0.017688805067725195,0.08742226533412245,0.08726413241893899,0.08758039824930591,0.23791358969386514,0.23791358969386514,0.23791358969386514,0.2200062936375321,0.22000629361128532,0.22000629366377888,3,131072
llama31_8b,E11_g128_kmax,down,17,128,1,112,0.017556561154937988,0.017555057801689686,0.01755806450818629,0.02223483271997262,0.022228798216003126,0.022240867223942112,0.019197733259757186,0.019192523020533876,0.019202943498980496,0.09347913678647723,0.09313253573006075,0.09382573784289372,0.2545265625771367,0.2545265625771367,0.2545265625771367,0.22787630782017856,0.22787630778457144,0.2278763078557857,3,131072
llama31_8b,E11_g128_kmax,down,18,128,1,112,0.017507551673061932,0.01750681905206801,0.017508284294055855,0.022151355314571214,0.0221471943783791,0.022155516250763327,0.0191819901959465,0.019178387028731238,0.019185593363161765,0.09564093223892346,0.09539236692220911,0.09588949755563782,0.25012871627061917,0.25012871627061917,0.25012871627061917,0.22033929138739314,0.22033929135209313,0.22033929142269315,3,131072
llama31_8b,E11_g128_kmax,down,19,128,1,112,0.01801969135221582,0.01801876935333941,0.01802061335109223,0.022524218452542908,0.02252012734085872,0.022528309564227095,0.01967075397911283,0.019667181146980597,0.019674326811245067,0.09162546740195093,0.091415001909902,0.09183593289399987,0.23731965911032007,0.23731965911032007,0.23731965911032007,0.20340995934226566,0.20340995933836245,0.20340995934616887,3,131072
llama31_8b,E11_g128_kmax,down,2,128,1,112,0.003374825083215882,0.0033741641321654533,0.0033754860342663103,0.004462688861631232,0.004461345241807663,0.004464032481454801,0.0039023902692770854,0.003901215343332733,0.003903565195221438,0.15632373889922488,0.15574916587766674,0.15689831192078302,0.23534033491072323,0.23534033491072323,0.23534033491072323,0.22321849290554555,0.22321849284864817,0.22321849296244292,3,131072
llama31_8b,E11_g128_kmax,down,20,128,1,112,0.01860379401691258,0.018602855514588276,0.01860473251923688,0.02319932507120201,0.023195515460391163,0.023203134682012856,0.020268648025450278,0.020265319667388048,0.020271976383512507,0.08949002446888193,0.08936500221518966,0.08961504672257421,0.23669367444967548,0.23669367444967548,0.23669367444967548,0.2052325789918147,0.20523257893401306,0.20523257904961636,3,131072
llama31_8b,E11_g128_kmax,down,21,128,1,112,0.02022788761976948,0.02022556856801044,0.020230206671528517,0.025894634702975275,0.0258887404483337,0.02590052895761685,0.022107315005859746,0.022102282838170156,0.022112347173549336,0.09291268653758672,0.0927024829181369,0.09312289015703654,0.27112606226736824,0.27112606226736824,0.27112606226736824,0.22361998690382648,0.22361998685749127,0.2236199869501617,3,131072
llama31_8b,E11_g128_kmax,down,22,128,1,112,0.020749650080743937,0.02074868554026356,0.020750614621224316,0.026349500003060966,0.0263470221778835,0.02635197782823843,0.022682644120634893,0.02268051111520075,0.022684777126069037,0.0931579109976665,0.09303553279218091,0.0932802892031521,0.25895837965027607,0.25895837965027607,0.25895837965027607,0.21869041216193352,0.21869041208883894,0.2186904122350281,3,131072
llama31_8b,E11_g128_kmax,down,23,128,1,112,0.021468735637911074,0.021467937264913126,0.021469534010909022,0.026784438656320363,0.02678164113607717,0.026787236176563558,0.023396867152684863,0.023394423449819672,0.023399310855550054,0.0898111351904708,0.08969697588943748,0.08992529449150413,0.236954702150503,0.236954702150503,0.236954702150503,0.19106867762303925,0.19106867758627907,0.19106867765979943,3,131072
llama31_8b,E11_g128_kmax,down,24,128,1,112,0.022096785993480014,0.022096175966675978,0.02209739602028405,0.02752598633361634,0.027521720851014567,0.027530251816218116,0.023979794470984833,0.02397607851345763,0.023983510428512038,0.08521639746953924,0.0850267306925351,0.08540606424654339,0.2410640365006154,0.2410640365006154,0.2410640365006154,0.195987040535661,0.1959870405143342,0.1959870405569878,3,131072
llama31_8b,E11_g128_kmax,down,25,128,1,112,0.023004786934789346,0.023002174518519377,0.023007399351059315,0.028844278438791875,0.028837229904952005,0.028851326972631746,0.025033798755464215,0.025027681369721916,0.025039916141206514,0.08819954791772265,0.08797558170033419,0.08842351413511111,0.24675864690287153,0.24675864690287153,0.24675864690287153,0.21112763113925612,0.21112763112440902,0.2111276311541032,3,131072
llama31_8b,E11_g128_kmax,down,26,128,1,112,0.02438628184683093,0.02438562289753108,0.024386940796130782,0.03092718484188986,0.03092653296442059,0.030927836719359128,0.02646061186066886,0.026460054128796942,0.02646116959254078,0.08506134862690336,0.08500922251416229,0.08511347473964442,0.2679866783051591,0.2679866783051591,0.2679866783051591,0.23249562274574312,0.23249562269636212,0.23249562279512412,3,131072
llama31_8b,E11_g128_kmax,down,27,128,1,112,0.026116301651960484,0.026113509209236965,0.026119094094684003,0.03640633781961842,0.036398944313886086,0.03641373132535075,0.028412754645847166,0.02840698450040199,0.02841852479129234,0.08793178300576303,0.08776831788701416,0.0880952481245119,0.3909223087843013,0.3909223087843013,0.3909223087843013,0.36523701661978514,0.3652370164913656,0.3652370167482047,3,131072
llama31_8b,E11_g128_kmax,down,28,128,1,112,0.02936445287987363,0.029362317489608367,0.029366588270138896,0.04018974237751339,0.040160427066043454,0.040219057688983324,0.03229955202683906,0.032275991999528804,0.03232311205414932,0.09995414548739674,0.09922957787583875,0.10067871309895474,0.3541040618718157,0.3541040618718157,0.3541040618718157,0.32484878691156477,0.3248487868866786,0.3248487869364509,3,131072
llama31_8b,E11_g128_kmax,down,29,128,1,112,0.032717779916021185,0.032716213963386864,0.032719345868655506,0.04864318147948939,0.04861027254299028,0.048676090415988506,0.03599342041468244,0.03596906951593804,0.03601777131342684,0.10011805572446814,0.09937291438958125,0.10086319705935502,0.4524770922151868,0.4524770922151868,0.4524770922151868,0.4314369301019239,0.4314369299214539,0.43143693028239394,3,131072
llama31_8b,E11_g128_kmax,down,3,128,1,112,0.005196369415562232,0.005195877453073,0.005196861378051465,0.006397210162845477,0.006395961135502324,0.00639845919018863,0.005671391129581251,0.005670283815234178,0.0056724984439283236,0.09141416061607592,0.09110391372770968,0.09172440750444216,0.2140444913986593,0.2140444913986593,0.2140444913986593,0.20502480869527503,0.20502480868970197,0.2050248087008481,3,131072
llama31_8b,E11_g128_kmax,down,30,128,1,112,0.041005631498378214,0.041003943958132866,0.04100731903862356,0.07233202426378234,0.07225470611533556,0.07240934241222911,0.044817003971148885,0.04476909755899948,0.04486491038329829,0.09294752783783217,0.09181947930243296,0.09407557637323137,0.61609443966637,0.61609443966637,0.61609443966637,0.5972457702425454,0.59724577010752,0.5972457703775709,3,131072
llama31_8b,E11_g128_kmax,down,31,128,1,112,0.0762693625892996,0.0762577494552158,0.07628097572338341,0.17076551473886417,0.17064629598064004,0.1708847334970883,0.08274181473568602,0.08268404911233354,0.0827995803590385,0.0848630507634915,0.08424515869647847,0.08548094283050453,0.7652261399238811,0.7652261399238811,0.7652261399238811,0.7495004401052804,0.7495004379128055,0.7495004422977553,3,131072
llama31_8b,E11_g128_kmax,down,4,128,1,112,0.00709168539965499,0.007090910486195183,0.007092460313114797,0.00866502867520785,0.008663274176268975,0.008666783174146724,0.007653315735311695,0.007651766088468068,0.007654865382155322,0.07919561564988244,0.07887012991917212,0.07952110138059275,0.21988387968299336,0.21988387968299336,0.21988387968299336,0.19813976576875858,0.19813976575652215,0.19813976578099501,3,131072
llama31_8b,E11_g128_kmax,down,5,128,1,112,0.008639518583017558,0.008638663252890408,0.008640373913144709,0.010508296436108145,0.010507706558012682,0.010508886314203608,0.009276195261134669,0.009275674546437757,0.00927671597583158,0.07369353931189436,0.07355939753707522,0.0738276810867135,0.2207530117315214,0.2207530117315214,0.2207530117315214,0.20077646505797533,0.20077646503569033,0.20077646508026034,3,131072
llama31_8b,E11_g128_kmax,down,6,128,1,112,0.009818648030157988,0.009817895396328538,0.009819400663987439,0.011783733976600716,0.011780425025043336,0.011787042928158097,0.010367498372381656,0.010364587109283428,0.010370409635479885,0.055898775485695114,0.05552999096455151,0.05626756000683872,0.22592669113912425,0.22592669113912425,0.22592669113912425,0.20920013043631033,0.20920013039229735,0.20920013048032332,3,131072
llama31_8b,E11_g128_kmax,down,7,128,1,112,0.010371075760244214,0.01037079159759381,0.010371359922894617,0.012220077679305828,0.01221936577146774,0.012220789587143916,0.010824039702113188,0.010823409123576296,0.01082467028065008,0.043675695063524235,0.04361805791861186,0.04373333220843661,0.21543158582699318,0.21543158582699318,0.21543158582699318,0.2016566085767224,0.2016566085321579,0.20165660862128693,3,131072
llama31_8b,E11_g128_kmax,down,8,128,1,112,0.010930314881498336,0.01092935232542806,0.010931277437568613,0.012750669930868937,0.012748917862314734,0.01275242199942314,0.011329436966625396,0.011327880189581235,0.011330993743669557,0.03651514967724412,0.03641038242497792,0.03661991692951032,0.21050270230321386,0.21050270230321386,0.21050270230321386,0.1875399371682651,0.18753993716769837,0.1875399371688318,3,131072
llama31_8b,E11_g128_kmax,down,9,128,1,112,0.011457439714496144,0.011456728530014223,0.011458150898978066,0.013569094024631018,0.013567949193105238,0.013570238856156798,0.011835270352819003,0.011834271804898894,0.011836268900739112,0.03297688421612138,0.032827352261902115,0.03312641617034065,0.23922775108938357,0.23922775108938357,0.23922775108938357,0.21560696456218334,0.21560696453626502,0.21560696458810166,3,131072
llama31_8b,E11_g128_kmax,qkv,0,128,1,32,0.021960200908566197,0.02194198598104156,0.021978415836090833,0.045072339942275,0.04488121090075041,0.045263468983799585,0.02802766038446207,0.027908809224919,0.02814651154400514,0.27629429777502706,0.27017057362329666,0.28241802192675747,0.6133184217178345,0.6133184217178345,0.6133184217178345,0.6045448399652048,0.6045448303194614,0.6045448496109482,3,131072
llama31_8b,E11_g128_kmax,qkv,1,128,1,32,0.03583007591319994,0.03582312861208384,0.03583702321431605,0.07761663525672861,0.07734865285095739,0.07788461766249984,0.0404048811970858,0.04026537763277538,0.04054438476139623,0.12768043221111014,0.12399506261557049,0.1313658018066498,0.7290070175353606,0.7290070175353603,0.7290070175353608,0.7267833883776068,0.7267833880618668,0.7267833886933468,3,131072
llama31_8b,E11_g128_kmax,qkv,10,128,1,32,0.1226644861334032,0.1226553680974551,0.12267360416935129,0.16639437597573745,0.16623819878244703,0.16655055316902787,0.1220734601603014,0.12195888242730239,0.12218803789330042,-0.004818218314825794,-0.005810500856285147,-0.003825935773366441,0.461773318894754,0.461773318894754,0.461773318894754,0.4517369260136484,0.45173692599219745,0.45173692603509935,3,131072
llama31_8b,E11_g128_kmax,qkv,11,128,1,32,0.12136245009752855,0.12135239776054063,0.12137250243451647,0.1652630749258043,0.1651752060087921,0.1653509438428165,0.12005005730940067,0.11998622775444555,0.1201138868643558,-0.01081381801847509,-0.011416241146683562,-0.01021139489026662,0.47231702159933975,0.47231702159933975,0.47231702159933975,0.46103194064549263,0.461031940586939,0.46103194070404624,3,131072
llama31_8b,E11_g128_kmax,qkv,12,128,1,32,0.11124392113466126,0.1112371365597401,0.11125070570958243,0.14846961928353272,0.14841218804020304,0.1485270505268624,0.11004008197483206,0.10999751610341399,0.11008264784625013,-0.010821619489385153,-0.011176149754334626,-0.01046708922443568,0.4506784703529951,0.4506784703529951,0.4506784703529951,0.4402811970310412,0.4402811969290175,0.44028119713306485,3,131072
llama31_8b,E11_g128_kmax,qkv,13,128,1,32,0.12787033402803782,0.12785337330326282,0.12788729475281282,0.172210079668733,0.1721659620548785,0.1722541972825875,0.1264289853129228,0.12639659612197196,0.12646137450387362,-0.01127194718765786,-0.011614057538128898,-0.010929836837186823,0.46101563217127534,0.46101563217127534,0.46101563217127534,0.4499336520339197,0.4499336520191504,0.449933652048689,3,131072
llama31_8b,E11_g128_kmax,qkv,14,128,1,32,0.12842497661858707,0.12839989263450197,0.12845006060267217,0.17694962711629061,0.17687073550250026,0.17702851873008096,0.12766701772117753,0.12761009837514692,0.12772393706720814,-0.005901938254647164,-0.006477574290173787,-0.005326302219120542,0.4794551869349475,0.4794551869349475,0.4794551869349475,0.47075699330403964,0.4707569932743835,0.4707569933336958,3,131072
llama31_8b,E11_g128_kmax,qkv,15,128,1,32,0.12799873162059386,0.1279936309918384,0.12800383224934933,0.16752408779366532,0.16735681896630772,0.1676913566210229,0.12725735382323874,0.12713029037447152,0.12738441727200597,-0.005792063914925477,-0.006815603981509967,-0.004768523848340986,0.42295291290760345,0.42295291290760345,0.42295291290760345,0.4138590565915347,0.4138590565084289,0.4138590566746405,3,131072
llama31_8b,E11_g128_kmax,qkv,16,128,1,32,0.1266628418498934,0.12664672107454833,0.12667896262523848,0.1721334623434565,0.17189737728961346,0.17236954739729954,0.1265216505000151,0.12634812310874582,0.12669517789128437,-0.001114711583639538,-0.0024491944551506143,0.00021977128787153857,0.4597446344951679,0.4597446344951679,0.4597446344951679,0.4516113515315327,0.4516113515012847,0.4516113515617807,3,131072
llama31_8b,E11_g128_kmax,qkv,17,128,1,32,0.130424071263187,0.13038016554659987,0.13046797697977414,0.16926074867437002,0.16924109594665473,0.1692804014020853,0.12994832524518674,0.12993323705094736,0.1299634134394261,-0.003647656764430901,-0.004030534620221167,-0.0032647789086406357,0.41057458428296184,0.41057458428296173,0.41057458428296195,0.4000964453932516,0.400096445269611,0.4000964455168922,3,131072
llama31_8b,E11_g128_kmax,qkv,18,128,1,32,0.1349558614685676,0.1349391319513628,0.1349725909857724,0.17317910626824803,0.1731049534903423,0.17325325904615377,0.13464961756416408,0.13459196255368686,0.1347072725746413,-0.0022692206096791424,-0.002618442378262532,-0.0019199988410957532,0.395468047462647,0.395468047462647,0.395468047462647,0.38499703890626197,0.3849970388288474,0.38499703898367654,3,131072
llama31_8b,E11_g128_kmax,qkv,19,128,1,32,0.13706005269710295,0.13704305880974066,0.13707704658446523,0.17370090311333009,0.17362083303876447,0.1737809731878957,0.13670366507669807,0.13664064944200707,0.13676668071138906,-0.00260021941374707,-0.0031327692412260488,-0.002067669586268091,0.38062144612726684,0.38062144612726684,0.38062144612726684,0.368267835955157,0.36826783591001905,0.36826783600029495,3,131072
llama31_8b,E11_g128_kmax,qkv,2,128,1,32,0.09797731326597454,0.09795491726167062,0.09799970927027847,0.14019262093039822,0.14005432036790202,0.14033092149289442,0.10352926056182804,0.10342712854606649,0.10363139257758959,0.05666570048918074,0.05541641455017792,0.05791498642818355,0.454649250654001,0.454649250654001,0.454649250654001,0.45101026743624123,0.45101026736326544,0.451010267509217,3,131072
llama31_8b,E11_g128_kmax,qkv,20,128,1,32,0.13960028175479433,0.13959273783325227,0.1396078256763364,0.1796633017059944,0.17948790269529802,0.17983870071669078,0.1397078577092685,0.13957146580398774,0.13984424961454925,0.0007705923371060466,-0.00017154575572389595,0.0017127304299359891,0.39532374682795274,0.39532374682795274,0.39532374682795274,0.38549477721997816,0.3854947771016393,0.385494777338317,3,131072
llama31_8b,E11_g128_kmax,qkv,21,128,1,32,0.13719012324845567,0.13714855411436908,0.13723169238254226,0.17667623441189248,0.17657744457186383,0.17677502425192113,0.13721046704907802,0.13713374478852522,0.13728718930963082,0.0001483289417155635,-0.0006003942694858604,0.0008970521529169873,0.3968598821068167,0.3968598821068166,0.39685988210681683,0.3862218362330356,0.38622183613752703,0.3862218363285441,3,131072
llama31_8b,E11_g128_kmax,qkv,22,128,1,32,0.14234831936920087,0.14231565906700028,0.14238097967140145,0.1862853501408465,0.18614756250120215,0.18642313778049083,0.14238211178106372,0.1422767975677074,0.14248742599442005,0.0002373649517255999,-0.00027300663882703913,0.000747736542278239,0.415810892398181,0.415810892398181,0.415810892398181,0.4040727313740217,0.40407273121167026,0.4040727315363732,3,131072
llama31_8b,E11_g128_kmax,qkv,23,128,1,32,0.14380958533476296,0.14378794140590687,0.14383122926361905,0.18241800429053137,0.1823709043215557,0.18246510425950704,0.14354091102062236,0.14350384904046254,0.14357797300078218,-0.0018682499519803674,-0.002275625223990963,-0.0014608746799697717,0.38082131665859104,0.38082131665859104,0.38082131665859104,0.3672759595462702,0.3672759594660886,0.36727595962645176,3,131072
llama31_8b,E11_g128_kmax,qkv,24,128,1,32,0.14468143960696653,0.14466726164750532,0.14469561756642774,0.18580615163640837,0.1856531334120813,0.18595916986073543,0.14435588852306971,0.14423700612042367,0.14447477092571576,-0.0022501104204120273,-0.003130719591811751,-0.0013695012490123034,0.3964005553778452,0.3964005553778451,0.3964005553778453,0.3816148707271429,0.38161487059423416,0.38161487086005164,3,131072
llama31_8b,E11_g128_kmax,qkv,25,128,1,32,0.1461522043653082,0.14612359962789775,0.14618080910271866,0.18626257271322308,0.18595647638499616,0.18656866904145,0.14548468599232156,0.14524560238284054,0.14572376960180258,-0.004567348432971161,-0.006008343367047682,-0.00312635349889464,0.38992480483087183,0.38992480483087183,0.38992480483087183,0.37376506344280064,0.3737650633571219,0.3737650635284794,3,131072
llama31_8b,E11_g128_kmax,qkv,26,128,1,32,0.14125551302204808,0.14123412490425818,0.14127690113983798,0.1839027576175365,0.1837407865707112,0.1840647286643618,0.14087985337873105,0.14075577444906212,0.14100393230839997,-0.0026594168251485744,-0.003603085717921374,-0.0017157479323757748,0.4131578508816378,0.4131578508816378,0.4131578508816378,0.3991494560692029,0.39914945595275336,0.3991494561856524,3,131072
llama31_8b,E11_g128_kmax,qkv,27,128,1,32,0.14816308397551006,0.14809133239175948,0.14823483555926065,0.18813849302688723,0.18796816050441906,0.1883088255493554,0.14776260753170145,0.14762882960426926,0.14789638545913364,-0.0027029843881863596,-0.003187063124453729,-0.0022189056519189903,0.38315823565760115,0.38315823565760104,0.38315823565760126,0.36716012296685485,0.36716012286485095,0.36716012306885876,3,131072
llama31_8b,E11_g128_kmax,qkv,28,128,1,32,0.14388503891174734,0.14381032145217504,0.14395975637131964,0.18659254071207818,0.18635404801240332,0.18683103341175303,0.14280300166788662,0.14262047843700357,0.14298552489876967,-0.007520008648426756,-0.009116985956334256,-0.0059230313405192565,0.4142853106419764,0.4142853106419764,0.4142853106419764,0.3952292607906632,0.3952292607401605,0.39522926084116583,3,131072
llama31_8b,E11_g128_kmax,qkv,29,128,1,32,0.14885509104512953,0.148825297175386,0.14888488491487306,0.18600967484265793,0.1857820622504358,0.18623728743488005,0.14720851486811773,0.14702838170195504,0.14738864803428042,-0.011061576385294298,-0.012351498542503695,-0.009771654228084901,0.3736821410826392,0.3736821410826392,0.3736821410826392,0.35096736484328256,0.3509673647760839,0.3509673649104812,3,131072
llama31_8b,E11_g128_kmax,qkv,3,128,1,32,0.09463270786421685,0.09458548723860782,0.09467992848982587,0.1243528429099759,0.1241593355682549,0.12454635025169691,0.09603671861551505,0.09588727442355274,0.09618616280747735,0.014836535805748258,0.013040524165073451,0.016632547446423066,0.4035649070160671,0.403564907016067,0.40356490701606723,0.3993690591278793,0.3993690590342334,0.39936905922152516,3,131072
llama31_8b,E11_g128_kmax,qkv,30,128,1,32,0.1441539703777798,0.1441181018240657,0.1441898389314939,0.18691166362551215,0.18685259580084188,0.18697073145018242,0.1429260439252604,0.1428808764362999,0.1429712114142209,-0.008518147551564137,-0.008885300454008826,-0.008150994649119447,0.41527731926263556,0.41527731926263556,0.41527731926263556,0.3951885521849801,0.395188552134812,0.3951885522351482,3,131072
llama31_8b,E11_g128_kmax,qkv,31,128,1,32,0.12191715573273942,0.1219033446651836,0.12193096680029525,0.15526457367386293,0.15522182564345074,0.1553073217042751,0.12049484260073691,0.12046166750435705,0.12052801769711677,-0.011666229168231302,-0.011860065694612506,-0.011472392641850099,0.39772870158070606,0.39772870158070606,0.39772870158070606,0.37427686919251046,0.3742768691161999,0.37427686926882103,3,131072
llama31_8b,E11_g128_kmax,qkv,4,128,1,32,0.0897480872920237,0.08973852098945502,0.08975765359459238,0.12310470125767085,0.1229532905999468,0.12325611191539491,0.09088361172101618,0.09077183087685317,0.09099539256517919,0.012652335255345438,0.011472755044334301,0.013831915466356575,0.4549681547500599,0.4549681547500599,0.4549681547500599,0.44939102794533287,0.44939102781151136,0.4493910280791544,3,131072
llama31_8b,E11_g128_kmax,qkv,5,128,1,32,0.10961954641599074,0.10959998148053426,0.10963911135144722,0.14314049155487515,0.1430965553256645,0.1431844277840858,0.11163164505245055,0.11159738029975264,0.11166590980514846,0.018355307138089808,0.017899529758650747,0.01881108451752887,0.3917954834289774,0.3917954834289774,0.3917954834289774,0.384921045700453,0.3849210455372794,0.3849210458636266,3,131072
llama31_8b,E11_g128_kmax,qkv,6,128,1,32,0.10472220829353625,0.10468886045994735,0.10475555612712514,0.13780406090442554,0.1377232858680533,0.13788483594079778,0.10472550584176842,0.10466412008515172,0.10478689159838511,3.149001928928107e-05,-0.00047335236445093294,0.000536332403029495,0.42246155153386433,0.42246155153386433,0.42246155153386433,0.41209795026634,0.41209795010752115,0.41209795042515884,3,131072
llama31_8b,E11_g128_kmax,qkv,7,128,1,32,0.106162544626625,0.10614491591008572,0.10618017334316428,0.13978763296364724,0.13963900460188555,0.13993626132540893,0.1057119074272622,0.10559950987615906,0.10582430497836535,-0.004244814995821018,-0.0051617040330385056,-0.003327925958603531,0.42811287895990685,0.42811287895990685,0.42811287895990685,0.4177381301107583,0.417738130040282,0.41773813018123457,3,131072
llama31_8b,E11_g128_kmax,qkv,8,128,1,32,0.11630696576128319,0.11629038897750629,0.11632354254506008,0.15451334449262966,0.15441232677933026,0.15461436220592906,0.1157752005302341,0.11569950903541372,0.11585089202505448,-0.00457210086368684,-0.005083231217000824,-0.004060970510372856,0.43856549840322145,0.43856549840322145,0.43856549840322145,0.42820287102319954,0.428202870942215,0.4282028711041841,3,131072
llama31_8b,E11_g128_kmax,qkv,9,128,1,32,0.11571541759270243,0.11569333117778959,0.11573750400761527,0.15504073864552245,0.15492391380018938,0.15515756349085552,0.11459288142569012,0.11450653447091047,0.11467922838046976,-0.009700842480135396,-0.010377183959165369,-0.009024501001105424,0.45370953276369647,0.45370953276369635,0.4537095327636966,0.44294485466513783,0.442944854616846,0.44294485471342965,3,131072
llama31_8b,E11_g256_kmax,down,0,256,1,56,0.0016317407682147449,0.001631633448975677,0.0016318480874538128,0.002310458849757367,0.00230960797872497,0.002311309720789764,0.001974646256164956,0.0019739190545968437,0.0019753734577330683,0.21014703161407286,0.20978036034464947,0.21051370288349625,0.2695640557046949,0.2695640557046949,0.2695640557046949,0.2567533956750582,0.256753385295586,0.25675340605453045,3,131072
llama31_8b,E11_g256_kmax,down,1,256,1,56,0.0025319401956024478,0.002531728647765031,0.0025321517434398646,0.0034068460583725458,0.003405169964996723,0.0034085221517483684,0.00031794035875313116,0.00031778393908517955,0.00031809677842108277,-0.8744281705821061,-0.8745004366818884,-0.8743559044823238,0.9912906388473752,0.9912906388473752,0.9912906388473752,0.9911364078561274,0.9911363318481343,0.9911364838641206,3,131072
llama31_8b,E11_g256_kmax,down,10,256,1,56,0.01306464457791027,0.013063013305009452,0.013066275850811089,0.014915006005132203,0.014913542292457798,0.01491646971780661,0.01343972275256058,0.013438403819633118,0.01344104168548804,0.0287094116293574,0.028485116311831912,0.028933706946882888,0.18804164613195443,0.18804164613195437,0.18804164613195448,0.17545125594629785,0.17545125588574692,0.17545125600684877,3,131072
llama31_8b,E11_g256_kmax,down,11,256,1,56,0.013462435253608901,0.013461302984809612,0.01346356752240819,0.015423097678994602,0.015421488431847008,0.015424706926142196,0.013825038891377933,0.013823596385801922,0.013826481396953944,0.026934475823465046,0.026875893147639746,0.026993058499290346,0.19649329497040904,0.19649329497040904,0.19649329497040904,0.1861183495033039,0.1861183494336801,0.18611834957292767,3,131072
llama31_8b,E11_g256_kmax,down,12,256,1,56,0.013929183980999023,0.01392867454632321,0.013929693415674837,0.015966463436594178,0.015965151328389365,0.01596777554479899,0.014357031635895212,0.014355851789207119,0.014358211482583306,0.030715917429052723,0.030605748480727366,0.03082608637737808,0.1914407438790948,0.1914407438790948,0.1914407438790948,0.18321062131232715,0.18321062130155913,0.18321062132309518,3,131072
llama31_8b,E11_g256_kmax,down,13,256,1,56,0.014965738380036552,0.01496452341115139,0.014966953348921714,0.0174518758252197,0.017448409231184563,0.017455342419254838,0.015485084155651764,0.015482008239864533,0.015488160071438994,0.03470231545517924,0.03451683936484847,0.03488779154551001,0.21269517786060113,0.21269517786060108,0.2126951778606012,0.2012690383864962,0.20126903835827062,0.2012690384147218,3,131072
llama31_8b,E11_g256_kmax,down,14,256,1,56,0.01618750631723497,0.016186183841221398,0.01618882879324854,0.018886704577905363,0.018885183142747557,0.01888822601306317,0.017010094640770107,0.017008724377582198,0.017011464903958017,0.05081625008032676,0.050657926456470326,0.05097457370418319,0.18885016263156562,0.18885016263156562,0.18885016263156562,0.1798754911531968,0.17987549112129955,0.17987549118509402,3,131072
llama31_8b,E11_g256_kmax,down,15,256,1,56,0.017991991590554108,0.017990886981510572,0.017993096199597644,0.021402248483798635,0.021400207440568374,0.021404289527028896,0.019205430541147945,0.019203598999288224,0.019207262083007666,0.06744328106535467,0.0673830599473818,0.06750350218332755,0.19475267460563753,0.19475267460563747,0.19475267460563758,0.1790450623015917,0.17904506226761285,0.17904506233557055,3,131072
llama31_8b,E11_g256_kmax,down,16,256,1,56,0.018417878347949685,0.01841702173562171,0.01841873496027766,0.022047873816207122,0.022043584734494893,0.02205216289791935,0.01981161533681158,0.019807761285498555,0.019815469388124604,0.07567305031762704,0.0754195881923465,0.07592651244290759,0.1925672794880282,0.1925672794880282,0.1925672794880282,0.17742679020548036,0.17742679019618865,0.17742679021477206,3,131072
llama31_8b,E11_g256_kmax,down,17,256,1,56,0.01992348561644075,0.01992280082836831,0.019924170404513192,0.02420584164043468,0.024197921039050836,0.024213762241818523,0.021553496970934737,0.021546444266035213,0.021560549675834262,0.0818135656018441,0.08143431262098859,0.0821928185826996,0.20714255215711083,0.20714255215711083,0.20714255215711083,0.18301791426581202,0.1830179142430434,0.18301791428858064,3,131072
llama31_8b,E11_g256_kmax,down,18,256,1,56,0.01986390729838276,0.01986086051344265,0.01986695408332287,0.024103714811050263,0.02409927080151559,0.024108158820584938,0.02151059919358221,0.02150663327759531,0.021514565109569114,0.08289869906781407,0.0825902766557913,0.08320712147983683,0.2035893558123186,0.20358935581231855,0.20358935581231866,0.1792593474866424,0.1792593474581095,0.1792593475151753,3,131072
llama31_8b,E11_g256_kmax,down,19,256,1,56,0.020409028596278092,0.02040710977646587,0.020410947416090314,0.02452235253436681,0.024516805379885633,0.024527899688847984,0.022063799492805278,0.02205880848290699,0.022068790502703564,0.08108033868345113,0.08080835187379061,0.08135232549311165,0.19046367455702742,0.19046367455702742,0.19046367455702742,0.15999757978581602,0.15999757976960044,0.1599975798020316,3,131072
llama31_8b,E11_g256_kmax,down,2,256,1,56,0.003817549120647005,0.003817029052650392,0.003818069188643618,0.0048454628949688,0.0048442951213539575,0.004846630668583642,0.004346833179741108,0.004345785577642929,0.004347880781839287,0.13864499787185344,0.13828568581282433,0.13900430993088256,0.1952232847783406,0.1952232847783406,0.1952232847783406,0.18559509287911632,0.18559509273996647,0.18559509301826618,3,131072
llama31_8b,E11_g256_kmax,down,20,256,1,56,0.02101837702326149,0.021017120328391047,0.021019633718131935,0.02525679528281706,0.02524993913635037,0.02526365142928375,0.022663117096718925,0.022656965023644452,0.022669269169793397,0.0782524744665297,0.0780193545199799,0.0784855944130795,0.19483887644832668,0.19483887644832668,0.19483887644832668,0.16908355306170844,0.16908355305312128,0.1690835530702956,3,131072
