model,row,site,layer,group,m,k,s_meas,s_meas_ci90_low,s_meas_ci90_high,s_hadamard,s_hadamard_ci90_low,s_hadamard_ci90_high,s_pred,s_pred_ci90_low,s_pred_ci90_high,relative_error,relative_error_ci90_low,relative_error_ci90_high,f_calibration,f_calibration_ci90_low,f_calibration_ci90_high,f_test_capture,f_test_capture_ci90_low,f_test_capture_ci90_high,seeds,observations_per_seed
llama31_8b,E11_g128_k16,qkv,29,128,1,16,0.15391186309921956,0.15387244108098896,0.15395128511745015,0.18600967484265793,0.1857820622504358,0.18623728743488005,0.1533996754914966,0.15321196644994173,0.15358738453305149,-0.003327752971767791,-0.004671675341961548,-0.0019838306015740347,0.3198921077370467,0.3198921077370467,0.3198921077370467,0.303748739254117,0.3037487392351788,0.3037487392730552,3,131072
llama31_8b,E11_g128_k16,qkv,3,128,1,16,0.09907842744323148,0.09904150772011669,0.09911534716634626,0.1243528429099759,0.1241593355682549,0.12454635025169691,0.10054449698128971,0.1003880381671586,0.10070095579542082,0.014797136099248815,0.013065011140756876,0.016529261057740753,0.34625982553408957,0.34625982553408946,0.3462598255340897,0.3442939080318566,0.3442939079343381,0.3442939081293751,3,131072
llama31_8b,E11_g128_k16,qkv,30,128,1,16,0.15036705726202784,0.15031359427386332,0.15042052025019237,0.18691166362551215,0.18685259580084188,0.18697073145018242,0.15050740995416692,0.1504598466018843,0.15055497330644954,0.000933435441959398,0.0004125654731646775,0.0014543054107541186,0.3516000714566194,0.3516000714566194,0.3516000714566194,0.33607958449611797,0.33607958439165647,0.33607958460057946,3,131072
llama31_8b,E11_g128_k16,qkv,31,128,1,16,0.1263334486149592,0.12628497524033483,0.1263819219895836,0.15526457367386293,0.15522182564345074,0.1553073217042751,0.1259585362344197,0.12592385685321755,0.12599321561562182,-0.002967622107027655,-0.0032735210737572427,-0.0026617231402980674,0.3418718612197715,0.34187186121977137,0.3418718612197716,0.32546968400793547,0.3254696838955155,0.32546968412035543,3,131072
llama31_8b,E11_g128_k16,qkv,4,128,1,16,0.09412003815085838,0.09409368753930382,0.09414638876241295,0.12310470125767085,0.1229532905999468,0.12325611191539491,0.09591122038164017,0.0957932559106432,0.09602918485263714,0.019030765396916217,0.01805707815655416,0.020004452637278274,0.3929987898363227,0.3929987898363227,0.3929987898363227,0.39023871595501736,0.39023871579752945,0.39023871611250527,3,131072
llama31_8b,E11_g128_k16,qkv,5,128,1,16,0.11437812471817536,0.11437562882154051,0.11438062061481022,0.14314049155487515,0.1430965553256645,0.1431844277840858,0.11729782252691456,0.11726181857051853,0.1173338264833106,0.02552671528324228,0.025210842793857602,0.025842587772626956,0.32848627799306446,0.32848627799306446,0.32848627799306446,0.32376664900571367,0.32376664887963735,0.32376664913179,3,131072
llama31_8b,E11_g128_k16,qkv,6,128,1,16,0.10917638560515226,0.1091525501068202,0.10920022110348432,0.13780406090442554,0.1377232858680533,0.13788483594079778,0.10986805376792026,0.10980365366257497,0.10993245387326556,0.006335338021820736,0.00571119880664292,0.006959477236998551,0.3643488587570094,0.3643488587570094,0.3643488587570094,0.35730186190819513,0.3573018618322855,0.35730186198410474,3,131072
llama31_8b,E11_g128_k16,qkv,7,128,1,16,0.1108649761746685,0.11083625654893141,0.1108936958004056,0.13978763296364724,0.13963900460188555,0.13993626132540893,0.11107170125103023,0.11095360493131275,0.11118979757074772,0.0018646310369185837,0.00094192689074101,0.0027873351830961573,0.36865121976824494,0.36865121976824483,0.36865121976824505,0.3604447850247912,0.360444785005689,0.36044478504389343,3,131072
llama31_8b,E11_g128_k16,qkv,8,128,1,16,0.12184940894251284,0.12183256690810595,0.12186625097691972,0.15451334449262966,0.15441232677933026,0.15461436220592906,0.12238297646581414,0.12230296494014334,0.12246298799148495,0.0043788926581515624,0.0038607884590718495,0.004896996857231275,0.37264980589338137,0.37264980589338137,0.37264980589338137,0.3645974138087628,0.3645974137027761,0.36459741391474954,3,131072
llama31_8b,E11_g128_k16,qkv,9,128,1,16,0.12152052839452991,0.12151251664622405,0.12152854014283578,0.15504073864552245,0.15492391380018938,0.15515756349085552,0.12171561851269125,0.12162390449977058,0.12180733252561192,0.0016054203005536484,0.000790551707920615,0.0024202888931866818,0.38368751845994914,0.38368751845994914,0.38368751845994914,0.3763441179915845,0.37634411779766497,0.37634411818550406,3,131072
llama31_8b,E11_g128_k32,down,0,128,1,32,0.0014824292547378165,0.0014823530379612935,0.0014825054715143396,0.002135297001878556,0.002134727866741355,0.002135866137015757,0.001865199620763539,0.0018647024765062593,0.0018656967650208186,0.2582048151323673,0.2578186783734419,0.2585909518912927,0.2369832771106369,0.2369832771106369,0.2369832771106369,0.22812385322098983,0.2281238375976342,0.22812386884434546,3,131072
llama31_8b,E11_g128_k32,down,1,128,1,32,0.0023144356631309166,0.00231427942005196,0.002314591906209873,0.0031545571522858633,0.003153485036794645,0.0031556292677770814,0.0002998124027505645,0.00029971050777579273,0.0002999142977253363,-0.8704598235733817,-0.8705100236365132,-0.8704096235102502,0.9909672000976162,0.9909672000976162,0.9909672000976162,0.9908419029651321,0.9908419029646032,0.990841902965661,3,131072
