model,row,benchmark,headline_metric,value,tech_report_16bit,bf16_minus_report,flag_pipeline_difference,effective_bits,gptq_protocol,git_commit,elapsed_seconds,artifact
qwen3_1.7b_base,nar_k8_asym_g128,mmlu_redux,"mmlu_redux_e22:exact_match,default",62.04502814258912,61.66,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,362df267679e0b0716337e353587412ac94a8e3f,2065.4978923797607,results/qwen3_1.7b_base/e22_nar_k8_asym_g128_mmlu_redux.json
qwen3_1.7b_base,nar_k8_asym_g128,wikitext,ppl,10.33275664687716,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,aeb895f05c38066c5a491483ea37bb2d18cd6d0c,163.13599848747253,results/qwen3_1.7b_base/e22_nar_k8_asym_g128_wikitext.json
qwen3_1.7b_base,nar_kmax_asym_g128,arc_easy,"arc_easy:acc_norm,none",72.51683501683502,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,199.2337086200714,results/qwen3_1.7b_base/e22_nar_kmax_asym_g128_arc_easy.json
qwen3_1.7b_base,nar_kmax_asym_g128,c4,ppl,16.4911376686126,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,aeb895f05c38066c5a491483ea37bb2d18cd6d0c,275.2061879634857,results/qwen3_1.7b_base/e22_nar_kmax_asym_g128_c4.json
qwen3_1.7b_base,nar_kmax_asym_g128,gsm8k,"gsm8k_cot:exact_match,flexible-extract",61.713419257012895,75.44,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,74fc8a483feda6b08ab75ff0254d90e93f14202a,1377.1073474884033,results/qwen3_1.7b_base/e22_nar_kmax_asym_g128_gsm8k.json
qwen3_1.7b_base,nar_kmax_asym_g128,mmlu,"mmlu:acc,none",57.60575416607321,62.63,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,44f445a9d72d90f372811314d810656605872517,4804.766765594482,results/qwen3_1.7b_base/e22_nar_kmax_asym_g128_mmlu.json
qwen3_1.7b_base,nar_kmax_asym_g128,mmlu_redux,"mmlu_redux_e22:exact_match,default",61.74484052532833,61.66,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,362df267679e0b0716337e353587412ac94a8e3f,2110.366763114929,results/qwen3_1.7b_base/e22_nar_kmax_asym_g128_mmlu_redux.json
qwen3_1.7b_base,nar_kmax_asym_g128,wikitext,ppl,10.307350204266736,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,aeb895f05c38066c5a491483ea37bb2d18cd6d0c,164.8728210926056,results/qwen3_1.7b_base/e22_nar_kmax_asym_g128_wikitext.json
qwen3_4b_base,bf16,arc_easy,"arc_easy:acc_norm,none",76.01010101010101,,,,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,207.61867332458496,results/qwen3_4b_base/e22_bf16_arc_easy.json
qwen3_4b_base,bf16,c4,ppl,13.023041736448317,,,,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,aeb895f05c38066c5a491483ea37bb2d18cd6d0c,369.96841382980347,results/qwen3_4b_base/e22_bf16_c4.json
qwen3_4b_base,bf16,gsm8k,"gsm8k_cot:exact_match,flexible-extract",85.14025777103866,87.79,-2.649742228961344,True,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,dffca45bde6cb630e04611bba4bc0c71269c4113,1738.1601495742798,results/qwen3_4b_base/e22_bf16_gsm8k.json
qwen3_4b_base,bf16,mmlu,"mmlu:acc,none",73.10924369747899,72.99,0.11924369747899277,False,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,7ccb74ff08e601c8c22a00fa2155d62f70080061,6311.8772032260895,results/qwen3_4b_base/e22_bf16_mmlu.json
qwen3_4b_base,bf16,mmlu_redux,"mmlu_redux_e22:exact_match,default",77.09193245778611,72.79,4.301932457786108,True,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,362df267679e0b0716337e353587412ac94a8e3f,2388.8191628456116,results/qwen3_4b_base/e22_bf16_mmlu_redux.json
qwen3_4b_base,bf16,wikitext,ppl,7.93313943609712,,,,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,aeb895f05c38066c5a491483ea37bb2d18cd6d0c,213.6432876586914,results/qwen3_4b_base/e22_bf16_wikitext.json
qwen3_4b_base,hadamard_asym_g128,arc_easy,"arc_easy:acc_norm,none",74.74747474747475,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,367.09181022644043,results/qwen3_4b_base/e22_hadamard_asym_g128_arc_easy.json
qwen3_4b_base,hadamard_asym_g128,c4,ppl,14.395233574088834,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,fd02989a774756ee8a21f9aff592ccb1a3b3e6e3,649.1443841457367,results/qwen3_4b_base/e22_hadamard_asym_g128_c4.json
qwen3_4b_base,hadamard_asym_g128,gsm8k,"gsm8k_cot:exact_match,flexible-extract",74.82941622441244,87.79,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,85d0e718c2cadd6e36d9be8b80692aefff34285e,19379.338626384735,results/qwen3_4b_base/e22_hadamard_asym_g128_gsm8k.json
qwen3_4b_base,hadamard_asym_g128,mmlu,"mmlu:acc,none",69.2280301951289,72.99,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,44f445a9d72d90f372811314d810656605872517,9882.159936666489,results/qwen3_4b_base/e22_hadamard_asym_g128_mmlu.json
qwen3_4b_base,hadamard_asym_g128,mmlu_redux,"mmlu_redux_e22:exact_match,default",73.54596622889305,72.79,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,362df267679e0b0716337e353587412ac94a8e3f,4649.547484397888,results/qwen3_4b_base/e22_hadamard_asym_g128_mmlu_redux.json
qwen3_4b_base,hadamard_asym_g128,wikitext,ppl,8.756221735930783,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,aeb895f05c38066c5a491483ea37bb2d18cd6d0c,422.92128014564514,results/qwen3_4b_base/e22_hadamard_asym_g128_wikitext.json
qwen3_4b_base,nar_k8_asym_g128,arc_easy,"arc_easy:acc_norm,none",77.06228956228956,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,9040075cee056f127300b638993ef676d51f1d37,452.4353823661804,results/qwen3_4b_base/e22_nar_k8_asym_g128_arc_easy.json
qwen3_4b_base,nar_k8_asym_g128,c4,ppl,13.956398227840685,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,7ccb74ff08e601c8c22a00fa2155d62f70080061,668.7219684123993,results/qwen3_4b_base/e22_nar_k8_asym_g128_c4.json
qwen3_4b_base,nar_k8_asym_g128,gsm8k,"gsm8k_cot:exact_match,flexible-extract",78.92342683851402,87.79,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,59d01634f23af74e01e8bff5076e1a21b605c555,18031.07987833023,results/qwen3_4b_base/e22_nar_k8_asym_g128_gsm8k.json
qwen3_4b_base,nar_k8_asym_g128,mmlu,"mmlu:acc,none",69.9686654322746,72.99,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,618ac3a93e962caf441c572836c82d9db4f1c2cf,9719.395836353302,results/qwen3_4b_base/e22_nar_k8_asym_g128_mmlu.json
qwen3_4b_base,nar_k8_asym_g128,mmlu_redux,"mmlu_redux_e22:exact_match,default",74.03377110694184,72.79,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,362df267679e0b0716337e353587412ac94a8e3f,4589.038351535797,results/qwen3_4b_base/e22_nar_k8_asym_g128_mmlu_redux.json
qwen3_4b_base,nar_k8_asym_g128,wikitext,ppl,8.495067607130682,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,aeb895f05c38066c5a491483ea37bb2d18cd6d0c,428.36017966270447,results/qwen3_4b_base/e22_nar_k8_asym_g128_wikitext.json
qwen3_4b_base,nar_kmax_asym_g128,arc_easy,"arc_easy:acc_norm,none",74.74747474747475,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,2118c9ec899c8d949e1310945fd1c32cad09b526,554.9658946990967,results/qwen3_4b_base/e22_nar_kmax_asym_g128_arc_easy.json
qwen3_4b_base,nar_kmax_asym_g128,c4,ppl,13.951236874539779,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,7ccb74ff08e601c8c22a00fa2155d62f70080061,686.7467093467712,results/qwen3_4b_base/e22_nar_kmax_asym_g128_c4.json
qwen3_4b_base,nar_kmax_asym_g128,gsm8k,"gsm8k_cot:exact_match,flexible-extract",78.69598180439728,87.79,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,e7c1401a80ad5412bfe83c009caa81ed7dc0128a,369.521541595459,results/qwen3_4b_base/e22_nar_kmax_asym_g128_gsm8k.json
qwen3_4b_base,nar_kmax_asym_g128,mmlu,"mmlu:acc,none",68.7508901865831,72.99,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,618ac3a93e962caf441c572836c82d9db4f1c2cf,9713.757625818253,results/qwen3_4b_base/e22_nar_kmax_asym_g128_mmlu.json
qwen3_4b_base,nar_kmax_asym_g128,mmlu_redux,"mmlu_redux_e22:exact_match,default",75.328330206379,72.79,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,362df267679e0b0716337e353587412ac94a8e3f,4574.016798257828,results/qwen3_4b_base/e22_nar_kmax_asym_g128_mmlu_redux.json
qwen3_4b_base,nar_kmax_asym_g128,wikitext,ppl,8.519277768950644,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,aeb895f05c38066c5a491483ea37bb2d18cd6d0c,441.24947786331177,results/qwen3_4b_base/e22_nar_kmax_asym_g128_wikitext.json
qwen3_8b_base,bf16,arc_easy,"arc_easy:acc_norm,none",80.00841750841751,,,,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,7106f2bcec59441962ed4888b22472e6f1b6c6b2,347.87991642951965,results/qwen3_8b_base/e22_bf16_arc_easy.json
qwen3_8b_base,bf16,c4,ppl,11.657187201960067,,,,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,632.8966641426086,results/qwen3_8b_base/e22_bf16_c4.json
qwen3_8b_base,bf16,eight_task,eight-task mean,68.46387873409226,,,,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,7106f2bcec59441962ed4888b22472e6f1b6c6b2,5142.729053497314,results/qwen3_8b_base/e22_bf16_eight_task.json
qwen3_8b_base,bf16,gsm8k,"gsm8k_cot:exact_match,flexible-extract",87.11144806671722,89.84,-2.7285519332827874,True,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,cfc86a77e15636782d9c1530336fd63e0c10aec9,10727.752368688583,results/qwen3_8b_base/e22_bf16_gsm8k.json
qwen3_8b_base,bf16,mmlu,"mmlu:acc,none",76.8337843612021,76.89,-0.056215638797894485,False,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,362df267679e0b0716337e353587412ac94a8e3f,11348.760621786118,results/qwen3_8b_base/e22_bf16_mmlu.json
qwen3_8b_base,bf16,mmlu_redux,"mmlu_redux_e22:exact_match,default",81.35084427767354,76.17,5.180844277673543,True,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,362df267679e0b0716337e353587412ac94a8e3f,4398.654178380966,results/qwen3_8b_base/e22_bf16_mmlu_redux.json
qwen3_8b_base,bf16,wikitext,ppl,8.796058407548404,,,,"{""activation"": 16.0, ""context"": 2048, ""key"": 16.0, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 16.0, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 16.0}",,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,368.4895339012146,results/qwen3_8b_base/e22_bf16_wikitext.json
qwen3_8b_base,hadamard_asym_g128,arc_easy,"arc_easy:acc_norm,none",76.01010101010101,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,7106f2bcec59441962ed4888b22472e6f1b6c6b2,577.69256067276,results/qwen3_8b_base/e22_hadamard_asym_g128_arc_easy.json
qwen3_8b_base,hadamard_asym_g128,c4,ppl,13.07573558864936,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,1002.5702209472656,results/qwen3_8b_base/e22_hadamard_asym_g128_c4.json
qwen3_8b_base,hadamard_asym_g128,eight_task,eight-task mean,64.84109481273654,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,b274c7f4f6e3a74c42fbe0ad7485f8411319863f,8098.677592992783,results/qwen3_8b_base/e22_hadamard_asym_g128_eight_task.json
qwen3_8b_base,hadamard_asym_g128,gsm8k,"gsm8k_cot:exact_match,flexible-extract",81.72858225928734,89.84,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,c67e7c345e2ec7324ce774b595a02f04faaab788,46186.620398283005,results/qwen3_8b_base/e22_hadamard_asym_g128_gsm8k.json
qwen3_8b_base,hadamard_asym_g128,mmlu,"mmlu:acc,none",73.55077624270046,76.89,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,cfc86a77e15636782d9c1530336fd63e0c10aec9,17045.66379213333,results/qwen3_8b_base/e22_hadamard_asym_g128_mmlu.json
qwen3_8b_base,hadamard_asym_g128,mmlu_redux,"mmlu_redux_e22:exact_match,default",77.16697936210132,76.17,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,362df267679e0b0716337e353587412ac94a8e3f,8080.369508266449,results/qwen3_8b_base/e22_hadamard_asym_g128_mmlu_redux.json
qwen3_8b_base,hadamard_asym_g128,wikitext,ppl,11.391531568984915,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,621.9806745052338,results/qwen3_8b_base/e22_hadamard_asym_g128_wikitext.json
qwen3_8b_base,nar_k8_asym_g128,arc_easy,"arc_easy:acc_norm,none",80.68181818181817,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,7106f2bcec59441962ed4888b22472e6f1b6c6b2,500.3221855163574,results/qwen3_8b_base/e22_nar_k8_asym_g128_arc_easy.json
qwen3_8b_base,nar_k8_asym_g128,c4,ppl,12.305896213383276,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,958.6503846645355,results/qwen3_8b_base/e22_nar_k8_asym_g128_c4.json
