layer,expert,module,routed_tokens,pooled_hessian,relative_weight_error,hessian_diag_max_over_median
41,0,gate_up,40257,False,0.11133763194084167,9.900885930359657
41,1,gate_up,74412,False,0.11041490733623505,5.873472492043579
41,2,gate_up,36549,False,0.11174961179494858,5.75518437506994
41,3,gate_up,209,True,0.10865018516778946,6.710875863645974
41,4,gate_up,0,True,0.10876855254173279,6.710875863645974
41,5,gate_up,30018,False,0.11324409395456314,6.919028145845575
41,6,gate_up,28702,False,0.11149536818265915,6.680805595741094
41,7,gate_up,20385,False,0.11539800465106964,7.7622849291472225
41,8,gate_up,1,True,0.1087045893073082,6.710875863645974
41,9,gate_up,88278,False,0.11007852107286453,6.104629131050434
41,10,gate_up,6827,False,0.11892271786928177,7.231567075722031
41,11,gate_up,32349,False,0.11156139522790909,7.185317778990194
41,12,gate_up,125,True,0.10868587344884872,6.710875863645974
41,13,gate_up,2290,False,0.13622769713401794,5.162065092648872
41,14,gate_up,35676,False,0.11175358295440674,5.902948680497698
41,15,gate_up,35929,False,0.11176751554012299,7.03935607971786
41,16,gate_up,11,True,0.10850159823894501,6.710875863645974
41,17,gate_up,22968,False,0.11274760961532593,7.074090005770819
41,18,gate_up,32634,False,0.11048927903175354,6.460277563666275
41,19,gate_up,26997,False,0.11245779693126678,7.143512884525227
41,20,gate_up,33289,False,0.11213655769824982,5.939576891867612
41,21,gate_up,17769,False,0.1144891008734703,6.861610940279394
41,22,gate_up,525,False,0.1255761682987213,6.644179214856509
41,23,gate_up,42,True,0.10881415754556656,6.710875863645974
41,24,gate_up,1,True,0.10850980877876282,6.710875863645974
41,25,gate_up,4483,False,0.12309058010578156,6.3603721233670285
41,26,gate_up,7431,False,0.11793789267539978,6.072256582943942
41,27,gate_up,43,True,0.10862403362989426,6.710875863645974
41,28,gate_up,85,True,0.10874079167842865,6.710875863645974
41,29,gate_up,44,True,0.10870976746082306,6.710875863645974
41,30,gate_up,13542,False,0.11396033316850662,5.621345579813148
41,31,gate_up,8,True,0.10881191492080688,6.710875863645974
41,32,gate_up,5,True,0.10868697613477707,6.710875863645974
41,33,gate_up,413,True,0.10858890414237976,6.710875863645974
41,34,gate_up,6550,False,0.11917270720005035,9.071030636243185
