model,rotation,layer,group,module,columns,rows,hessian_sequences,dead_columns,damp,groupsize,blocksize,act_order,hessian_diag_max_over_median,hessian_diag_mean_over_median,damp_over_median_diag,null_slot_diag_share,null_slot_baseline,null_space_dc_share,hessian_participation_ratio,rows_clipped,mean_shrink,clipped_row_null_slot_mass_share,unclipped_row_null_slot_mass_share
qwen3_8b_base,nar_k8,0,0,self_attn.k_proj,4096,1024,128,0,40.89909744262695,128,128,False,2.373921060585611,1.0615152454112322,0.010615152454112322,0.007928916585399078,0.0078125,0.02251155604514755,58.95487063463866,1024,0.6632519364356995,0.0076312106102705,nan
qwen3_8b_base,nar_k8,0,0,self_attn.v_proj,4096,1024,128,0,40.89909744262695,128,128,False,2.373921060585611,1.0615152454112322,0.010615152454112322,0.007928916585399078,0.0078125,0.02251155604514755,58.95487063463866,1024,0.6650585532188416,0.007875227369368076,nan
qwen3_8b_base,nar_k8,0,0,self_attn.q_proj,4096,4096,128,0,40.89909744262695,128,128,False,2.373921060585611,1.0615152454112322,0.010615152454112322,0.007928916585399078,0.0078125,0.02251155604514755,58.95487063463866,4096,0.6644507050514221,0.007712085731327534,nan
qwen3_8b_base,nar_k8,0,1,self_attn.o_proj,4096,4096,128,0,0.013278345577418804,128,128,False,7.791873761879714,1.411478858452621,0.01411478858452621,0.007902967374781437,0.0078125,0.09537688653345404,10.675658909410407,4096,0.6461449861526489,0.008014306426048279,nan
qwen3_8b_base,nar_k8,0,2,mlp.up_proj,4096,12288,128,0,40.95281982421875,128,128,False,23.94798621412457,1.9577384488439216,0.019577384488439216,0.006083317125479343,0.0078125,0.2237008454910868,2.0503687363269036,12288,0.6652857065200806,0.007854565046727657,nan
qwen3_8b_base,nar_k8,0,2,mlp.gate_proj,4096,12288,128,0,40.95281982421875,128,128,False,23.94798621412457,1.9577384488439216,0.019577384488439216,0.006083317125479343,0.0078125,0.2237008454910868,2.0503687363269036,12288,0.66493821144104,0.00789167732000351,nan
qwen3_8b_base,nar_k8,0,3,mlp.down_proj,12288,4096,128,0,0.037574563175439835,128,128,False,3.3124140547478693,1.0713251528329126,0.010713251528329127,0.007763560565265376,0.0078125,0.06855243387548239,656.2249462192424,4096,0.6222045421600342,0.007846184074878693,nan
qwen3_8b_base,nar_k8,1,0,self_attn.k_proj,4096,1024,128,0,40.95854187011719,128,128,False,12.303946312174062,1.5440716041387985,0.015440716041387987,0.006853952888242858,0.0078125,0.19772462794797926,3.7918872392501477,1024,0.6659961342811584,0.007912777364253998,nan
qwen3_8b_base,nar_k8,1,0,self_attn.v_proj,4096,1024,128,0,40.95854187011719,128,128,False,12.303946312174062,1.5440716041387985,0.015440716041387987,0.006853952888242858,0.0078125,0.19772462794797926,3.7918872392501477,1024,0.662900447845459,0.007859228178858757,nan
qwen3_8b_base,nar_k8,1,0,self_attn.q_proj,4096,4096,128,0,40.95854187011719,128,128,False,12.303946312174062,1.5440716041387985,0.015440716041387987,0.006853952888242858,0.0078125,0.19772462794797926,3.7918872392501477,4096,0.663867175579071,0.007914950139820576,nan
qwen3_8b_base,nar_k8,1,1,self_attn.o_proj,4096,4096,128,0,0.022943619638681412,128,128,False,7.788141026100253,1.1989646788125266,0.011989646788125266,0.008117224984080226,0.0078125,0.05582078049083616,32.492670292740726,4096,0.6566430330276489,0.00775817409157753,nan
qwen3_8b_base,nar_k8,1,2,mlp.up_proj,4096,12288,128,0,40.95884323120117,128,128,False,13.616494974297073,1.5895729159215084,0.015895729159215086,0.006781348696904321,0.0078125,0.19693907196045574,3.6758498296893825,12288,0.6677824258804321,0.007367316633462906,nan
qwen3_8b_base,nar_k8,1,2,mlp.gate_proj,4096,12288,128,0,40.95884323120117,128,128,False,13.616494974297073,1.5895729159215084,0.015895729159215086,0.006781348696904321,0.0078125,0.19693907196045574,3.6758498296893825,12288,0.7015430331230164,0.009059641510248184,nan
qwen3_8b_base,nar_k8,1,3,mlp.down_proj,12288,4096,128,0,0.03189123049378395,128,128,False,13.854452648349522,1.1629439291947687,0.011629439291947687,0.007821586444791197,0.0078125,0.17588952338460268,60.393422425112654,4096,0.6324414014816284,0.007832755334675312,nan
qwen3_8b_base,nar_k8,2,0,self_attn.k_proj,4096,1024,128,0,40.95918273925781,128,128,False,13.936467773947415,1.674010466406352,0.016740104664063518,0.006968221067133992,0.0078125,0.22150112407663855,3.3176715447314655,1024,0.6648046970367432,0.0077116163447499275,nan
qwen3_8b_base,nar_k8,2,0,self_attn.v_proj,4096,1024,128,0,40.95918273925781,128,128,False,13.936467773947415,1.674010466406352,0.016740104664063518,0.006968221067133992,0.0078125,0.22150112407663855,3.3176715447314655,1024,0.6660546660423279,0.007918745279312134,nan
qwen3_8b_base,nar_k8,2,0,self_attn.q_proj,4096,4096,128,0,40.95918273925781,128,128,False,13.936467773947415,1.674010466406352,0.016740104664063518,0.006968221067133992,0.0078125,0.22150112407663855,3.3176715447314655,4096,0.6636425852775574,0.007760575972497463,nan
qwen3_8b_base,nar_k8,2,1,self_attn.o_proj,4096,4096,128,0,0.024698562920093536,128,128,False,5.196038182920628,1.082427725238199,0.010824277252381992,0.0063840131268649855,0.0078125,0.03336383462807626,47.188268121183455,4096,0.6607397794723511,0.007497879676520824,nan
qwen3_8b_base,nar_k8,2,2,mlp.up_proj,4096,12288,128,0,40.95927047729492,128,128,False,14.07921083849998,1.6657563227959027,0.016657563227959027,0.006860982489453665,0.0078125,0.22367515594938236,3.400700224291391,12288,0.7137988805770874,0.006345096044242382,nan
qwen3_8b_base,nar_k8,2,2,mlp.gate_proj,4096,12288,128,0,40.95927047729492,128,128,False,14.07921083849998,1.6657563227959027,0.016657563227959027,0.006860982489453665,0.0078125,0.22367515594938236,3.400700224291391,12288,0.7296680212020874,0.008508710190653801,nan
qwen3_8b_base,nar_k8,2,3,mlp.down_proj,12288,4096,128,0,0.02857940085232258,128,128,False,8.056316803598005,1.1651089852151477,0.011651089852151478,0.007794354579245502,0.0078125,0.14482324954156156,140.05731005139714,4096,0.6335083246231079,0.007826155051589012,nan
qwen3_8b_base,nar_k8,3,0,self_attn.k_proj,4096,1024,128,0,40.95940017700195,128,128,False,13.280633318903805,1.6272716929600615,0.016272716929600615,0.006993328365859367,0.0078125,0.21809823418065155,3.658168379140832,1024,0.6622753739356995,0.0077513037249445915,nan
qwen3_8b_base,nar_k8,3,0,self_attn.v_proj,4096,1024,128,0,40.95940017700195,128,128,False,13.280633318903805,1.6272716929600615,0.016272716929600615,0.006993328365859367,0.0078125,0.21809823418065155,3.658168379140832,1024,0.6645312309265137,0.0077391378581523895,nan
qwen3_8b_base,nar_k8,3,0,self_attn.q_proj,4096,4096,128,0,40.95940017700195,128,128,False,13.280633318903805,1.6272716929600615,0.016272716929600615,0.006993328365859367,0.0078125,0.21809823418065155,3.658168379140832,4096,0.6598901748657227,0.007776517421007156,nan
qwen3_8b_base,nar_k8,3,1,self_attn.o_proj,4096,4096,128,0,0.04362907260656357,128,128,False,5.869065139122225,1.185444000581989,0.011854440005819892,0.007397361676856459,0.0078125,0.029539011200391707,42.77070841260499,4096,0.6558423042297363,0.007835889235138893,nan
qwen3_8b_base,nar_k8,3,2,mlp.up_proj,4096,12288,128,0,40.95949935913086,128,128,False,12.973032894617539,1.6534640623878933,0.01653464062387893,0.00671399352876424,0.0078125,0.2246843776472235,3.6373914772972653,12288,0.6772779226303101,0.0076152486726641655,nan
qwen3_8b_base,nar_k8,3,2,mlp.gate_proj,4096,12288,128,0,40.95949935913086,128,128,False,12.973032894617539,1.6534640623878933,0.01653464062387893,0.00671399352876424,0.0078125,0.2246843776472235,3.6373914772972653,12288,0.6996655464172363,0.009071732871234417,nan
qwen3_8b_base,nar_k8,3,3,mlp.down_proj,12288,4096,128,0,0.07781165093183517,128,128,False,4.017129970976365,1.1037169339662427,0.011037169339662428,0.007786636248097635,0.0078125,0.10393371395066507,309.44519929038313,4096,0.6230859756469727,0.007760100532323122,nan
qwen3_8b_base,nar_k8,4,0,self_attn.k_proj,4096,1024,128,0,40.95962905883789,128,128,False,11.468984086582259,1.5663913673935852,0.01566391367393585,0.00681790978487596,0.0078125,0.21585992543987878,4.263131360961299,1024,0.664492130279541,0.007781471125781536,nan
qwen3_8b_base,nar_k8,4,0,self_attn.v_proj,4096,1024,128,0,40.95962905883789,128,128,False,11.468984086582259,1.5663913673935852,0.01566391367393585,0.00681790978487596,0.0078125,0.21585992543987878,4.263131360961299,1024,0.6658300757408142,0.007861431688070297,nan
qwen3_8b_base,nar_k8,4,0,self_attn.q_proj,4096,4096,128,0,40.95962905883789,128,128,False,11.468984086582259,1.5663913673935852,0.01566391367393585,0.00681790978487596,0.0078125,0.21585992543987878,4.263131360961299,4096,0.6647900342941284,0.0077506909146904945,nan
qwen3_8b_base,nar_k8,4,1,self_attn.o_proj,4096,4096,128,0,0.06310451030731201,128,128,False,6.823237386123461,1.0479013903524483,0.010479013903524485,0.006924238273138776,0.0078125,0.02251782174155371,60.95534918983246,4096,0.6618773937225342,0.007894802838563919,nan
qwen3_8b_base,nar_k8,4,2,mlp.up_proj,4096,12288,128,0,40.959686279296875,128,128,False,12.851134976313505,1.587275973591015,0.01587275973591015,0.006754054528861028,0.0078125,0.22317633429591596,4.151285096617528,12288,0.6623258590698242,0.007682725787162781,nan
qwen3_8b_base,nar_k8,4,2,mlp.gate_proj,4096,12288,128,0,40.959686279296875,128,128,False,12.851134976313505,1.587275973591015,0.01587275973591015,0.006754054528861028,0.0078125,0.22317633429591596,4.151285096617528,12288,0.6516366004943848,0.007515475153923035,nan
qwen3_8b_base,nar_k8,4,3,mlp.down_proj,12288,4096,128,0,0.18194015324115753,128,128,False,5.690111316739808,1.09280992797853,0.0109280992797853,0.007876233518721508,0.0078125,0.09376061442698239,343.232220054284,4096,0.6222070455551147,0.007807771675288677,nan
