mode,method,layer,site,samples,energy,common_energy,residual_energy,error_energy,elements,token0_energy,remaining_energy,token0_error_energy,remaining_error_energy,degenerate_groups,absmax,rms,absmax_over_rms,rho,rho_sample_mean,rho_sample_sd,rho_sample_min,rho_sample_max,f,f_sample_mean,f_sample_sd,f_sample_min,f_sample_max,nmse,nmse_sample_mean,nmse_sample_sd,nmse_sample_min,nmse_sample_max,token0_absmax,token0_energy_fraction,token0_nmse,remaining_absmax,remaining_energy_fraction,remaining_nmse,range_mean,range_median,range_p95,range_max,step_mean,step_median,step_p95,step_max,token0_range_mean,token0_range_median,token0_range_p95,token0_range_max,remaining_range_mean,remaining_range_median,remaining_range_p95,remaining_range_max
paired_local,unrotated,0,q_proj,8,67008826.16256679,516002.3404351378,66492823.774509385,1358429.69852039,67108864,32725.361961062466,66976100.80060572,331.1113450330735,1358098.587175357,0,32.32394027709961,0.9992543820564029,32.348059570756114,0.007700513051568611,0.007700514548864785,0.00011121254385370935,0.007558169906977518,0.0078660201630873,0.9922994862377449,0.9922994847404488,0.00011121248111115897,0.9921339792205301,0.9924418290846736,0.020272399567555045,0.020272424204086082,0.0018521666516832425,0.017353983390177997,0.02250388968275613,4.068799018859863,0.0004883739028895849,0.010117881825937904,32.32394027709961,0.9995116260971103,0.020277361192144443,6.401727506586667,5.374025821685791,13.150009155273438,36.11430740356445,0.4267818536609411,0.358154296875,0.87646484375,2.408203125,5.232413902878761,5.112419366836548,6.587579250335693,6.605193138122559,6.402298739417008,5.374209403991699,13.150009155273438,36.11430740356445
paired_local,hadamard,0,q_proj,8,67008826.26683919,826780.798105405,66182045.47569615,654826.3118497807,67108864,32725.36188319658,66976100.90495599,308.36210257456673,654517.9497472061,0,5.258285999298096,0.9992543828338726,5.262209593102473,0.012338386510652192,0.012338393710556922,0.0005169078108067528,0.011317426911808743,0.012875524355532002,0.98766161359325,0.9876616063933453,0.0005169078063784958,0.98712447575485,0.988682573165254,0.009772239693352697,0.009772239382420462,3.293963060280803e-05,0.009711895151496957,0.00981570072412892,3.4483344554901123,0.0004883739009676021,0.009422725520199694,5.258285999298096,0.9995116260990323,0.009772410470355913,5.141836926885844,5.092887878417969,6.156977200508115,9.075692176818848,0.34279162739403546,0.339599609375,0.410400390625,0.60498046875,5.121169731020927,5.266326904296875,5.954581260681152,6.007228851318359,5.141847023219926,5.092804908752441,6.157342863082881,9.075692176818848
paired_local,nar_k8,0,q_proj,8,67008824.88246979,1509838.8831073812,65498985.98395817,609214.9305667127,67108864,32725.36068479883,66976099.52178499,313.69609140006054,608901.2344753126,0,5.567643642425537,0.9992543725118205,5.571798128268561,0.022531940916074338,0.022531999183543906,0.005350874066647576,0.016734222336832416,0.02970252692280354,0.977468058854042,0.9774680005865721,0.005350874067809639,0.9702974728753898,0.9832657774486764,0.009091562665592868,0.009091560255623748,0.00017981161161036496,0.00887484027859095,0.00934668930892713,3.655804395675659,0.0004883738931729891,0.009585718379745,5.567643642425537,0.9995116261068271,0.009091321214924711,4.8935989937672275,4.988344192504883,6.296367645263672,8.538802146911621,0.32624081429094076,0.33251953125,0.419677734375,0.5693359375,5.14032644033432,5.097805976867676,6.168641567230225,6.382712364196777,4.893478462528065,4.988344192504883,6.296367645263672,8.538802146911621
paired_local,nar_kmax,0,q_proj,8,67008824.75672297,2948065.9426686773,64060758.74238917,605538.4746283622,67108864,32725.36093554879,66976099.395787425,341.95594522676316,605196.5186831356,0,5.589334011077881,0.9992543715742346,5.593504687172288,0.04399518948991713,0.04399529753154428,0.008848750670434221,0.03251848975124264,0.05485209653949282,0.9560048094405951,0.9560047013989621,0.008848751268600779,0.9451479016670099,0.9674815095867147,0.009036697432417045,0.009036695045723457,0.00017726082951704242,0.008840067799567983,0.009301275051946297,3.8087899684906006,0.0004883738978315012,0.01044926428466995,5.589334011077881,0.9995116261021685,0.009036007234562849,4.869862947754882,4.97332239151001,6.25160026550293,9.47589111328125,0.32465822296217084,0.33154296875,0.416748046875,0.6318359375,5.28225614130497,5.097922325134277,6.603579521179199,6.636804580688477,4.869661485520612,4.973138809204102,6.251375198364258,9.47589111328125
paired_local,unrotated,0,down_proj,8,190604.9676896056,1499.530887413206,189105.43682087716,8720.731703714471,201326592,1047.1922007412804,189557.77548886434,30.774641397555488,8689.957062316917,0,9.766485214233398,0.030769223519023774,317.41084425465095,0.007867218287065563,0.007868207697934127,7.981255670744733e-05,0.007739855219745283,0.007966004383018447,0.9921327818109632,0.9921317923836337,7.981278615235906e-05,0.9920339948897305,0.992260145513591,0.04575290880097059,0.045744035066285244,0.00043208944066420784,0.045278898254602976,0.04661362587844755,9.766485214233398,0.0054940446381576006,0.029387767952980277,9.03754997253418,0.9945059553618425,0.04584331631823466,0.2016614312413664,0.13773415237665176,0.5099767416715603,9.900361061096191,0.01344409115305704,0.009185791015625,0.03399658203125,0.66015625,0.5288051220898827,0.34736984968185425,1.0251537561416626,9.900361061096191,0.2015016150758322,0.13767146319150925,0.5096957981586456,9.19803237915039
paired_local,hadamard,0,down_proj,8,190604.96085293376,1541.8713567634406,189063.08949533314,1512.9891336218209,201326592,1047.1921611614073,189557.7686917723,6.54285326275845,1506.4462803590627,0,0.484844446182251,0.030769222967204246,15.757448496474169,0.008089355858650038,0.008058077789775481,0.0015145480439883727,0.00557151605263187,0.010293898970914744,0.9919106441369577,0.9919419222062563,0.0015145480394054961,0.9897061010316535,0.9944284839249419,0.007937826627656387,0.007938863718590022,9.710914204431616e-05,0.007774781561891694,0.00812182091019846,0.2806847393512726,0.005494044627565574,0.006247996791249832,0.484844446182251,0.9945059553724341,0.007947161916685135,0.13079009152528678,0.1305622234940529,0.22951094955205917,0.6914902925491333,0.008719338474596347,0.00870513916015625,0.01529693603515625,0.046112060546875,0.42388711745540303,0.4228484183549881,0.4813452363014221,0.5058606863021851,0.13064690782918023,0.13051822781562805,0.22920053452253342,0.6914902925491333
paired_local,nar_k8,0,down_proj,8,190604.98338085393,13751.432868047386,176853.5505550346,856.3689520544192,201326592,1047.1953698576726,189557.78801099624,0.03062443306688797,856.3383276213524,0,0.8873366117477417,0.03076922478553724,28.838445490015243,0.0721462399572744,0.07234053056285716,0.00886318439223027,0.06080026301616036,0.08483490475058565,0.9278537602642731,0.9276594696554215,0.00886318452823563,0.9151650951210694,0.9391997371761839,0.004492899067299206,0.004493401963495236,0.0001117810325420252,0.00433247135090233,0.004639654347220039,0.8327521085739136,0.005494060812487982,2.9244240328383255e-05,0.8873366117477417,0.994505939187512,0.004517558136791912,0.08438685247708537,0.07249253243207932,0.185370088368654,1.7616496086120605,0.005625790452844133,0.004833221435546875,0.012359619140625,0.117431640625,0.02836382664584865,0.02680573519319296,0.0406966358423233,0.06197141483426094,0.08441422083362236,0.07252124324440956,0.18540818244218826,1.7616496086120605
paired_local,nar_kmax,0,down_proj,8,190604.99955984647,38312.32980012129,152292.6698025012,799.1410678795061,201326592,1047.19561069269,189557.80394915375,0.02225521658923304,799.1188126629168,0,0.8849492073059082,0.030769226091418755,28.76085360992268,0.20100380309327573,0.20190491250508816,0.02478172019711179,0.1611856417981143,0.23526357144664536,0.7989961971311466,0.7980950877215847,0.024781720247027118,0.76473642847712,0.8388143586195628,0.004192655332886955,0.004191305191103099,0.00011480193965962187,0.004011623514533621,0.004379977621527696,0.8220159411430359,0.005494061609668794,2.1252205759831105e-05,0.8849492073059082,0.9945059383903311,0.004215699886865483,0.08217828937621412,0.07328952848911285,0.17937047779560064,1.761977195739746,0.005478553273405851,0.004886627197265625,0.01195526123046875,0.11749267578125,0.024303038817985605,0.023225262761116028,0.03678625822067261,0.0438498929142952,0.0822065625811766,0.0733206495642662,0.17939679324626923,1.761977195739746
paired_local,unrotated,12,q_proj,8,67108798.51777312,498805.720924413,66609992.789077245,2378125.761614557,67108864,32768.00664546812,67076030.51112766,1118.4349751755592,2377007.3266393812,0,48.220970153808594,0.999999512119272,48.220993679902094,0.007432791704537954,0.007432791696753504,0.000422645629069326,0.00682066794196516,0.007942216573252624,0.992567208179658,0.9925672081874425,0.0004226453795732972,0.9920577836815216,0.9931793309726954,0.03543686989098357,0.03543686994879412,0.001227767675837255,0.03368963263484916,0.03745631996763172,41.7310791015625,0.0004882818254716605,0.0341319198105766,48.220970153808594,0.9995117181745284,0.03543750738566804,8.215485001264597,6.948347568511963,14.245036506652824,50.43438720703125,0.5476990912575275,0.463134765625,0.94970703125,3.361328125,5.691486373543739,3.889732599258423,11.957813262939453,47.220680236816406,8.21671802453168,6.94970965385437,14.246276617050151,50.43438720703125
paired_local,hadamard,12,q_proj,8,67108798.52069197,267590.5262251809,66841207.995574854,632852.6897260232,67108864,32768.006593396254,67076030.51409859,306.50212350971964,632546.1876025135,0,5.127551555633545,0.9999995121410191,5.127554057156842,0.00398741345581792,0.003987413435550733,0.0006000193871586578,0.00328694962926804,0.004829400161730699,0.9960125865606936,0.9960125865809606,0.0006000193858199605,0.9951705998833271,0.9967130504212409,0.009430249142828757,0.00943024914253472,5.419193746289456e-05,0.009348138229123457,0.009501567293100484,3.415222644805908,0.0004882818246744909,0.009353700617586213,5.127551555633545,0.9995117181753258,0.009430286538341884,5.055507629756448,5.011332035064697,6.01930422782898,8.548595428466797,0.3370339497923851,0.333984375,0.4013671875,0.56982421875,4.929153114557266,4.938231945037842,5.752884387969971,6.117831230163574,5.055569356437053,5.011332035064697,6.01935122013092,8.548595428466797
paired_local,nar_k8,12,q_proj,8,67108794.32650139,18836671.725180876,48272122.60386786,435098.1901323588,67108864,32768.007767388044,67076026.31873399,220.30604518361994,434877.8840871752,0,6.57021427154541,0.9999994808918484,6.570217682198966,0.28068857314788975,0.2806885737295275,0.016508231499837562,0.25770515339314665,0.3033347902367613,0.7193114268900687,0.7193114263084309,0.016508231547923177,0.6966652099202993,0.7422948465478206,0.006483474997561351,0.00648347498901438,0.0002063698276959002,0.0062023902750423755,0.0068131799777823975,4.702300071716309,0.0004882818726851705,0.006723205351619722,6.57021427154541,0.9995117181273147,0.006483357884390895,4.15722336686099,4.0996012687683105,5.410348701477051,8.951733589172363,0.27714827470481396,0.273193359375,0.360595703125,0.5966796875,4.148031383752823,3.9970383644104004,5.155904293060303,8.951733589172363,4.1572278573266015,4.099667072296143,5.410399675369262,8.599796295166016
paired_local,nar_kmax,12,q_proj,8,67108794.74831575,23749616.13279144,43359178.62692162,400605.2026198379,67108864,32768.007088017504,67076026.74122774,230.35374682328413,400374.8488730145,0,6.424884796142578,0.9999994840346119,6.424888111162466,0.3538972234840724,0.3538972242296792,0.019004929309416267,0.3268294664062205,0.3783949252573305,0.6461027766857609,0.6461027759401541,0.019004929341102296,0.6216050751445766,0.6731705343499503,0.005969488859429889,0.005969488849753585,0.0002237096728791054,0.005687271111990266,0.006313417481939559,5.679164886474609,0.0004882818594926396,0.007029836944448145,6.424884796142578,0.9995117181405074,0.005968970857764408,3.9916311033464353,3.938013792037964,5.160659313201903,10.322715759277344,0.26610885304398835,0.262451171875,0.343994140625,0.68798828125,4.171853445470333,3.921231269836426,5.782467842102051,10.322715759277344,3.9915430611665994,3.938013792037964,5.160536742210388,7.821791648864746
paired_local,unrotated,12,down_proj,8,2153175.4567984845,16764.901570224938,2136410.5553159653,59825.4642293325,201326592,1641.9774788994469,2151533.479319585,46.131258479357776,59779.332970853146,0,15.5426607131958,0.1034163342359268,150.2921257848674,0.0077861288625091195,0.007797088589552555,0.00012274594526919018,0.007634815709367139,0.00793633597815706,0.9922138711782241,0.9922029114430118,0.00012274594159248983,0.9920636640967074,0.9923651842965984,0.027784760429271214,0.02767526506725765,0.0010333142492577364,0.026518808215702117,0.029805326385726773,4.8415117263793945,0.0007625841515678763,0.02809493983454496,15.5426607131958,0.9992374158484321,0.027784523710854898,0.7758731217250651,0.6510360836982727,1.552950882911682,15.846155166625977,0.05172489973483607,0.04339599609375,0.103515625,1.056640625,1.0240447881321113,0.8837265372276306,1.8231523036956787,5.2165446281433105,0.775751884955936,0.6509356498718262,1.5527909994125366,15.846155166625977
