model,solver,ritz_residual_median_over_sites,ritz_residual_max,principal_angle_max_deg,f_down_mean,f_qkv_mean
llama32_3b,S3,0.14065987187747703,0.33841076193936903,89.89529959530843,0.3138240689917615,0.3945993723502654
llama32_3b,S4,3.522339522657829e-15,3.960941690605436e-11,1.1675179017869926e-05,0.3216908609208022,0.3982288770584538
