model,row,site,layer,seed,round_trip,tolerance
llama32_3b,E11_g128_k16,down,0,2,1.2899171508706786e-07,1e-06
llama32_3b,E11_g128_k32,down,0,0,1.2975056051800493e-07,1e-06
llama32_3b,E11_g128_k32,down,0,1,1.2999764464893815e-07,1e-06
llama32_3b,E11_g128_k32,down,0,2,1.291543156867192e-07,1e-06
llama32_3b,E11_g128_kmax,down,0,0,1.4015415672474774e-07,1e-06
llama32_3b,E11_g128_kmax,down,0,1,1.389028909670742e-07,1e-06
llama32_3b,E11_g128_kmax,down,0,2,1.398444311462299e-07,1e-06
llama32_3b,E11_g256_kmax,down,0,0,1.2623182499282848e-07,1e-06
llama32_3b,E11_g256_kmax,down,0,1,1.252477801472196e-07,1e-06
llama32_3b,E11_g256_kmax,down,0,2,1.2504307278504712e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,down,0,0,1.4754724020349386e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,down,0,1,1.4716833618422243e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,down,0,2,1.4843895712601807e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,down,0,0,1.4754724020349386e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,down,0,1,1.4716833618422243e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,down,0,2,1.4843895712601807e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,down,0,0,1.4754724020349386e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,down,0,1,1.4716833618422243e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,down,0,2,1.4843895712601807e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,down,0,0,1.4754724020349386e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,down,0,1,1.4716833618422243e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,down,0,2,1.4843895712601807e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,down,0,0,1.4754724020349386e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,down,0,1,1.4716833618422243e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,down,0,2,1.4843895712601807e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,down,0,0,1.4754724020349386e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,down,0,1,1.4716833618422243e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,down,0,2,1.4843895712601807e-07,1e-06
llama32_3b,E20_nar_g64_m1,down,0,0,1.3644796581502305e-07,1e-06
llama32_3b,E20_nar_g64_m1,down,0,1,1.352281771005437e-07,1e-06
llama32_3b,E20_nar_g64_m1,down,0,2,1.3677831134373264e-07,1e-06
llama32_3b,E20_nar_g128_m1,down,0,0,1.3680364929768984e-07,1e-06
llama32_3b,E20_nar_g128_m1,down,0,1,1.3559422029629786e-07,1e-06
llama32_3b,E20_nar_g128_m1,down,0,2,1.3673661669599824e-07,1e-06
llama32_3b,E20_nar_g256_m1,down,0,0,1.2150734107763128e-07,1e-06
llama32_3b,E20_nar_g256_m1,down,0,1,1.2264733584288479e-07,1e-06
llama32_3b,E20_nar_g256_m1,down,0,2,1.2098563217932679e-07,1e-06
llama32_3b,E20_nar_g256_m2,down,0,0,1.3171217005947256e-07,1e-06
llama32_3b,E20_nar_g256_m2,down,0,1,1.3277652044507704e-07,1e-06
llama32_3b,E20_nar_g256_m2,down,0,2,1.311061765818522e-07,1e-06
llama32_3b,E20_nar_g256_m3,down,0,0,1.4003695980591147e-07,1e-06
llama32_3b,E20_nar_g256_m3,down,0,1,1.4009349058596854e-07,1e-06
llama32_3b,E20_nar_g256_m3,down,0,2,1.404575584729173e-07,1e-06
llama32_3b,E20_nar_g128_m2,down,0,0,1.5009412379640708e-07,1e-06
llama32_3b,E20_nar_g128_m2,down,0,1,1.5027967492642347e-07,1e-06
llama32_3b,E20_nar_g128_m2,down,0,2,1.5087131544078147e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,down,0,0,1.5009412379640708e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,down,0,1,1.5027967492642347e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,down,0,2,1.5087131544078147e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,down,0,0,1.4003695980591147e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,down,0,1,1.4009349058596854e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,down,0,2,1.404575584729173e-07,1e-06
llama32_3b,E11_g64_kmax,qkv,1,0,1.4231657985419588e-07,1e-06
llama32_3b,E11_g64_kmax,qkv,1,1,1.417033672623802e-07,1e-06
llama32_3b,E11_g64_kmax,qkv,1,2,1.4630768419010565e-07,1e-06
llama32_3b,E11_g128_k8,qkv,1,0,1.2248878533682728e-07,1e-06
llama32_3b,E11_g128_k8,qkv,1,1,1.240346989561658e-07,1e-06
llama32_3b,E11_g128_k8,qkv,1,2,1.2508508007158525e-07,1e-06
llama32_3b,E11_g128_k16,qkv,1,0,1.3077934113425727e-07,1e-06
llama32_3b,E11_g128_k16,qkv,1,1,1.3315093383425847e-07,1e-06
llama32_3b,E11_g128_k16,qkv,1,2,1.3166774692763283e-07,1e-06
llama32_3b,E11_g128_k32,qkv,1,0,1.3339810323031998e-07,1e-06
llama32_3b,E11_g128_k32,qkv,1,1,1.3650301866618975e-07,1e-06
llama32_3b,E11_g128_k32,qkv,1,2,1.3476577009896573e-07,1e-06
llama32_3b,E11_g128_kmax,qkv,1,0,1.390035606618767e-07,1e-06
llama32_3b,E11_g128_kmax,qkv,1,1,1.416106414353635e-07,1e-06
llama32_3b,E11_g128_kmax,qkv,1,2,1.3848436708485679e-07,1e-06
llama32_3b,E11_g256_kmax,qkv,1,0,1.2326979970112006e-07,1e-06
llama32_3b,E11_g256_kmax,qkv,1,1,1.2258114168162138e-07,1e-06
llama32_3b,E11_g256_kmax,qkv,1,2,1.2118975689645595e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,qkv,1,0,1.46311109006092e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,qkv,1,1,1.4828667360688996e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,qkv,1,2,1.452531961376735e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,qkv,1,0,1.46311109006092e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,qkv,1,1,1.4828667360688996e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,qkv,1,2,1.452531961376735e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,qkv,1,0,1.46311109006092e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,qkv,1,1,1.4828667360688996e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,qkv,1,2,1.452531961376735e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,qkv,1,0,1.46311109006092e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,qkv,1,1,1.4828667360688996e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,qkv,1,2,1.452531961376735e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,qkv,1,0,1.46311109006092e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,qkv,1,1,1.4828667360688996e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,qkv,1,2,1.452531961376735e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,qkv,1,0,1.46311109006092e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,qkv,1,1,1.4828667360688996e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,qkv,1,2,1.452531961376735e-07,1e-06
llama32_3b,E20_nar_g64_m1,qkv,1,0,1.4542318638177676e-07,1e-06
llama32_3b,E20_nar_g64_m1,qkv,1,1,1.4231918044060876e-07,1e-06
llama32_3b,E20_nar_g64_m1,qkv,1,2,1.4274311865847267e-07,1e-06
llama32_3b,E20_nar_g128_m1,qkv,1,0,1.4060948672067752e-07,1e-06
llama32_3b,E20_nar_g128_m1,qkv,1,1,1.406022676064822e-07,1e-06
llama32_3b,E20_nar_g128_m1,qkv,1,2,1.4239179790820344e-07,1e-06
llama32_3b,E20_nar_g256_m1,qkv,1,0,1.2520209224931023e-07,1e-06
llama32_3b,E20_nar_g256_m1,qkv,1,1,1.237388147501406e-07,1e-06
llama32_3b,E20_nar_g256_m1,qkv,1,2,1.2494909640281548e-07,1e-06
llama32_3b,E20_nar_g256_m2,qkv,1,0,1.3871560611278255e-07,1e-06
llama32_3b,E20_nar_g256_m2,qkv,1,1,1.3545204069487227e-07,1e-06
llama32_3b,E20_nar_g256_m2,qkv,1,2,1.3803956733227096e-07,1e-06
llama32_3b,E20_nar_g256_m3,qkv,1,0,1.50385233155248e-07,1e-06
llama32_3b,E20_nar_g256_m3,qkv,1,1,1.4726688846167235e-07,1e-06
llama32_3b,E20_nar_g256_m3,qkv,1,2,1.4871217501877254e-07,1e-06
llama32_3b,E20_nar_g128_m2,qkv,1,0,1.573502572682628e-07,1e-06
llama32_3b,E20_nar_g128_m2,qkv,1,1,1.5657714413919166e-07,1e-06
llama32_3b,E20_nar_g128_m2,qkv,1,2,1.5852177170927462e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,qkv,1,0,1.573502572682628e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,qkv,1,1,1.5657714413919166e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,qkv,1,2,1.5852177170927462e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,qkv,1,0,1.50385233155248e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,qkv,1,1,1.4726688846167235e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,qkv,1,2,1.4871217501877254e-07,1e-06
llama32_3b,E11_g64_kmax,down,1,0,1.4246097634895705e-07,1e-06
llama32_3b,E11_g64_kmax,down,1,1,1.4010012705512054e-07,1e-06
llama32_3b,E11_g64_kmax,down,1,2,1.407663177133145e-07,1e-06
llama32_3b,E11_g128_k8,down,1,0,1.227499950573474e-07,1e-06
llama32_3b,E11_g128_k8,down,1,1,1.2263441817594867e-07,1e-06
llama32_3b,E11_g128_k8,down,1,2,1.2317575226461486e-07,1e-06
llama32_3b,E11_g128_k16,down,1,0,1.263382358729359e-07,1e-06
llama32_3b,E11_g128_k16,down,1,1,1.2756194678331667e-07,1e-06
llama32_3b,E11_g128_k16,down,1,2,1.2594023246492725e-07,1e-06
llama32_3b,E11_g128_k32,down,1,0,1.2759966239173082e-07,1e-06
llama32_3b,E11_g128_k32,down,1,1,1.2695568329945672e-07,1e-06
llama32_3b,E11_g128_k32,down,1,2,1.2813558214475051e-07,1e-06
llama32_3b,E11_g128_kmax,down,1,0,1.412842891568289e-07,1e-06
llama32_3b,E11_g128_kmax,down,1,1,1.4027558847828914e-07,1e-06
llama32_3b,E11_g128_kmax,down,1,2,1.4170268514135387e-07,1e-06
llama32_3b,E11_g256_kmax,down,1,0,1.269348075538801e-07,1e-06
llama32_3b,E11_g256_kmax,down,1,1,1.2652262171286566e-07,1e-06
llama32_3b,E11_g256_kmax,down,1,2,1.2612493094366073e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,down,1,0,1.4779541857024014e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,down,1,1,1.4760961164483888e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,down,1,2,1.4818623128576291e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,down,1,0,1.4779541857024014e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,down,1,1,1.4760961164483888e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,down,1,2,1.4818623128576291e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,down,1,0,1.4779541857024014e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,down,1,1,1.4760961164483888e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,down,1,2,1.4818623128576291e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,down,1,0,1.4779541857024014e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,down,1,1,1.4760961164483888e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,down,1,2,1.4818623128576291e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,down,1,0,1.4779541857024014e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,down,1,1,1.4760961164483888e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,down,1,2,1.4818623128576291e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,down,1,0,1.4779541857024014e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,down,1,1,1.4760961164483888e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,down,1,2,1.4818623128576291e-07,1e-06
llama32_3b,E20_nar_g64_m1,down,1,0,1.3977837909351365e-07,1e-06
llama32_3b,E20_nar_g64_m1,down,1,1,1.4007470383603504e-07,1e-06
llama32_3b,E20_nar_g64_m1,down,1,2,1.402881650847121e-07,1e-06
llama32_3b,E20_nar_g128_m1,down,1,0,1.3720303115860588e-07,1e-06
llama32_3b,E20_nar_g128_m1,down,1,1,1.38529912874219e-07,1e-06
llama32_3b,E20_nar_g128_m1,down,1,2,1.3830160128236457e-07,1e-06
llama32_3b,E20_nar_g256_m1,down,1,0,1.2304091967507702e-07,1e-06
llama32_3b,E20_nar_g256_m1,down,1,1,1.234678137507217e-07,1e-06
llama32_3b,E20_nar_g256_m1,down,1,2,1.238054778696096e-07,1e-06
llama32_3b,E20_nar_g256_m2,down,1,0,1.3382884844759246e-07,1e-06
llama32_3b,E20_nar_g256_m2,down,1,1,1.3478693006163667e-07,1e-06
llama32_3b,E20_nar_g256_m2,down,1,2,1.3365411177801434e-07,1e-06
llama32_3b,E20_nar_g256_m3,down,1,0,1.4218350941064273e-07,1e-06
llama32_3b,E20_nar_g256_m3,down,1,1,1.424615874157098e-07,1e-06
llama32_3b,E20_nar_g256_m3,down,1,2,1.4122687730377947e-07,1e-06
llama32_3b,E20_nar_g128_m2,down,1,0,1.5564830846415134e-07,1e-06
llama32_3b,E20_nar_g128_m2,down,1,1,1.5521067098234198e-07,1e-06
llama32_3b,E20_nar_g128_m2,down,1,2,1.547924597389283e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,down,1,0,1.5564830846415134e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,down,1,1,1.5521067098234198e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,down,1,2,1.547924597389283e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,down,1,0,1.4218350941064273e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,down,1,1,1.424615874157098e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,down,1,2,1.4122687730377947e-07,1e-06
llama32_3b,E11_g64_kmax,qkv,2,0,1.3847150626133953e-07,1e-06
llama32_3b,E11_g64_kmax,qkv,2,1,1.3873092541416554e-07,1e-06
llama32_3b,E11_g64_kmax,qkv,2,2,1.3706410584291007e-07,1e-06
llama32_3b,E11_g128_k8,qkv,2,0,1.237598468151191e-07,1e-06
llama32_3b,E11_g128_k8,qkv,2,1,1.2165619978077302e-07,1e-06
llama32_3b,E11_g128_k8,qkv,2,2,1.2262123050277296e-07,1e-06
llama32_3b,E11_g128_k16,qkv,2,0,1.3395147391292994e-07,1e-06
llama32_3b,E11_g128_k16,qkv,2,1,1.3151988298432116e-07,1e-06
llama32_3b,E11_g128_k16,qkv,2,2,1.3056340719685977e-07,1e-06
llama32_3b,E11_g128_k32,qkv,2,0,1.387463015589674e-07,1e-06
llama32_3b,E11_g128_k32,qkv,2,1,1.3731845172060275e-07,1e-06
llama32_3b,E11_g128_k32,qkv,2,2,1.3902210582728003e-07,1e-06
llama32_3b,E11_g128_kmax,qkv,2,0,1.3308144275470113e-07,1e-06
llama32_3b,E11_g128_kmax,qkv,2,1,1.3189993808282452e-07,1e-06
llama32_3b,E11_g128_kmax,qkv,2,2,1.3361729145344725e-07,1e-06
llama32_3b,E11_g256_kmax,qkv,2,0,1.2392844439546025e-07,1e-06
llama32_3b,E11_g256_kmax,qkv,2,1,1.2467532428672712e-07,1e-06
llama32_3b,E11_g256_kmax,qkv,2,2,1.2301856600061e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,qkv,2,0,1.4717880958414753e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,qkv,2,1,1.48081042539161e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,qkv,2,2,1.4670450809717295e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,qkv,2,0,1.4717880958414753e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,qkv,2,1,1.48081042539161e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,qkv,2,2,1.4670450809717295e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,qkv,2,0,1.4717880958414753e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,qkv,2,1,1.48081042539161e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,qkv,2,2,1.4670450809717295e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,qkv,2,0,1.4717880958414753e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,qkv,2,1,1.48081042539161e-07,1e-06
llama32_3b,E20_hadamard_g256_m2,qkv,2,2,1.4670450809717295e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,qkv,2,0,1.4717880958414753e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,qkv,2,1,1.48081042539161e-07,1e-06
llama32_3b,E20_hadamard_g256_m3,qkv,2,2,1.4670450809717295e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,qkv,2,0,1.4717880958414753e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,qkv,2,1,1.48081042539161e-07,1e-06
llama32_3b,E20_hadamard_g128_m2,qkv,2,2,1.4670450809717295e-07,1e-06
llama32_3b,E20_nar_g64_m1,qkv,2,0,1.3814415922297485e-07,1e-06
llama32_3b,E20_nar_g64_m1,qkv,2,1,1.39420492928366e-07,1e-06
llama32_3b,E20_nar_g64_m1,qkv,2,2,1.3993906122777844e-07,1e-06
llama32_3b,E20_nar_g128_m1,qkv,2,0,1.3458910075314634e-07,1e-06
llama32_3b,E20_nar_g128_m1,qkv,2,1,1.3590916125849617e-07,1e-06
llama32_3b,E20_nar_g128_m1,qkv,2,2,1.3636139328809804e-07,1e-06
llama32_3b,E20_nar_g256_m1,qkv,2,0,1.2075815902790055e-07,1e-06
llama32_3b,E20_nar_g256_m1,qkv,2,1,1.2045610731092893e-07,1e-06
llama32_3b,E20_nar_g256_m1,qkv,2,2,1.2113800096358318e-07,1e-06
llama32_3b,E20_nar_g256_m2,qkv,2,0,1.3104443041811464e-07,1e-06
llama32_3b,E20_nar_g256_m2,qkv,2,1,1.3042992463851988e-07,1e-06
llama32_3b,E20_nar_g256_m2,qkv,2,2,1.3187424485749943e-07,1e-06
llama32_3b,E20_nar_g256_m3,qkv,2,0,1.4267082804053643e-07,1e-06
llama32_3b,E20_nar_g256_m3,qkv,2,1,1.4252306357320776e-07,1e-06
llama32_3b,E20_nar_g256_m3,qkv,2,2,1.4317981822387083e-07,1e-06
llama32_3b,E20_nar_g128_m2,qkv,2,0,1.522061410241804e-07,1e-06
llama32_3b,E20_nar_g128_m2,qkv,2,1,1.5245439044520026e-07,1e-06
llama32_3b,E20_nar_g128_m2,qkv,2,2,1.536845246619123e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,qkv,2,0,1.522061410241804e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,qkv,2,1,1.5245439044520026e-07,1e-06
llama32_3b,E20_nar_g128_m2_c32,qkv,2,2,1.536845246619123e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,qkv,2,0,1.4267082804053643e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,qkv,2,1,1.4252306357320776e-07,1e-06
llama32_3b,E20_nar_g256_m3_c32,qkv,2,2,1.4317981822387083e-07,1e-06
llama32_3b,E11_g64_kmax,down,2,0,1.4487378052763233e-07,1e-06
llama32_3b,E11_g64_kmax,down,2,1,1.4562358785497054e-07,1e-06
llama32_3b,E11_g64_kmax,down,2,2,1.4540968606979732e-07,1e-06
llama32_3b,E11_g128_k8,down,2,0,1.2066131205301645e-07,1e-06
llama32_3b,E11_g128_k8,down,2,1,1.1981205716438126e-07,1e-06
llama32_3b,E11_g128_k8,down,2,2,1.1957328638345643e-07,1e-06
llama32_3b,E11_g128_k16,down,2,0,1.2452477449187427e-07,1e-06
llama32_3b,E11_g128_k16,down,2,1,1.238675508830056e-07,1e-06
llama32_3b,E11_g128_k16,down,2,2,1.2478082567213278e-07,1e-06
llama32_3b,E11_g128_k32,down,2,0,1.3033547929808265e-07,1e-06
llama32_3b,E11_g128_k32,down,2,1,1.3063591097761673e-07,1e-06
llama32_3b,E11_g128_k32,down,2,2,1.306859047645048e-07,1e-06
llama32_3b,E11_g128_kmax,down,2,0,1.398850884015701e-07,1e-06
llama32_3b,E11_g128_kmax,down,2,1,1.4158459293867054e-07,1e-06
llama32_3b,E11_g128_kmax,down,2,2,1.4106056767104747e-07,1e-06
llama32_3b,E11_g256_kmax,down,2,0,1.252330150691705e-07,1e-06
llama32_3b,E11_g256_kmax,down,2,1,1.251578538585818e-07,1e-06
llama32_3b,E11_g256_kmax,down,2,2,1.244982570369757e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,down,2,0,1.4691961780499696e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,down,2,1,1.4737879894255457e-07,1e-06
llama32_3b,E20_hadamard_g64_m1,down,2,2,1.475050339649897e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,down,2,0,1.4691961780499696e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,down,2,1,1.4737879894255457e-07,1e-06
llama32_3b,E20_hadamard_g128_m1,down,2,2,1.475050339649897e-07,1e-06
llama32_3b,E20_hadamard_g256_m1,down,2,0,1.4691961780499696e-07,1e-06
