model,index_basis,token_class,token_count,fraction_of_scored_positions,ci_unit,BOS_note,gain_sum,gain_mean,gain_ci90_low,gain_ci90_high,gain_share,gain_share_ci90_low,gain_share_ci90_high,offset_spec_sum,offset_spec_mean,offset_spec_ci90_low,offset_spec_ci90_high,offset_spec_share,offset_spec_share_ci90_low,offset_spec_share_ci90_high
llama32_3b,target,BOS,0,0.0,64 chunks; paired seeds averaged; ratio delta method; t63,"BOS target unscored: count zero, no invented loss",0.0,,,,,,,0.0,,,,,,
llama32_3b,target,massive,132,0.001007572056668295,64 chunks; paired seeds averaged; ratio delta method; t63,"BOS target unscored: count zero, no invented loss",2.679454393995305,0.020298896924206857,-0.016316361529332152,0.05691415537774587,0.002576553772886786,-0.0022772933951248626,0.007430400940898434,3.0033535333350305,0.02275267828284114,-0.022833392746369734,0.06833874931205201,0.10075655838329221,-0.423492370246781,0.6250054870133654
llama32_3b,target,other,130876,0.9989924279433317,64 chunks; paired seeds averaged; ratio delta method; t63,"BOS target unscored: count zero, no invented loss",1037.257853412792,0.007925500881848405,0.006997112495154827,0.008853889268541984,0.9974234462271131,0.9925695990591015,1.0022772933951247,26.804666723865992,0.00020480964213351563,-0.0008142018900589491,0.0012238211743259805,0.8992434416167082,0.3749945129866369,1.4234923702467794
llama32_3b,target,BOS+massive,132,0.001007572056668295,64 chunks; paired seeds averaged; ratio delta method; t63,"BOS target unscored: count zero, no invented loss",2.679454393995305,0.020298896924206857,-0.016316361529332152,0.05691415537774587,0.002576553772886786,-0.0022772933951248626,0.007430400940898434,3.0033535333350305,0.02275267828284114,-0.022833392746369734,0.06833874931205201,0.10075655838329221,-0.423492370246781,0.6250054870133654
