model,model_id,site,method,seed,sequence,nll,tokens_scored,nll_dtype,weight_fold_max_relative_error,source,protocol_sha256
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,11,2.2446377277374268,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,12,2.108149290084839,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,13,2.26754093170166,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,14,2.188316822052002,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,15,2.3944945335388184,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,16,2.1199371814727783,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,17,2.136223554611206,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,18,1.9425047636032104,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,19,2.104306697845459,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,20,2.222465753555298,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,21,2.149143934249878,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,22,2.2034170627593994,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,23,2.2406511306762695,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,24,2.272462844848633,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,25,2.327946662902832,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,26,2.4166054725646973,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,27,2.216716766357422,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,28,1.9890705347061157,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,29,1.796256184577942,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,30,1.6761308908462524,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,31,1.7096079587936401,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,32,2.0046536922454834,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,33,1.9724562168121338,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,34,2.14935302734375,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,35,1.468401312828064,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,36,1.4374489784240723,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,37,1.4809367656707764,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,38,1.4642419815063477,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,39,1.6596097946166992,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,40,2.2617948055267334,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,41,2.6821632385253906,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,42,2.677431344985962,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,43,2.2995517253875732,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,44,2.2928600311279297,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,45,2.2690839767456055,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,46,2.362253189086914,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,47,2.1525115966796875,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,48,2.0257222652435303,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,49,2.0200743675231934,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,50,1.737009882926941,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,51,1.8338342905044556,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,52,1.6674857139587402,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,53,1.8943290710449219,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,54,1.6217155456542969,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,55,1.5988894701004028,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,56,1.812684416770935,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,57,1.7975555658340454,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,58,2.1730005741119385,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,59,2.3395252227783203,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,60,2.349116086959839,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,61,2.4553310871124268,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,62,1.4989105463027954,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,none,bf16,-1,63,1.8953813314437866,2047,fp32,0.0,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,0,1.8236327171325684,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,1,2.431577682495117,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,2,2.4930996894836426,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,3,2.0130679607391357,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,4,1.9178048372268677,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,5,1.543896198272705,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,6,1.6674691438674927,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,7,1.9135985374450684,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,8,2.238400936126709,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,9,1.967881202697754,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,10,1.8925434350967407,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,11,2.2499561309814453,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,12,2.108611822128296,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,13,2.2685680389404297,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,14,2.1905548572540283,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,15,2.394817590713501,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,16,2.1221399307250977,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,17,2.1459667682647705,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,18,1.949344515800476,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,19,2.1079959869384766,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,20,2.2255544662475586,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,21,2.156420946121216,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,22,2.206721067428589,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,23,2.2443320751190186,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,24,2.2722012996673584,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,25,2.331906795501709,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,26,2.423928737640381,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,27,2.2166855335235596,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,28,1.9921014308929443,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,29,1.7981330156326294,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,30,1.6811739206314087,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,31,1.7129074335098267,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,32,2.003498077392578,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,33,1.9753645658493042,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,34,2.158682107925415,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,35,1.4703694581985474,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,36,1.4407458305358887,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,37,1.4844657182693481,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,38,1.4674407243728638,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,39,1.6670598983764648,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,40,2.2637710571289062,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,41,2.6848127841949463,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,42,2.6777455806732178,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,43,2.3062000274658203,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,44,2.2993764877319336,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,45,2.2739086151123047,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,46,2.3657119274139404,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,47,2.154930830001831,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,48,2.026806592941284,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,49,2.0219807624816895,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,50,1.7414700984954834,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,51,1.8328988552093506,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
llama32_3b,unsloth/Llama-3.2-3B,qkv_only,A_full,20260902,52,1.6709952354431152,2047,fp32,0.00248436676338315,E27 matched hardware evaluation,67673aa1f9ba3b60045686c4bc3bcd8eb51911c56d9a2b0c2ce278c137001f4e
