model,layer,rank,eigenvalue,fraction_total,cumulative_fraction
llama32_3b,5,123,0.710667222503549,0.0016020147240338575,0.9926980784629006
llama32_3b,5,124,0.694635729784372,0.0015658758863738235,0.9942639543492745
llama32_3b,5,125,0.6786188509197546,0.001529769991854317,0.9957937243411288
llama32_3b,5,126,0.6555644839987284,0.0014777999078385473,0.9972715242489675
llama32_3b,5,127,0.6342855225394975,0.0014298320144414847,0.9987013562634088
llama32_3b,5,128,0.576089297719487,0.0012986437365912623,1.0
llama32_3b,6,1,54.680841052969505,0.11205329939997279,0.11205329939997279
llama32_3b,6,2,45.4377119807386,0.09311205618976001,0.2051653555897328
llama32_3b,6,3,35.874806590028264,0.07351551962879417,0.27868087521852697
llama32_3b,6,4,28.305403065094747,0.05800411521135017,0.33668499042987715
llama32_3b,6,5,25.05799334492856,0.05134944482514178,0.3880344352550189
llama32_3b,6,6,20.410238417673593,0.04182515323831519,0.4298595884933341
llama32_3b,6,7,17.855158929755817,0.03658922267585301,0.4664488111691871
llama32_3b,6,8,17.485444538613724,0.03583159502116876,0.502280406190356
llama32_3b,6,9,6.989994567049338,0.014324065594876714,0.5166044717852326
llama32_3b,6,10,6.936471663360601,0.014214385168674412,0.5308188569539071
llama32_3b,6,11,3.9829379482393867,0.008161932585734147,0.5389807895396412
llama32_3b,6,12,3.9801270551252452,0.008156172435713867,0.547136961975355
llama32_3b,6,13,3.900307506222037,0.007992604289376141,0.5551295662647312
llama32_3b,6,14,3.8606753593541443,0.007911389137353338,0.5630409554020844
llama32_3b,6,15,3.6878795253857324,0.007557291743350673,0.5705982471454352
llama32_3b,6,16,3.6140905299093835,0.007406081552663866,0.578004328698099
llama32_3b,6,17,3.4378548067918064,0.00704493505478292,0.585049263752882
llama32_3b,6,18,3.411400602616637,0.006990724461021995,0.5920399882139039
llama32_3b,6,19,3.3884464131539733,0.0069436861818950885,0.598983674395799
llama32_3b,6,20,3.380689241816181,0.006927789999143099,0.6059114643949421
llama32_3b,6,21,3.3297421098639526,0.006823387906558552,0.6127348523015007
llama32_3b,6,22,3.2796891231328162,0.006720818117944405,0.619455670419445
llama32_3b,6,23,3.2709989797387506,0.006703010066334141,0.6261586804857792
llama32_3b,6,24,3.198765413875744,0.0065549872995567535,0.632713667785336
llama32_3b,6,25,3.17252084385641,0.006501206293168222,0.6392148740785043
llama32_3b,6,26,3.1637052937837558,0.006483141255165063,0.6456980153336693
llama32_3b,6,27,3.1370324505646408,0.006428482620997663,0.6521264979546669
llama32_3b,6,28,3.110827396768714,0.006374782592208001,0.658501280546875
llama32_3b,6,29,3.058104109297643,0.006266740758860489,0.6647680213057355
llama32_3b,6,30,3.0447333963544896,0.006239341171148242,0.6710073624768836
llama32_3b,6,31,3.029055260201038,0.0062072131560956855,0.6772145756329794
llama32_3b,6,32,3.0113671662904578,0.006170966287089828,0.6833855419200691
llama32_3b,6,33,2.974120214154254,0.006094638933686257,0.6894801808537553
llama32_3b,6,34,2.968920500142577,0.006083983554220161,0.6955641644079755
llama32_3b,6,35,2.9114526346151917,0.005966219016992587,0.7015303834249682
llama32_3b,6,36,2.8976139429472982,0.005937860435981292,0.7074682438609495
llama32_3b,6,37,2.893070561503543,0.005928550029056274,0.7133967938900059
llama32_3b,6,38,2.88998404321749,0.005922225061280531,0.7193190189512862
llama32_3b,6,39,2.8857268886064595,0.005913501197290222,0.7252325201485765
llama32_3b,6,40,2.884390482651315,0.005910762601948088,0.7311432827505246
llama32_3b,6,41,2.867210634824165,0.0058755572430847,0.7370188399936093
llama32_3b,6,42,2.8650266895264154,0.005871081849663358,0.7428899218432726
llama32_3b,6,43,2.8410513450337134,0.005821950994999733,0.7487118728382725
llama32_3b,6,44,2.817235322361761,0.00577314662645698,0.7544850194647292
llama32_3b,6,45,2.8026412208462714,0.0057432400413515204,0.7602282595060808
llama32_3b,6,46,2.5749409357678714,0.005276631120822425,0.7655048906269032
llama32_3b,6,47,2.5089842847688826,0.005141471159499778,0.770646361786403
llama32_3b,6,48,2.503308893936492,0.0051298410116105446,0.7757762027980136
llama32_3b,6,49,2.415724204750835,0.004950360352367081,0.7807265631503807
llama32_3b,6,50,2.406363074725275,0.004931177298754939,0.7856577404491356
llama32_3b,6,51,2.4035925798933313,0.004925499933869692,0.7905832403830054
llama32_3b,6,52,2.3735982258110817,0.004864034779465221,0.7954472751624705
llama32_3b,6,53,2.3659692417686196,0.004848401281213072,0.8002956764436836
llama32_3b,6,54,2.3619654079989054,0.004840196528405579,0.8051358729720891
llama32_3b,6,55,2.303970767590299,0.004721352511375843,0.809857225483465
llama32_3b,6,56,2.3007815840048753,0.0047148171593904414,0.8145720426428555
llama32_3b,6,57,2.2796813962390132,0.0046715781452934665,0.8192436207881489
llama32_3b,6,58,2.2229757968310424,0.004555375662197768,0.8237989964503467
llama32_3b,6,59,2.213162592116955,0.004535266206221485,0.8283342626565682
llama32_3b,6,60,2.1215480410002283,0.004347527456633997,0.8326817901132023
llama32_3b,6,61,2.1029740940802077,0.004309465276258019,0.8369912553894603
llama32_3b,6,62,2.0703665362799892,0.004242645081715833,0.841233900471176
llama32_3b,6,63,2.06464811232436,0.004230926749311702,0.8454648272204879
llama32_3b,6,64,2.007133038120811,0.004113065470925386,0.8495778926914133
llama32_3b,6,65,1.8999063814888473,0.0038933340178630526,0.8534712267092762
llama32_3b,6,66,1.894479979004544,0.003882214102906928,0.8573534408121832
llama32_3b,6,67,1.8908802630514467,0.0038748374780840484,0.8612282782902672
llama32_3b,6,68,1.8599308781306596,0.0038114152514322213,0.8650396935416994
llama32_3b,6,69,1.7959128401194513,0.0036802279426393692,0.8687199214843387
llama32_3b,6,70,1.7602637076793977,0.003607174879926142,0.8723270963642649
llama32_3b,6,71,1.7322382512313819,0.003549744438080005,0.875876840802345
llama32_3b,6,72,1.6863228126177445,0.0034556534129424983,0.8793324942152875
llama32_3b,6,73,1.655990953360885,0.003393496634787343,0.8827259908500747
llama32_3b,6,74,1.6253059208952854,0.0033306161255677617,0.8860566069756426
llama32_3b,6,75,1.6024453056374994,0.0032837696009602336,0.8893403765766028
llama32_3b,6,76,1.5596424191212925,0.003196056892713162,0.892536433469316
llama32_3b,6,77,1.5407544618700235,0.003157351234786648,0.8956937847041027
llama32_3b,6,78,1.508046240691557,0.003090324758419891,0.8987841094625226
llama32_3b,6,79,1.5013418969492385,0.0030765860553902393,0.9018606955179127
llama32_3b,6,80,1.4897412636808107,0.0030528137576745326,0.9049135092755873
llama32_3b,6,81,1.4754345644518996,0.0030234961242721933,0.9079370053998594
llama32_3b,6,82,1.417691579368322,0.0029051678054090933,0.9108421732052686
llama32_3b,6,83,1.3976763680405373,0.002864152151218745,0.9137063253564873
llama32_3b,6,84,1.3668448679143848,0.0028009714969336468,0.9165072968534209
llama32_3b,6,85,1.363408057136238,0.0027939287013275644,0.9193012255547485
llama32_3b,6,86,1.30207341921308,0.0026682402807684355,0.921969465835517
llama32_3b,6,87,1.2871708569111975,0.002637701590373714,0.9246071674258907
llama32_3b,6,88,1.2658638213011641,0.002594038698681464,0.9272012061245722
llama32_3b,6,89,1.2360005887579486,0.0025328422416998606,0.9297340483662722
llama32_3b,6,90,1.208263538013362,0.002476002807782876,0.9322100511740549
llama32_3b,6,91,1.1886015401799273,0.0024357109672111985,0.9346457621412662
llama32_3b,6,92,1.1725771101336244,0.0024028733183543917,0.9370486354596205
llama32_3b,6,93,1.1641558434037553,0.0023856162552946822,0.9394342517149151
llama32_3b,6,94,1.132613040706644,0.002320977982611388,0.9417552296975266
llama32_3b,6,95,1.112379262842126,0.002279514436598095,0.9440347441341246
llama32_3b,6,96,1.0719468162293113,0.002196659291019951,0.9462314034251446
llama32_3b,6,97,1.0583480997034598,0.0021687924728623718,0.948400195898007
llama32_3b,6,98,1.0562583281854143,0.0021645100626236148,0.9505647059606305
llama32_3b,6,99,1.0440411869490163,0.002139474401898357,0.9527041803625288
llama32_3b,6,100,1.0267768971360485,0.0021040960024793286,0.9548082763650082
llama32_3b,6,101,1.0192274750553612,0.0020886255445197563,0.9568969019095279
llama32_3b,6,102,1.004741231032449,0.002058939983591606,0.9589558418931196
llama32_3b,6,103,0.9799236939762598,0.002008083287597606,0.9609639251807172
llama32_3b,6,104,0.9324562962889151,0.0019108119504642727,0.9628747371311814
llama32_3b,6,105,0.9212563896029113,0.0018878608313342134,0.9647625979625157
llama32_3b,6,106,0.904509832840584,0.0018535433829798633,0.9666161413454954
llama32_3b,6,107,0.8904638584679497,0.0018247600332465172,0.9684409013787422
llama32_3b,6,108,0.8792802671969691,0.0018018423480587532,0.9702427437268007
llama32_3b,6,109,0.8547109195010526,0.0017514942476927467,0.9719942379744936
llama32_3b,6,110,0.8397119659351956,0.0017207580299931473,0.9737149960044867
llama32_3b,6,111,0.816327246620884,0.0016728374987018937,0.9753878335031887
llama32_3b,6,112,0.8059772788046854,0.0016516280948201004,0.9770394615980089
llama32_3b,6,113,0.7970153658407684,0.0016332631264471833,0.9786727247244559
llama32_3b,6,114,0.7898861681369894,0.0016186538024243633,0.9802913785268804
llama32_3b,6,115,0.7822180494008802,0.0016029401084133397,0.9818943186352938
llama32_3b,6,116,0.766986533562905,0.0015717273184920081,0.9834660459537857
llama32_3b,6,117,0.753205564060786,0.0015434870231361454,0.9850095329769218
llama32_3b,6,118,0.7427493342888565,0.0015220598646896624,0.9865315928416116
llama32_3b,6,119,0.7327451451671876,0.001501559038855283,0.9880331518804668
llama32_3b,6,120,0.7259522304331816,0.001487638834011493,0.9895207907144783
llama32_3b,6,121,0.7054745989462698,0.0014456755772689265,0.9909664662917472
llama32_3b,6,122,0.6878035121889859,0.0014094635597321314,0.9923759298514794
llama32_3b,6,123,0.6645568314130812,0.0013618259003458264,0.9937377557518252
llama32_3b,6,124,0.6521077937250401,0.0013363150318142266,0.9950740707836392
llama32_3b,6,125,0.6427231017437911,0.0013170836944737358,0.9963911544781131
llama32_3b,6,126,0.6211660639394031,0.0012729084922501327,0.9976640629703633
llama32_3b,6,127,0.5807086255379493,0.001190002132895445,0.9988540651032586
llama32_3b,6,128,0.5592042740490215,0.0011459348967412524,1.0
llama32_3b,7,1,70.13541939283414,0.1273450217871193,0.1273450217871193
llama32_3b,7,2,44.55481127147075,0.08089826026856461,0.2082432820556839
llama32_3b,7,3,40.265235432954015,0.07310966880732604,0.28135295086301
llama32_3b,7,4,36.526332549075086,0.06632093533528906,0.34767388619829903
llama32_3b,7,5,34.90806556424335,0.06338264472228919,0.41105653092058814
llama32_3b,7,6,30.822947681248163,0.05596528798133664,0.4670218189019249
llama32_3b,7,7,21.743392534000268,0.039479521473440506,0.5065013403753653
llama32_3b,7,8,9.688019845606611,0.017590557082187624,0.5240918974575529
llama32_3b,7,9,5.98118433925711,0.010860048411905483,0.5349519458694585
llama32_3b,7,10,5.831690913830302,0.010588612899252755,0.5455405587687112
llama32_3b,7,11,4.708032357091664,0.00854838380205875,0.55408894257077
llama32_3b,7,12,4.567262770994792,0.008292788181990333,0.5623817307527603
llama32_3b,7,13,4.473405159960942,0.008122370729218762,0.570504101481979
llama32_3b,7,14,4.441466270759546,0.008064379223979061,0.5785684807059581
llama32_3b,7,15,4.345767318005891,0.007890618443350383,0.5864590991493085
llama32_3b,7,16,4.296692032639995,0.0078015123491938015,0.5942606114985023
llama32_3b,7,17,4.280504651627111,0.007772120888992842,0.6020327323874951
llama32_3b,7,18,4.254059063020685,0.007724103580671128,0.6097568359681663
llama32_3b,7,19,4.212336971042128,0.007648348694509337,0.6174051846626757
llama32_3b,7,20,4.077268989159691,0.007403105488658935,0.6248082901513345
llama32_3b,7,21,4.067413401598058,0.007385210678538368,0.6321935008298729
llama32_3b,7,22,3.909782703859436,0.007099000304213657,0.6392925011340865
llama32_3b,7,23,3.8453247321490585,0.0069819638355809455,0.6462744649696676
llama32_3b,7,24,3.751778545059001,0.006812111835889297,0.6530865768055568
llama32_3b,7,25,3.735137284510833,0.0067818962657049675,0.6598684730712617
llama32_3b,7,26,3.7016564366930287,0.006721105023110001,0.6665895780943717
llama32_3b,7,27,3.6566758191376136,0.00663943362551688,0.6732290117198888
llama32_3b,7,28,3.6486134782416864,0.006624794816967146,0.6798538065368559
llama32_3b,7,29,3.6151880677115633,0.006564104231966711,0.6864179107688225
llama32_3b,7,30,3.576497077761503,0.006493852923842943,0.6929117636926655
llama32_3b,7,31,3.571579794177689,0.006484924602168456,0.6993966882948339
llama32_3b,7,32,3.4925290032718923,0.006341391922427809,0.7057380802172617
llama32_3b,7,33,3.470056318188554,0.006300588223008495,0.7120386684402702
llama32_3b,7,34,3.3596386354020087,0.006100102614711519,0.7181387710549817
llama32_3b,7,35,3.2745487496586585,0.005945604738350954,0.7240843757933327
llama32_3b,7,36,3.2616376151879036,0.005922161965573543,0.7300065377589062
llama32_3b,7,37,3.2598964920408835,0.005919000604780226,0.7359255383636863
llama32_3b,7,38,3.154659530140213,0.0057279216417959345,0.7416534600054825
llama32_3b,7,39,3.008316597904053,0.005462206485954023,0.7471156664914365
llama32_3b,7,40,2.9961316585686686,0.005440082267141726,0.7525557487585781
llama32_3b,7,41,2.951693936269257,0.005359396605554783,0.757915145364133
llama32_3b,7,42,2.892681890124082,0.005252248314903404,0.7631673936790363
llama32_3b,7,43,2.8843331557626946,0.005237089501163503,0.7684044831801998
llama32_3b,7,44,2.795486474633445,0.005075770403879064,0.7734802535840788
llama32_3b,7,45,2.780310613856425,0.005048215563000971,0.7785284691470798
llama32_3b,7,46,2.654141719130496,0.004819130447565392,0.7833475995946452
llama32_3b,7,47,2.553356504161898,0.004636134530422463,0.7879837341250677
llama32_3b,7,48,2.3440540784356596,0.004256103695860604,0.7922398378209284
llama32_3b,7,49,2.3103520743327186,0.004194910899354747,0.796434748720283
llama32_3b,7,50,2.305264634194687,0.004185673624083183,0.8006204223443663
llama32_3b,7,51,2.277583575909422,0.0041354130709854164,0.8047558354153518
llama32_3b,7,52,2.2742755293078925,0.0041294066441301775,0.8088852420594818
llama32_3b,7,53,2.2733194375839014,0.004127670666467591,0.8130129127259493
llama32_3b,7,54,2.2487278130192245,0.004083019604378278,0.8170959323303276
llama32_3b,7,55,2.198142516030124,0.0039911717790861246,0.8210871041094138
llama32_3b,7,56,2.1939318321750805,0.003983526431957653,0.8250706305413714
llama32_3b,7,57,2.1430797856587733,0.003891194269013456,0.8289618248103848
llama32_3b,7,58,2.116581754971345,0.0038430817414999885,0.8328049065518848
llama32_3b,7,59,2.1144381017230254,0.003839189505993671,0.8366440960578786
llama32_3b,7,60,2.1112590083703853,0.003833417219811311,0.8404775132776898
llama32_3b,7,61,2.1027074680981452,0.0038178901709719467,0.8442954034486618
llama32_3b,7,62,2.100267046598459,0.003813459092755866,0.8481088625414177
llama32_3b,7,63,2.079510783332864,0.003775771903876712,0.8518846344452943
llama32_3b,7,64,2.0710509579760568,0.003760411381993415,0.8556450458272877
llama32_3b,7,65,2.0491331279832394,0.003720615134075821,0.8593656609613637
llama32_3b,7,66,2.044384697308076,0.0037119933989665406,0.8630776543603301
llama32_3b,7,67,2.0126114755326014,0.003654302696404659,0.8667319570567348
llama32_3b,7,68,2.0088080211866552,0.0036473967567133606,0.8703793538134481
llama32_3b,7,69,1.893500631797348,0.0034380328983217552,0.8738173867117699
llama32_3b,7,70,1.8512802374556103,0.003361373243558806,0.8771787599553287
llama32_3b,7,71,1.824793552242756,0.003313281316046298,0.880492041271375
llama32_3b,7,72,1.7600805003346705,0.0031957816977865386,0.8836878229691616
llama32_3b,7,73,1.7464523515810337,0.003171037040736305,0.886858860009898
llama32_3b,7,74,1.7255952353354858,0.003133166732898991,0.8899920267427969
llama32_3b,7,75,1.7239419321025906,0.0031301648269000475,0.893122191569697
llama32_3b,7,76,1.6910503908411074,0.003070443589402415,0.8961926351590993
llama32_3b,7,77,1.6754282541882046,0.0030420784445205906,0.89923471360362
llama32_3b,7,78,1.6452408248597157,0.00298726706848815,0.902221980672108
llama32_3b,7,79,1.6060742907074388,0.002916152313801772,0.90513813298591
llama32_3b,7,80,1.589921812631008,0.002886824226932597,0.9080249572128425
llama32_3b,7,81,1.5684650847994461,0.002847865203134848,0.9108728224159772
llama32_3b,7,82,1.5429834117897698,0.002801598078297194,0.9136744204942745
llama32_3b,7,83,1.492025087110645,0.002709072945879418,0.9163834934401539
llama32_3b,7,84,1.4841614335991624,0.0026947948944124806,0.9190782883345665
llama32_3b,7,85,1.458462260838818,0.002648132854840912,0.9217264211894074
llama32_3b,7,86,1.4124743489395795,0.0025646325108855863,0.924291053700293
llama32_3b,7,87,1.3926396144547664,0.002528618543663651,0.9268196722439566
llama32_3b,7,88,1.3624599627889822,0.0024738212895489965,0.9292934935335054
llama32_3b,7,89,1.3222605002761418,0.002400831044764759,0.9316943245782704
llama32_3b,7,90,1.276474386980223,0.0023176971069385883,0.934012021685209
llama32_3b,7,91,1.2750969491207964,0.002315196090252046,0.936327217775461
llama32_3b,7,92,1.2613452386705932,0.0022902270819813095,0.9386174448574421
llama32_3b,7,93,1.2459084593999978,0.002262198490870642,0.940879643348313
llama32_3b,7,94,1.229130705968828,0.0022317350902846386,0.9431113784385976
llama32_3b,7,95,1.1841679784689316,0.0021500961757012376,0.9452614746142989
llama32_3b,7,96,1.1570088295966368,0.002100783254572325,0.9473622578688711
llama32_3b,7,97,1.1536765376956197,0.002094732805478135,0.9494569906743493
llama32_3b,7,98,1.1328379634267558,0.002056896164345108,0.9515138868386943
llama32_3b,7,99,1.1219184905663324,0.0020370696555517985,0.9535509564942461
llama32_3b,7,100,1.0923327744172995,0.0019833508113472247,0.9555343073055932
llama32_3b,7,101,1.0672342955072343,0.0019377794528054894,0.9574720867583988
llama32_3b,7,102,1.0572515212309528,0.0019196537095118114,0.9593917404679108
llama32_3b,7,103,1.0319104543120832,0.0018736418834354991,0.9612653823513463
llama32_3b,7,104,1.0207864468164551,0.0018534440006944492,0.9631188263520405
llama32_3b,7,105,1.0144545264786684,0.0018419471202259174,0.9649607734722666
llama32_3b,7,106,0.986761536409345,0.0017916649025638844,0.9667524383748304
llama32_3b,7,107,0.9721370643091984,0.0017651112192132922,0.9685175495940437
llama32_3b,7,108,0.9640266380999191,0.0017503851020635739,0.9702679346961072
llama32_3b,7,109,0.9416189806595862,0.0017096994734662058,0.9719776341695733
llama32_3b,7,110,0.9307406728690848,0.0016899477081729918,0.9736675818777463
llama32_3b,7,111,0.9180447589082428,0.00166689571170748,0.9753344775894539
llama32_3b,7,112,0.9164521544393881,0.0016640040165762566,0.9769984816060302
llama32_3b,7,113,0.9030838333880269,0.001639731129206644,0.978638212735237
llama32_3b,7,114,0.8823880934479885,0.0016021538326512032,0.9802403665678882
llama32_3b,7,115,0.8665191429127098,0.0015733405473076746,0.9818137071151958
llama32_3b,7,116,0.8508694870839671,0.0015449254358030334,0.9833586325509989
llama32_3b,7,117,0.845894359713038,0.0015358920870481615,0.984894524638047
llama32_3b,7,118,0.840523776561642,0.001526140708438826,0.9864206653464859
llama32_3b,7,119,0.8252316502904611,0.0014983747640695839,0.9879190401105554
llama32_3b,7,120,0.8131554581254392,0.0014764479977128224,0.9893954881082682
llama32_3b,7,121,0.8028526996711377,0.001457741258504751,0.9908532293667729
llama32_3b,7,122,0.7654551989810731,0.0013898385414270135,0.9922430679081998
llama32_3b,7,123,0.7503188783813382,0.0013623554937281927,0.993605423401928
llama32_3b,7,124,0.741445747291707,0.0013462445317961036,0.9949516679337242
llama32_3b,7,125,0.7241736459571282,0.0013148835427294865,0.9962665514764537
llama32_3b,7,126,0.7134600775499144,0.0012954308950652192,0.9975619823715189
llama32_3b,7,127,0.7101583572990702,0.0012894359549776194,0.9988514183264965
llama32_3b,7,128,0.632582697364906,0.0011485816735034625,1.0
llama32_3b,8,1,50.8314546765327,0.09773357405216834,0.09773357405216834
llama32_3b,8,2,44.95569161081185,0.08643625178683206,0.1841698258390004
llama32_3b,8,3,40.035081369211234,0.07697540065657016,0.26114522649557054
llama32_3b,8,4,36.22509064972031,0.06964993628630987,0.3307951627818804
llama32_3b,8,5,33.339039205796375,0.06410092880053105,0.3948960915824115
llama32_3b,8,6,23.532757824775732,0.04524640390787939,0.4401424954902909
llama32_3b,8,7,18.67926815432847,0.035914605415457254,0.4760571009057481
llama32_3b,8,8,15.266150655712186,0.029352208688421075,0.5054093095941693
llama32_3b,8,9,9.297247002395446,0.01787580513231726,0.5232851147264865
llama32_3b,8,10,8.903824126035977,0.017119371462158167,0.5404044861886447
llama32_3b,8,11,4.087702830081415,0.007859421096431054,0.5482639072850758
llama32_3b,8,12,3.9410919155171995,0.00757753247517086,0.5558414397602466
llama32_3b,8,13,3.8935094406594453,0.007486045710534892,0.5633274854707815
llama32_3b,8,14,3.762232322559392,0.00723363936047405,0.5705611248312555
llama32_3b,8,15,3.753734528968329,0.0072173006634114285,0.5777784254946668
llama32_3b,8,16,3.691496403996409,0.007097635498711363,0.5848760609933783
llama32_3b,8,17,3.6602167407648594,0.007037494129509531,0.5919135551228878
llama32_3b,8,18,3.6472783695563926,0.0070126175394401745,0.5989261726623281
llama32_3b,8,19,3.6239865000005826,0.006967834291104432,0.6058940069534324
llama32_3b,8,20,3.54644907641117,0.006818753184171469,0.612712760137604
llama32_3b,8,21,3.539140182723286,0.006804700383459197,0.6195174605210632
llama32_3b,8,22,3.480909287519177,0.006692739914399825,0.6262102004354629
llama32_3b,8,23,3.352574302009316,0.006445990398974241,0.6326561908344372
llama32_3b,8,24,3.3091577787246864,0.0063625135041946584,0.6390187043386317
llama32_3b,8,25,3.2378488398936005,0.006225407897082318,0.6452441122357142
llama32_3b,8,26,3.179002813576367,0.0061122647162044665,0.6513563769519185
llama32_3b,8,27,3.1527789533628257,0.006061844133114267,0.6574182210850328
llama32_3b,8,28,2.988246855537618,0.005745498475310727,0.6631637195603435
llama32_3b,8,29,2.944754701164333,0.005661876164731995,0.6688255957250756
llama32_3b,8,30,2.8512318368684304,0.005482059871033553,0.6743076555961092
llama32_3b,8,31,2.817923718196748,0.00541801839310512,0.6797256739892144
llama32_3b,8,32,2.771941694247916,0.0053296088134212535,0.6850552828026355
llama32_3b,8,33,2.7318573489738855,0.0052525386931167725,0.6903078214957523
llama32_3b,8,34,2.701509584213251,0.00519418908393432,0.6955020105796865
llama32_3b,8,35,2.6608560631408027,0.005116024610037219,0.7006180351897239
llama32_3b,8,36,2.6311313476913014,0.005058872936982608,0.7056769081267065
llama32_3b,8,37,2.6217452586396695,0.005040826315353826,0.7107177344420603
llama32_3b,8,38,2.5383884969993606,0.00488055637446065,0.7155982908165209
llama32_3b,8,39,2.5079910560854026,0.004822111253000605,0.7204204020695215
llama32_3b,8,40,2.5011752768412117,0.004809006562809772,0.7252294086323313
llama32_3b,8,41,2.4825299137232437,0.004773157146565133,0.7300025657788963
llama32_3b,8,42,2.463415198077806,0.004736405306805529,0.734738971085702
llama32_3b,8,43,2.457202184281078,0.004724459552983339,0.7394634306386852
llama32_3b,8,44,2.417679364233455,0.004648469076526285,0.7441118997152116
llama32_3b,8,45,2.3687896805041566,0.004554468943035113,0.7486663686582467
llama32_3b,8,46,2.344618358658893,0.004507994772887205,0.7531743634311339
llama32_3b,8,47,2.2919692835457997,0.004406766462304954,0.757581129893439
llama32_3b,8,48,2.2883870592390974,0.004399878924130443,0.7619810088175692
llama32_3b,8,49,2.2751462736549155,0.004374420882320792,0.76635542969989
llama32_3b,8,50,2.22788972675185,0.004283560778953876,0.7706389904788439
llama32_3b,8,51,2.2138690189414705,0.004256603181659652,0.7748955936605035
llama32_3b,8,52,2.153241628258529,0.004140034973753603,0.7790356286342571
llama32_3b,8,53,2.1365956360483054,0.004108029745441677,0.7831436583796988
llama32_3b,8,54,2.1219836341642164,0.004079935267774715,0.7872235936474735
llama32_3b,8,55,2.103068442220378,0.0040435670519855344,0.791267160699459
llama32_3b,8,56,2.0811226152897393,0.0040013718381143116,0.7952685325375735
llama32_3b,8,57,2.078518087258555,0.003996364115340558,0.7992648966529139
llama32_3b,8,58,2.0753894302209983,0.003990348650384662,0.8032552453032987
llama32_3b,8,59,2.053240340495123,0.003947762623392377,0.8072030079266911
llama32_3b,8,60,2.037957786723561,0.003918378876453717,0.8111213868031447
llama32_3b,8,61,2.0099491113638774,0.0038645266315241117,0.8149859134346689
llama32_3b,8,62,2.000593148436729,0.0038465379333570307,0.8188324513680258
llama32_3b,8,63,1.9885263935725792,0.0038233371989379703,0.8226557885669639
llama32_3b,8,64,1.9830122474368819,0.0038127351570897273,0.8264685237240537
llama32_3b,8,65,1.9498859267425832,0.0037490432219040365,0.8302175669459577
llama32_3b,8,66,1.9410304646852983,0.0037320168361307136,0.8339495837820884
llama32_3b,8,67,1.9186900899032178,0.0036890630256011542,0.8376386468076895
llama32_3b,8,68,1.9037852807362734,0.0036604055677392703,0.8412990523754287
llama32_3b,8,69,1.8983031564607258,0.003649865094281312,0.84494891746971
llama32_3b,8,70,1.8962629435481646,0.003645942379477243,0.8485948598491874
llama32_3b,8,71,1.8933799431701233,0.003640399238272004,0.8522352590874592
llama32_3b,8,72,1.8468984427618107,0.003551029315826936,0.8557862884032863
llama32_3b,8,73,1.8150997526464694,0.0034898900142876386,0.859276178417574
llama32_3b,8,74,1.7952538650458112,0.003451732351128229,0.8627279107687021
llama32_3b,8,75,1.7645713098234261,0.003392739040745531,0.8661206498094477
llama32_3b,8,76,1.762846681540136,0.003389423100111725,0.8695100729095594
llama32_3b,8,77,1.761059354622322,0.003385986608892082,0.8728960595184515
llama32_3b,8,78,1.7295824907804458,0.003325466082324498,0.876221525600776
llama32_3b,8,79,1.7127040358093024,0.0032930138981541717,0.8795145394989301
llama32_3b,8,80,1.6920024344947093,0.0032532109553119254,0.882767750454242
llama32_3b,8,81,1.646515763129105,0.00316575378941757,0.8859335042436596
llama32_3b,8,82,1.6074458090206827,0.003090634037732927,0.8890241382813927
llama32_3b,8,83,1.5823211773516017,0.003042326939984312,0.8920664652213769
llama32_3b,8,84,1.5481493820878376,0.002976624872157233,0.8950430900935341
llama32_3b,8,85,1.5429664444035023,0.0029666596443823604,0.8980097497379165
llama32_3b,8,86,1.5333232792520932,0.0029481187428594766,0.900957868480776
llama32_3b,8,87,1.532112789396068,0.0029457913355339124,0.9039036598163098
llama32_3b,8,88,1.5167485610827625,0.002916250553056442,0.9068199103693664
llama32_3b,8,89,1.4934135270654758,0.002871384312464841,0.9096912946818311
llama32_3b,8,90,1.4665972630630164,0.0028198247153538654,0.912511119397185
llama32_3b,8,91,1.4635335778339686,0.0028139341716125724,0.9153250535687977
llama32_3b,8,92,1.4492006351334168,0.0027863762406872433,0.9181114298094849
llama32_3b,8,93,1.4318227490914084,0.0027529638010243495,0.9208643936105091
llama32_3b,8,94,1.4275492294953267,0.0027447471102653525,0.9236091407207746
llama32_3b,8,95,1.4263271815351553,0.002742397480187466,0.9263515382009622
llama32_3b,8,96,1.410545651515663,0.0027120543522437235,0.9290635925532058
llama32_3b,8,97,1.4098658014693335,0.0027107472054136725,0.9317743397586195
llama32_3b,8,98,1.390656090836145,0.0026738127189104522,0.9344481524775299
llama32_3b,8,99,1.361294400450171,0.0026173590336894537,0.9370655115112192
llama32_3b,8,100,1.3582677973971289,0.002611539787801384,0.9396770512990206
llama32_3b,8,101,1.3547621566243233,0.002604799496691292,0.9422818507957119
llama32_3b,8,102,1.3535998316558244,0.00260256469593447,0.9448844154916463
llama32_3b,8,103,1.352294793604515,0.0026000555009126044,0.9474844709925588
llama32_3b,8,104,1.3354854520893809,0.002567736201097327,0.9500522071936562
llama32_3b,8,105,1.3326117149738137,0.0025622108703552103,0.9526144180640115
llama32_3b,8,106,1.3308593073412722,0.002558841518401495,0.955173259582413
llama32_3b,8,107,1.3215719083898956,0.0025409846481045002,0.9577142442305177
