model,layer,b,k,dc_slots,mean_group_range,relative_quantization_error_nmse,range_reduction_vs_hadamard,nmse_delta_vs_hadamard,absorbed_energy_fraction,sqrt_one_minus_absorbed_energy_fraction,orthogonality_max_abs_error
llama32_3b,4,32,4,4,1.004164457321167,0.005657644258352838,0.0329879919369957,-0.0004012732835566744,0.09857259092442168,0.9494353106323665,1.4432899320127035e-15
llama32_3b,4,64,0,2,1.1772544384002686,0.007980399176536675,-0.0017264279191999275,3.533508409689183e-05,0.0,1.0,9.992007221626409e-16
llama32_3b,4,64,1,2,1.1616944074630737,0.007740813881928021,0.011513610682998013,-0.0002042502105117621,0.036316215059694706,0.9816739707969776,1.1102230246251565e-15
llama32_3b,4,64,2,2,1.1495838165283203,0.007580479624484363,0.021818518952060283,-0.00036458446795542034,0.06109479487742722,0.968971209645866,1.3322676295501878e-15
llama32_3b,4,128,0,1,1.3029117584228516,0.009862968194162533,-0.0024034682727697115,3.3402174328634945e-05,0.0,1.0,1.1102230246251565e-15
llama32_3b,4,128,1,1,1.2868671417236328,0.009595416491240199,0.009940559879890787,-0.00023414952859369953,0.036316215059694706,0.9816739707969776,1.3322676295501878e-15
llama32_3b,5,32,0,4,1.0262930393218994,0.006052575787408375,0.005197851251300965,-5.426584114581485e-05,0.0,1.0,9.992007221626409e-16
llama32_3b,5,32,1,4,1.0145845413208008,0.005920163986559307,0.016547084388270003,-0.00018667764199488228,0.03024950428390758,0.9847591054243126,1.6653345369377348e-15
llama32_3b,5,32,2,4,1.0019041299819946,0.00578604392491727,0.02883840856522874,-0.00032079770363691983,0.05887319287305668,0.9701169038455846,1.1102230246251565e-15
llama32_3b,5,32,3,4,0.9922636151313782,0.005671407841498154,0.038183112778338905,-0.0004354337870560356,0.08195624835436471,0.9581459970409704,8.881784197001252e-16
llama32_3b,5,32,4,4,0.9839303493499756,0.0055748393821057896,0.04626067969909938,-0.0005320022464484,0.10457440755501846,0.9462693022839648,9.992007221626409e-16
llama32_3b,5,64,0,2,1.161470890045166,0.007920803194539437,0.0017206088945223611,-2.896936839220758e-05,0.0,1.0,8.881784197001252e-16
llama32_3b,5,64,1,2,1.1482195854187012,0.00774830033898227,0.013110050013744995,-0.00020147222394937495,0.03024950428390758,0.9847591054243126,9.992007221626409e-16
llama32_3b,5,64,2,2,1.131516456604004,0.007538787415139289,0.02746631964185761,-0.0004109851477923556,0.05887319287305668,0.9701169038455846,1.1102230246251565e-15
llama32_3b,5,128,0,1,1.2873785495758057,0.009832317336456023,-0.0003890649047337527,3.286985222492045e-06,0.0,1.0,9.992007221626409e-16
llama32_3b,5,128,1,1,1.2699906826019287,0.009569310842078477,0.013122603429662715,-0.00025971950915505346,0.03024950428390758,0.9847591054243126,1.3322676295501878e-15
llama32_3b,6,32,0,4,1.0850589275360107,0.006069348539625593,0.0040668313619574015,-3.282354553600826e-05,0.0,1.0,8.881784197001252e-16
llama32_3b,6,32,1,4,1.075203537940979,0.005953547829622917,0.01311270816961733,-0.00014862425553868394,0.02672713305775707,0.9865459274368542,1.2212453270876722e-15
llama32_3b,6,32,2,4,1.0670415163040161,0.00585492074179702,0.020604308731673383,-0.0002472513433645811,0.0518344597897733,0.9737379217275184,1.1102230246251565e-15
llama32_3b,6,32,3,4,1.0578668117523193,0.005751578110230365,0.029025411349794545,-0.0003505939749312362,0.0729917192583833,0.962812692449376,1.2212453270876722e-15
llama32_3b,6,32,4,4,1.0508917570114136,0.005675439984679016,0.035427541403052445,-0.0004267321004825849,0.09078628549676701,0.9535269867723897,1.2212453270876722e-15
llama32_3b,6,64,0,2,1.228671908378601,0.007938192348255987,0.0019027751523847006,-3.022589513592376e-05,0.0,1.0,1.1102230246251565e-15
llama32_3b,6,64,1,2,1.2174904346466064,0.007810504146611888,0.010985914292708775,-0.00015791409678002268,0.02672713305775707,0.9865459274368542,9.992007221626409e-16
llama32_3b,6,64,2,2,1.207435131072998,0.007669602819349858,0.01915422230348029,-0.00029881542404205236,0.0518344597897733,0.9737379217275184,9.992007221626409e-16
llama32_3b,6,128,0,1,1.3613717555999756,0.009840016553771255,-0.001229178272406596,1.1317304977819312e-05,0.0,1.0,9.992007221626409e-16
llama32_3b,6,128,1,1,1.350037932395935,0.009674595999581252,0.0071063512746017575,-0.00015410324921218306,0.02672713305775707,0.9865459274368542,9.992007221626409e-16
llama32_3b,7,32,0,4,1.1642500162124634,0.0060824497693335085,-7.761877079924499e-05,1.1349803119344373e-05,0.0,1.0,7.771561172376096e-16
llama32_3b,7,32,1,4,1.1560680866241455,0.0059862987172862436,0.006950566366148222,-8.480124892792061e-05,0.02806107645327523,0.9858696280678925,1.1102230246251565e-15
llama32_3b,7,32,2,4,1.1444242000579834,0.005861491451542592,0.016952533459270985,-0.00020960851467157187,0.05110183930928344,0.9741140388531091,1.2212453270876722e-15
llama32_3b,7,32,3,4,1.1336641311645508,0.005753945914445016,0.026195311150407463,-0.00031715405176914804,0.07258502064524625,0.9630238726816452,9.992007221626409e-16
llama32_3b,7,32,4,4,1.1257213354110718,0.005671159806378617,0.03301808302320811,-0.00039994015983554725,0.09111657995024174,0.9533537748652167,8.881784197001252e-16
llama32_3b,7,64,0,2,1.3180307149887085,0.007964671965595213,-0.001428808474269854,1.7526162585978014e-05,0.0,1.0,1.3322676295501878e-15
llama32_3b,7,64,1,2,1.3053617477416992,0.007802573914643682,0.008196967792166198,-0.00014457188836555258,0.02806107645327523,0.9858696280678925,1.1102230246251565e-15
llama32_3b,7,64,2,2,1.2942469120025635,0.007667285544472071,0.01664192782538158,-0.00027986025853716373,0.05110183930928344,0.9741140388531091,1.1102230246251565e-15
llama32_3b,7,128,0,1,1.4571294784545898,0.009821315267644263,-0.00014147131311152694,-9.44962926103382e-06,0.0,1.0,1.1102230246251565e-15
llama32_3b,7,128,1,1,1.4472507238388062,0.009690046902020815,0.006639087533758991,-0.00014071799488448236,0.02806107645327523,0.9858696280678925,8.881784197001252e-16
llama32_3b,8,32,0,4,1.1726443767547607,0.006096524592123703,-0.001423616519408279,2.481506664219705e-05,0.0,1.0,1.2212453270876722e-15
llama32_3b,8,32,1,4,1.160802960395813,0.005949482740526629,0.008688804799411984,-0.0001222267849548776,0.0334630814339797,0.9831260949471438,1.1102230246251565e-15
llama32_3b,8,32,2,4,1.152604103088379,0.005875632062477469,0.015690526292213985,-0.00019607746300403725,0.052097162825872755,0.9736030182646966,1.2212453270876722e-15
llama32_3b,8,32,3,4,1.145933747291565,0.00580792362498759,0.021386926631422384,-0.0002637859004939163,0.06962417508038563,0.964559912560964,1.1102230246251565e-15
llama32_3b,8,32,4,4,1.1380517482757568,0.0057248889665411275,0.028118055110166375,-0.00034682055894037864,0.08545133689153289,0.9563203768133706,1.1102230246251565e-15
llama32_3b,8,64,0,2,1.3286244869232178,0.007999609860917939,-0.00021017739618385336,-3.034826792936915e-06,0.0,1.0,7.771561172376096e-16
llama32_3b,8,64,1,2,1.3116203546524048,0.0077742736258901565,0.012590810635012144,-0.00022837106182071933,0.0334630814339797,0.9831260949471438,9.992007221626409e-16
llama32_3b,8,64,2,2,1.302732229232788,0.007665789974567073,0.01928193637458171,-0.00033685471314380284,0.052097162825872755,0.9736030182646966,9.992007221626409e-16
llama32_3b,8,128,0,1,1.470733880996704,0.009897284980627545,-0.0019658571400262676,1.7068308318358982e-05,0.0,1.0,1.3322676295501878e-15
llama32_3b,8,128,1,1,1.4527618885040283,0.009622556421066342,0.010277909795046034,-0.00025766025124284407,0.0334630814339797,0.9831260949471438,1.2212453270876722e-15
llama32_3b,9,32,0,4,1.2949258089065552,0.006115756040718013,-0.0013448517316867312,2.622852270781767e-05,0.0,1.0,8.881784197001252e-16
llama32_3b,9,32,1,4,1.2829325199127197,0.0060084143273533095,0.007929361591351651,-8.111319065688596e-05,0.024252523351361403,0.9877993099049213,8.881784197001252e-16
llama32_3b,9,32,2,4,1.2729382514953613,0.005921256858485097,0.01565776514753454,-0.00016827065952509847,0.04469137351534521,0.9773989085755389,8.881784197001252e-16
llama32_3b,9,32,3,4,1.2636582851409912,0.005830827440756891,0.02283381065475815,-0.0002587000772533042,0.06361269942284796,0.9676710704455063,1.3322676295501878e-15
