experiment,model,row,seed,eval_set,chunk,nll,tokens,token_sha256
32,llama32_3b,hadamard,0,wt2,0,1.8464964628219604,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,1,2.4363670349121094,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,2,2.5150644779205322,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,3,2.0261874198913574,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,4,1.9410401582717896,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,5,1.5666395425796509,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,6,1.6651989221572876,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,7,1.923748254776001,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,8,2.252497434616089,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,9,1.9850136041641235,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,10,1.9025028944015503,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,11,2.263963460922241,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,12,2.1257569789886475,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,13,2.279078960418701,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,14,2.210543394088745,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,15,2.411890745162964,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,16,2.1403558254241943,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,17,2.1573874950408936,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,18,1.9704965353012085,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
32,llama32_3b,hadamard,0,wt2,19,2.1200032234191895,2047,7a7b7dc6f6f242742c30f5194894a13f9225c540c5568a1c1839849368debd08
