model,layer,b,k,nar_mean_group_range,dc_absorption_fraction_vs_k0,identity_residual_range_after_projection,projection_range_attribution_fraction
llama32_3b,26,32,1,6.715583324432373,0.036033879678489936,7.596803665161133,0.08497175136051109
llama32_3b,26,32,2,6.45952033996582,0.07278959095023319,7.146325588226318,0.13923143529554474
llama32_3b,26,32,3,6.260455131530762,0.10136374562835351,6.775516510009766,0.18389505915305543
llama32_3b,26,32,4,6.060256004333496,0.13010066491189357,6.34747838973999,0.23545187025475237
llama32_3b,26,64,0,8.036113739013672,0.0,11.187051773071289,0.0
llama32_3b,26,64,1,7.700507640838623,0.041762238449382635,9.900750160217285,0.11498128720118216
llama32_3b,26,64,2,7.371102333068848,0.0827528613384765,9.142916679382324,0.1827233068331254
llama32_3b,26,128,0,9.081705093383789,0.0,14.659940719604492,0.0
llama32_3b,26,128,1,8.58834457397461,0.054324657576538475,12.294038772583008,0.1613855057311114
llama32_3b,27,32,0,7.115304470062256,0.0,8.926474571228027,0.0
llama32_3b,27,32,1,6.8140668869018555,0.042336569633507855,7.995996952056885,0.10423797342909313
llama32_3b,27,32,2,6.515143394470215,0.08434791204188481,7.512523174285889,0.15839975632705122
llama32_3b,27,32,3,6.252439022064209,0.12126894240837696,7.031538963317871,0.21228264224467144
llama32_3b,27,32,4,5.971762657165527,0.1607157947643979,6.432203769683838,0.27942395193548947
llama32_3b,27,64,0,8.233619689941406,0.0,12.075383186340332,0.0
llama32_3b,27,64,1,7.830021858215332,0.049018274698688004,10.416532516479492,0.1373745780371865
llama32_3b,27,64,2,7.464430332183838,0.0934205594530007,9.427507400512695,0.2192788208015554
llama32_3b,27,128,0,9.41650390625,0.0,16.75324249267578,0.0
llama32_3b,27,128,1,8.852367401123047,0.059909336919885925,13.712207794189453,0.1815191715762375
