model,layer,b,position,method,mean_group_range,relative_quantization_error_nmse,range_reduction_vs_hadamard,nmse_delta_vs_hadamard,sample_vectors
llama32_3b,2,32,0,nar,5.846582412719727,0.003844318714154774,0.19393301263786963,-0.0019301875180140799,65536
llama32_3b,2,32,512,bf16,8.421523094177246,0.0,-0.14314254823263928,-0.005950901416670013,65536
llama32_3b,2,32,512,identity,8.421523094177246,0.009301471881779804,-0.14314254823263928,0.0033505704651097907,65536
llama32_3b,2,32,512,hadamard,7.366992950439453,0.005950901416670013,0.0,0.0,65536
llama32_3b,2,32,512,nar,5.720935821533203,0.003661461098262633,0.2234367726397865,-0.0022894403184073805,65536
llama32_3b,2,32,1024,bf16,8.39809513092041,0.0,-0.1450530777611729,-0.005886325066643483,65536
llama32_3b,2,32,1024,identity,8.39809513092041,0.009265203294521587,-0.1450530777611729,0.0033788782278781045,65536
llama32_3b,2,32,1024,hadamard,7.334240913391113,0.005886325066643483,0.0,0.0,65536
llama32_3b,2,32,1024,nar,5.740349769592285,0.0036904827590221556,0.21732189637903032,-0.002195842307621327,65536
llama32_3b,2,32,2048,bf16,8.404484748840332,0.0,-0.15399420353923782,-0.005829521016501519,65536
llama32_3b,2,32,2048,identity,8.404484748840332,0.009263627692275862,-0.15399420353923782,0.003434106675774343,65536
llama32_3b,2,32,2048,hadamard,7.282952308654785,0.005829521016501519,0.0,0.0,65536
llama32_3b,2,32,2048,nar,5.820935249328613,0.0038038835890533136,0.2007451095881496,-0.002025637427448205,65536
llama32_3b,2,64,0,bf16,11.489914894104004,0.0,-0.416291660852661,-0.007416762468410927,65536
llama32_3b,2,64,0,identity,11.489914894104004,0.01593090818936127,-0.416291660852661,0.008514145720950344,65536
llama32_3b,2,64,0,hadamard,8.112675666809082,0.007416762468410927,0.0,0.0,65536
llama32_3b,2,64,0,nar,7.114399433135986,0.00585893653197073,0.1230514166561946,-0.0015578259364401967,65536
llama32_3b,2,64,512,bf16,11.516946792602539,0.0,-0.4162684958560604,-0.0074661562740112875,65536
llama32_3b,2,64,512,identity,11.516946792602539,0.01600429700429978,-0.4162684958560604,0.008538140730288492,65536
llama32_3b,2,64,512,hadamard,8.131895065307617,0.0074661562740112875,0.0,0.0,65536
llama32_3b,2,64,512,nar,7.171054363250732,0.005926858022575558,0.11815704633917797,-0.0015392982514357296,65536
llama32_3b,2,64,1024,bf16,11.49634075164795,0.0,-0.3770925207761296,-0.007864130432431851,65536
llama32_3b,2,64,1024,identity,11.49634075164795,0.015987794535789523,-0.3770925207761296,0.008123664103357672,65536
llama32_3b,2,64,1024,hadamard,8.348270416259766,0.007864130432431851,0.0,0.0,65536
llama32_3b,2,64,1024,nar,7.08024787902832,0.0057713017327738,0.1518904484408821,-0.002092828699658051,65536
llama32_3b,2,64,2048,bf16,11.480057716369629,0.0,-0.4019751106798274,-0.0075594666728518705,65536
llama32_3b,2,64,2048,identity,11.480057716369629,0.015931813694301265,-0.4019751106798274,0.008372347021449395,65536
