model,row,seed,site,layer,group,group_class,observations,mean_range,scope
llama32_3b,Q1_asym,2,down,0,55,anchor,131072,0.049804444396308156,actual_quantized_forward
llama32_3b,Q1_asym,2,down,0,56,anchor,131072,0.05086987206661675,actual_quantized_forward
llama32_3b,Q1_asym,2,down,0,57,anchor,131072,0.04950719392230951,actual_quantized_forward
llama32_3b,Q1_asym,2,down,0,58,anchor,131072,0.048795336822976765,actual_quantized_forward
llama32_3b,Q1_asym,2,down,0,59,anchor,131072,0.04922980592674975,actual_quantized_forward
llama32_3b,Q1_asym,2,down,0,60,anchor,131072,0.050371452687080875,actual_quantized_forward
llama32_3b,Q1_asym,2,down,0,61,anchor,131072,0.049182613486518534,actual_quantized_forward
llama32_3b,Q1_asym,2,down,0,62,anchor,131072,0.0489649679823998,actual_quantized_forward
llama32_3b,Q1_asym,2,down,0,63,anchor,131072,0.04888241230200663,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,0,anchor,131072,0.06185695191481955,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,1,anchor,131072,0.06334080326164582,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,2,anchor,131072,0.06267000175686377,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,3,anchor,131072,0.06292999214577577,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,4,anchor,131072,0.06257567773100448,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,5,anchor,131072,0.062349288024464045,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,6,anchor,131072,0.06090043993988559,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,7,anchor,131072,0.0642998953703966,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,8,anchor,131072,0.06206356565193971,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,9,anchor,131072,0.06313681843037244,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,10,anchor,131072,0.06204933512270827,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,11,anchor,131072,0.06271015648083278,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,12,anchor,131072,0.0627218253084294,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,13,anchor,131072,0.06334000066521384,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,14,anchor,131072,0.06479635567902875,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,15,anchor,131072,0.06376944660166117,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,16,anchor,131072,0.06240563257932763,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,17,anchor,131072,0.06253422514388518,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,18,anchor,131072,0.06391198244696028,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,19,anchor,131072,0.062268735732530445,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,20,anchor,131072,0.06435584157990348,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,21,anchor,131072,0.06262218274108733,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,22,anchor,131072,0.06353504677255017,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,23,anchor,131072,0.06482063551708706,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,24,anchor,131072,0.061053690169714514,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,25,anchor,131072,0.06227613809749499,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,26,anchor,131072,0.06381687199106523,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,27,anchor,131072,0.06327518216196637,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,28,anchor,131072,0.06267481047780166,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,29,anchor,131072,0.061266695644725644,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,30,anchor,131072,0.06360008139619566,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,31,anchor,131072,0.061900342043756496,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,32,anchor,131072,0.06341188371715845,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,33,anchor,131072,0.06274202191854528,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,34,anchor,131072,0.06467426734479176,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,35,anchor,131072,0.0626040120590119,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,36,anchor,131072,0.06374175169037244,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,37,anchor,131072,0.06305711736453645,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,38,anchor,131072,0.0649015896388363,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,39,anchor,131072,0.06370796917163801,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,40,anchor,131072,0.06298347970912488,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,41,anchor,131072,0.06338022475471661,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,42,anchor,131072,0.0630030543613671,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,43,anchor,131072,0.0629323367848258,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,44,anchor,131072,0.06341377539315829,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,45,anchor,131072,0.06235435195292638,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,46,anchor,131072,0.06360858739932951,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,47,anchor,131072,0.0633235556266527,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,48,anchor,131072,0.061599758643644975,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,49,anchor,131072,0.06211608968463622,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,50,anchor,131072,0.06398208897039126,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,51,anchor,131072,0.06288553178789158,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,52,anchor,131072,0.06457671346027638,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,53,anchor,131072,0.06270572982719358,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,54,anchor,131072,0.0638095807659056,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,55,anchor,131072,0.0630382987974869,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,56,anchor,131072,0.06246140580275039,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,57,anchor,131072,0.06328636422094291,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,58,anchor,131072,0.06406479846057067,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,59,anchor,131072,0.06275333410832928,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,60,anchor,131072,0.06379026406236932,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,61,anchor,131072,0.06319631670896086,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,62,anchor,131072,0.06446976900284085,actual_quantized_forward
llama32_3b,Q1_asym,2,down,1,63,anchor,131072,0.06440318938732048,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,0,anchor,131072,0.08888115960183995,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,1,anchor,131072,0.0905106909136606,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,2,anchor,131072,0.0896296402200818,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,3,anchor,131072,0.08883004550972373,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,4,anchor,131072,0.08745776536866856,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,5,anchor,131072,0.09307151465090158,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,6,anchor,131072,0.08910140406636913,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,7,anchor,131072,0.08938688962403774,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,8,anchor,131072,0.08934034537006141,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,9,anchor,131072,0.09286591844082182,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,10,anchor,131072,0.0915908584174332,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,11,anchor,131072,0.08853876443404829,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,12,anchor,131072,0.09049231739591335,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,13,anchor,131072,0.09086946806068852,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,14,anchor,131072,0.0867948120889821,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,15,anchor,131072,0.08762494408749433,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,16,anchor,131072,0.08929067133398405,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,17,anchor,131072,0.08782499981141711,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,18,anchor,131072,0.0897525647580153,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,19,anchor,131072,0.09048579148175406,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,20,anchor,131072,0.08891817236474253,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,21,anchor,131072,0.08821777298146571,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,22,anchor,131072,0.08803787474303704,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,23,anchor,131072,0.0921775003769909,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,24,anchor,131072,0.08755107806548779,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,25,anchor,131072,0.08870408532965257,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,26,anchor,131072,0.0875754861072835,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,27,anchor,131072,0.08873529949970305,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,28,anchor,131072,0.08937920481865547,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,29,anchor,131072,0.09438675814273267,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,30,anchor,131072,0.09046208665158417,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,31,anchor,131072,0.09029976523628136,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,32,anchor,131072,0.09153377057288026,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,33,anchor,131072,0.0879963176837606,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,34,anchor,131072,0.08855394880374945,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,35,anchor,131072,0.09055596883649741,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,36,anchor,131072,0.08951708279137449,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,37,anchor,131072,0.09087710695069973,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,38,anchor,131072,0.08654731011701244,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,39,anchor,131072,0.08587355279374265,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,40,anchor,131072,0.09089278317125604,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,41,anchor,131072,0.09064277527009779,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,42,anchor,131072,0.08993252832017617,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,43,anchor,131072,0.0916894787600171,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,44,anchor,131072,0.08647618213620945,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,45,anchor,131072,0.09324622315190823,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,46,anchor,131072,0.09075827381134616,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,47,anchor,131072,0.09028943312323179,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,48,anchor,131072,0.08831020418833191,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,49,anchor,131072,0.09005040036647927,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,50,anchor,131072,0.09110664340644803,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,51,anchor,131072,0.09045594976390703,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,52,anchor,131072,0.09191150223237798,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,53,anchor,131072,0.09112313501735514,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,54,anchor,131072,0.08620108040413754,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,55,anchor,131072,0.0871668287112044,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,56,anchor,131072,0.08605943480603173,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,57,anchor,131072,0.09106373797810363,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,58,anchor,131072,0.08854879306322516,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,59,anchor,131072,0.08848806332345305,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,60,anchor,131072,0.08591515850088172,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,61,anchor,131072,0.08898993009047729,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,62,anchor,131072,0.08973612174889922,actual_quantized_forward
llama32_3b,Q1_asym,2,down,2,63,anchor,131072,0.0900497300720815,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,0,anchor,131072,0.12473384379359231,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,1,anchor,131072,0.12558647548470958,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,2,anchor,131072,0.1312382988159584,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,3,anchor,131072,0.1305981896543642,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,4,anchor,131072,0.12705564436683403,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,5,anchor,131072,0.12724581342328634,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,6,anchor,131072,0.1268361474523374,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,7,anchor,131072,0.1278745701251296,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,8,anchor,131072,0.13055058088252736,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,9,anchor,131072,0.1272236406437912,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,10,anchor,131072,0.12332915505302822,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,11,anchor,131072,0.1285430368687912,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,12,anchor,131072,0.13004034670356646,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,13,anchor,131072,0.12830396779148145,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,14,anchor,131072,0.12700258666728814,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,15,anchor,131072,0.1275965275308124,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,16,anchor,131072,0.1282680080149703,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,17,anchor,131072,0.1262205024110301,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,18,anchor,131072,0.12864212620695525,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,19,anchor,131072,0.12701512510747648,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,20,anchor,131072,0.1294351776940914,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,21,anchor,131072,0.1293377917571661,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,22,anchor,131072,0.126023936501781,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,23,anchor,131072,0.12603630169277835,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,24,anchor,131072,0.12793010034792474,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,25,anchor,131072,0.1328419989350209,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,26,anchor,131072,0.1263553032111986,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,27,anchor,131072,0.12520685860917524,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,28,anchor,131072,0.12613965189947862,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,29,anchor,131072,0.12905290324525254,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,30,anchor,131072,0.1264188786040279,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,31,anchor,131072,0.12595037462594405,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,32,anchor,131072,0.12549269475510982,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,33,anchor,131072,0.12666673799523664,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,34,anchor,131072,0.12674205634445457,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,35,anchor,131072,0.1260403241885797,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,36,anchor,131072,0.12712304286162635,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,37,anchor,131072,0.12697443723325819,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,38,anchor,131072,0.12839033841396486,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,39,anchor,131072,0.1244388293984855,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,40,anchor,131072,0.12862694919172668,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,41,anchor,131072,0.12698515741504934,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,42,anchor,131072,0.12681606217708463,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,43,anchor,131072,0.12453297197262714,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,44,anchor,131072,0.1258750887517408,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,45,anchor,131072,0.12622472050009037,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,46,anchor,131072,0.12634872457741153,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,47,anchor,131072,0.1250839348620616,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,48,anchor,131072,0.1275510655935932,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,49,anchor,131072,0.1265581813644019,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,50,anchor,131072,0.12607873773470146,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,51,anchor,131072,0.12549728048927022,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,52,anchor,131072,0.12811242204062978,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,53,anchor,131072,0.13132921232406147,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,54,anchor,131072,0.12306007824298604,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,55,anchor,131072,0.1295876701746863,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,56,anchor,131072,0.12831317993413904,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,57,anchor,131072,0.12639574139114984,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,58,anchor,131072,0.12600798401487623,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,59,anchor,131072,0.1275691597332127,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,60,anchor,131072,0.1257981342430412,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,61,anchor,131072,0.1282423861852351,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,62,anchor,131072,0.12604576293807668,actual_quantized_forward
llama32_3b,Q1_asym,2,down,3,63,anchor,131072,0.1243731685509033,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,0,anchor,131072,0.15797504218392078,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,1,anchor,131072,0.15737108062936045,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,2,anchor,131072,0.1573332413797175,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,3,anchor,131072,0.1591677293179714,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,4,anchor,131072,0.15763804810364945,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,5,anchor,131072,0.16416764678470486,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,6,anchor,131072,0.16215841018694732,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,7,anchor,131072,0.15879738522062326,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,8,anchor,131072,0.16314615651157283,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,9,anchor,131072,0.16050940526517365,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,10,anchor,131072,0.15763081004786272,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,11,anchor,131072,0.16479424330665893,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,12,anchor,131072,0.1578729206481455,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,13,anchor,131072,0.15653355061633079,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,14,anchor,131072,0.1598043412047332,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,15,anchor,131072,0.1578457011886769,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,16,anchor,131072,0.15814476118725906,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,17,anchor,131072,0.1610325081600763,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,18,anchor,131072,0.16360505278692017,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,19,anchor,131072,0.16082845735613205,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,20,anchor,131072,0.1641557350378946,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,21,anchor,131072,0.1586034619020893,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,22,anchor,131072,0.15975343351487936,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,23,anchor,131072,0.16069614374919183,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,24,anchor,131072,0.15935161991615132,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,25,anchor,131072,0.1589662968270602,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,26,anchor,131072,0.15759777557551047,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,27,anchor,131072,0.15952964728759866,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,28,anchor,131072,0.16191731473927007,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,29,anchor,131072,0.1628277259591755,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,30,anchor,131072,0.15901074775101165,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,31,anchor,131072,0.15996736717147542,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,32,anchor,131072,0.15928481463768662,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,33,anchor,131072,0.1586384155137921,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,34,anchor,131072,0.1586642889723464,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,35,anchor,131072,0.15827846552173241,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,36,anchor,131072,0.15573300988080518,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,37,anchor,131072,0.1564910649275646,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,38,anchor,131072,0.15558420626149427,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,39,anchor,131072,0.15657877322675517,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,40,anchor,131072,0.1593757791555106,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,41,anchor,131072,0.15505898780594407,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,42,anchor,131072,0.16048593208896023,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,43,anchor,131072,0.15987162471896,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,44,anchor,131072,0.1580771515516517,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,45,anchor,131072,0.15857448797115126,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,46,anchor,131072,0.158563903359493,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,47,anchor,131072,0.15776666512454085,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,48,anchor,131072,0.15871579314040218,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,49,anchor,131072,0.16270298152139162,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,50,anchor,131072,0.15721013111610205,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,51,anchor,131072,0.15961203821828462,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,52,anchor,131072,0.1576576288342153,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,53,anchor,131072,0.15897329408966243,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,54,anchor,131072,0.1579387496874176,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,55,anchor,131072,0.15696500267009128,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,56,anchor,131072,0.16269647850705837,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,57,anchor,131072,0.1579372220918458,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,58,anchor,131072,0.15813773718488733,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,59,anchor,131072,0.16100919318154183,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,60,anchor,131072,0.16175627042198926,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,61,anchor,131072,0.1590233774266494,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,62,anchor,131072,0.16453195123716569,actual_quantized_forward
llama32_3b,Q1_asym,2,down,4,63,anchor,131072,0.158439883301412,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,0,anchor,131072,0.1836973502723822,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,1,anchor,131072,0.18359733410829904,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,2,anchor,131072,0.18400602326346416,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,3,anchor,131072,0.18183660345437147,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,4,anchor,131072,0.17974862875112763,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,5,anchor,131072,0.18022185627859244,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,6,anchor,131072,0.17927896594653703,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,7,anchor,131072,0.1808892409655698,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,8,anchor,131072,0.17917062963067565,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,9,anchor,131072,0.1842497318181131,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,10,anchor,131072,0.1747525498626601,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,11,anchor,131072,0.18007550656739113,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,12,anchor,131072,0.17582812334899245,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,13,anchor,131072,0.18253144907285446,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,14,anchor,131072,0.1796710503561485,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,15,anchor,131072,0.18306545573909716,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,16,anchor,131072,0.1782049417479925,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,17,anchor,131072,0.18460299364551247,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,18,anchor,131072,0.18149404992772133,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,19,anchor,131072,0.17688047708185195,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,20,anchor,131072,0.17518468312221103,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,21,anchor,131072,0.18383159668013604,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,22,anchor,131072,0.17857829569533124,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,23,anchor,131072,0.1792187776436549,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,24,anchor,131072,0.1804080549106004,actual_quantized_forward
llama32_3b,Q1_asym,2,down,5,25,anchor,131072,0.18059657102878646,actual_quantized_forward
