model,method,site,layer,k,anchor_error,selected_numerical_rank,null_completion_directions,permutation_identical_to_A,factor_sha256
llama32_3b,C_top1pct_no_bos,qkv,13,24,2.384185791015625e-07,-1,0,True,3f09e192c99f0e2a29b2e40d6c11a3a044fc02e8a2cbe88c2ba63b1c178ac0bf
llama32_3b,B_top1,qkv,14,24,2.384185791015625e-07,128,0,True,5a383d09e1851277f59957fb6a750ed749c29feffd23836e9e34cd5dae45d8ae
llama32_3b,B_top1_no_bos,qkv,14,24,2.384185791015625e-07,128,0,True,c7f0015067c14464141633bfdd1316710a3062b0258abe8b1309651e4953416d
llama32_3b,C_top1pct,qkv,14,24,2.384185791015625e-07,-1,0,True,f57d5266de8aee67f06a8211d8c8e285a8a9d12dea3a6dd9089328f1c902c011
llama32_3b,C_top1pct_no_bos,qkv,14,24,3.5762786865234375e-07,-1,0,True,532c07233c2c36e08c276ae40536b654d559162e2796227a2c3039e5a92730f3
llama32_3b,B_top1,qkv,15,24,2.384185791015625e-07,128,0,True,efaae6ed7b76b86366974c1d41e6be960a1e18f14ee6f62e51d7e04e05c23330
llama32_3b,B_top1_no_bos,qkv,15,24,2.384185791015625e-07,128,0,True,de8b69390532fe69931cd3419d3d596325daf56dbc9e649280e56111516f5314
llama32_3b,C_top1pct,qkv,15,24,2.384185791015625e-07,-1,0,True,232e51857245024215707b6f45243ebcb1b0573301999a515e6c5a870cf48712
llama32_3b,C_top1pct_no_bos,qkv,15,24,1.7881393432617188e-07,-1,0,True,e38ee7c76dff3fd75168c4b9bf0a7ba7f2cdb5e447f64ed7c5bbdab40b9777c0
llama32_3b,B_top1,qkv,16,24,2.384185791015625e-07,128,0,True,f76ec1e536d0a50971347d204a1e473dd256c0c094a2e9c95b2c184df122a347
llama32_3b,B_top1_no_bos,qkv,16,24,2.384185791015625e-07,128,0,True,e54289c58409d94b1db33cc33403ec0726d5500718cee918d0bd6bcc5d7f8907
llama32_3b,C_top1pct,qkv,16,24,3.5762786865234375e-07,-1,0,True,ecefb4f30c3cad8d99794ced64fd5018773ab82289c75e4bf6d8b1ef6ec44cfb
llama32_3b,C_top1pct_no_bos,qkv,16,24,2.384185791015625e-07,-1,0,True,62dbe2a9531a49264ec6c67218208ea47249cd28b18a11856a63a091c89838ce
llama32_3b,B_top1,qkv,17,24,2.384185791015625e-07,128,0,True,af87bf75a62956d861cbe47a3060c8965725211af330b5a5fda51eefbf0ad4fa
llama32_3b,B_top1_no_bos,qkv,17,24,2.384185791015625e-07,128,0,True,e95dbc94af9540a3020b24ab4968fc1d8abfffec562ff9844f7290921f32ef37
llama32_3b,C_top1pct,qkv,17,24,2.980232238769531e-07,-1,0,True,d4ae5b2fa74cc241fa8449d95afb5677b16684573d8f3f63814b88fee4057543
llama32_3b,C_top1pct_no_bos,qkv,17,24,2.384185791015625e-07,-1,0,True,b4697b7fb65740f36631decd03ac01ad64fbe1378a8fc233a24e0429a535ac0b
llama32_3b,B_top1,qkv,18,24,2.980232238769531e-07,128,0,True,ff4b91cba41b3652aed94fe33e1b217d7b110b56fd660f7b7bf15990b14703cb
llama32_3b,B_top1_no_bos,qkv,18,24,2.980232238769531e-07,128,0,True,d619c070dadc9d21270951d7c89717ca2813a1dac41fdffbfb1b97758e545748
llama32_3b,C_top1pct,qkv,18,24,2.384185791015625e-07,-1,0,True,0d29df48c2ae801b897bf3d442dc1f6f15268dc2206679ce2fbb12e82c62a736
llama32_3b,C_top1pct_no_bos,qkv,18,24,2.384185791015625e-07,-1,0,True,ce1c22e9b0ceff5d785d9f2b247d1c770c33667da2c377c61fe98a365aef2fb4
llama32_3b,B_top1,qkv,19,24,1.1920928955078125e-07,128,0,True,75367dd24148ae7060205f380d746368ffc65db346596a37af8e04628ba3b6bc
llama32_3b,B_top1_no_bos,qkv,19,24,1.1920928955078125e-07,128,0,True,1d75cc91b59b23ab6c4c08ef1e964413a6e26d82c254a0687177641b329b3f14
llama32_3b,C_top1pct,qkv,19,24,1.7881393432617188e-07,-1,0,True,1939e01a8c92899f558585ce94a1b5a52f154c33cdbcb8606fc42bb35ea4b893
llama32_3b,C_top1pct_no_bos,qkv,19,24,1.7881393432617188e-07,-1,0,True,b41b9ef33b9ac81dbbc3662a57786269ca582c361d06ea71b390736011754c6b
llama32_3b,B_top1,qkv,20,24,2.384185791015625e-07,128,0,True,e62b72d676b081e40f0f5ff3ec24274ee75702b0797968b5a2aea3e88b46ec1f
llama32_3b,B_top1_no_bos,qkv,20,24,2.384185791015625e-07,128,0,True,f0b611e5ecdb4503acad87e59987d836466278e18da1476446ee56c042554912
llama32_3b,C_top1pct,qkv,20,24,2.384185791015625e-07,-1,0,True,ab16387f3ac7fe7aa80f5d316f7cf22f9ac7aed5f5c9a3a99116a2a9df7eb4fb
llama32_3b,C_top1pct_no_bos,qkv,20,24,2.980232238769531e-07,-1,0,True,986d77add313f992a7d5164d25f37e20c07ee4b7f749c49a421b21f85a81ff44
llama32_3b,B_top1,qkv,21,24,1.1920928955078125e-07,128,0,True,bf3903cdf00ea26c3c23f36bb691ee0a883ec06f7260f97d25c8417cfbb6eede
llama32_3b,B_top1_no_bos,qkv,21,24,1.1920928955078125e-07,128,0,True,9350ec2877431ccbe856a6813db74114d189b652cc17da9a171f0384cc22050a
llama32_3b,C_top1pct,qkv,21,24,2.384185791015625e-07,-1,0,True,5bdf0c0085c7a130260a988130fde9956469e09c5bfb30fbc2dc53276890467f
llama32_3b,C_top1pct_no_bos,qkv,21,24,2.384185791015625e-07,-1,0,True,cd491d418387af0be529605a3ffdf16e89a1954b2797a9d4ca16a5ae0660c43a
llama32_3b,B_top1,qkv,22,24,2.384185791015625e-07,128,0,True,6523d7960d761ab1b5f89f193bd5eb7cc92f53ae76f451a76aa8f8bcf066665d
llama32_3b,B_top1_no_bos,qkv,22,24,2.384185791015625e-07,128,0,True,168cde7cc47a7ad2ce56509b571e9ba009646992ed6c85fb55eaece954a6e039
llama32_3b,C_top1pct,qkv,22,24,3.5762786865234375e-07,-1,0,True,3057e80fd94c7cdd44eb9a184edc412a8881b0f8fa99bf6d60d56f4c17fb5d77
llama32_3b,C_top1pct_no_bos,qkv,22,24,1.7881393432617188e-07,-1,0,True,464697bce53279868989c1bf68f060af00a00cb007bbed527c3352c4dcd176ad
llama32_3b,B_top1,qkv,23,24,2.384185791015625e-07,128,0,True,836dd16a29be613608f4eb13bd0de62c48a97b0ed5a16dcab5127458dc5fece7
llama32_3b,B_top1_no_bos,qkv,23,24,2.384185791015625e-07,128,0,True,b0f87559a1d4ee15645ce692c74cf8a90966d65a12aedb4012cb203f8d015491
llama32_3b,C_top1pct,qkv,23,24,2.384185791015625e-07,-1,0,True,066bff44c19c3353da91f29f7bde56d90867c4b2cf74203807798664c7d0b84f
llama32_3b,C_top1pct_no_bos,qkv,23,24,2.384185791015625e-07,-1,0,True,d316d527fdd0beb704204d17e9065d8f70fd9573532d7cca9aeeb1ac83163832
llama32_3b,B_top1,qkv,24,24,2.384185791015625e-07,128,0,True,951ce6bd72436600b81072f9789fbf134991ea3ee95972cb6f482426c6186dce
llama32_3b,B_top1_no_bos,qkv,24,24,2.384185791015625e-07,128,0,True,c948258ba11d8851b822aee4d37682be592fcedbe1a821f291d34dc87b46ad62
llama32_3b,C_top1pct,qkv,24,24,2.384185791015625e-07,-1,0,True,1f0893a685d541c9fe3f26b8cbd27bab49a0eb8657f82d656f7c115aaa26afe2
llama32_3b,C_top1pct_no_bos,qkv,24,24,2.384185791015625e-07,-1,0,True,4d91f69bb06c16caae2086d58be41787bd34f09aa92955b59c550ede3632c7d3
llama32_3b,B_top1,qkv,25,24,2.384185791015625e-07,128,0,True,1ebb6afe7a5c9ed2c54c0696ef8173377cf88976a2e1cb83afd2d77238cc1497
llama32_3b,B_top1_no_bos,qkv,25,24,2.384185791015625e-07,128,0,True,631f94a221c1410d816ab204b05b1a06cd7f2bd68488f6d0ddc909e14f99e035
llama32_3b,C_top1pct,qkv,25,24,2.384185791015625e-07,-1,0,True,575d0333ba20a883e35b322e2896154fc9c196aee37025f911e12c5bb67cb60a
llama32_3b,C_top1pct_no_bos,qkv,25,24,1.1920928955078125e-07,-1,0,True,f66958ba595a6fd68b53609c359d8c2e8f25030a70bb2d497814273f5616b215
llama32_3b,B_top1,qkv,26,24,2.384185791015625e-07,128,0,True,4ae9e7757471c9acba2bc880b4a4c0f36abd5b626dbdccb583d5f53b182439a6
llama32_3b,B_top1_no_bos,qkv,26,24,2.384185791015625e-07,128,0,True,bd9d3af2c1ed27a3cae2af020ba7a4ac5ed2c843ecfe3e1642ef3cad5a94244e
llama32_3b,C_top1pct,qkv,26,24,2.384185791015625e-07,-1,0,True,6654d97d17260c6838c486df661e52de6e20e50d1c17879e5c989ff8395c96da
llama32_3b,C_top1pct_no_bos,qkv,26,24,2.384185791015625e-07,-1,0,True,7822e4787ebc38823e5db8005722dee0d3e0e8e65890799e9e03992bbd56fc75
llama32_3b,B_top1,qkv,27,24,2.980232238769531e-07,128,0,True,032c198b2ba94b26c568f79c10ca07f7a3d4b540565e1c54e76de22aa29468ac
llama32_3b,B_top1_no_bos,qkv,27,24,2.980232238769531e-07,128,0,True,9146f145687db351a2562b2bac9e531d95b863f2bfdd7b6ce6b41a9c71385dc5
llama32_3b,C_top1pct,qkv,27,24,1.7881393432617188e-07,-1,0,True,ec4a905acfe896cba7d058eacc4657c925235a9a70b698600e2ac22705bf0ee5
llama32_3b,C_top1pct_no_bos,qkv,27,24,2.384185791015625e-07,-1,0,True,b7261aeb702a966c1d1e8f455f76526aa9d84b1f10953d7f811c2e151fe84ce2
