model,layer,tokens,n,hidden,k,householder_reflections,nar_flops_per_token,hadamard_flops_per_token,down_matmul_flops_per_token,nar_flop_ratio_vs_matmul,hadamard_flop_ratio_vs_matmul,nar_ms,hadamard_ms,down_matmul_ms,nar_wall_ratio_vs_hadamard,nar_wall_ratio_vs_down_matmul,hadamard_wall_ratio_vs_down_matmul,nar_exceeds_10pct_matmul_wall
llama32_3b,0,1,8192,3072,64,64,2162688,114688,50331648,0.04296875,0.0022786458333333335,2.7150677998860675,0.3032469431559245,0.018605866034825645,8.953322897932809,145.9253654091738,16.298458915501172,True
llama32_3b,0,32,8192,3072,64,64,2162688,114688,50331648,0.04296875,0.0022786458333333335,3.291210683186849,0.3020853360493978,0.02315946618715922,10.894970031410798,142.11081795191217,13.043708935609631,True
llama32_3b,0,2048,8192,3072,64,64,2162688,114688,50331648,0.04296875,0.0022786458333333335,12.880945841471354,2.615991465250651,0.5113130569458008,4.9239250252053735,25.19189695333115,5.116222693151266,True
