model,row,seed,site,layer,rank,residual_group_energy_max_median,captured_fraction,ritz_residual_median,ritz_residual_max,principal_angle_max_deg
llama32_3b,S3,0,qkv,26,24,1.003619575195323,0.364378649610158,0.09720339792165611,0.23298920541047813,80.52649299350816
llama32_3b,S3,0,qkv,27,24,1.0019603049185908,0.35710106055679713,0.1212700187433235,0.20692797707852087,56.01994259372585
llama32_3b,S3,0,down,0,64,1.0018156842251622,0.33565605064813914,0.16156243661279432,0.292149571613825,80.71275262764948
llama32_3b,S3,0,down,1,64,1.002247405547199,0.9868959145004855,0.19774278062295858,0.31424370080977515,84.29353541784927
llama32_3b,S3,0,down,2,64,1.0027735574008656,0.2309255578480804,0.19034533790637595,0.33841076193936903,84.35210328882017
llama32_3b,S3,0,down,3,64,1.0021778769279848,0.21900341416955849,0.1921475839527307,0.314192514304692,87.38722999792971
llama32_3b,S3,0,down,4,64,1.0020372767269736,0.1980018322083235,0.19087940775067114,0.3124850573353946,83.4844968343482
llama32_3b,S3,0,down,5,64,1.002531932223986,0.20433877132702497,0.19340203784590504,0.30697645111349203,89.14144314623694
llama32_3b,S3,0,down,6,64,1.012481480557514,0.2162158868140543,0.1908465661936003,0.31425672178325526,88.03808748396497
llama32_3b,S3,0,down,7,64,1.0001338089623808,0.20587906803444886,0.19328398892310422,0.3054564044053991,84.67610381621559
llama32_3b,S3,0,down,8,64,1.0021755704294206,0.20571043727036128,0.19392317770426137,0.3156488910266849,86.47706705279607
llama32_3b,S3,0,down,9,64,1.0010514680170914,0.21879223818056753,0.19526272169336453,0.3160793023367704,88.90607582144695
llama32_3b,S3,0,down,10,64,1.001170811741938,0.23987515423210132,0.17727855458515435,0.310597189467378,86.14697413259753
llama32_3b,S3,0,down,11,64,1.0170468066143967,0.2202700799704271,0.1797186139400936,0.3167884887740663,89.89529959530843
llama32_3b,S3,0,down,12,64,1.1397134941282117,0.2483862711405149,0.17850532906644956,0.3021160907522082,87.17169912840654
llama32_3b,S3,0,down,13,64,1.2944948604977002,0.23969096513306465,0.1688404563554814,0.3087909270253263,86.64024823234995
llama32_3b,S3,0,down,14,64,1.0017951621271874,0.24765678868204283,0.17963034312618187,0.28581519622642104,85.8901490014076
llama32_3b,S3,0,down,15,64,1.0042512220567121,0.26914716562769414,0.16397591329918654,0.29115732102666325,84.70097933359644
llama32_3b,S3,0,down,16,64,1.0025823588398204,0.26312131102221104,0.17819642425436172,0.29006342030873467,83.71825035432403
llama32_3b,S3,0,down,17,64,1.0024620372360593,0.25829574267253386,0.16467258757134495,0.28410844081537123,86.96102475006265
llama32_3b,S3,0,down,18,64,1.00440797693515,0.25048753931783313,0.1800453463246186,0.3017966178661705,88.9645064318839
llama32_3b,S3,0,down,19,64,1.002679264464719,0.3061658955666361,0.160188919335101,0.29303082124920116,78.63189781451167
llama32_3b,S3,0,down,20,64,1.0031740076216022,0.27334097056226936,0.1668695102283633,0.2884240474890642,88.63256027706893
llama32_3b,S3,0,down,21,64,1.0024015661359311,0.27901749255018987,0.17123779488669322,0.29786767893896854,83.98357211617892
llama32_3b,S3,0,down,22,64,1.0063117573873228,0.28076378085605885,0.17322975871769797,0.28307552145858766,80.94845152581568
llama32_3b,S3,0,down,23,64,1.0030082176708845,0.32199062329587563,0.15942749693743058,0.2879448068143983,89.75887301925871
llama32_3b,S3,0,down,24,64,1.0046801719310459,0.3749033625704259,0.14005637323214942,0.2836208118618038,85.269474512412
llama32_3b,S3,0,down,25,64,1.1217350258689203,0.4609918529104851,0.14759896160694821,0.2793152234139847,82.3508818457644
llama32_3b,S3,0,down,26,64,1.0016314671637312,0.5145727476228066,0.14126337052280463,0.3056790535234415,86.91900889104028
llama32_3b,S3,0,down,27,64,1.000562944985616,0.7169770170351083,0.10528201107094246,0.2481597307512763,87.43074188613765
llama32_3b,S3,1,qkv,0,24,1.0000030204869106,0.5833845978686202,0.06619198421297995,0.19844224482218703,40.35373029210845
llama32_3b,S3,1,qkv,1,24,1.000914617860223,0.5956289248892815,0.09122670093851859,0.18902997197404173,48.948120891275444
llama32_3b,S3,1,qkv,2,24,1.000656288130744,0.40204010184609185,0.11018026703641404,0.1831324786334234,45.883928504202345
llama32_3b,S3,1,qkv,3,24,1.0001209749528475,0.363240058056903,0.0976156312192154,0.253035889197911,62.53018559794233
llama32_3b,S3,1,qkv,4,24,1.0000171691479292,0.40824743155303805,0.11332125450988542,0.19561851511164782,43.3545067210033
llama32_3b,S3,1,qkv,5,24,1.000090858518748,0.35396023755564543,0.14521083274288446,0.2331331703897256,86.46298621208888
llama32_3b,S3,1,qkv,6,24,1.0000675332088746,0.37773800281032577,0.12614200876592796,0.22785481948639924,86.14062037570798
llama32_3b,S3,1,qkv,7,24,1.0028687960406195,0.3659464066123243,0.14254293936040474,0.2211772205217634,50.002136984347516
llama32_3b,S3,1,qkv,8,24,1.0000508724091475,0.39097655148591726,0.10416315643559643,0.2416109799007312,66.30598458140328
llama32_3b,S3,1,qkv,9,24,1.0000701080853291,0.3943154716991775,0.07173908315349509,0.18029079551766158,30.905605133936458
llama32_3b,S3,1,qkv,10,24,1.000025575000241,0.40410294763623134,0.075726176433474,0.19343442471841082,28.829383865057444
llama32_3b,S3,1,qkv,11,24,1.0001211737177913,0.37788854256548954,0.08558391717673361,0.2022765957186893,29.722786590003885
llama32_3b,S3,1,qkv,12,24,1.0000442065036328,0.421873568421667,0.05219300939504484,0.16863138863263724,20.997538973339033
llama32_3b,S3,1,qkv,13,24,1.0000710402089874,0.4212265692090433,0.058998444820119095,0.15792039653593112,23.987625606059208
llama32_3b,S3,1,qkv,14,24,1.004223574221579,0.38657484319347113,0.07014120850165474,0.16892531483647205,25.507510086346656
llama32_3b,S3,1,qkv,15,24,1.004093442646197,0.39688447991710823,0.06421542641877634,0.14786592233224188,28.090351537514007
llama32_3b,S3,1,qkv,16,24,1.0000419775296654,0.378630813510419,0.08887556373294261,0.16914019683740084,28.392117440801858
llama32_3b,S3,1,qkv,17,24,1.0000634842269276,0.3584734995542663,0.09707831786663312,0.19831928356716763,32.755229156442745
llama32_3b,S3,1,qkv,18,24,1.0000624771629376,0.38184382310080595,0.10270117207555941,0.16914519025266922,30.39196101437735
llama32_3b,S3,1,qkv,19,24,1.0000657912969553,0.3606303988879489,0.11573655460067014,0.26151231757638077,44.29798450035813
llama32_3b,S3,1,qkv,20,24,1.0000616106633875,0.3665125200477114,0.09362154036916756,0.19388344834611093,61.90646847282724
llama32_3b,S3,1,qkv,21,24,1.0011675714033441,0.3743449904285149,0.11973562954934822,0.18540805326944584,32.43159134605066
llama32_3b,S3,1,qkv,22,24,1.0004514743052488,0.36544919815873905,0.09929143688527642,0.1945422172538402,38.21287315690555
llama32_3b,S3,1,qkv,23,24,1.0000498919527925,0.3826848391299351,0.09005584771994105,0.19200644660809185,65.04279208803958
llama32_3b,S3,1,qkv,24,24,1.0000276971638686,0.3682064363823733,0.10531132113382477,0.21827033093528375,47.597294390157806
llama32_3b,S3,1,qkv,25,24,1.0001043004159584,0.3464974611194282,0.13438575110308024,0.22318763907768524,52.54180180445975
llama32_3b,S3,1,qkv,26,24,1.003619575195323,0.364378649610158,0.09720339792165611,0.23298920541047813,80.52649299350816
llama32_3b,S3,1,qkv,27,24,1.0019603049185908,0.35710106055679713,0.1212700187433235,0.20692797707852087,56.01994259372585
llama32_3b,S3,1,down,0,64,1.0018156842251622,0.33565605064813914,0.16156243661279432,0.292149571613825,80.71275262764948
llama32_3b,S3,1,down,1,64,1.002247405547199,0.9868959145004855,0.19774278062295858,0.31424370080977515,84.29353541784927
llama32_3b,S3,1,down,2,64,1.0027735574008656,0.2309255578480804,0.19034533790637595,0.33841076193936903,84.35210328882017
llama32_3b,S3,1,down,3,64,1.0021778769279848,0.21900341416955849,0.1921475839527307,0.314192514304692,87.38722999792971
llama32_3b,S3,1,down,4,64,1.0020372767269736,0.1980018322083235,0.19087940775067114,0.3124850573353946,83.4844968343482
llama32_3b,S3,1,down,5,64,1.002531932223986,0.20433877132702497,0.19340203784590504,0.30697645111349203,89.14144314623694
llama32_3b,S3,1,down,6,64,1.012481480557514,0.2162158868140543,0.1908465661936003,0.31425672178325526,88.03808748396497
llama32_3b,S3,1,down,7,64,1.0001338089623808,0.20587906803444886,0.19328398892310422,0.3054564044053991,84.67610381621559
llama32_3b,S3,1,down,8,64,1.0021755704294206,0.20571043727036128,0.19392317770426137,0.3156488910266849,86.47706705279607
llama32_3b,S3,1,down,9,64,1.0010514680170914,0.21879223818056753,0.19526272169336453,0.3160793023367704,88.90607582144695
llama32_3b,S3,1,down,10,64,1.001170811741938,0.23987515423210132,0.17727855458515435,0.310597189467378,86.14697413259753
llama32_3b,S3,1,down,11,64,1.0170468066143967,0.2202700799704271,0.1797186139400936,0.3167884887740663,89.89529959530843
llama32_3b,S3,1,down,12,64,1.1397134941282117,0.2483862711405149,0.17850532906644956,0.3021160907522082,87.17169912840654
llama32_3b,S3,1,down,13,64,1.2944948604977002,0.23969096513306465,0.1688404563554814,0.3087909270253263,86.64024823234995
llama32_3b,S3,1,down,14,64,1.0017951621271874,0.24765678868204283,0.17963034312618187,0.28581519622642104,85.8901490014076
llama32_3b,S3,1,down,15,64,1.0042512220567121,0.26914716562769414,0.16397591329918654,0.29115732102666325,84.70097933359644
llama32_3b,S3,1,down,16,64,1.0025823588398204,0.26312131102221104,0.17819642425436172,0.29006342030873467,83.71825035432403
llama32_3b,S3,1,down,17,64,1.0024620372360593,0.25829574267253386,0.16467258757134495,0.28410844081537123,86.96102475006265
llama32_3b,S3,1,down,18,64,1.00440797693515,0.25048753931783313,0.1800453463246186,0.3017966178661705,88.9645064318839
llama32_3b,S3,1,down,19,64,1.002679264464719,0.3061658955666361,0.160188919335101,0.29303082124920116,78.63189781451167
llama32_3b,S3,1,down,20,64,1.0031740076216022,0.27334097056226936,0.1668695102283633,0.2884240474890642,88.63256027706893
llama32_3b,S3,1,down,21,64,1.0024015661359311,0.27901749255018987,0.17123779488669322,0.29786767893896854,83.98357211617892
llama32_3b,S3,1,down,22,64,1.0063117573873228,0.28076378085605885,0.17322975871769797,0.28307552145858766,80.94845152581568
llama32_3b,S3,1,down,23,64,1.0030082176708845,0.32199062329587563,0.15942749693743058,0.2879448068143983,89.75887301925871
llama32_3b,S3,1,down,24,64,1.0046801719310459,0.3749033625704259,0.14005637323214942,0.2836208118618038,85.269474512412
llama32_3b,S3,1,down,25,64,1.1217350258689203,0.4609918529104851,0.14759896160694821,0.2793152234139847,82.3508818457644
llama32_3b,S3,1,down,26,64,1.0016314671637312,0.5145727476228066,0.14126337052280463,0.3056790535234415,86.91900889104028
llama32_3b,S3,1,down,27,64,1.000562944985616,0.7169770170351083,0.10528201107094246,0.2481597307512763,87.43074188613765
llama32_3b,S3,2,qkv,0,24,1.0000030204869106,0.5833845978686202,0.06619198421297995,0.19844224482218703,40.35373029210845
llama32_3b,S3,2,qkv,1,24,1.000914617860223,0.5956289248892815,0.09122670093851859,0.18902997197404173,48.948120891275444
llama32_3b,S3,2,qkv,2,24,1.000656288130744,0.40204010184609185,0.11018026703641404,0.1831324786334234,45.883928504202345
llama32_3b,S3,2,qkv,3,24,1.0001209749528475,0.363240058056903,0.0976156312192154,0.253035889197911,62.53018559794233
llama32_3b,S3,2,qkv,4,24,1.0000171691479292,0.40824743155303805,0.11332125450988542,0.19561851511164782,43.3545067210033
llama32_3b,S3,2,qkv,5,24,1.000090858518748,0.35396023755564543,0.14521083274288446,0.2331331703897256,86.46298621208888
llama32_3b,S3,2,qkv,6,24,1.0000675332088746,0.37773800281032577,0.12614200876592796,0.22785481948639924,86.14062037570798
llama32_3b,S3,2,qkv,7,24,1.0028687960406195,0.3659464066123243,0.14254293936040474,0.2211772205217634,50.002136984347516
llama32_3b,S3,2,qkv,8,24,1.0000508724091475,0.39097655148591726,0.10416315643559643,0.2416109799007312,66.30598458140328
llama32_3b,S3,2,qkv,9,24,1.0000701080853291,0.3943154716991775,0.07173908315349509,0.18029079551766158,30.905605133936458
llama32_3b,S3,2,qkv,10,24,1.000025575000241,0.40410294763623134,0.075726176433474,0.19343442471841082,28.829383865057444
llama32_3b,S3,2,qkv,11,24,1.0001211737177913,0.37788854256548954,0.08558391717673361,0.2022765957186893,29.722786590003885
llama32_3b,S3,2,qkv,12,24,1.0000442065036328,0.421873568421667,0.05219300939504484,0.16863138863263724,20.997538973339033
llama32_3b,S3,2,qkv,13,24,1.0000710402089874,0.4212265692090433,0.058998444820119095,0.15792039653593112,23.987625606059208
llama32_3b,S3,2,qkv,14,24,1.004223574221579,0.38657484319347113,0.07014120850165474,0.16892531483647205,25.507510086346656
llama32_3b,S3,2,qkv,15,24,1.004093442646197,0.39688447991710823,0.06421542641877634,0.14786592233224188,28.090351537514007
llama32_3b,S3,2,qkv,16,24,1.0000419775296654,0.378630813510419,0.08887556373294261,0.16914019683740084,28.392117440801858
llama32_3b,S3,2,qkv,17,24,1.0000634842269276,0.3584734995542663,0.09707831786663312,0.19831928356716763,32.755229156442745
llama32_3b,S3,2,qkv,18,24,1.0000624771629376,0.38184382310080595,0.10270117207555941,0.16914519025266922,30.39196101437735
llama32_3b,S3,2,qkv,19,24,1.0000657912969553,0.3606303988879489,0.11573655460067014,0.26151231757638077,44.29798450035813
llama32_3b,S3,2,qkv,20,24,1.0000616106633875,0.3665125200477114,0.09362154036916756,0.19388344834611093,61.90646847282724
llama32_3b,S3,2,qkv,21,24,1.0011675714033441,0.3743449904285149,0.11973562954934822,0.18540805326944584,32.43159134605066
llama32_3b,S3,2,qkv,22,24,1.0004514743052488,0.36544919815873905,0.09929143688527642,0.1945422172538402,38.21287315690555
llama32_3b,S3,2,qkv,23,24,1.0000498919527925,0.3826848391299351,0.09005584771994105,0.19200644660809185,65.04279208803958
llama32_3b,S3,2,qkv,24,24,1.0000276971638686,0.3682064363823733,0.10531132113382477,0.21827033093528375,47.597294390157806
llama32_3b,S3,2,qkv,25,24,1.0001043004159584,0.3464974611194282,0.13438575110308024,0.22318763907768524,52.54180180445975
llama32_3b,S3,2,qkv,26,24,1.003619575195323,0.364378649610158,0.09720339792165611,0.23298920541047813,80.52649299350816
llama32_3b,S3,2,qkv,27,24,1.0019603049185908,0.35710106055679713,0.1212700187433235,0.20692797707852087,56.01994259372585
llama32_3b,S3,2,down,0,64,1.0018156842251622,0.33565605064813914,0.16156243661279432,0.292149571613825,80.71275262764948
llama32_3b,S3,2,down,1,64,1.002247405547199,0.9868959145004855,0.19774278062295858,0.31424370080977515,84.29353541784927
llama32_3b,S3,2,down,2,64,1.0027735574008656,0.2309255578480804,0.19034533790637595,0.33841076193936903,84.35210328882017
llama32_3b,S3,2,down,3,64,1.0021778769279848,0.21900341416955849,0.1921475839527307,0.314192514304692,87.38722999792971
llama32_3b,S3,2,down,4,64,1.0020372767269736,0.1980018322083235,0.19087940775067114,0.3124850573353946,83.4844968343482
llama32_3b,S3,2,down,5,64,1.002531932223986,0.20433877132702497,0.19340203784590504,0.30697645111349203,89.14144314623694
llama32_3b,S3,2,down,6,64,1.012481480557514,0.2162158868140543,0.1908465661936003,0.31425672178325526,88.03808748396497
llama32_3b,S3,2,down,7,64,1.0001338089623808,0.20587906803444886,0.19328398892310422,0.3054564044053991,84.67610381621559
llama32_3b,S3,2,down,8,64,1.0021755704294206,0.20571043727036128,0.19392317770426137,0.3156488910266849,86.47706705279607
llama32_3b,S3,2,down,9,64,1.0010514680170914,0.21879223818056753,0.19526272169336453,0.3160793023367704,88.90607582144695
llama32_3b,S3,2,down,10,64,1.001170811741938,0.23987515423210132,0.17727855458515435,0.310597189467378,86.14697413259753
llama32_3b,S3,2,down,11,64,1.0170468066143967,0.2202700799704271,0.1797186139400936,0.3167884887740663,89.89529959530843
llama32_3b,S3,2,down,12,64,1.1397134941282117,0.2483862711405149,0.17850532906644956,0.3021160907522082,87.17169912840654
llama32_3b,S3,2,down,13,64,1.2944948604977002,0.23969096513306465,0.1688404563554814,0.3087909270253263,86.64024823234995
llama32_3b,S3,2,down,14,64,1.0017951621271874,0.24765678868204283,0.17963034312618187,0.28581519622642104,85.8901490014076
llama32_3b,S3,2,down,15,64,1.0042512220567121,0.26914716562769414,0.16397591329918654,0.29115732102666325,84.70097933359644
llama32_3b,S3,2,down,16,64,1.0025823588398204,0.26312131102221104,0.17819642425436172,0.29006342030873467,83.71825035432403
llama32_3b,S3,2,down,17,64,1.0024620372360593,0.25829574267253386,0.16467258757134495,0.28410844081537123,86.96102475006265
llama32_3b,S3,2,down,18,64,1.00440797693515,0.25048753931783313,0.1800453463246186,0.3017966178661705,88.9645064318839
llama32_3b,S3,2,down,19,64,1.002679264464719,0.3061658955666361,0.160188919335101,0.29303082124920116,78.63189781451167
llama32_3b,S3,2,down,20,64,1.0031740076216022,0.27334097056226936,0.1668695102283633,0.2884240474890642,88.63256027706893
llama32_3b,S3,2,down,21,64,1.0024015661359311,0.27901749255018987,0.17123779488669322,0.29786767893896854,83.98357211617892
llama32_3b,S3,2,down,22,64,1.0063117573873228,0.28076378085605885,0.17322975871769797,0.28307552145858766,80.94845152581568
llama32_3b,S3,2,down,23,64,1.0030082176708845,0.32199062329587563,0.15942749693743058,0.2879448068143983,89.75887301925871
llama32_3b,S3,2,down,24,64,1.0046801719310459,0.3749033625704259,0.14005637323214942,0.2836208118618038,85.269474512412
llama32_3b,S3,2,down,25,64,1.1217350258689203,0.4609918529104851,0.14759896160694821,0.2793152234139847,82.3508818457644
llama32_3b,S3,2,down,26,64,1.0016314671637312,0.5145727476228066,0.14126337052280463,0.3056790535234415,86.91900889104028
llama32_3b,S3,2,down,27,64,1.000562944985616,0.7169770170351083,0.10528201107094246,0.2481597307512763,87.43074188613765
