model,site,layer,n,b,k,dc_slots,mean_group_range,relative_quantization_error_nmse,range_reduction_vs_k0,range_reduction_vs_hadamard,range_reduction_vs_identity,nmse_delta_vs_hadamard,absorbed_energy_fraction,sqrt_one_minus_absorbed_energy_fraction,normalized_range_vs_k0,evaluation_tokens,anchor_mapping_max_abs_error
llama32_3b,down_input,8,8192,128,14,64,0.21619033813476562,0.008051827761182734,0.05740527039548562,0.10841140724030786,0.4024225378612671,-0.0018571065957214607,0.12074182755834867,0.9376876731842279,0.9425947296045144,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,15,64,0.21577440202236176,0.00802039464716461,0.05921876118691813,0.11012676555065441,0.4035722379293026,-0.0018885397097395847,0.1240521269082786,0.9359208690331258,0.9407812388130818,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,16,64,0.21541717648506165,0.007995606668214437,0.06077627255233967,0.11159999611612348,0.40455965453557974,-0.0019133276886897574,0.12707714554536909,0.9343034059954137,0.9392237274476604,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,17,64,0.21503257751464844,0.007968126988983576,0.06245313270090389,0.11318611720629812,0.4056227347761843,-0.0019408073679206186,0.12997809291798323,0.9327496486635719,0.9375468672990961,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,18,64,0.2146935760974884,0.007944060117845252,0.0639311864932261,0.1145841898448674,0.40655977760740303,-0.001964874239058943,0.13284243078175378,0.9312129558904592,0.936068813506774,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,19,64,0.21435844898223877,0.007919452620012202,0.06539234824220748,0.11596628451042446,0.4074861113776935,-0.001989481736891993,0.1354756986442514,0.9297979895416792,0.9346076517577925,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,20,64,0.21401184797286987,0.007893585837642493,0.06690353642723668,0.11739569855759463,0.4084441604438098,-0.0020153485192617015,0.13808918152336105,0.9283915221912784,0.9330964635727633,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,21,64,0.21375598013401031,0.007874952999777137,0.06801912595110325,0.11845092076756708,0.4091514115407266,-0.0020339813571270578,0.14051960108673284,0.9270816570902841,0.9319808740488967,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,22,64,0.21344661712646484,0.00785272360607557,0.06936795561186815,0.11972676191259286,0.4100065300558445,-0.0020562107508286243,0.1428909498987238,0.9258018417033291,0.9306320443881319,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,23,64,0.21316653490066528,0.007832630586140471,0.07058912040661487,0.12088184645389169,0.41078071278356254,-0.0020763037707637235,0.14523418971625834,0.9245354564773283,0.9294108795933851,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,24,64,0.21282987296581268,0.007805942247192374,0.07205697400353511,0.12227027085491128,0.4117112889895284,-0.002102992109711821,0.14750547215475998,0.923306302288271,0.9279430259964648,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,25,64,0.21261641383171082,0.007793172187335232,0.07298766062221712,0.12315059571414226,0.4123013170579771,-0.0021157621695689632,0.14969480910566893,0.922119943876246,0.9270123393777829,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,26,64,0.21230697631835938,0.007771552836142667,0.07433681512996933,0.12442674412787982,0.4131566415165744,-0.0021373815207615275,0.1518350043275383,0.9209587372257574,0.9256631848700306,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,27,64,0.2120918482542038,0.007756568003481753,0.07527477832116738,0.12531395180625454,0.4137512827189614,-0.0021523663534224417,0.15391934016878148,0.9198264291871693,0.9247252216788326,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,28,64,0.2117798626422882,0.007734960902138767,0.07663504259588606,0.12660060880993476,0.4146136504445537,-0.0021739734547654276,0.15594604406751994,0.9187240912986226,0.923364957404114,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,29,64,0.21154245734214783,0.007717165953984573,0.07767013503629386,0.12757968983312973,0.41526986874727795,-0.0021917684029196215,0.15789555953662732,0.9176624872268522,0.9223298649637062,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,30,64,0.21130190789699554,0.007698762596634654,0.0787189360195667,0.12857173759596155,0.41593477786483235,-0.0022101717602695413,0.15979985636277214,0.9166243197936808,0.9212810639804333,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,31,64,0.21106378734111786,0.007682311865307527,0.07975714699105281,0.12955376839878957,0.41659297322495875,-0.002226622491596668,0.16169395060475514,0.9155905468031247,0.9202428530089471,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,32,64,0.2108454555273056,0.007668353570041282,0.08070907860270576,0.13045418863177052,0.4171964699969595,-0.002240580786862913,0.16353706952887478,0.9145834737579316,0.9192909213972942,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,33,64,0.21060454845428467,0.007650948983760319,0.08175943885151776,0.13144771128441887,0.41786236764321494,-0.0022579853731438757,0.16533614617692163,0.9135993946052495,0.9182405611484822,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,34,64,0.21042262017726898,0.007637861244470777,0.08255265022516443,0.13219800002482732,0.41836524043118634,-0.002271073112433418,0.16708666797972999,0.9126408559889646,0.9174473497748356,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,35,64,0.21019849181175232,0.007620443591683597,0.08352985493243117,0.13312232576358426,0.4189847596058835,-0.0022884907652205976,0.16879295747875236,0.9117055678897917,0.9164701450675689,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,36,64,0.20992887020111084,0.00760176093776329,0.08470541121015768,0.13423426977775008,0.4197300278690954,-0.002307173419140905,0.17046914769887336,0.9107858432700449,0.9152945887898423,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,37,64,0.20980104804039001,0.007590663390701916,0.08526271870160998,0.13476141997966865,0.4200833445023347,-0.0023182709662022787,0.17206898204824125,0.9099071479836603,0.91473728129839,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,38,64,0.20961199700832367,0.0075763122835925244,0.08608698544724479,0.13554108360892264,0.42060590548693566,-0.0023326220733116704,0.17364230077903903,0.9090421878114133,0.9139130145527552,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,39,64,0.20945331454277039,0.00756910773872716,0.0867788445608465,0.13619550451125778,0.4210445239093378,-0.0023398266181770353,0.1751932939320876,0.9081886951883471,0.9132211554391535,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,40,64,0.20927298069000244,0.0075540559402218835,0.08756510420896445,0.13693921770123427,0.4215429895068502,-0.0023548784166823114,0.1767202044943985,0.907347670689467,0.9124348957910355,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,41,64,0.20908701419830322,0.007541064566415692,0.08837592228932406,0.13770616040582084,0.42205702443140447,-0.0023678697904885027,0.1782101721440574,0.9065262422323705,0.911624077710676,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,42,64,0.2088451087474823,0.0075248473988871935,0.0894306354877662,0.13870380045920694,0.4227256817202838,-0.0023840869580170013,0.17968377807870106,0.9057131013302716,0.9105693645122338,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,43,64,0.20874135196208954,0.0075193921325416215,0.08988301740231298,0.13913170286722268,0.4230124786096805,-0.0023895422243625734,0.18111578244962145,0.9049222162983835,0.910116982597687,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,44,64,0.20852206647396088,0.0075024465072915285,0.0908391070554037,0.14003605613971434,0.4236186114582174,-0.0024064878496126664,0.18251874048001848,0.9041467024327311,0.9091608929445963,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,45,64,0.20835354924201965,0.007491570274179204,0.09157384597133213,0.14073103651200358,0.4240844144198988,-0.002417364082724991,0.18389600636175119,0.9033847428633321,0.9084261540286679,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,46,64,0.20818939805030823,0.007479474772705511,0.09228954885380339,0.14140801093778288,0.42453814909368803,-0.0024294595841986835,0.18524684175283712,0.9026367809075603,0.9077104511461966,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,47,64,0.20808112621307373,0.0074681011957003045,0.09276161649578199,0.1418545338297321,0.42483742615793574,-0.0024408331612038904,0.18657799269516753,0.9018991114891025,0.907238383504218,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,48,64,0.2078961730003357,0.0074593466365349545,0.093568016657114,0.14261729767983855,0.4253486602511703,-0.0024495877203692404,0.18787252811137334,0.9011811537580148,0.906431983342886,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,49,64,0.20775511860847473,0.007447946109860676,0.09418301697351497,0.14319901880496808,0.42573855244634906,-0.002460988247043519,0.1891300645890432,0.9004831677554871,0.9058169830264851,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,50,64,0.20760208368301392,0.007436524350113794,0.09485025268547756,0.14383014873895078,0.4261615603530135,-0.002472410006790401,0.1903613986572448,0.8997992005679685,0.9051497473145225,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,51,64,0.20742912590503693,0.007425464369257793,0.09560435248185048,0.14454344232646169,0.4266396375460665,-0.0024834699876464016,0.19156592060553077,0.8991296232437619,0.9043956475181495,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,52,64,0.20727987587451935,0.007415413776007051,0.09625508596685703,0.14515896300988632,0.42705218352397795,-0.0024935205808971437,0.19275754173569298,0.8984667262978118,0.9037449140331429,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,53,64,0.20711368322372437,0.007403536321855853,0.09697968965678097,0.1458443565983682,0.42751156104910243,-0.0025053980350483417,0.19393579244378129,0.8978107860547336,0.9030203103432191,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,54,64,0.20699191093444824,0.007396462442052658,0.0975106195728626,0.14634655658089077,0.4278481550718154,-0.002512471914851537,0.19510176293440795,0.8971612101877745,0.9024893804271374,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,55,64,0.20687319338321686,0.007386249334130843,0.09802823076246396,0.1468361585462306,0.42817630541187335,-0.002522685022773352,0.1962358764064752,0.8965289307063798,0.9019717692375361,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,56,64,0.20675206184387207,0.0073761489248251495,0.09855636699445461,0.1473357160178319,0.42851112832066357,-0.0025327854320790454,0.19734876364710655,0.8959080512825485,0.9014436330055454,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,57,64,0.20662355422973633,0.007366730423812652,0.09911666307819028,0.1478656930918988,0.42886633963391324,-0.002542203933091543,0.1984470512766122,0.8952948948382247,0.9008833369218098,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,58,64,0.20652583241462708,0.007357550386538614,0.09954273238676387,0.14826870673426087,0.42913645510147946,-0.0025513839703655812,0.19953374583446903,0.8946877970362237,0.9004572676132362,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,59,64,0.20630386471748352,0.007344454480682687,0.10051051653139821,0.14918412168037637,0.42975000191527435,-0.0025644798762215083,0.2006015326164324,0.8940908608097767,0.8994894834686018,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,60,64,0.20617812871932983,0.007335392858621239,0.10105872830720546,0.1497026683583653,0.43009755213109074,-0.002573541498282956,0.20165153463768948,0.8935034780918933,0.8989412716927946,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,61,64,0.20606756210327148,0.007328042948874211,0.10154080123639363,0.15015865512663712,0.43040317225450364,-0.002580891408029984,0.20267284653055326,0.8929317742523483,0.8984591987636064,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,62,64,0.20596438646316528,0.00732337412287157,0.10199064934443929,0.15058416083870102,0.43068836278476114,-0.0025855602340326246,0.20368984517265062,0.8923621209057169,0.8980093506555608,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,63,64,0.2057889848947525,0.007309709007338568,0.10275540412199642,0.1513075328399581,0.4311731949239381,-0.0025992253495656266,0.2046826740210578,0.891805654825614,0.8972445958780035,8192,2.384185791015625e-07
llama32_3b,down_input,8,8192,128,64,64,0.20567333698272705,0.0073013154104074615,0.10325963161572005,0.1517844753343729,0.4314928603926452,-0.0026076189464967333,0.20564692388636574,0.8912648742734307,0.89674036838428,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,0,64,0.2331792712211609,0.009101119679279823,0.0,0.05021082018484003,0.36259526002506215,-0.0008055759642463176,0.0,1.0,1.0,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,1,64,0.22791564464569092,0.008689329923370992,0.022573303998697374,0.07165070007548108,0.3769835909907271,-0.0012173657201551488,0.05582417458085477,0.9716871026308548,0.9774266960013026,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,2,64,0.22668209671974182,0.008602181082121234,0.027863430858983886,0.07667520532723075,0.38035554292654244,-0.0013045145614049066,0.06580920002974525,0.9665354623448923,0.9721365691410161,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,3,64,0.2256014496088028,0.008521078428675333,0.032497835560909884,0.08107691276800456,0.3833095344505122,-0.0013856172148508077,0.07471655321738448,0.9619165487622174,0.9675021644390901,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,4,64,0.22456583380699158,0.008446456302293072,0.036939121428164266,0.08529519802918877,0.38614043111388385,-0.0014602393412330682,0.08233144939227485,0.9579501816940822,0.9630608785718358,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,5,64,0.2238391935825348,0.00839290658005333,0.040055351359973256,0.08825495950023708,0.38812673084327065,-0.00151378906347281,0.08874854330860664,0.9545949175914323,0.9599446486400267,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,6,64,0.22309330105781555,0.008336222795222233,0.04325414566451411,0.09129313971914435,0.39016565749518983,-0.0015704728483039079,0.09472809809802667,0.9514577772565493,0.9567458543354859,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,7,64,0.22237229347229004,0.008283652266783561,0.04634621976591083,0.09422995824383763,0.39213656018377385,-0.0016230433767425792,0.10027420682876542,0.9485387673528345,0.9536537802340892,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,8,64,0.22173506021499634,0.008237782067890912,0.04907902381816002,0.09682554596321893,0.3938784624401002,-0.001668913575635228,0.10530154061126025,0.9458850138302962,0.95092097618184,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,9,64,0.22110816836357117,0.008190622262212557,0.05176747827700679,0.09937901091865742,0.39559209605537593,-0.0017160733813135834,0.11022158750931534,0.9432806647497258,0.9482325217229932,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,10,64,0.220557302236557,0.008150590320212741,0.05412989292960122,0.10162280679392839,0.39709791035272585,-0.0017561053233133995,0.11490237624740841,0.9407962711196254,0.9458701070703988,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,11,64,0.22004066407680511,0.008114467766533228,0.056345519374637505,0.10372718481793619,0.3985101611508058,-0.0017922278769929127,0.11898766358145851,0.9386225739979523,0.9436544806253625,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,12,64,0.21961037814617157,0.008081664817784483,0.05819082032433228,0.10547983169345893,0.3996863647228215,-0.0018250308257416574,0.12290763421546211,0.936532095437491,0.9418091796756677,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,13,64,0.21904787421226501,0.008042050780519621,0.06060314424558274,0.10777103085207189,0.4012239914245815,-0.001864644863006519,0.1265760377400802,0.9345715394018372,0.9393968557544172,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,14,64,0.21861301362514496,0.008009902180427669,0.06246806381944833,0.10954231128455492,0.40241270000063545,-0.0018967934630984718,0.13005466569725704,0.9327086009589185,0.9375319361805516,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,15,64,0.21822892129421234,0.007983113385642077,0.06411526139803722,0.11110680172171639,0.40346263154490325,-0.0019235822578840631,0.13340167742356612,0.9309126288628992,0.9358847386019628,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,16,64,0.217828631401062,0.007953875119611813,0.06583192296513969,0.11273726830355485,0.40455683976470713,-0.0019528205239143278,0.13667865238241178,0.9291508745180129,0.9341680770348603,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,17,64,0.21738699078559875,0.007921824413984905,0.06772591900153856,0.11453616524553929,0.40576408181580154,-0.001984871229541236,0.13981096014207162,0.9274637674097724,0.9322740809984614,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,18,64,0.2170347422361374,0.007898671206999606,0.0692365530626909,0.11597094913148202,0.4067269671267476,-0.0020080244365265343,0.14278446359182864,0.9258593502299209,0.9307634469373091,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,19,64,0.21665048599243164,0.007870984463785447,0.07088445358872564,0.11753610722052153,0.4077773467330494,-0.0020357111797406936,0.14567624465378778,0.9242963568824731,0.9291155464112744,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,20,64,0.21639294922351837,0.007850954955956462,0.07198891183479764,0.11858510971219834,0.4084813336542001,-0.0020557406875696786,0.1484048302188909,0.9228191425090342,0.9280110881652024,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,21,64,0.21603555977344513,0.007825985147499938,0.07352159288402467,0.12004083358886192,0.4094582718198471,-0.0020807104960262023,0.15105915067167316,0.9213798615817077,0.9264784071159753,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,22,64,0.21569499373435974,0.007799683537500058,0.07498212596358118,0.12142803210458682,0.41038922252764665,-0.002107012106026082,0.1536482436992968,0.9199737802245797,0.9250178740364188,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,23,64,0.21535176038742065,0.007777933761821587,0.07645409791521125,0.12282609513723645,0.4113274644267258,-0.002128761881704554,0.1561504507717228,0.9186128396818092,0.9235459020847887,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,24,64,0.21511340141296387,0.007759441442763779,0.07747631131011766,0.12379698235918069,0.41197902808990505,-0.002147254200762361,0.1585266595071526,0.9173185599849418,0.9225236886898823,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,25,64,0.21482256054878235,0.007740947520786042,0.07872359569632568,0.12498163957335345,0.4127740530697708,-0.002165748122740099,0.16084034018617754,0.9160565811203053,0.9212764043036743,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,26,64,0.21450001001358032,0.0077175873384036885,0.0801068684611509,0.12629545707811746,0.4136557576867486,-0.002189108305122452,0.16310872874969345,0.9148176163860786,0.9198931315388491,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,27,64,0.21425077319145203,0.0076962228548307175,0.0811757320047371,0.12731065210651452,0.41433705637581686,-0.002210472788695423,0.1652792608103995,0.9136305266296658,0.918824267995263,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,28,64,0.21398866176605225,0.00768059950902987,0.0822998088749799,0.12837828815515162,0.41505354830100577,-0.0022260961344962703,0.16737077155069124,0.9124851935507275,0.9177001911250201,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,29,64,0.21376046538352966,0.007662578434839971,0.08327843952824303,0.12930778096065637,0.4156773321180805,-0.0022441172086861694,0.16944971296335393,0.9113453171200508,0.916721560471757,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,30,64,0.21344125270843506,0.007642791727268633,0.08464739772689801,0.13060800264535813,0.4165499125627307,-0.0022639039162575076,0.17148792239919095,0.9102263881039755,0.915352602273102,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,31,64,0.21322306990623474,0.007628266933804414,0.08558308468165043,0.13149670799067617,0.41714632386282263,-0.0022784287097217266,0.17343045259011214,0.9091587030930781,0.9144169153183496,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,32,64,0.21299125254154205,0.007609668734215213,0.08657724408303573,0.13244094983312346,0.41778000577755625,-0.0022970269093109275,0.17530074081770033,0.9081295387676253,0.9134227559169643,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,33,64,0.21275082230567932,0.0075919923871303144,0.08760834017748528,0.13342027374698132,0.41843723131552807,-0.002314703256395826,0.17714200150447312,0.9071152068483511,0.9123916598225147,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,34,64,0.21249006688594818,0.007574749048251087,0.08872660175522143,0.13448238649371813,0.41915001654570894,-0.0023319465952750537,0.17893843765898362,0.9061244739775084,0.9112733982447786,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,35,64,0.21231083571910858,0.0075599902150368685,0.0894952428351123,0.1352124334745599,0.41963995201337084,-0.002346705428489272,0.18067803937169957,0.9051640517764171,0.9105047571648877,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,36,64,0.21207153797149658,0.0075477795493047815,0.0905214822017541,0.13618714452089664,0.42029408185001715,-0.002358916094221359,0.18240357104279328,0.9042103897640232,0.909478517798246,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,37,64,0.21190068125724792,0.0075343294565061334,0.09125420905759286,0.1368830805603323,0.4207611254210357,-0.002372366187020007,0.18408121012993467,0.9032822315699923,0.9087457909424072,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,38,64,0.2117059975862503,0.007519462361521082,0.09208911891033432,0.1376760689045872,0.42129330091862494,-0.002387233282005058,0.18572128750042918,0.902373931637861,0.9079108810896657,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,39,64,0.21142658591270447,0.007500626143833339,0.09328738868827195,0.13881417257417186,0.42205708375485107,-0.0024060694996928013,0.1873455030124795,0.9014735143017351,0.9067126113117281,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,40,64,0.21128273010253906,0.007491129225693927,0.09390432092848366,0.1394001281406041,0.4224503192890054,-0.0024155664178322133,0.18890521003032207,0.9006080112733164,0.9060956790715163,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,41,64,0.21104872226715088,0.007473821396197977,0.09490787426391817,0.1403532922399672,0.423089988941829,-0.002432874247328164,0.1904481264375205,0.8997510064248216,0.9050921257360819,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,42,64,0.21088893711566925,0.007463824555448023,0.09559312021500478,0.1410041314298214,0.42352676795910027,-0.002442871088078118,0.19196116787299433,0.8989098019974004,0.9044068797849952,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,43,64,0.21072158217430115,0.007451516771180221,0.09631082955722746,0.14168580399731676,0.4239842392957573,-0.002455178872345919,0.19346188549769294,0.8980746708945238,0.9036891704427725,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,44,64,0.21057316660881042,0.00743871702580528,0.09694731651729672,0.142290332425084,0.42438993910103767,-0.0024679786177208606,0.1948970370057792,0.8972752994450592,0.9030526834827033,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,45,64,0.2104242444038391,0.007428901724356302,0.09758597622401682,0.14289692450411068,0.4247970238253321,-0.002477793919169838,0.19629826890254923,0.8964941333313068,0.9024140237759831,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,46,64,0.21022987365722656,0.007417586579805377,0.09841954408617982,0.14368863824023473,0.42532834393176555,-0.0024891090637207637,0.19768122288813536,0.895722488894783,0.9015804559138202,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,47,64,0.21003791689872742,0.007403268801968283,0.09924275944959471,0.1444705192850638,0.42585306530642636,-0.0025034268415578577,0.19904215322102758,0.8949624834477546,0.9007572405504053,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,48,64,0.2098570466041565,0.007389193737073364,0.10001843000394417,0.14520724278468616,0.4263474813944277,-0.0025175019064527767,0.20036615492472662,0.8942224807480929,0.8999815699960558,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,49,64,0.20964545011520386,0.00737630881396628,0.10092587125223569,0.1460691206636314,0.4269258887473375,-0.002530386829559861,0.20165821751561444,0.8934997383795843,0.8990741287477643,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,50,64,0.20959360897541046,0.007374172206180575,0.10114819435806711,0.14628028074397298,0.4270675985488004,-0.002532523437345565,0.2029318136085893,0.8927867530331141,0.8988518056419329,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,51,64,0.20938050746917725,0.007355299368109233,0.10206208994199789,0.1471482888810713,0.42765011992584,-0.002551396275416907,0.20419036252532788,0.892081631620488,0.8979379100580022,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,52,64,0.20926454663276672,0.007351558712377107,0.10255939330778695,0.1476206222369834,0.42796710344839944,-0.0025551369311490333,0.20543487983426933,0.8913838231456361,0.897440606692213,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,53,64,0.20910567045211792,0.007337084866341459,0.1032407410957647,0.14826775899369565,0.42840139775802794,-0.002569610777184681,0.20666623908930762,0.8906928544176675,0.8967592589042352,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,54,64,0.20896829664707184,0.007326128781037938,0.10382987495970833,0.148827311963132,0.42877691447538535,-0.0025805668624882027,0.20787743913500728,0.8900126745530047,0.8961701250402917,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,55,64,0.20886549353599548,0.0073227551060022385,0.10427075081688883,0.1492460510819238,0.42905793083649274,-0.002583940537523902,0.20905491656538788,0.8893509337908249,0.8957292491831111,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,56,64,0.20869192481040955,0.00730802179790604,0.10501510825774092,0.14995303372516,0.42953238779752745,-0.0025986738456201,0.2101970726813405,0.8887085727721206,0.894984891742259,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,57,64,0.20852059125900269,0.007297673898585486,0.10574988005160402,0.15065091202460454,0.4300007348217357,-0.0026090217449406547,0.2113317579273228,0.8880699533666687,0.894250119948396,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,58,64,0.20838943123817444,0.007286920754484546,0.10631236581691823,0.15118515491830004,0.4303592659147154,-0.0026197748890415947,0.21245560480560702,0.8874369809707013,0.8936876341830817,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,59,64,0.2082471251487732,0.007277048894145305,0.1069226520085509,0.15176479813970337,0.4307482652260033,-0.0026296467493808354,0.2135533708448712,0.886818261626997,0.8930773479914491,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,60,64,0.2081471085548401,0.007270769623573905,0.1073515777591518,0.1521721871765682,0.4310216645325336,-0.0026359260199522354,0.21462759049421506,0.8862123952562303,0.8926484222408482,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,61,64,0.20802441239356995,0.007261529033716805,0.10787776587453436,0.15267195495510588,0.43135705933139695,-0.002645166609809336,0.2156854889913816,0.8856153290275741,0.8921222341254657,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,62,64,0.20785367488861084,0.007250291145448999,0.10860998149586705,0.1533674054295393,0.4318237770391181,-0.0026564044980771414,0.21671272301912914,0.8850351840355675,0.8913900185041329,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,63,64,0.2077445536851883,0.00724197875405618,0.10907795278186978,0.15381187949344888,0.4321220641549884,-0.0026647168894699605,0.21773441595952672,0.8844577909886222,0.8909220472181302,8192,2.384185791015625e-07
llama32_3b,down_input,9,8192,128,64,64,0.20759564638137817,0.007232870368153214,0.10971654858427662,0.15441841087685027,0.43252910814637063,-0.002673825275372926,0.21873492877788558,0.8838920020127541,0.8902834514157234,8192,2.384185791015625e-07
llama32_3b,down_input,10,8192,128,0,64,0.24154391884803772,0.009040987760999613,0.0,0.053295920883461474,0.3648487096894777,-0.0008538843056591049,0.0,1.0,1.0,8192,2.384185791015625e-07
