model,seed,site,layer,column,selected_directions,group_count,other_groups,changed_target_coordinates,unchanged_G,unchanged_source_order,unchanged_D,original_target_sha256,new_target_sha256,D_sha256,column_sign_transitions,column_crest_factor
llama32_3b,1,qkv,25,0,24,24,0,0,True,True,True,16e53a4df839fd9d11f4b0026c136344097daafd7ab27c16a8c40b876dada8b3,16e53a4df839fd9d11f4b0026c136344097daafd7ab27c16a8c40b876dada8b3,f626ab4903f7a59d4c9f5cc8a1a243ec08efb7dfe903f7df833df66866b08524,0,1.0
llama32_3b,1,qkv,26,0,24,24,0,0,True,True,True,a0273603314eb48f49730c833207554e304e1b52f06334bab87333e52d8e2128,a0273603314eb48f49730c833207554e304e1b52f06334bab87333e52d8e2128,baed961180560ecbcf12578452afe5b6c4033354e10c8fca29a10e8587890a06,0,1.0
llama32_3b,1,qkv,27,0,24,24,0,0,True,True,True,8b3c290a85deaf7ccbfda30e582be8813357f0b52c0e1bcbb851eccc610a7447,8b3c290a85deaf7ccbfda30e582be8813357f0b52c0e1bcbb851eccc610a7447,ec8c8ebd23a2b50b9133ab7732dd74c38270791daa8ab83c32f8ce7c65619e92,0,1.0
llama32_3b,1,down,0,0,64,64,0,0,True,True,True,ad07164981979ace6f1312051012aef50bd07d18d9e481e8c46da4d331f7c38a,ad07164981979ace6f1312051012aef50bd07d18d9e481e8c46da4d331f7c38a,be818a5ef9ff1876762ec1371226e31d5f6e731d5e884bf72dcf0d636a47d37a,0,1.0
llama32_3b,1,down,1,0,64,64,0,0,True,True,True,1a890d873c6e3e3ad09f464c1c22e1e56f7e1018134ce12339cbc114f4b5792f,1a890d873c6e3e3ad09f464c1c22e1e56f7e1018134ce12339cbc114f4b5792f,83a19c45932963dcd878f448cef8d97f305af41678640531354214338061ff0d,0,1.0
llama32_3b,1,down,2,0,64,64,0,0,True,True,True,49a89e8e42c60bff9c8222defbba8adfe53175a96c13f77030ca643da33a861c,49a89e8e42c60bff9c8222defbba8adfe53175a96c13f77030ca643da33a861c,05de4340101a99810fcb0916e89cd639e1a5f5c3b5381ba26cc01c8d270f16e7,0,1.0
llama32_3b,1,down,3,0,64,64,0,0,True,True,True,957f34ed05c81953a266d9c377a47e87b6bc7199d8a3c65f6e9f665dd4922ea7,957f34ed05c81953a266d9c377a47e87b6bc7199d8a3c65f6e9f665dd4922ea7,b7d38b75e90c25d161df6edc806e18fa5bdfbbaa6da9b36e02a49ef499afbf1b,0,1.0
llama32_3b,1,down,4,0,64,64,0,0,True,True,True,5b0b7e7c8cbd9502bd12ead893b3a65deca743dd2b6baa589d63945e5db44d3a,5b0b7e7c8cbd9502bd12ead893b3a65deca743dd2b6baa589d63945e5db44d3a,9ef31d33aa161d76fdfdd02d445a9299ba3f0cf08a03c9cb127254380c5203cd,0,1.0
llama32_3b,1,down,5,0,64,64,0,0,True,True,True,3a32a3ffb9b47d10934c1043fc9b3fedc4ed556a4c84320575534111e5e7beac,3a32a3ffb9b47d10934c1043fc9b3fedc4ed556a4c84320575534111e5e7beac,75547757ad3e28bc3d1b84f288be58693fb8f038f85756d789479e9f712d76d8,0,1.0
llama32_3b,1,down,6,0,64,64,0,0,True,True,True,11cdd48251d51e6b6dafe49f9c07022d6937c08436a4d9aca307a817b469aa48,11cdd48251d51e6b6dafe49f9c07022d6937c08436a4d9aca307a817b469aa48,dcc7f3cab0d930c038d038f2f108dc50a8cb4d776086b47fc83683e06cda707b,0,1.0
llama32_3b,1,down,7,0,64,64,0,0,True,True,True,d79d4a24bb807aaed225b0dc25d192a961fada465356d897049690fb84f7ae2b,d79d4a24bb807aaed225b0dc25d192a961fada465356d897049690fb84f7ae2b,50e331c0c53ff8445c0e8976887e8865eae934fdcd46c485a98208243ef061e9,0,1.0
llama32_3b,1,down,8,0,64,64,0,0,True,True,True,d0669df6a8c128ae2f4d31dea75372288c182e19171da3452bf5fa1842c93a12,d0669df6a8c128ae2f4d31dea75372288c182e19171da3452bf5fa1842c93a12,cd7bd63286c48ea131ad45c0d302c2e2e948f2c266422de7b13bf0ec4578737f,0,1.0
llama32_3b,1,down,9,0,64,64,0,0,True,True,True,9a14c3b31065c098de0fd8b309092d278cb37a9623bc5760a56b05c8b612ebaa,9a14c3b31065c098de0fd8b309092d278cb37a9623bc5760a56b05c8b612ebaa,67b63ed69ee504ef3d40e92ae01d0c9ec9ca15373dd1466a3a946f4dac348839,0,1.0
llama32_3b,1,down,10,0,64,64,0,0,True,True,True,fc06200a6e58cde646b6aab9125ac0b7eb9a09025e5fd9e02f52fac1bd54ee1c,fc06200a6e58cde646b6aab9125ac0b7eb9a09025e5fd9e02f52fac1bd54ee1c,0a6635bb29ebe1fd5371cf4991476288f4f69f82076c1f17decdd40f70975793,0,1.0
llama32_3b,1,down,11,0,64,64,0,0,True,True,True,5309b0c9af555a4a72fe4a373ff64633909264dacecf273e6854602f8e13edad,5309b0c9af555a4a72fe4a373ff64633909264dacecf273e6854602f8e13edad,aad2fc287a25eb9a8c20190860d79e14cf7f7814e8f5bf3d94bbbec6fb21b5d0,0,1.0
llama32_3b,1,down,12,0,64,64,0,0,True,True,True,6cc8f8a1b626c03fc1ffa173cf2511d6648a3e8f8edafc8188bd6d3edb62c77f,6cc8f8a1b626c03fc1ffa173cf2511d6648a3e8f8edafc8188bd6d3edb62c77f,5f82ef096aa54816e96b122a3b47b26f2c7eba82f51bdf5adbdc9a758202488e,0,1.0
llama32_3b,1,down,13,0,64,64,0,0,True,True,True,1bae49a693956974924e47fefff387f6828f9a91886df3e1be9a83861e7f5b23,1bae49a693956974924e47fefff387f6828f9a91886df3e1be9a83861e7f5b23,2c99b56702f7ddc0a6d3278615b94a735f64cc933d9f6a52d92228d1aa96947f,0,1.0
llama32_3b,1,down,14,0,64,64,0,0,True,True,True,47e3349eeaa80cc75bf7346b8806bfce49dee358b4f60fe975c0d44f57e32f4d,47e3349eeaa80cc75bf7346b8806bfce49dee358b4f60fe975c0d44f57e32f4d,2ef57bd198231fab03ef818a8d8ac9ce851d40683ef565ba8e9f04d17a28f788,0,1.0
llama32_3b,1,down,15,0,64,64,0,0,True,True,True,c7ef8f5abd4a67e72be5551f35fdcec027bb0c6c6a16c1ed12167e66b9e80e2c,c7ef8f5abd4a67e72be5551f35fdcec027bb0c6c6a16c1ed12167e66b9e80e2c,8a9bebbec6cea1a6a25ff116cb4997941eb885030bf53d86bfbfadbcdc48f325,0,1.0
llama32_3b,1,down,16,0,64,64,0,0,True,True,True,8781b06aff658195b598aac51adc18f3228c7c7ee4addf273d8edea4bc62780e,8781b06aff658195b598aac51adc18f3228c7c7ee4addf273d8edea4bc62780e,7190b3fad1981309837c9f665ab9611434b8759f39aaaf02a7b7bdc8b83443da,0,1.0
llama32_3b,1,down,17,0,64,64,0,0,True,True,True,012c61ba7be5da40f7c0e0a414db6ba2c98da703f6a7a73d1d984a65784fdea3,012c61ba7be5da40f7c0e0a414db6ba2c98da703f6a7a73d1d984a65784fdea3,8a05c6a44f05caca650614c747d4f078dbfc2deed1d84a14dc4e36640a73763a,0,1.0
llama32_3b,1,down,18,0,64,64,0,0,True,True,True,db6c762ed313af086142569bac5a3b18c679716f165a729fb4136bb7a96c367e,db6c762ed313af086142569bac5a3b18c679716f165a729fb4136bb7a96c367e,656047edba0dbd6fd08b4abb831f6da69858a86f2e9ea37b7203956d4fb9eecd,0,1.0
llama32_3b,1,down,19,0,64,64,0,0,True,True,True,c2ae5f22d02abc102d5a2e6c40f68683ad8cd2af192e0789cfeaba17425ac98f,c2ae5f22d02abc102d5a2e6c40f68683ad8cd2af192e0789cfeaba17425ac98f,1dd591986121381b5485da5a02f0e6c5ebb5f1317e451ee9641e0ed03641b80e,0,1.0
llama32_3b,1,down,20,0,64,64,0,0,True,True,True,0b7a3d5ed080df9c0a8b91421c4755ca67a385a9a17b43b4380183f47281634a,0b7a3d5ed080df9c0a8b91421c4755ca67a385a9a17b43b4380183f47281634a,47e5b445f0799b57ccf7fa781f7d7b4e6697b915ad50e0b440e83e6a22b89aab,0,1.0
llama32_3b,1,down,21,0,64,64,0,0,True,True,True,45269c533b08c9c4241ff946bcd684327aaa77e948390f2d091d127e2eb366c7,45269c533b08c9c4241ff946bcd684327aaa77e948390f2d091d127e2eb366c7,6833902055977c2ce34488a86814a2211062dabea3cbc9702143e8b18bab66e3,0,1.0
llama32_3b,1,down,22,0,64,64,0,0,True,True,True,f0a929b2608399d7ed078d265b8a3da7611befb85269bb3024c7d220f9268c3f,f0a929b2608399d7ed078d265b8a3da7611befb85269bb3024c7d220f9268c3f,dc638e219e38b9f19977bc1746c163b6575a16ec1a0d0fd239ff4a80ea749f0d,0,1.0
llama32_3b,1,down,23,0,64,64,0,0,True,True,True,e6f90c2174b43178e2faddf43f16a6dce38fafa5e0b19a08341fcf8f996c0ad1,e6f90c2174b43178e2faddf43f16a6dce38fafa5e0b19a08341fcf8f996c0ad1,8db1786732aa7a12d7d53d0209a44ac1e36aa8dc79a3400ed35e47f713e20ffd,0,1.0
llama32_3b,1,down,24,0,64,64,0,0,True,True,True,f1fa0a4d8a869216ec203ddb6f916e2bb0f4c5954e8b26c2be2dc3bf83fab676,f1fa0a4d8a869216ec203ddb6f916e2bb0f4c5954e8b26c2be2dc3bf83fab676,ee285480a048b719f45b40175ac62e90585b3c957360d5d8cfc1030cfae6c12d,0,1.0
llama32_3b,1,down,25,0,64,64,0,0,True,True,True,c8b3a36e0211805eab885a160c3e9d4fe7eaae1991cd007a24856a8427ecf84b,c8b3a36e0211805eab885a160c3e9d4fe7eaae1991cd007a24856a8427ecf84b,1f66a38cb846b04d022818044c218d891ee269dfc316e8fba7e60f48be52004e,0,1.0
llama32_3b,1,down,26,0,64,64,0,0,True,True,True,25cf297802926c484caa39b4450888237947d28e556b3988fa3f6897dc82f09f,25cf297802926c484caa39b4450888237947d28e556b3988fa3f6897dc82f09f,6624177265e3f804be269c394c2d76afa7cc3697dd6811024a63c2b3902cf363,0,1.0
llama32_3b,1,down,27,0,64,64,0,0,True,True,True,570d053eff3b903a0b99d7d80def5ca9f4e822fe4cb0f0b5ac9692cc2368d651,570d053eff3b903a0b99d7d80def5ca9f4e822fe4cb0f0b5ac9692cc2368d651,b445697ad924c5af94cffcd9dceaa6279667fcc2ca78e7cbff1eb4f94f8d215b,0,1.0
llama32_3b,2,qkv,0,0,24,24,0,0,True,True,True,5abf485a3546fed9ee3f54f4b4ce98c90807fc9150a6d5a790c102da8bd54208,5abf485a3546fed9ee3f54f4b4ce98c90807fc9150a6d5a790c102da8bd54208,0384d76c6cde97d4409d8e717ef90793fe362fbeb714c836f4e9d86b3d10e476,0,1.0
llama32_3b,2,qkv,1,0,24,24,0,0,True,True,True,3f3bb807eddb3a71734ae1a3e9a1b6ef3cae0e471ca72ca7b69c1f02d3e45e84,3f3bb807eddb3a71734ae1a3e9a1b6ef3cae0e471ca72ca7b69c1f02d3e45e84,6e2029094918fc62eb5870f10f1ffd944838d5457ad31640aac4e84925093065,0,1.0
llama32_3b,2,qkv,2,0,24,24,0,0,True,True,True,e6eb0f6df3063b70071f86ac393592080b01731ede2abb5cd0c035619cfbcdc1,e6eb0f6df3063b70071f86ac393592080b01731ede2abb5cd0c035619cfbcdc1,4401d41106ff6bedb5b8ce9856073842d19e56627f5a566d795bde22e409f79e,0,1.0
llama32_3b,2,qkv,3,0,24,24,0,0,True,True,True,a52068676fe0aa410d95d70352cab474cf35c25f990cf190efe3286b55e34cce,a52068676fe0aa410d95d70352cab474cf35c25f990cf190efe3286b55e34cce,c06457fead328a300cc498f4ae87123c27c3a482433e80f13dab147e3d896db4,0,1.0
llama32_3b,2,qkv,4,0,24,24,0,0,True,True,True,5fa9a2bbd99d0ac2c58a9b492f5ee37af6b03ec5beb81035d06de117027f2777,5fa9a2bbd99d0ac2c58a9b492f5ee37af6b03ec5beb81035d06de117027f2777,ff0af5c66ebd305f83461f78c41b2ae4b034b5340c0400ed2eb65bc6e1bee8bc,0,1.0
llama32_3b,2,qkv,5,0,24,24,0,0,True,True,True,49fedc3099b2c671de3c5bf8eade244cf0b4d05e6937acfa17766975b7ed09c0,49fedc3099b2c671de3c5bf8eade244cf0b4d05e6937acfa17766975b7ed09c0,d6d98bd742cb4eacee8777afdbfba76f808493a338bdf3a72e7fc52cf65f2e10,0,1.0
llama32_3b,2,qkv,6,0,24,24,0,0,True,True,True,5b776b57f22e1bb20fd28891def2faa41c887fe3006ed4fadd27167f1265ae99,5b776b57f22e1bb20fd28891def2faa41c887fe3006ed4fadd27167f1265ae99,5acb8d1ce075f83b8a1d9d1a6ebc9f733f653044420a8b7c340f2ab3688be2bb,0,1.0
llama32_3b,2,qkv,7,0,24,24,0,0,True,True,True,83a949526d2097c9ee3dbed36912319f5d1d03ab11400e1bb3cfb1f87bc0a55d,83a949526d2097c9ee3dbed36912319f5d1d03ab11400e1bb3cfb1f87bc0a55d,0fa585e2602f0b89a403a7c577c9049101e742bd5e6eefa6aeea8f9273f23a9d,0,1.0
llama32_3b,2,qkv,8,0,24,24,0,0,True,True,True,9742951d2db7462c3f8d5e8643b71e7197a36a97bc36704fdb4f81fb4fd1eb47,9742951d2db7462c3f8d5e8643b71e7197a36a97bc36704fdb4f81fb4fd1eb47,e2d4e26db1dad026e8270d8c87d7e80eff694fa455730d84cf49e09ee5821b2e,0,1.0
llama32_3b,2,qkv,9,0,24,24,0,0,True,True,True,7311b7629693e269563b6c521f1fca2b4b69a4c3c8aaede14aed9d4d8063fa47,7311b7629693e269563b6c521f1fca2b4b69a4c3c8aaede14aed9d4d8063fa47,5ae8c75dd3d8b1d0f5f92ae1a8e97ae13b3d4b642db42b01ff4accbcc809fc96,0,1.0
llama32_3b,2,qkv,10,0,24,24,0,0,True,True,True,8b6093dd48a30240bf3427638697e2b4e1d8f2ec54efa3feba2931a0c7bdab0d,8b6093dd48a30240bf3427638697e2b4e1d8f2ec54efa3feba2931a0c7bdab0d,108fc0a031fee77c2490b6ac339d9bc08b8a44e0117db95b4bc2d3c18ae0d446,0,1.0
llama32_3b,2,qkv,11,0,24,24,0,0,True,True,True,0a58191b54036a0f183912dbdb1f5ac063157d8e5f159a0040ae10fb2280de99,0a58191b54036a0f183912dbdb1f5ac063157d8e5f159a0040ae10fb2280de99,d5240cf5fd23d0a44a0d69bcef4d5f6827fc02bfa141132350a9d079d2dcd3e1,0,1.0
llama32_3b,2,qkv,12,0,24,24,0,0,True,True,True,05492b64def7df3a25f4f14ebf1f0837cfd28c9dd9a72fd734a1a3bd3b2e3cf4,05492b64def7df3a25f4f14ebf1f0837cfd28c9dd9a72fd734a1a3bd3b2e3cf4,2d96428d63ba95168a353ee65a9ba89473b203763195a4202979dbbad61f0d13,0,1.0
llama32_3b,2,qkv,13,0,24,24,0,0,True,True,True,6f176dad87fe384469556a432118d94eaa4ca8998988645df69d82b0ddf3f686,6f176dad87fe384469556a432118d94eaa4ca8998988645df69d82b0ddf3f686,7b570a34471eaddcbb389458abb112e617049d3fa84d7863af8dba0d7bfa9c45,0,1.0
llama32_3b,2,qkv,14,0,24,24,0,0,True,True,True,fe96fbfd36e28c7a72a256e0d564bec26cab0e034b296a73c1ee02f4c6ddfc10,fe96fbfd36e28c7a72a256e0d564bec26cab0e034b296a73c1ee02f4c6ddfc10,6c98e53da1b4c8ec59f25939da327748abccc37c04739a03f7b5af8bc2777635,0,1.0
llama32_3b,2,qkv,15,0,24,24,0,0,True,True,True,c98ca2e9b618ad80d4a37bb38fc2ed091a57709907f74c460f836805aa122cfb,c98ca2e9b618ad80d4a37bb38fc2ed091a57709907f74c460f836805aa122cfb,758ac9f414248abc64ac6f315fc7f02197e0f179abe8997d2724b34a6b93b54e,0,1.0
llama32_3b,2,qkv,16,0,24,24,0,0,True,True,True,cbac853f3ade81d7de0881b79c85d527ac8a24debc49d66b70426a3eeb618795,cbac853f3ade81d7de0881b79c85d527ac8a24debc49d66b70426a3eeb618795,de738aaf29c09160a2d9b482caab19c76fdda3d194bf43f72ab8f03ad66b181b,0,1.0
llama32_3b,2,qkv,17,0,24,24,0,0,True,True,True,4188e20f019febe9767c531df097d95b01654df5200a6575017f08536ad34e62,4188e20f019febe9767c531df097d95b01654df5200a6575017f08536ad34e62,aa90cdf1ad37ac3b42c321b8e0aa20dee85750f0d13a9ec3da935dfcf563a0f3,0,1.0
llama32_3b,2,qkv,18,0,24,24,0,0,True,True,True,01e3411c3908416f7aaa239ed3ec08f264c40e8941ceb7172aa9bcafcf5d0848,01e3411c3908416f7aaa239ed3ec08f264c40e8941ceb7172aa9bcafcf5d0848,4f72e35002436e1967f1edc2904c6cb0ca7f4fe0586fcdcd057f4556ec8e1799,0,1.0
llama32_3b,2,qkv,19,0,24,24,0,0,True,True,True,451b13eae2b2e00476b60c588d2dcd0086386f8671fd74c943888cf5dc769a13,451b13eae2b2e00476b60c588d2dcd0086386f8671fd74c943888cf5dc769a13,c53d134dd44e9c2243807fdbf6ff757efc6ab5653cf9bbe9e62171a4811c1c68,0,1.0
llama32_3b,2,qkv,20,0,24,24,0,0,True,True,True,41fb5941a4c21ee9fd94e36663c9fbec944049740a35dfc464d037f9f1c7f564,41fb5941a4c21ee9fd94e36663c9fbec944049740a35dfc464d037f9f1c7f564,b5df5207518f6c6d2a2fb4341fffe7c91403ec2a9758c0be6c80582e13c894f9,0,1.0
llama32_3b,2,qkv,21,0,24,24,0,0,True,True,True,ec3aac63910405452d82ac96b68c4d016516b242b8f0686b24d6c4dd403aa95a,ec3aac63910405452d82ac96b68c4d016516b242b8f0686b24d6c4dd403aa95a,786aa8edb0e8fc896783d2c39f1d7c796d76f2bc633ecdf35232ebd87b41a67a,0,1.0
llama32_3b,2,qkv,22,0,24,24,0,0,True,True,True,da686c1ab58352d695478faaa9aae4fb781424f884ae3aecf7ec15cb285eadee,da686c1ab58352d695478faaa9aae4fb781424f884ae3aecf7ec15cb285eadee,e2de5d51187c4c283a824dc3280de2c65b9f32550a0f9e90ad8f5f099347036a,0,1.0
llama32_3b,2,qkv,23,0,24,24,0,0,True,True,True,b2ffc729c2cb07d48e7b9fc651e444be6dcd89a4ff927805d0b7a39c168c05da,b2ffc729c2cb07d48e7b9fc651e444be6dcd89a4ff927805d0b7a39c168c05da,3a30e360edc73c8148f15b4569f24459de07a96338303820761afa33f57870e1,0,1.0
llama32_3b,2,qkv,24,0,24,24,0,0,True,True,True,f1da3cea55777f031a8731f9c92e6555c612a222d40aa3088d0901b22a5f8a3d,f1da3cea55777f031a8731f9c92e6555c612a222d40aa3088d0901b22a5f8a3d,a51ebf4f2f2dbe11bb284f01108de244459a99d69e99a590b61953507d38b73f,0,1.0
llama32_3b,2,qkv,25,0,24,24,0,0,True,True,True,16e53a4df839fd9d11f4b0026c136344097daafd7ab27c16a8c40b876dada8b3,16e53a4df839fd9d11f4b0026c136344097daafd7ab27c16a8c40b876dada8b3,ec51fc97b18caff7e8257d222d45e35553c79fcba3f0f7c2d74b7158a2686dd6,0,1.0
llama32_3b,2,qkv,26,0,24,24,0,0,True,True,True,a0273603314eb48f49730c833207554e304e1b52f06334bab87333e52d8e2128,a0273603314eb48f49730c833207554e304e1b52f06334bab87333e52d8e2128,0a386a747bece70bd98c06fad5bdf44d04d9b503be1f305e869a01c5ac32aba3,0,1.0
llama32_3b,2,qkv,27,0,24,24,0,0,True,True,True,8b3c290a85deaf7ccbfda30e582be8813357f0b52c0e1bcbb851eccc610a7447,8b3c290a85deaf7ccbfda30e582be8813357f0b52c0e1bcbb851eccc610a7447,39a50afeee68696bb1aef84831092651988ef1b38ee4007fc78ae013ae4339d8,0,1.0
llama32_3b,2,down,0,0,64,64,0,0,True,True,True,ad07164981979ace6f1312051012aef50bd07d18d9e481e8c46da4d331f7c38a,ad07164981979ace6f1312051012aef50bd07d18d9e481e8c46da4d331f7c38a,af56359034263a4d59b1f1a4cc73ef24ce4c97683aef9f380af036bdaefbba45,0,1.0
llama32_3b,2,down,1,0,64,64,0,0,True,True,True,1a890d873c6e3e3ad09f464c1c22e1e56f7e1018134ce12339cbc114f4b5792f,1a890d873c6e3e3ad09f464c1c22e1e56f7e1018134ce12339cbc114f4b5792f,868d4f0fec9b40c9d775e7cbc4c2d289f98bb360717ca472964626718bce4b19,0,1.0
llama32_3b,2,down,2,0,64,64,0,0,True,True,True,49a89e8e42c60bff9c8222defbba8adfe53175a96c13f77030ca643da33a861c,49a89e8e42c60bff9c8222defbba8adfe53175a96c13f77030ca643da33a861c,b2aac989c356c7b1bbdb4f895515f90d9a0a209bac373a9da165ab570f1de74f,0,1.0
llama32_3b,2,down,3,0,64,64,0,0,True,True,True,957f34ed05c81953a266d9c377a47e87b6bc7199d8a3c65f6e9f665dd4922ea7,957f34ed05c81953a266d9c377a47e87b6bc7199d8a3c65f6e9f665dd4922ea7,d3b81efc19e9205a45de141a91dcc697582e84b82e56d776e516cd11f77fc7e0,0,1.0
llama32_3b,2,down,4,0,64,64,0,0,True,True,True,5b0b7e7c8cbd9502bd12ead893b3a65deca743dd2b6baa589d63945e5db44d3a,5b0b7e7c8cbd9502bd12ead893b3a65deca743dd2b6baa589d63945e5db44d3a,3848b2aa7dbff176759b1bb32537cb9a460d96a251a2f6fd38b959ec6533dd93,0,1.0
llama32_3b,2,down,5,0,64,64,0,0,True,True,True,3a32a3ffb9b47d10934c1043fc9b3fedc4ed556a4c84320575534111e5e7beac,3a32a3ffb9b47d10934c1043fc9b3fedc4ed556a4c84320575534111e5e7beac,37a53bcd8abfb98e762f725cddea637f85d904eca03fc74574dfce786c6ace2f,0,1.0
llama32_3b,2,down,6,0,64,64,0,0,True,True,True,11cdd48251d51e6b6dafe49f9c07022d6937c08436a4d9aca307a817b469aa48,11cdd48251d51e6b6dafe49f9c07022d6937c08436a4d9aca307a817b469aa48,570ddb6f9f0c88030540548b3b8ebdcf199b927b4b93288082891715cd51d3f3,0,1.0
llama32_3b,2,down,7,0,64,64,0,0,True,True,True,d79d4a24bb807aaed225b0dc25d192a961fada465356d897049690fb84f7ae2b,d79d4a24bb807aaed225b0dc25d192a961fada465356d897049690fb84f7ae2b,bdcf71e0ecd36ebfface8e26db0aefa5f7568d3086f105c72b96e3c58504aed1,0,1.0
llama32_3b,2,down,8,0,64,64,0,0,True,True,True,d0669df6a8c128ae2f4d31dea75372288c182e19171da3452bf5fa1842c93a12,d0669df6a8c128ae2f4d31dea75372288c182e19171da3452bf5fa1842c93a12,0cf6bd8aa5342b658c468792182cf26b5fb24ef46ac95175703cb23bae6d45bf,0,1.0
llama32_3b,2,down,9,0,64,64,0,0,True,True,True,9a14c3b31065c098de0fd8b309092d278cb37a9623bc5760a56b05c8b612ebaa,9a14c3b31065c098de0fd8b309092d278cb37a9623bc5760a56b05c8b612ebaa,caa795f1615a34c29b7df5cfcbefac5c85c8f020d639a878365acb53d30cf6b5,0,1.0
llama32_3b,2,down,10,0,64,64,0,0,True,True,True,fc06200a6e58cde646b6aab9125ac0b7eb9a09025e5fd9e02f52fac1bd54ee1c,fc06200a6e58cde646b6aab9125ac0b7eb9a09025e5fd9e02f52fac1bd54ee1c,95100a510fd7a43a1a767aeb80bc3977341af1eefcb8e732f35bf2f5fd08e7d3,0,1.0
llama32_3b,2,down,11,0,64,64,0,0,True,True,True,5309b0c9af555a4a72fe4a373ff64633909264dacecf273e6854602f8e13edad,5309b0c9af555a4a72fe4a373ff64633909264dacecf273e6854602f8e13edad,463e07b2f9b552836787fcf8c89e9e65164b7eea4bcaaaf29af92ef154ed5d77,0,1.0
llama32_3b,2,down,12,0,64,64,0,0,True,True,True,6cc8f8a1b626c03fc1ffa173cf2511d6648a3e8f8edafc8188bd6d3edb62c77f,6cc8f8a1b626c03fc1ffa173cf2511d6648a3e8f8edafc8188bd6d3edb62c77f,9534232af547d5bf1f4ae230be7688217b67dd795b7977bc98b8f76c76e3465c,0,1.0
llama32_3b,2,down,13,0,64,64,0,0,True,True,True,1bae49a693956974924e47fefff387f6828f9a91886df3e1be9a83861e7f5b23,1bae49a693956974924e47fefff387f6828f9a91886df3e1be9a83861e7f5b23,dd5ac03759843529bd98876d264840e53c7f2547c2a2a7d241e1c59ce6d15022,0,1.0
llama32_3b,2,down,14,0,64,64,0,0,True,True,True,47e3349eeaa80cc75bf7346b8806bfce49dee358b4f60fe975c0d44f57e32f4d,47e3349eeaa80cc75bf7346b8806bfce49dee358b4f60fe975c0d44f57e32f4d,2a500a44deccbe9aefe232340d92546e3fe7fb071eda945ad23dae9e65003fe4,0,1.0
llama32_3b,2,down,15,0,64,64,0,0,True,True,True,c7ef8f5abd4a67e72be5551f35fdcec027bb0c6c6a16c1ed12167e66b9e80e2c,c7ef8f5abd4a67e72be5551f35fdcec027bb0c6c6a16c1ed12167e66b9e80e2c,a0babe3ab30adc85d234b7bf4908ee7c774c88c61b2ade825b710e8ebbc8741a,0,1.0
llama32_3b,2,down,16,0,64,64,0,0,True,True,True,8781b06aff658195b598aac51adc18f3228c7c7ee4addf273d8edea4bc62780e,8781b06aff658195b598aac51adc18f3228c7c7ee4addf273d8edea4bc62780e,29b445634422bc0ef1930f25efd3654d66811ad4619f2380cad2f9b89cb64be9,0,1.0
llama32_3b,2,down,17,0,64,64,0,0,True,True,True,012c61ba7be5da40f7c0e0a414db6ba2c98da703f6a7a73d1d984a65784fdea3,012c61ba7be5da40f7c0e0a414db6ba2c98da703f6a7a73d1d984a65784fdea3,b75b2efbb1efad383393a0c943fd0f0f87f82400926af9ca81fafd7d2732e2a0,0,1.0
llama32_3b,2,down,18,0,64,64,0,0,True,True,True,db6c762ed313af086142569bac5a3b18c679716f165a729fb4136bb7a96c367e,db6c762ed313af086142569bac5a3b18c679716f165a729fb4136bb7a96c367e,bb6141b3f91fbfa6600e41727a53a45616b5e4c99a115a1f2216ff1a7e2dda53,0,1.0
llama32_3b,2,down,19,0,64,64,0,0,True,True,True,c2ae5f22d02abc102d5a2e6c40f68683ad8cd2af192e0789cfeaba17425ac98f,c2ae5f22d02abc102d5a2e6c40f68683ad8cd2af192e0789cfeaba17425ac98f,210ddb1afa2e2390296ed87fa684e6e6012e70b740cccb5eab6d6ee58ec08ac1,0,1.0
llama32_3b,2,down,20,0,64,64,0,0,True,True,True,0b7a3d5ed080df9c0a8b91421c4755ca67a385a9a17b43b4380183f47281634a,0b7a3d5ed080df9c0a8b91421c4755ca67a385a9a17b43b4380183f47281634a,4522a63328fa72b18b36982ef4e93f079e31403cb560a118e61818f4c31a3e33,0,1.0
llama32_3b,2,down,21,0,64,64,0,0,True,True,True,45269c533b08c9c4241ff946bcd684327aaa77e948390f2d091d127e2eb366c7,45269c533b08c9c4241ff946bcd684327aaa77e948390f2d091d127e2eb366c7,3d187bf0bc001eb46c898ee900794f609f8baa02ab3806c220ec21f96975aa80,0,1.0
llama32_3b,2,down,22,0,64,64,0,0,True,True,True,f0a929b2608399d7ed078d265b8a3da7611befb85269bb3024c7d220f9268c3f,f0a929b2608399d7ed078d265b8a3da7611befb85269bb3024c7d220f9268c3f,a84ee886f6b588ea5d9fc5a397aeff3c4d285a3aae05b52452834d9ebfa7d9f2,0,1.0
llama32_3b,2,down,23,0,64,64,0,0,True,True,True,e6f90c2174b43178e2faddf43f16a6dce38fafa5e0b19a08341fcf8f996c0ad1,e6f90c2174b43178e2faddf43f16a6dce38fafa5e0b19a08341fcf8f996c0ad1,a0c725993920b29de9ed105b386903ef0706a7759e3d4da331fc4f0faa741cf7,0,1.0
llama32_3b,2,down,24,0,64,64,0,0,True,True,True,f1fa0a4d8a869216ec203ddb6f916e2bb0f4c5954e8b26c2be2dc3bf83fab676,f1fa0a4d8a869216ec203ddb6f916e2bb0f4c5954e8b26c2be2dc3bf83fab676,f63268c9315f4d2a5085481413b3cd31fbbbce68b0ce7901cd7da1b88bef5b2d,0,1.0
