model,site,layer,method,seed,n,k,group_size,evaluation_tokens,evaluation_rule,f,subspace_projection_fraction,selected_numerical_rank,top8_angles_include_null_completion,sqrt_one_minus_f,mean_group_range,relative_quantization_error_nmse,paired_hadamard_range,range_over_paired_hadamard,range_reduction_vs_hadamard,nmse_delta_vs_hadamard,angle_1_degrees_vs_A_top8,angle_2_degrees_vs_A_top8,angle_3_degrees_vs_A_top8,angle_4_degrees_vs_A_top8,angle_5_degrees_vs_A_top8,angle_6_degrees_vs_A_top8,angle_7_degrees_vs_A_top8,angle_8_degrees_vs_A_top8,angles_mean_degrees_vs_A_top8,factor_file
llama32_3b,down,16,A_full,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.2621777601217537,0.2621777610678658,64,False,0.8589657966870662,0.28496640004699714,0.006129689406179878,0.3674736920439443,0.7754742889537776,0.22452571104622243,-0.0035929453007865963,0.0,0.0,0.0,0.0,1.478779333471098e-06,1.7075472925031877e-06,3.818191820832846e-06,5.4668187275950014e-06,1.5589171468002667e-06,activations/llama32_3b/activation_factors/down_layer_16.pt
llama32_3b,down,16,A_full,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.26217776012425087,0.2621777610678658,64,False,0.8589657966856126,0.28499513757597583,0.0061304884592660305,0.3675555295829156,0.7753798124037874,0.2246201875962126,-0.0035938493960163643,0.0,0.0,0.0,0.0,1.478779333471098e-06,1.7075472925031877e-06,3.818191820832846e-06,5.4668187275950014e-06,1.5589171468002667e-06,activations/llama32_3b/activation_factors/down_layer_16.pt
llama32_3b,down,16,A_full,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.2621777601706175,0.2621777610678658,64,False,0.8589657966586228,0.28496028543303,0.0061293110401448225,0.36754081368977154,0.7753160324489978,0.22468396755100217,-0.0035948038003991234,0.0,0.0,0.0,0.0,1.478779333471098e-06,1.7075472925031877e-06,3.818191820832846e-06,5.4668187275950014e-06,1.5589171468002667e-06,activations/llama32_3b/activation_factors/down_layer_16.pt
llama32_3b,down,16,B_top1,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08015766313515946,0.08015766319002125,128,False,0.9590841135504438,0.3187378175114155,0.00763623192511021,0.3674736920439443,0.8673758813550638,0.13262411864493617,-0.002086402781856264,46.933035339717584,74.38407642740783,80.48300334529914,82.43296883366487,84.8188670221559,86.9935336796779,88.4223776620907,89.42306296112073,79.23636565889183,activations/llama32_3b/e27/factors/B_top1/down_layer_16.pt
llama32_3b,down,16,B_top1,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08015766318684261,0.08015766319002125,128,False,0.9590841135234998,0.31865909914307267,0.007631384874920315,0.3675555295829156,0.8669685897656655,0.1330314102343345,-0.00209295298036208,46.933035339717584,74.38407642740783,80.48300334529914,82.43296883366487,84.8188670221559,86.9935336796779,88.4223776620907,89.42306296112073,79.23636565889183,activations/llama32_3b/e27/factors/B_top1/down_layer_16.pt
llama32_3b,down,16,B_top1,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08015766314742707,0.08015766319002125,128,False,0.9590841135440483,0.31860500640639877,0.007630786138668481,0.36754081368977154,0.8668561273723527,0.13314387262764726,-0.002093328701875465,46.933035339717584,74.38407642740783,80.48300334529914,82.43296883366487,84.8188670221559,86.9935336796779,88.4223776620907,89.42306296112073,79.23636565889183,activations/llama32_3b/e27/factors/B_top1/down_layer_16.pt
llama32_3b,down,16,B_top1_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08015766313515946,0.08015766319002125,128,False,0.9590841135504438,0.3187378175114155,0.00763623192511021,0.3674736920439443,0.8673758813550638,0.13262411864493617,-0.002086402781856264,46.933035339717584,74.38407642740783,80.48300334529914,82.43296883366487,84.8188670221559,86.9935336796779,88.4223776620907,89.42306296112073,79.23636565889183,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_16.pt
llama32_3b,down,16,B_top1_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08015766318684261,0.08015766319002125,128,False,0.9590841135234998,0.31865909914307267,0.007631384874920315,0.3675555295829156,0.8669685897656655,0.1330314102343345,-0.00209295298036208,46.933035339717584,74.38407642740783,80.48300334529914,82.43296883366487,84.8188670221559,86.9935336796779,88.4223776620907,89.42306296112073,79.23636565889183,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_16.pt
llama32_3b,down,16,B_top1_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08015766314742707,0.08015766319002125,128,False,0.9590841135440483,0.31860500640639877,0.007630786138668481,0.36754081368977154,0.8668561273723527,0.13314387262764726,-0.002093328701875465,46.933035339717584,74.38407642740783,80.48300334529914,82.43296883366487,84.8188670221559,86.9935336796779,88.4223776620907,89.42306296112073,79.23636565889183,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_16.pt
llama32_3b,down,16,C_top1pct,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.14626418613127945,0.14626419202683227,-1,False,0.9239782540020737,0.3086535122511407,0.007152126938008663,0.3674736920439443,0.8399336304440275,0.16006636955597253,-0.002570507768957811,34.73181798834226,58.37929339103714,71.43528567948219,81.29787525846342,82.37500068036316,85.78045154824618,86.85969564044457,88.70076612069346,73.69502328838405,activations/llama32_3b/e27/factors/C_top1pct/down_layer_16.pt
llama32_3b,down,16,C_top1pct,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.14626418612218753,0.14626419202683227,-1,False,0.9239782540069936,0.3086767053307682,0.007155579207657468,0.3675555295829156,0.8398097171359107,0.16019028286408932,-0.0025687586476249268,34.73181798834226,58.37929339103714,71.43528567948219,81.29787525846342,82.37500068036316,85.78045154824618,86.85969564044457,88.70076612069346,73.69502328838405,activations/llama32_3b/e27/factors/C_top1pct/down_layer_16.pt
llama32_3b,down,16,C_top1pct,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.14626418606284838,0.14626419202683227,-1,False,0.9239782540391043,0.30854056082016257,0.007148527398229221,0.36754081368977154,0.8394729219938849,0.1605270780061151,-0.0025755874423147246,34.73181798834226,58.37929339103714,71.43528567948219,81.29787525846342,82.37500068036316,85.78045154824618,86.85969564044457,88.70076612069346,73.69502328838405,activations/llama32_3b/e27/factors/C_top1pct/down_layer_16.pt
llama32_3b,down,16,C_top1pct_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.14622975739590235,0.146229751801152,-1,False,0.9239968845207746,0.308663754478701,0.007152552291789281,0.3674736920439443,0.8399615024462471,0.16003849755375288,-0.0025700824151771934,34.750288126187584,58.37940038784867,71.43951349091688,81.29862006485752,82.37499604184502,85.78194579723166,86.85980328395387,88.69987077557113,73.69805474605154,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_16.pt
llama32_3b,down,16,C_top1pct_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.14622975747432465,0.146229751801152,-1,False,0.9239968844783382,0.3086704284956454,0.0071552570167546905,0.3675555295829156,0.8397926398928343,0.16020736010716574,-0.0025690808385277044,34.750288126187584,58.37940038784867,71.43951349091688,81.29862006485752,82.37499604184502,85.78194579723166,86.85980328395387,88.69987077557113,73.69805474605154,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_16.pt
llama32_3b,down,16,C_top1pct_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.1462297573616808,0.146229751801152,-1,False,0.9239968845392927,0.30855517410851974,0.007148370261364875,0.36754081368977154,0.8395126816282245,0.16048731837177554,-0.0025757445791790706,34.750288126187584,58.37940038784867,71.43951349091688,81.29862006485752,82.37499604184502,85.78194579723166,86.85980328395387,88.69987077557113,73.69805474605154,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_16.pt
llama32_3b,down,16,hadamard,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.007448450696624067,nan,-1,False,0.9962688137763703,0.3674736920439443,0.009722634706966474,0.3674736920439443,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,16,hadamard,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.007448450705580435,nan,-1,False,0.9962688137718753,0.3675555295829156,0.009724337855282395,0.3675555295829156,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,16,hadamard,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.007448450702268069,nan,-1,False,0.9962688137735377,0.36754081368977154,0.009724114840543946,0.36754081368977154,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,17,A_full,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.25824653145240584,0.2582465325393645,64,False,0.8612511065581246,0.29087875241879146,0.006160646881368931,0.3732818257499275,0.7792470255802373,0.22075297441976272,-0.003541614387427362,0.0,0.0,0.0,0.0,0.0,1.2074182697257333e-06,2.561320938754782e-06,3.91248236030638e-06,9.60152696098362e-07,activations/llama32_3b/activation_factors/down_layer_17.pt
llama32_3b,down,17,A_full,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.2582465313267352,0.2582465325393645,64,False,0.8612511066310828,0.2908808513993648,0.006158338502023809,0.373370803393243,0.7790669456631353,0.22093305433686472,-0.0035480718047430845,0.0,0.0,0.0,0.0,0.0,1.2074182697257333e-06,2.561320938754782e-06,3.91248236030638e-06,9.60152696098362e-07,activations/llama32_3b/activation_factors/down_layer_17.pt
llama32_3b,down,17,A_full,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.25824653142865217,0.2582465325393645,64,False,0.8612511065719148,0.29088717067540415,0.0061599586795449655,0.3733556482729057,0.779115494893435,0.220884505106565,-0.0035432769198478643,0.0,0.0,0.0,0.0,0.0,1.2074182697257333e-06,2.561320938754782e-06,3.91248236030638e-06,9.60152696098362e-07,activations/llama32_3b/activation_factors/down_layer_17.pt
llama32_3b,down,17,B_top1,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.06425652163034944,0.06425652157779657,128,False,0.967338347409866,0.3257627222104773,0.007700585199607239,0.3732818257499275,0.8726991236608325,0.12730087633916753,-0.0020016760691890538,58.85749302715281,77.54933016365946,82.54810129004323,84.1354105587388,85.89801941565284,87.66298099726191,88.93408663875651,89.57383134581296,81.89490667963481,activations/llama32_3b/e27/factors/B_top1/down_layer_17.pt
llama32_3b,down,17,B_top1,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.06425652184823594,0.06425652157779657,128,False,0.9673383472972443,0.3257717832355098,0.007702361347045549,0.373370803393243,0.872515419724448,0.12748458027555198,-0.0020040489597213445,58.85749302715281,77.54933016365946,82.54810129004323,84.1354105587388,85.89801941565284,87.66298099726191,88.93408663875651,89.57383134581296,81.89490667963481,activations/llama32_3b/e27/factors/B_top1/down_layer_17.pt
llama32_3b,down,17,B_top1,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.06425652179998002,0.06425652157779657,128,False,0.9673383473221869,0.32573343907024466,0.007702789707071482,0.3733556482729057,0.8724481351147221,0.12755186488527792,-0.002000445892321348,58.85749302715281,77.54933016365946,82.54810129004323,84.1354105587388,85.89801941565284,87.66298099726191,88.93408663875651,89.57383134581296,81.89490667963481,activations/llama32_3b/e27/factors/B_top1/down_layer_17.pt
llama32_3b,down,17,B_top1_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.06425652163034944,0.06425652157779657,128,False,0.967338347409866,0.3257627222104773,0.007700585199607239,0.3732818257499275,0.8726991236608325,0.12730087633916753,-0.0020016760691890538,58.85749302715281,77.54933016365946,82.54810129004323,84.1354105587388,85.89801941565284,87.66298099726191,88.93408663875651,89.57383134581296,81.89490667963481,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_17.pt
llama32_3b,down,17,B_top1_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.06425652184823594,0.06425652157779657,128,False,0.9673383472972443,0.3257717832355098,0.007702361347045549,0.373370803393243,0.872515419724448,0.12748458027555198,-0.0020040489597213445,58.85749302715281,77.54933016365946,82.54810129004323,84.1354105587388,85.89801941565284,87.66298099726191,88.93408663875651,89.57383134581296,81.89490667963481,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_17.pt
llama32_3b,down,17,B_top1_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.06425652179998002,0.06425652157779657,128,False,0.9673383473221869,0.32573343907024466,0.007702789707071482,0.3733556482729057,0.8724481351147221,0.12755186488527792,-0.002000445892321348,58.85749302715281,77.54933016365946,82.54810129004323,84.1354105587388,85.89801941565284,87.66298099726191,88.93408663875651,89.57383134581296,81.89490667963481,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_17.pt
llama32_3b,down,17,C_top1pct,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.11979348456709975,0.11979348811519801,-1,False,0.9381932186031299,0.31820642547083366,0.007326837124053907,0.3732818257499275,0.8524562502649393,0.14754374973506068,-0.0023754241447423857,31.794332115761712,65.09145550249187,76.03977523789185,80.87527566928091,82.00851155211956,83.18913155106472,85.25536550350411,88.74357880078166,74.12467824161205,activations/llama32_3b/e27/factors/C_top1pct/down_layer_17.pt
llama32_3b,down,17,C_top1pct,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.11979348459738524,0.11979348811519801,-1,False,0.9381932185869896,0.3181658094442241,0.007323812765266124,0.373370803393243,0.852144320211145,0.14785567978885505,-0.0023825975415007698,31.794332115761712,65.09145550249187,76.03977523789185,80.87527566928091,82.00851155211956,83.18913155106472,85.25536550350411,88.74357880078166,74.12467824161205,activations/llama32_3b/e27/factors/C_top1pct/down_layer_17.pt
llama32_3b,down,17,C_top1pct,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.1197934844231774,0.11979348811519801,-1,False,0.9381932186798317,0.3182202231125615,0.007328226491583052,0.3733556482729057,0.8523246523378086,0.14767534766219137,-0.0023750091078097776,31.794332115761712,65.09145550249187,76.03977523789185,80.87527566928091,82.00851155211956,83.18913155106472,85.25536550350411,88.74357880078166,74.12467824161205,activations/llama32_3b/e27/factors/C_top1pct/down_layer_17.pt
llama32_3b,down,17,C_top1pct_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.11977706565338353,0.11977706562028877,-1,False,0.9382019688460563,0.31821034644104884,0.007326889716576425,0.3732818257499275,0.8524667543129392,0.14753324568706083,-0.0023753715522198673,31.806043542104117,65.1003803587655,76.04030588206655,80.87576208305434,82.00859417069081,83.18873146329184,85.25558501718434,88.7437429329044,74.12739318125773,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_17.pt
llama32_3b,down,17,C_top1pct_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.11977706577294434,0.11977706562028877,-1,False,0.9382019687823383,0.31817019396302726,0.007323914562609401,0.373370803393243,0.8521560632793316,0.14784393672066842,-0.0023824957441574927,31.806043542104117,65.1003803587655,76.04030588206655,80.87576208305434,82.00859417069081,83.18873146329184,85.25558501718434,88.7437429329044,74.12739318125773,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_17.pt
llama32_3b,down,17,C_top1pct_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.11977706570821937,0.11977706562028877,-1,False,0.9382019688168325,0.3182243699775853,0.0073284423432817885,0.3733556482729057,0.8523357593480896,0.14766424065191042,-0.0023747932561110413,31.806043542104117,65.1003803587655,76.04030588206655,80.87576208305434,82.00859417069081,83.18873146329184,85.25558501718434,88.7437429329044,74.12739318125773,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_17.pt
llama32_3b,down,17,hadamard,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.009722964773903626,nan,-1,False,0.9951266428078872,0.3732818257499275,0.009702261268796293,0.3732818257499275,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,17,hadamard,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.009722964774878464,nan,-1,False,0.9951266428073975,0.373370803393243,0.009706410306766894,0.373370803393243,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,17,hadamard,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.009722964774949017,nan,-1,False,0.995126642807362,0.3733556482729057,0.00970323559939283,0.3733556482729057,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,18,A_full,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.2500117459909031,0.2500117502924973,64,False,0.8660186222068766,0.29853326863459984,0.006200525573565432,0.3817731490287599,0.7819650737462173,0.21803492625378273,-0.003468689088596156,0.0,0.0,0.0,1.9090959104164224e-06,3.4150945850063763e-06,3.52019892386405e-06,3.7215130446689423e-06,3.818191820832846e-06,2.04801178559858e-06,activations/llama32_3b/activation_factors/down_layer_18.pt
llama32_3b,down,18,A_full,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.2500117460019336,0.2500117502924973,64,False,0.8660186222005082,0.2985334480230222,0.006201455236770108,0.38164883412471795,0.782220254144587,0.21777974585541304,-0.0034617109008618077,0.0,0.0,0.0,1.9090959104164224e-06,3.4150945850063763e-06,3.52019892386405e-06,3.7215130446689423e-06,3.818191820832846e-06,2.04801178559858e-06,activations/llama32_3b/activation_factors/down_layer_18.pt
llama32_3b,down,18,A_full,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.2500117461120501,0.2500117502924973,64,False,0.8660186221369318,0.2985269998508784,0.006200104171811364,0.3816633192258223,0.7821736719588872,0.2178263280411128,-0.0034631080767607786,0.0,0.0,0.0,1.9090959104164224e-06,3.4150945850063763e-06,3.52019892386405e-06,3.7215130446689423e-06,3.818191820832846e-06,2.04801178559858e-06,activations/llama32_3b/activation_factors/down_layer_18.pt
llama32_3b,down,18,B_top1,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.07873887679150868,0.07873887684860605,128,False,0.9598234854432826,0.3322356308542922,0.007620347609748117,0.3817731490287599,0.8702435771072629,0.12975642289273714,-0.0020488670524134714,43.61609664915404,80.65607625309868,81.37284627864113,86.0013865695311,86.91066067731535,88.3700955571156,88.92500739819347,89.40618192580521,80.65729391360682,activations/llama32_3b/e27/factors/B_top1/down_layer_18.pt
llama32_3b,down,18,B_top1,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.07873887680489719,0.07873887684860605,128,False,0.9598234854363081,0.33228551804310413,0.007622203008527897,0.38164883412471795,0.8706577574255538,0.12934224257444615,-0.002040963129104018,43.61609664915404,80.65607625309868,81.37284627864113,86.0013865695311,86.91066067731535,88.3700955571156,88.92500739819347,89.40618192580521,80.65729391360682,activations/llama32_3b/e27/factors/B_top1/down_layer_18.pt
llama32_3b,down,18,B_top1,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.07873887691009143,0.07873887684860605,128,False,0.9598234853815094,0.33225042037717145,0.007623283220097656,0.3816633192258223,0.8705327539757253,0.12946724602427473,-0.002039929028474487,43.61609664915404,80.65607625309868,81.37284627864113,86.0013865695311,86.91066067731535,88.3700955571156,88.92500739819347,89.40618192580521,80.65729391360682,activations/llama32_3b/e27/factors/B_top1/down_layer_18.pt
llama32_3b,down,18,B_top1_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.07873887679150868,0.07873887684860605,128,False,0.9598234854432826,0.3322356308542922,0.007620347609748117,0.3817731490287599,0.8702435771072629,0.12975642289273714,-0.0020488670524134714,43.61609664915404,80.65607625309868,81.37284627864113,86.0013865695311,86.91066067731535,88.3700955571156,88.92500739819347,89.40618192580521,80.65729391360682,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_18.pt
llama32_3b,down,18,B_top1_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.07873887680489719,0.07873887684860605,128,False,0.9598234854363081,0.33228551804310413,0.007622203008527897,0.38164883412471795,0.8706577574255538,0.12934224257444615,-0.002040963129104018,43.61609664915404,80.65607625309868,81.37284627864113,86.0013865695311,86.91066067731535,88.3700955571156,88.92500739819347,89.40618192580521,80.65729391360682,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_18.pt
llama32_3b,down,18,B_top1_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.07873887691009143,0.07873887684860605,128,False,0.9598234853815094,0.33225042037717145,0.007623283220097656,0.3816633192258223,0.8705327539757253,0.12946724602427473,-0.002039929028474487,43.61609664915404,80.65607625309868,81.37284627864113,86.0013865695311,86.91066067731535,88.3700955571156,88.92500739819347,89.40618192580521,80.65729391360682,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_18.pt
llama32_3b,down,18,C_top1pct,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.1287878394028851,0.1287878438169176,-1,False,0.9333874654167554,0.32443438124380464,0.007264258991361726,0.3817731490287599,0.849809322811658,0.150190677188342,-0.002404955670799862,14.94991250818183,27.56234904765295,68.4007692700184,76.32663827587479,84.1308028374502,85.8035544894185,88.71174235218581,89.35126007887666,66.9046286074574,activations/llama32_3b/e27/factors/C_top1pct/down_layer_18.pt
llama32_3b,down,18,C_top1pct,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.1287878393309749,0.1287878438169176,-1,False,0.9333874654552765,0.3244461351724084,0.007265254073773255,0.38164883412471795,0.85011692991674,0.14988307008325996,-0.00239791206385866,14.94991250818183,27.56234904765295,68.4007692700184,76.32663827587479,84.1308028374502,85.8035544894185,88.71174235218581,89.35126007887666,66.9046286074574,activations/llama32_3b/e27/factors/C_top1pct/down_layer_18.pt
llama32_3b,down,18,C_top1pct,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.12878783948164374,0.1287878438169176,-1,False,0.9333874653745657,0.3244209697528362,0.00726535344596347,0.3816633192258223,0.8500187296251097,0.14998127037489029,-0.002397858802608673,14.94991250818183,27.56234904765295,68.4007692700184,76.32663827587479,84.1308028374502,85.8035544894185,88.71174235218581,89.35126007887666,66.9046286074574,activations/llama32_3b/e27/factors/C_top1pct/down_layer_18.pt
llama32_3b,down,18,C_top1pct_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.1287665503490212,0.12876655446599494,-1,False,0.9333988695359443,0.3244324327375381,0.0072649704330392945,0.3817731490287599,0.8498042189789984,0.15019578102100162,-0.002404244229122294,14.949950525836757,27.579543123370236,68.3888558719006,76.32231998070255,84.13125730210787,85.79676733268853,88.7162246809429,89.35123524908627,66.90451925832946,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_18.pt
llama32_3b,down,18,C_top1pct_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.12876655029957385,0.12876655446599494,-1,False,0.9333988695624321,0.32444747493934756,0.007264838652752948,0.38164883412471795,0.85012044038715,0.14987955961285004,-0.0023983274848789673,14.949950525836757,27.579543123370236,68.3888558719006,76.32231998070255,84.13125730210787,85.79676733268853,88.7162246809429,89.35123524908627,66.90451925832946,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_18.pt
llama32_3b,down,18,C_top1pct_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.12876655044455887,0.12876655446599494,-1,False,0.933398869484767,0.32442066503996614,0.0072648403099350185,0.3816633192258223,0.8500179312437754,0.14998206875622455,-0.0023983719386371245,14.949950525836757,27.579543123370236,68.3888558719006,76.32231998070255,84.13125730210787,85.79676733268853,88.7162246809429,89.35123524908627,66.90451925832946,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_18.pt
llama32_3b,down,18,hadamard,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.011848214134314295,nan,-1,False,0.9940582406809401,0.3817731490287599,0.009669214662161588,0.3817731490287599,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,18,hadamard,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.011848214132993149,nan,-1,False,0.9940582406816045,0.38164883412471795,0.009663166137631915,0.38164883412471795,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,18,hadamard,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.01184821412740454,nan,-1,False,0.9940582406844155,0.3816633192258223,0.009663212248572143,0.3816633192258223,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,19,A_full,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.304898534092951,0.30489854558389007,64,False,0.8337274530127031,0.32783664873666396,0.005654436758031978,0.43863657065992356,0.7473992609495318,0.2526007390504682,-0.004018390536165716,0.0,0.0,0.0,0.0,1.2074182697257333e-06,1.478779333471098e-06,1.478779333471098e-06,5.193302344775283e-06,1.1697849101804016e-06,activations/llama32_3b/activation_factors/down_layer_19.pt
llama32_3b,down,19,A_full,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.3048985340127333,0.30489854558389007,64,False,0.833727453060811,0.32781146590791366,0.005651710153592034,0.4387808034669547,0.7470961886157393,0.25290381138426066,-0.0040291744186710925,0.0,0.0,0.0,0.0,1.2074182697257333e-06,1.478779333471098e-06,1.478779333471098e-06,5.193302344775283e-06,1.1697849101804016e-06,activations/llama32_3b/activation_factors/down_layer_19.pt
llama32_3b,down,19,A_full,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.3048985342398871,0.30489854558389007,64,False,0.8337274529245831,0.32775337143404215,0.005651108638799917,0.43871104834724406,0.7470825562036499,0.25291744379635006,-0.004025470984966035,0.0,0.0,0.0,0.0,1.2074182697257333e-06,1.478779333471098e-06,1.478779333471098e-06,5.193302344775283e-06,1.1697849101804016e-06,activations/llama32_3b/activation_factors/down_layer_19.pt
llama32_3b,down,19,B_top1,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.12325670471013715,0.12325670105693191,128,False,0.9363457135534198,0.3683260693537562,0.007098886592249823,0.43863657065992356,0.839706704800318,0.16029329519968205,-0.0025739407019478707,19.794923825440176,37.23970728884877,75.69649149535975,83.43238286798167,84.46224385938426,85.85919401663534,87.54609752181156,89.95748730834457,70.49856602297577,activations/llama32_3b/e27/factors/B_top1/down_layer_19.pt
