model,site,layer,method,nar_group_size,fp4_block_size,scale_rule,layer_global_nmse,transformed_pearson_kurtosis,blocks
llama32_3b,down_input,7,hadamard_b16,,16,mse_optimal,0.006731048517487903,7.540401458740234,1048576
llama32_3b,down_input,7,nar_b128,128,16,absmax,0.009492778733907628,3.8014376163482666,1048576
llama32_3b,down_input,7,nar_b128,128,16,mse_optimal,0.006774188073633415,3.8014376163482666,1048576
llama32_3b,down_input,7,nar_b16,16,16,absmax,0.010190106135493723,8.752178192138672,1048576
llama32_3b,down_input,7,nar_b16,16,16,mse_optimal,0.006696348921544963,8.752178192138672,1048576
llama32_3b,down_input,8,identity,,16,absmax,0.008417010591860391,65.0563735961914,1048576
llama32_3b,down_input,8,identity,,16,mse_optimal,0.007024099680395177,65.0563735961914,1048576
llama32_3b,down_input,8,hadamard_b16,,16,absmax,0.009880959964944619,7.097949981689453,1048576
llama32_3b,down_input,8,hadamard_b16,,16,mse_optimal,0.006724858250738923,7.097949981689453,1048576
llama32_3b,down_input,8,nar_b128,128,16,absmax,0.009472495643914447,3.791083812713623,1048576
llama32_3b,down_input,8,nar_b128,128,16,mse_optimal,0.006758335257308653,3.791083812713623,1048576
llama32_3b,down_input,8,nar_b16,16,16,absmax,0.010158704473845705,8.617488861083984,1048576
llama32_3b,down_input,8,nar_b16,16,16,mse_optimal,0.006685490207380385,8.617488861083984,1048576
llama32_3b,down_input,9,identity,,16,absmax,0.008424656823926291,53.936302185058594,1048576
llama32_3b,down_input,9,identity,,16,mse_optimal,0.00701458404904779,53.936302185058594,1048576
llama32_3b,down_input,9,hadamard_b16,,16,absmax,0.009814162902295406,6.45141077041626,1048576
llama32_3b,down_input,9,hadamard_b16,,16,mse_optimal,0.006728152249852761,6.45141077041626,1048576
llama32_3b,down_input,9,nar_b128,128,16,absmax,0.00946302721935104,3.7380385398864746,1048576
llama32_3b,down_input,9,nar_b128,128,16,mse_optimal,0.0067506708054280605,3.7380385398864746,1048576
llama32_3b,down_input,9,nar_b16,16,16,absmax,0.010192276276434674,8.353499412536621,1048576
llama32_3b,down_input,9,nar_b16,16,16,mse_optimal,0.0066789932888054095,8.353499412536621,1048576
llama32_3b,down_input,10,identity,,16,absmax,0.008365756433535636,57.75501251220703,1048576
llama32_3b,down_input,10,identity,,16,mse_optimal,0.006982489261167085,57.75501251220703,1048576
llama32_3b,down_input,10,hadamard_b16,,16,absmax,0.009851477086551303,6.653995037078857,1048576
llama32_3b,down_input,10,hadamard_b16,,16,mse_optimal,0.006684405782186701,6.653995037078857,1048576
llama32_3b,down_input,10,nar_b128,128,16,absmax,0.009482500843451524,3.818067789077759,1048576
llama32_3b,down_input,10,nar_b128,128,16,mse_optimal,0.0067292638802655775,3.818067789077759,1048576
llama32_3b,down_input,10,nar_b16,16,16,absmax,0.010287057229431748,9.465370178222656,1048576
llama32_3b,down_input,10,nar_b16,16,16,mse_optimal,0.006623586755088262,9.465370178222656,1048576
llama32_3b,down_input,11,identity,,16,absmax,0.008298198877312904,71.0004653930664,1048576
llama32_3b,down_input,11,identity,,16,mse_optimal,0.0069148918899894956,71.0004653930664,1048576
llama32_3b,down_input,11,hadamard_b16,,16,absmax,0.009720538189913294,7.435373306274414,1048576
llama32_3b,down_input,11,hadamard_b16,,16,mse_optimal,0.006628945413000073,7.435373306274414,1048576
llama32_3b,down_input,11,nar_b128,128,16,absmax,0.009452104891224913,3.659914016723633,1048576
llama32_3b,down_input,11,nar_b128,128,16,mse_optimal,0.006703867986814921,3.659914016723633,1048576
llama32_3b,down_input,11,nar_b16,16,16,absmax,0.010211736277296992,8.360498428344727,1048576
llama32_3b,down_input,11,nar_b16,16,16,mse_optimal,0.006621461576852962,8.360498428344727,1048576
llama32_3b,down_input,12,identity,,16,absmax,0.00800574536748636,246.55039978027344,1048576
llama32_3b,down_input,12,identity,,16,mse_optimal,0.006709429757789324,246.55039978027344,1048576
llama32_3b,down_input,12,hadamard_b16,,16,absmax,0.009609080656447546,18.16221809387207,1048576
llama32_3b,down_input,12,hadamard_b16,,16,mse_optimal,0.006380842929722202,18.16221809387207,1048576
llama32_3b,down_input,12,nar_b128,128,16,absmax,0.009547903081954691,4.383652687072754,1048576
llama32_3b,down_input,12,nar_b128,128,16,mse_optimal,0.006583784893597655,4.383652687072754,1048576
llama32_3b,down_input,12,nar_b16,16,16,absmax,0.010495522735882385,16.69602394104004,1048576
llama32_3b,down_input,12,nar_b16,16,16,mse_optimal,0.006372401897162494,16.69602394104004,1048576
llama32_3b,down_input,13,identity,,16,absmax,0.007094626422788912,2338.566162109375,1048576
llama32_3b,down_input,13,identity,,16,mse_optimal,0.005992521337097692,2338.566162109375,1048576
llama32_3b,down_input,13,hadamard_b16,,16,absmax,0.008692689514682037,148.46607971191406,1048576
llama32_3b,down_input,13,hadamard_b16,,16,mse_optimal,0.005693633792808299,148.46607971191406,1048576
llama32_3b,down_input,13,nar_b128,128,16,absmax,0.009361470288317858,6.030418872833252,1048576
llama32_3b,down_input,13,nar_b128,128,16,mse_optimal,0.006448752543263782,6.030418872833252,1048576
llama32_3b,down_input,13,nar_b16,16,16,absmax,0.010158595457923936,30.449304580688477,1048576
llama32_3b,down_input,13,nar_b16,16,16,mse_optimal,0.006197812527140204,30.449304580688477,1048576
llama32_3b,down_input,14,identity,,16,absmax,0.008030273996493307,193.62376403808594,1048576
llama32_3b,down_input,14,identity,,16,mse_optimal,0.00681449474726786,193.62376403808594,1048576
llama32_3b,down_input,14,hadamard_b16,,16,absmax,0.01010117490143019,15.15852165222168,1048576
llama32_3b,down_input,14,hadamard_b16,,16,mse_optimal,0.006421445292310075,15.15852165222168,1048576
llama32_3b,down_input,14,nar_b128,128,16,absmax,0.009545405432830665,4.463214874267578,1048576
llama32_3b,down_input,14,nar_b128,128,16,mse_optimal,0.006618709452582923,4.463214874267578,1048576
llama32_3b,down_input,14,nar_b16,16,16,absmax,0.010475891090521858,14.739870071411133,1048576
llama32_3b,down_input,14,nar_b16,16,16,mse_optimal,0.006367904040603441,14.739870071411133,1048576
llama32_3b,down_input,15,identity,,16,absmax,0.007954087734258715,263.03265380859375,1048576
llama32_3b,down_input,15,identity,,16,mse_optimal,0.006773502706321646,263.03265380859375,1048576
llama32_3b,down_input,15,hadamard_b16,,16,absmax,0.010101082518849067,19.481698989868164,1048576
llama32_3b,down_input,15,hadamard_b16,,16,mse_optimal,0.006347326459984845,19.481698989868164,1048576
llama32_3b,down_input,15,nar_b128,128,16,absmax,0.00966569243817908,5.0529890060424805,1048576
llama32_3b,down_input,15,nar_b128,128,16,mse_optimal,0.006601279931375396,5.0529890060424805,1048576
llama32_3b,down_input,15,nar_b16,16,16,absmax,0.01057141065735347,20.136795043945312,1048576
llama32_3b,down_input,15,nar_b16,16,16,mse_optimal,0.006205788619536511,20.136795043945312,1048576
llama32_3b,down_input,16,identity,,16,absmax,0.007892235294489812,347.3973388671875,1048576
llama32_3b,down_input,16,identity,,16,mse_optimal,0.006735277268261402,347.3973388671875,1048576
llama32_3b,down_input,16,hadamard_b16,,16,absmax,0.010097434351217922,24.828004837036133,1048576
llama32_3b,down_input,16,hadamard_b16,,16,mse_optimal,0.006306329228326353,24.828004837036133,1048576
llama32_3b,down_input,16,nar_b128,128,16,absmax,0.009695513081844393,5.544500350952148,1048576
llama32_3b,down_input,16,nar_b128,128,16,mse_optimal,0.0065897443720421165,5.544500350952148,1048576
llama32_3b,down_input,16,nar_b16,16,16,absmax,0.010587850209689519,23.614280700683594,1048576
llama32_3b,down_input,16,nar_b16,16,16,mse_optimal,0.006217906002430019,23.614280700683594,1048576
llama32_3b,down_input,17,identity,,16,absmax,0.00787200888303252,345.2812194824219,1048576
llama32_3b,down_input,17,identity,,16,mse_optimal,0.006727257429417136,345.2812194824219,1048576
llama32_3b,down_input,17,hadamard_b16,,16,absmax,0.01018584037784376,24.66840171813965,1048576
llama32_3b,down_input,17,hadamard_b16,,16,mse_optimal,0.0062799926937878205,24.66840171813965,1048576
llama32_3b,down_input,17,nar_b128,128,16,absmax,0.009666633193006749,5.369447231292725,1048576
llama32_3b,down_input,17,nar_b128,128,16,mse_optimal,0.006596542903881075,5.369447231292725,1048576
llama32_3b,down_input,17,nar_b16,16,16,absmax,0.01057910805325048,21.715991973876953,1048576
llama32_3b,down_input,17,nar_b16,16,16,mse_optimal,0.0062529828143957295,21.715991973876953,1048576
llama32_3b,down_input,18,identity,,16,absmax,0.00783088363257614,410.0631408691406,1048576
llama32_3b,down_input,18,identity,,16,mse_optimal,0.006680126064923618,410.0631408691406,1048576
llama32_3b,down_input,18,hadamard_b16,,16,absmax,0.010140980646533434,28.816003799438477,1048576
llama32_3b,down_input,18,hadamard_b16,,16,mse_optimal,0.00626013453297854,28.816003799438477,1048576
llama32_3b,down_input,18,nar_b128,128,16,absmax,0.009728692825960917,6.1521196365356445,1048576
llama32_3b,down_input,18,nar_b128,128,16,mse_optimal,0.006575382200787403,6.1521196365356445,1048576
llama32_3b,down_input,18,nar_b16,16,16,absmax,0.01055070315901726,27.619714736938477,1048576
llama32_3b,down_input,18,nar_b16,16,16,mse_optimal,0.00614060966559548,27.619714736938477,1048576
llama32_3b,down_input,19,identity,,16,absmax,0.007682794493523222,545.7488403320312,1048576
llama32_3b,down_input,19,identity,,16,mse_optimal,0.0066231692663084145,545.7488403320312,1048576
llama32_3b,down_input,19,hadamard_b16,,16,absmax,0.010294245874352745,37.142127990722656,1048576
llama32_3b,down_input,19,hadamard_b16,,16,mse_optimal,0.006136677126669208,37.142127990722656,1048576
llama32_3b,down_input,19,nar_b128,128,16,absmax,0.00986609586668621,6.8262152671813965,1048576
llama32_3b,down_input,19,nar_b128,128,16,mse_optimal,0.006553016677443338,6.8262152671813965,1048576
llama32_3b,down_input,19,nar_b16,16,16,absmax,0.01066865114795812,33.68914031982422,1048576
llama32_3b,down_input,19,nar_b16,16,16,mse_optimal,0.0059975885511386415,33.68914031982422,1048576
llama32_3b,down_input,20,identity,,16,absmax,0.007690943468393821,544.3067016601562,1048576
llama32_3b,down_input,20,identity,,16,mse_optimal,0.006634475584883334,544.3067016601562,1048576
llama32_3b,down_input,20,hadamard_b16,,16,absmax,0.01019816063339478,37.34396743774414,1048576
llama32_3b,down_input,20,hadamard_b16,,16,mse_optimal,0.006188643712453771,37.34396743774414,1048576
llama32_3b,down_input,20,nar_b128,128,16,absmax,0.009787136985382158,6.929774284362793,1048576
llama32_3b,down_input,20,nar_b128,128,16,mse_optimal,0.0065752848133382525,6.929774284362793,1048576
llama32_3b,down_input,20,nar_b16,16,16,absmax,0.010681157829503189,33.49979019165039,1048576
llama32_3b,down_input,20,nar_b16,16,16,mse_optimal,0.006092992199764243,33.49979019165039,1048576
llama32_3b,down_input,21,identity,,16,absmax,0.00757734548617885,528.7638549804688,1048576
llama32_3b,down_input,21,identity,,16,mse_optimal,0.006563782659780873,528.7638549804688,1048576
llama32_3b,down_input,21,hadamard_b16,,16,absmax,0.01036083440793236,36.10874557495117,1048576
llama32_3b,down_input,21,hadamard_b16,,16,mse_optimal,0.006128904718223108,36.10874557495117,1048576
llama32_3b,down_input,21,nar_b128,128,16,absmax,0.009838659645746447,6.537500381469727,1048576
llama32_3b,down_input,21,nar_b128,128,16,mse_optimal,0.006572301027571482,6.537500381469727,1048576
llama32_3b,down_input,21,nar_b16,16,16,absmax,0.01070594306339047,30.473844528198242,1048576
llama32_3b,down_input,21,nar_b16,16,16,mse_optimal,0.006048587500177784,30.473844528198242,1048576
llama32_3b,down_input,22,identity,,16,absmax,0.007471169773827647,629.6599731445312,1048576
llama32_3b,down_input,22,identity,,16,mse_optimal,0.00645121834343427,629.6599731445312,1048576
llama32_3b,down_input,22,hadamard_b16,,16,absmax,0.010126845518604053,42.457489013671875,1048576
llama32_3b,down_input,22,hadamard_b16,,16,mse_optimal,0.006071658444154448,42.457489013671875,1048576
llama32_3b,down_input,22,nar_b128,128,16,absmax,0.009872099532764925,7.2797088623046875,1048576
llama32_3b,down_input,22,nar_b128,128,16,mse_optimal,0.006529534011059835,7.2797088623046875,1048576
llama32_3b,down_input,22,nar_b16,16,16,absmax,0.01054715014242711,36.4943733215332,1048576
llama32_3b,down_input,22,nar_b16,16,16,mse_optimal,0.005973953871287059,36.4943733215332,1048576
llama32_3b,down_input,23,identity,,16,absmax,0.007473290824476103,578.8392944335938,1048576
llama32_3b,down_input,23,identity,,16,mse_optimal,0.006457537220321454,578.8392944335938,1048576
llama32_3b,down_input,23,hadamard_b16,,16,absmax,0.010148001324662492,39.28947448730469,1048576
llama32_3b,down_input,23,hadamard_b16,,16,mse_optimal,0.006089570574350488,39.28947448730469,1048576
llama32_3b,down_input,23,nar_b128,128,16,absmax,0.010018961870595528,7.432520866394043,1048576
llama32_3b,down_input,23,nar_b128,128,16,mse_optimal,0.0064882883846526145,7.432520866394043,1048576
llama32_3b,down_input,23,nar_b16,16,16,absmax,0.010409452955641076,39.15217590332031,1048576
llama32_3b,down_input,23,nar_b16,16,16,mse_optimal,0.0058303645706250865,39.15217590332031,1048576
llama32_3b,down_input,24,identity,,16,absmax,0.007603012696376955,437.60723876953125,1048576
llama32_3b,down_input,24,identity,,16,mse_optimal,0.006594538260765844,437.60723876953125,1048576
llama32_3b,down_input,24,hadamard_b16,,16,absmax,0.010196688381557665,30.51614761352539,1048576
llama32_3b,down_input,24,hadamard_b16,,16,mse_optimal,0.006172453618471459,30.51614761352539,1048576
llama32_3b,down_input,24,nar_b128,128,16,absmax,0.010190096978598708,7.2077250480651855,1048576
llama32_3b,down_input,24,nar_b128,128,16,mse_optimal,0.006460144400756578,7.2077250480651855,1048576
llama32_3b,down_input,24,nar_b16,16,16,absmax,0.010208591972816565,39.94493103027344,1048576
llama32_3b,down_input,24,nar_b16,16,16,mse_optimal,0.005527779854701079,39.94493103027344,1048576
llama32_3b,down_input,25,identity,,16,absmax,0.00740354559428826,348.0137023925781,1048576
llama32_3b,down_input,25,identity,,16,mse_optimal,0.0064480633118018235,348.0137023925781,1048576
llama32_3b,down_input,25,hadamard_b16,,16,absmax,0.010338693101168714,24.711822509765625,1048576
llama32_3b,down_input,25,hadamard_b16,,16,mse_optimal,0.006168421608216689,24.711822509765625,1048576
llama32_3b,down_input,25,nar_b128,128,16,absmax,0.010563845450822135,9.725772857666016,1048576
llama32_3b,down_input,25,nar_b128,128,16,mse_optimal,0.006110050745627617,9.725772857666016,1048576
llama32_3b,down_input,25,nar_b16,16,16,absmax,0.00934462984835272,63.86433410644531,1048576
llama32_3b,down_input,25,nar_b16,16,16,mse_optimal,0.00492911356413783,63.86433410644531,1048576
llama32_3b,down_input,26,identity,,16,absmax,0.006281982520535929,4332.2119140625,1048576
llama32_3b,down_input,26,identity,,16,mse_optimal,0.005464616686766461,4332.2119140625,1048576
llama32_3b,down_input,26,hadamard_b16,,16,absmax,0.00839693206873185,272.9625549316406,1048576
llama32_3b,down_input,26,hadamard_b16,,16,mse_optimal,0.005186691202905592,272.9625549316406,1048576
llama32_3b,down_input,26,nar_b128,128,16,absmax,0.011138480362346295,14.379509925842285,1048576
llama32_3b,down_input,26,nar_b128,128,16,mse_optimal,0.005949766940399704,14.379509925842285,1048576
llama32_3b,down_input,26,nar_b16,16,16,absmax,0.008828911075283406,101.75359344482422,1048576
llama32_3b,down_input,26,nar_b16,16,16,mse_optimal,0.004484963441495534,101.75359344482422,1048576
llama32_3b,down_input,27,identity,,16,absmax,0.0023755921829731277,17707.142578125,1048576
llama32_3b,down_input,27,identity,,16,mse_optimal,0.0021305857636757324,17707.142578125,1048576
llama32_3b,down_input,27,hadamard_b16,,16,absmax,0.0039649133817831065,1107.7374267578125,1048576
llama32_3b,down_input,27,hadamard_b16,,16,mse_optimal,0.002174611339237724,1107.7374267578125,1048576
llama32_3b,down_input,27,nar_b128,128,16,absmax,0.00310060174098727,541.7308959960938,1048576
llama32_3b,down_input,27,nar_b128,128,16,mse_optimal,0.0015460685819456207,541.7308959960938,1048576
llama32_3b,down_input,27,nar_b16,16,16,absmax,0.004510543620153439,4324.56689453125,1048576
llama32_3b,down_input,27,nar_b16,16,16,mse_optimal,0.0013331837413218149,4324.56689453125,1048576
