model,row,site,layer,group,m,slots,effective_bits,rows_used,mean_group_range,hadamard_reference_range,range_ratio_vs_hadamard,measured_range_reduction,absorbed_energy_fraction,sqrt_one_minus_f,predicted_range_reduction
llama32_3b,nar_g128_m2_c32,down,12,128,2,128,4.375,4096,0.22883343696594238,0.29017239809036255,0.7886120060760617,0.2113879939239383,0.310022234916687,0.8306490023369154,0.1693509976630846
llama32_3b,nar_g256_m3_c32,down,12,256,3,96,4.25,4096,0.2554227113723755,0.3160417079925537,0.8081930482997944,0.19180695170020556,0.2869669795036316,0.8444128258715451,0.1555871741284549
llama32_3b,hadamard_g64_m1,down,16,64,1,0,4.5,4096,0.3357725143432617,0.3357725143432617,1.0,0.0,0.003781622275710106,0.9981073978907731,0.0018926021092269263
llama32_3b,hadamard_g128_m1,down,16,128,1,0,4.25,4096,0.370883584022522,0.370883584022522,1.0,0.0,0.001882736338302493,0.9990581883262344,0.0009418116737656135
llama32_3b,hadamard_g256_m1,down,16,256,1,0,4.125,4096,0.4033014476299286,0.4033014476299286,1.0,0.0,0.0010234813671559095,0.9994881283101086,0.0005118716898914188
llama32_3b,hadamard_g256_m2,down,16,256,2,0,4.1875,4096,0.4025048017501831,0.4033014476299286,0.9980246887671068,0.001975311232893192,0.001882736338302493,0.9990581883262344,0.0009418116737656135
llama32_3b,hadamard_g256_m3,down,16,256,3,0,4.25,4096,0.40192222595214844,0.4033014476299286,0.9965801717651018,0.0034198282348982096,0.0024864706210792065,0.9987559909101525,0.0012440090898474532
llama32_3b,nar_g64_m1,down,16,64,1,128,4.5,4096,0.24945004284381866,0.3357725143432617,0.7429138246521417,0.2570861753478583,0.3314371407032013,0.8176569325192558,0.18234306748074425
llama32_3b,nar_g128_m1,down,16,128,1,64,4.25,4096,0.29137831926345825,0.370883584022522,0.7856328287794054,0.2143671712205945,0.2692946195602417,0.8548130675415289,0.14518693245847114
llama32_3b,nar_g256_m1,down,16,256,1,32,4.125,4096,0.3309413194656372,0.4033014476299286,0.8205805394710871,0.17941946052891283,0.2124052196741104,0.8874653685220002,0.1125346314779998
llama32_3b,nar_g256_m2,down,16,256,2,64,4.1875,4096,0.3225163221359253,0.4033014476299286,0.7996904648650502,0.20030953513494978,0.2692946195602417,0.8548130675415289,0.14518693245847114
llama32_3b,nar_g256_m3,down,16,256,3,96,4.25,4096,0.3151822090148926,0.4033014476299286,0.7815052756867497,0.21849472431325032,0.30594581365585327,0.8330991455668088,0.16690085443319125
llama32_3b,nar_g128_m2,down,16,128,2,128,4.375,4096,0.2798100709915161,0.370883584022522,0.7544417791608824,0.24555822083911755,0.3314371407032013,0.8176569325192558,0.18234306748074425
llama32_3b,nar_g128_m2_c32,down,16,128,2,128,4.375,4096,0.2798100709915161,0.370883584022522,0.7544417791608824,0.24555822083911755,0.3314371407032013,0.8176569325192558,0.18234306748074425
llama32_3b,nar_g256_m3_c32,down,16,256,3,96,4.25,4096,0.3151822090148926,0.4033014476299286,0.7815052756867497,0.21849472431325032,0.30594581365585327,0.8330991455668088,0.16690085443319125
llama32_3b,hadamard_g64_m1,down,20,64,1,0,4.5,4096,0.3842732310295105,0.3842732310295105,1.0,0.0,0.007501316722482443,0.9962422814142741,0.003757718585725933
llama32_3b,hadamard_g128_m1,down,20,128,1,0,4.25,4096,0.42480701208114624,0.42480701208114624,1.0,0.0,0.0046675121411681175,0.9976635143468122,0.002336485653187781
llama32_3b,hadamard_g256_m1,down,20,256,1,0,4.125,4096,0.46161890029907227,0.46161890029907227,1.0,0.0,0.003987673204392195,0.9980041717325674,0.001995828267432609
llama32_3b,hadamard_g256_m2,down,20,256,2,0,4.1875,4096,0.46103715896606445,0.46161890029907227,0.9987397800812945,0.0012602199187054855,0.0046675121411681175,0.9976635143468122,0.002336485653187781
llama32_3b,hadamard_g256_m3,down,20,256,3,0,4.25,4096,0.4595766067504883,0.46161890029907227,0.9955758017116265,0.004424198288373439,0.006650027818977833,0.9966694397748043,0.0033305602251957334
llama32_3b,nar_g64_m1,down,20,64,1,128,4.5,4096,0.2763350009918213,0.3842732310295105,0.7191107229912665,0.28088927700873345,0.3418882489204407,0.8112408711841135,0.18875912881588652
llama32_3b,nar_g128_m1,down,20,128,1,64,4.25,4096,0.3248234689235687,0.42480701208114624,0.7646377288647986,0.2353622711352014,0.2802999019622803,0.8483514000918014,0.15164859990819857
llama32_3b,nar_g256_m1,down,20,256,1,32,4.125,4096,0.3712071180343628,0.46161890029907227,0.8041419400155978,0.1958580599844022,0.22308257222175598,0.8814291961231169,0.11857080387688312
llama32_3b,nar_g256_m2,down,20,256,2,64,4.1875,4096,0.3607666492462158,0.46161890029907227,0.7815248661016336,0.21847513389836637,0.2802999019622803,0.8483514000918014,0.15164859990819857
llama32_3b,nar_g256_m3,down,20,256,3,96,4.25,4096,0.348483145236969,0.46161890029907227,0.7549152450456313,0.24508475495436868,0.3164161145687103,0.8267913191557406,0.17320868084425944
llama32_3b,nar_g128_m2,down,20,128,2,128,4.375,4096,0.31016427278518677,0.42480701208114624,0.7301298329932921,0.2698701670067078,0.3418882489204407,0.8112408711841135,0.18875912881588652
llama32_3b,nar_g128_m2_c32,down,20,128,2,128,4.375,4096,0.31016427278518677,0.42480701208114624,0.7301298329932921,0.2698701670067078,0.3418882489204407,0.8112408711841135,0.18875912881588652
llama32_3b,nar_g256_m3_c32,down,20,256,3,96,4.25,4096,0.348483145236969,0.46161890029907227,0.7549152450456313,0.24508475495436868,0.3164161145687103,0.8267913191557406,0.17320868084425944
llama32_3b,hadamard_g64_m1,down,24,64,1,0,4.5,4096,0.5297305583953857,0.5297305583953857,1.0,0.0,0.007398624904453754,0.996293819661422,0.003706180338577947
llama32_3b,hadamard_g128_m1,down,24,128,1,0,4.25,4096,0.5847047567367554,0.5847047567367554,1.0,0.0,0.004952543415129185,0.9975206547159166,0.002479345284083445
llama32_3b,hadamard_g256_m1,down,24,256,1,0,4.125,4096,0.6357696056365967,0.6357696056365967,1.0,0.0,0.003205177141353488,0.9983961252221718,0.0016038747778281959
llama32_3b,hadamard_g256_m2,down,24,256,2,0,4.1875,4096,0.6342381238937378,0.6357696056365967,0.9975911372149894,0.002408862785010637,0.004952543880790472,0.9975206544825073,0.002479345517492737
llama32_3b,hadamard_g256_m3,down,24,256,3,0,4.25,4096,0.6331523060798645,0.6357696056365967,0.9958832578130068,0.004116742186993153,0.00643013883382082,0.9967797455637726,0.003220254436227421
llama32_3b,nar_g64_m1,down,24,64,1,128,4.5,4096,0.35116180777549744,0.5297305583953857,0.6629064572736876,0.3370935427263124,0.4348576068878174,0.7517595314408608,0.24824046855913917
llama32_3b,nar_g128_m1,down,24,128,1,64,4.25,4096,0.40781569480895996,0.5847047567367554,0.697472852940319,0.30252714705968103,0.3799523115158081,0.787431069036644,0.21256893096335605
llama32_3b,nar_g256_m1,down,24,256,1,32,4.125,4096,0.4646112322807312,0.6357696056365967,0.7307855363980723,0.2692144636019277,0.32658350467681885,0.8206195801485492,0.1793804198514508
llama32_3b,nar_g256_m2,down,24,256,2,64,4.1875,4096,0.4517415165901184,0.6357696056365967,0.7105428013309778,0.2894571986690222,0.3799523711204529,0.7874310311891113,0.21256896881088871
llama32_3b,nar_g256_m3,down,24,256,3,96,4.25,4096,0.4422191381454468,0.6357696056365967,0.6955650824210955,0.30443491757890445,0.41237616539001465,0.7665662623739616,0.23343373762603836
llama32_3b,nar_g128_m2,down,24,128,2,128,4.375,4096,0.3936392664909363,0.5847047567367554,0.6732274057215508,0.3267725942784492,0.4348575472831726,0.7517595710842845,0.24824042891571552
llama32_3b,nar_g128_m2_c32,down,24,128,2,128,4.375,4096,0.3936392664909363,0.5847047567367554,0.6732274057215508,0.3267725942784492,0.4348575472831726,0.7517595710842845,0.24824042891571552
llama32_3b,nar_g256_m3_c32,down,24,256,3,96,4.25,4096,0.4422191381454468,0.6357696056365967,0.6955650824210955,0.30443491757890445,0.41237616539001465,0.7665662623739616,0.23343373762603836
