model,source_row,seed,chunk,fp64_mean_of_token_losses,frozen_fp32_chunk_nll,difference,interpretation
llama32_3b,Q1_hadamard,0,17,2.157387695484565,2.1573874950408936,2.0044367143867703e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,18,1.97049657453566,1.9704965353012085,3.923445146547522e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,19,2.1200031974421374,2.1200032234191895,-2.5977052064973805e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,20,2.239916208534976,2.2399160861968994,1.223380765580373e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,21,2.1684472498827625,2.168447256088257,-6.205494340605355e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,22,2.226297108548471,2.22629714012146,-3.1572989112049754e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,23,2.256462557992289,2.256462335586548,2.2240574093501664e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,24,2.287905915743298,2.2879059314727783,-1.5729480384862882e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,25,2.3573576937640373,2.3573577404022217,-4.663818442551815e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,26,2.4336629032115837,2.4336628913879395,1.1823644285868795e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,27,2.2364359105379368,2.236435890197754,2.0340182871336765e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,28,2.0019050427139553,2.0019052028656006,-1.6015164527871661e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,29,1.8122386941167021,1.8122385740280151,1.20088686994535e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,30,1.697520517832363,1.6975204944610596,2.3371303337071936e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,31,1.7330905077811065,1.7330905199050903,-1.2123983816891837e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,32,2.0247037774111227,2.0247039794921875,-2.0208106477070942e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,33,1.980571125613103,1.9805711507797241,-2.516662123142055e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,34,2.165266862289788,2.165266752243042,1.1004674593806385e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,35,1.4805876414874395,1.4805874824523926,1.5903504690939485e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,36,1.451340695560632,1.451340675354004,2.0206628148500272e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,37,1.495575092202654,1.4955750703811646,2.1821489504247893e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,38,1.4813305937054684,1.4813306331634521,-3.9457983769253246e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,39,1.6750190583497195,1.6750191450119019,-8.66621823192304e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,40,2.2811902419897607,2.2811903953552246,-1.533654638841142e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,41,2.695517809039478,2.6955177783966064,3.06428713514606e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,42,2.6963710235837692,2.696370840072632,1.8351113739711877e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,43,2.320254939654372,2.3202548027038574,1.3695051448436857e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,44,2.3145451667042405,2.314545154571533,1.2132707283285527e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,45,2.2961491573512074,2.296149492263794,-3.349125865526048e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,46,2.3826964293928805,2.3826963901519775,3.9240902971471314e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,47,2.1622410633186853,2.162240982055664,8.126302120103901e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,48,2.033621984838181,2.0336220264434814,-4.1605300538094525e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,49,2.047216535598521,2.0472166538238525,-1.182253317466575e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,50,1.7717665191628258,1.7717665433883667,-2.422554090664164e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
