model,layer,b,position,method,mean_group_range,valid,reduction_vs_hadamard,invalid_reason
llama32_3b,21,64,2048,bf16,12.427947044372559,True,nan,
llama32_3b,21,64,2048,hadamard,8.450855255126953,True,0.0,
llama32_3b,21,64,2048,nar_rope,8.178668975830078,True,0.03220813409764005,
llama32_3b,21,128,0,bf16,16.429901123046875,True,nan,
llama32_3b,21,128,0,hadamard,9.238750457763672,True,0.0,
llama32_3b,21,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,21,128,512,bf16,16.41466522216797,True,nan,
llama32_3b,21,128,512,hadamard,9.424254417419434,True,0.0,
llama32_3b,21,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,21,128,1024,bf16,16.42934226989746,True,nan,
llama32_3b,21,128,1024,hadamard,9.351790428161621,True,0.0,
llama32_3b,21,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,21,128,2048,bf16,16.37805938720703,True,nan,
llama32_3b,21,128,2048,hadamard,9.382280349731445,True,0.0,
llama32_3b,21,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,22,32,0,bf16,9.124101638793945,True,nan,
llama32_3b,22,32,0,hadamard,7.502483367919922,True,0.0,
llama32_3b,22,32,0,nar_rope,6.674532890319824,True,0.11035685612318105,
llama32_3b,22,32,512,bf16,9.122943878173828,True,nan,
llama32_3b,22,32,512,hadamard,7.460916519165039,True,0.0,
llama32_3b,22,32,512,nar_rope,6.571054935455322,True,0.11926974138149214,
llama32_3b,22,32,1024,bf16,9.086345672607422,True,nan,
llama32_3b,22,32,1024,hadamard,7.49142599105835,True,0.0,
llama32_3b,22,32,1024,nar_rope,6.643749237060547,True,0.11315292375704927,
llama32_3b,22,32,2048,bf16,9.130865097045898,True,nan,
llama32_3b,22,32,2048,hadamard,7.446046829223633,True,0.0,
llama32_3b,22,32,2048,nar_rope,6.692927837371826,True,0.10114346701339925,
llama32_3b,22,64,0,bf16,12.73245620727539,True,nan,
llama32_3b,22,64,0,hadamard,8.42042064666748,True,0.0,
llama32_3b,22,64,0,nar_rope,7.849303245544434,True,0.06782528154921523,
llama32_3b,22,64,512,bf16,12.786409378051758,True,nan,
llama32_3b,22,64,512,hadamard,8.401968002319336,True,0.0,
llama32_3b,22,64,512,nar_rope,7.949586391448975,True,0.05384233916928544,
llama32_3b,22,64,1024,bf16,12.652552604675293,True,nan,
llama32_3b,22,64,1024,hadamard,8.345282554626465,True,0.0,
llama32_3b,22,64,1024,nar_rope,7.8126373291015625,True,0.06382590667701407,
llama32_3b,22,64,2048,bf16,12.701211929321289,True,nan,
llama32_3b,22,64,2048,hadamard,8.503478050231934,True,0.0,
llama32_3b,22,64,2048,nar_rope,7.890454292297363,True,0.07209094376598643,
llama32_3b,22,128,0,bf16,17.45011329650879,True,nan,
llama32_3b,22,128,0,hadamard,9.292928695678711,True,0.0,
llama32_3b,22,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,22,128,512,bf16,17.37415313720703,True,nan,
llama32_3b,22,128,512,hadamard,9.397706985473633,True,0.0,
llama32_3b,22,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,22,128,1024,bf16,17.31814193725586,True,nan,
llama32_3b,22,128,1024,hadamard,9.299469947814941,True,0.0,
llama32_3b,22,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,22,128,2048,bf16,17.311412811279297,True,nan,
llama32_3b,22,128,2048,hadamard,9.284850120544434,True,0.0,
llama32_3b,22,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,23,32,0,bf16,9.07906723022461,True,nan,
llama32_3b,23,32,0,hadamard,7.760634899139404,True,0.0,
llama32_3b,23,32,0,nar_rope,7.184770584106445,True,0.07420324786787973,
llama32_3b,23,32,512,bf16,8.930354118347168,True,nan,
llama32_3b,23,32,512,hadamard,7.788062572479248,True,0.0,
llama32_3b,23,32,512,nar_rope,7.210986614227295,True,0.07409749894552363,
llama32_3b,23,32,1024,bf16,9.00479793548584,True,nan,
llama32_3b,23,32,1024,hadamard,7.902578353881836,True,0.0,
llama32_3b,23,32,1024,nar_rope,7.083829879760742,True,0.10360523331210189,
llama32_3b,23,32,2048,bf16,9.037808418273926,True,nan,
llama32_3b,23,32,2048,hadamard,7.788701057434082,True,0.0,
llama32_3b,23,32,2048,nar_rope,7.1442670822143555,True,0.08273959553302326,
llama32_3b,23,64,0,bf16,12.44063949584961,True,nan,
llama32_3b,23,64,0,hadamard,8.781980514526367,True,0.0,
llama32_3b,23,64,0,nar_rope,8.238504409790039,True,0.06188536900501641,
llama32_3b,23,64,512,bf16,12.315102577209473,True,nan,
llama32_3b,23,64,512,hadamard,8.799396514892578,True,0.0,
llama32_3b,23,64,512,nar_rope,8.215394973754883,True,0.06636836289276193,
llama32_3b,23,64,1024,bf16,12.335176467895508,True,nan,
llama32_3b,23,64,1024,hadamard,8.754286766052246,True,0.0,
llama32_3b,23,64,1024,nar_rope,8.271392822265625,True,0.05516085509778001,
llama32_3b,23,64,2048,bf16,12.350396156311035,True,nan,
llama32_3b,23,64,2048,hadamard,8.661613464355469,True,0.0,
llama32_3b,23,64,2048,nar_rope,8.216424942016602,True,0.051397874561237386,
llama32_3b,23,128,0,bf16,16.447811126708984,True,nan,
llama32_3b,23,128,0,hadamard,9.764633178710938,True,0.0,
llama32_3b,23,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,23,128,512,bf16,16.37502098083496,True,nan,
llama32_3b,23,128,512,hadamard,9.800905227661133,True,0.0,
llama32_3b,23,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,23,128,1024,bf16,16.326656341552734,True,nan,
llama32_3b,23,128,1024,hadamard,9.658636093139648,True,0.0,
llama32_3b,23,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,23,128,2048,bf16,16.27261734008789,True,nan,
llama32_3b,23,128,2048,hadamard,9.660113334655762,True,0.0,
llama32_3b,23,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,24,32,0,bf16,8.984146118164062,True,nan,
llama32_3b,24,32,0,hadamard,7.719986915588379,True,0.0,
llama32_3b,24,32,0,nar_rope,6.998425483703613,True,0.09346666513485559,
llama32_3b,24,32,512,bf16,8.908504486083984,True,nan,
llama32_3b,24,32,512,hadamard,7.742575645446777,True,0.0,
llama32_3b,24,32,512,nar_rope,6.986250877380371,True,0.09768387196981183,
llama32_3b,24,32,1024,bf16,8.93643569946289,True,nan,
llama32_3b,24,32,1024,hadamard,7.850874900817871,True,0.0,
llama32_3b,24,32,1024,nar_rope,6.958876132965088,True,0.11361775332324535,
llama32_3b,24,32,2048,bf16,8.921361923217773,True,nan,
llama32_3b,24,32,2048,hadamard,7.678503036499023,True,0.0,
llama32_3b,24,32,2048,nar_rope,6.992038249969482,True,0.08940086150470956,
llama32_3b,24,64,0,bf16,12.500844955444336,True,nan,
llama32_3b,24,64,0,hadamard,8.709676742553711,True,0.0,
llama32_3b,24,64,0,nar_rope,8.118412017822266,True,0.06788595515177342,
llama32_3b,24,64,512,bf16,12.42312240600586,True,nan,
llama32_3b,24,64,512,hadamard,8.67010498046875,True,0.0,
llama32_3b,24,64,512,nar_rope,8.162313461303711,True,0.0585680935016297,
llama32_3b,24,64,1024,bf16,12.317689895629883,True,nan,
llama32_3b,24,64,1024,hadamard,8.655616760253906,True,0.0,
llama32_3b,24,64,1024,nar_rope,8.193862915039062,True,0.053347307072927584,
llama32_3b,24,64,2048,bf16,12.339384078979492,True,nan,
llama32_3b,24,64,2048,hadamard,8.689492225646973,True,0.0,
llama32_3b,24,64,2048,nar_rope,8.091655731201172,True,0.06879993432542476,
llama32_3b,24,128,0,bf16,16.18518829345703,True,nan,
llama32_3b,24,128,0,hadamard,9.458738327026367,True,0.0,
llama32_3b,24,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,24,128,512,bf16,16.11422348022461,True,nan,
llama32_3b,24,128,512,hadamard,9.406930923461914,True,0.0,
llama32_3b,24,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,24,128,1024,bf16,16.056041717529297,True,nan,
llama32_3b,24,128,1024,hadamard,9.565631866455078,True,0.0,
llama32_3b,24,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,24,128,2048,bf16,16.059795379638672,True,nan,
llama32_3b,24,128,2048,hadamard,9.597020149230957,True,0.0,
llama32_3b,24,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,25,32,0,bf16,9.567498207092285,True,nan,
llama32_3b,25,32,0,hadamard,7.735357284545898,True,0.0,
llama32_3b,25,32,0,nar_rope,6.846118927001953,True,0.11495763218597702,
llama32_3b,25,32,512,bf16,9.536917686462402,True,nan,
llama32_3b,25,32,512,hadamard,7.607037544250488,True,0.0,
llama32_3b,25,32,512,nar_rope,6.738524436950684,True,0.11417231770549624,
llama32_3b,25,32,1024,bf16,9.581230163574219,True,nan,
llama32_3b,25,32,1024,hadamard,7.7034912109375,True,0.0,
llama32_3b,25,32,1024,nar_rope,6.759634017944336,True,0.1225233036747112,
llama32_3b,25,32,2048,bf16,9.545608520507812,True,nan,
llama32_3b,25,32,2048,hadamard,7.533750534057617,True,0.0,
llama32_3b,25,32,2048,nar_rope,6.750580787658691,True,0.10395482872156067,
llama32_3b,25,64,0,bf16,13.254974365234375,True,nan,
llama32_3b,25,64,0,hadamard,8.360474586486816,True,0.0,
llama32_3b,25,64,0,nar_rope,7.894432067871094,True,0.05574354826327628,
llama32_3b,25,64,512,bf16,13.527278900146484,True,nan,
llama32_3b,25,64,512,hadamard,8.441171646118164,True,0.0,
llama32_3b,25,64,512,nar_rope,7.95989465713501,True,0.05701542500968794,
llama32_3b,25,64,1024,bf16,13.411673545837402,True,nan,
llama32_3b,25,64,1024,hadamard,8.443229675292969,True,0.0,
llama32_3b,25,64,1024,nar_rope,7.941790580749512,True,0.05938948883633889,
llama32_3b,25,64,2048,bf16,13.211276054382324,True,nan,
llama32_3b,25,64,2048,hadamard,8.436820030212402,True,0.0,
llama32_3b,25,64,2048,nar_rope,8.02426528930664,True,0.04889931744761603,
llama32_3b,25,128,0,bf16,18.04479217529297,True,nan,
llama32_3b,25,128,0,hadamard,9.54477310180664,True,0.0,
llama32_3b,25,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,25,128,512,bf16,18.05531120300293,True,nan,
llama32_3b,25,128,512,hadamard,9.404064178466797,True,0.0,
llama32_3b,25,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,25,128,1024,bf16,18.050331115722656,True,nan,
llama32_3b,25,128,1024,hadamard,9.531761169433594,True,0.0,
llama32_3b,25,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,25,128,2048,bf16,18.096256256103516,True,nan,
llama32_3b,25,128,2048,hadamard,9.397541046142578,True,0.0,
llama32_3b,25,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,26,32,0,bf16,8.33972454071045,True,nan,
llama32_3b,26,32,0,hadamard,7.521096229553223,True,0.0,
llama32_3b,26,32,0,nar_rope,6.877614974975586,True,0.08555684370174074,
llama32_3b,26,32,512,bf16,8.34520149230957,True,nan,
llama32_3b,26,32,512,hadamard,7.603721618652344,True,0.0,
llama32_3b,26,32,512,nar_rope,6.896402359008789,True,0.09302277162652325,
llama32_3b,26,32,1024,bf16,8.308306694030762,True,nan,
llama32_3b,26,32,1024,hadamard,7.49226188659668,True,0.0,
llama32_3b,26,32,1024,nar_rope,6.891779899597168,True,0.08014695643164144,
llama32_3b,26,32,2048,bf16,8.278839111328125,True,nan,
llama32_3b,26,32,2048,hadamard,7.5591020584106445,True,0.0,
llama32_3b,26,32,2048,nar_rope,6.918849945068359,True,0.08469949319309795,
llama32_3b,26,64,0,bf16,11.266276359558105,True,nan,
llama32_3b,26,64,0,hadamard,8.379895210266113,True,0.0,
llama32_3b,26,64,0,nar_rope,8.154136657714844,True,0.026940498286266792,
llama32_3b,26,64,512,bf16,11.21406364440918,True,nan,
llama32_3b,26,64,512,hadamard,8.423872947692871,True,0.0,
llama32_3b,26,64,512,nar_rope,8.019539833068848,True,0.04799848206812783,
llama32_3b,26,64,1024,bf16,11.249176025390625,True,nan,
llama32_3b,26,64,1024,hadamard,8.341289520263672,True,0.0,
llama32_3b,26,64,1024,nar_rope,8.172896385192871,True,0.02018790196188728,
llama32_3b,26,64,2048,bf16,11.171489715576172,True,nan,
llama32_3b,26,64,2048,hadamard,8.554454803466797,True,0.0,
llama32_3b,26,64,2048,nar_rope,8.027849197387695,True,0.06155922477557404,
llama32_3b,26,128,0,bf16,14.686993598937988,True,nan,
llama32_3b,26,128,0,hadamard,9.253253936767578,True,0.0,
llama32_3b,26,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,26,128,512,bf16,14.677041053771973,True,nan,
llama32_3b,26,128,512,hadamard,9.148651123046875,True,0.0,
llama32_3b,26,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,26,128,1024,bf16,14.646520614624023,True,nan,
llama32_3b,26,128,1024,hadamard,9.28226089477539,True,0.0,
llama32_3b,26,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,26,128,2048,bf16,14.646355628967285,True,nan,
llama32_3b,26,128,2048,hadamard,9.334688186645508,True,0.0,
llama32_3b,26,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,27,32,0,bf16,8.97908878326416,True,nan,
llama32_3b,27,32,0,hadamard,7.603267669677734,True,0.0,
llama32_3b,27,32,0,nar_rope,6.727165222167969,True,0.11522709518746949,
llama32_3b,27,32,512,bf16,8.906893730163574,True,nan,
llama32_3b,27,32,512,hadamard,7.683012962341309,True,0.0,
llama32_3b,27,32,512,nar_rope,6.599138259887695,True,0.14107417334400996,
llama32_3b,27,32,1024,bf16,8.947898864746094,True,nan,
llama32_3b,27,32,1024,hadamard,7.7257280349731445,True,0.0,
llama32_3b,27,32,1024,nar_rope,6.694541931152344,True,0.13347429512827594,
llama32_3b,27,32,2048,bf16,8.928817749023438,True,nan,
llama32_3b,27,32,2048,hadamard,7.634599685668945,True,0.0,
llama32_3b,27,32,2048,nar_rope,6.700105667114258,True,0.12240249090058308,
llama32_3b,27,64,0,bf16,12.262917518615723,True,nan,
llama32_3b,27,64,0,hadamard,8.554022789001465,True,0.0,
llama32_3b,27,64,0,nar_rope,7.810686111450195,True,0.08689907612907369,
llama32_3b,27,64,512,bf16,12.034510612487793,True,nan,
llama32_3b,27,64,512,hadamard,8.71970272064209,True,0.0,
llama32_3b,27,64,512,nar_rope,7.919031143188477,True,0.09182326543750043,
llama32_3b,27,64,1024,bf16,12.123902320861816,True,nan,
llama32_3b,27,64,1024,hadamard,8.508206367492676,True,0.0,
llama32_3b,27,64,1024,nar_rope,7.842337131500244,True,0.07826199873765637,
llama32_3b,27,64,2048,bf16,12.102210998535156,True,nan,
llama32_3b,27,64,2048,hadamard,8.606260299682617,True,0.0,
llama32_3b,27,64,2048,nar_rope,7.762331008911133,True,0.09805993095544727,
llama32_3b,27,128,0,bf16,16.866933822631836,True,nan,
llama32_3b,27,128,0,hadamard,9.612953186035156,True,0.0,
llama32_3b,27,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,27,128,512,bf16,16.779014587402344,True,nan,
llama32_3b,27,128,512,hadamard,9.533060073852539,True,0.0,
llama32_3b,27,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,27,128,1024,bf16,16.780132293701172,True,nan,
llama32_3b,27,128,1024,hadamard,9.371576309204102,True,0.0,
llama32_3b,27,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,27,128,2048,bf16,16.739398956298828,True,nan,
llama32_3b,27,128,2048,hadamard,9.349669456481934,True,0.0,
llama32_3b,27,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
