model,layer,b,position,method,mean_group_range,valid,reduction_vs_hadamard,invalid_reason
llama32_3b,10,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,10,128,512,bf16,14.888763427734375,True,nan,
llama32_3b,10,128,512,hadamard,9.580469131469727,True,0.0,
llama32_3b,10,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,10,128,1024,bf16,14.900514602661133,True,nan,
llama32_3b,10,128,1024,hadamard,9.639875411987305,True,0.0,
llama32_3b,10,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,10,128,2048,bf16,14.884838104248047,True,nan,
llama32_3b,10,128,2048,hadamard,9.613912582397461,True,0.0,
llama32_3b,10,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,11,32,0,bf16,10.368281364440918,True,nan,
llama32_3b,11,32,0,hadamard,8.313672065734863,True,0.0,
llama32_3b,11,32,0,nar_rope,7.181107997894287,True,0.13622910055695905,
llama32_3b,11,32,512,bf16,10.194146156311035,True,nan,
llama32_3b,11,32,512,hadamard,8.346296310424805,True,0.0,
llama32_3b,11,32,512,nar_rope,7.157986640930176,True,0.14237568680737947,
llama32_3b,11,32,1024,bf16,10.220426559448242,True,nan,
llama32_3b,11,32,1024,hadamard,8.262781143188477,True,0.0,
llama32_3b,11,32,1024,nar_rope,7.200201034545898,True,0.12859836055545643,
llama32_3b,11,32,2048,bf16,10.210397720336914,True,nan,
llama32_3b,11,32,2048,hadamard,8.229829788208008,True,0.0,
llama32_3b,11,32,2048,nar_rope,7.210583686828613,True,0.1238477742078951,
llama32_3b,11,64,0,bf16,14.161239624023438,True,nan,
llama32_3b,11,64,0,hadamard,9.229862213134766,True,0.0,
llama32_3b,11,64,0,nar_rope,8.52675724029541,True,0.07617719058024354,
llama32_3b,11,64,512,bf16,13.940731048583984,True,nan,
llama32_3b,11,64,512,hadamard,9.1743803024292,True,0.0,
llama32_3b,11,64,512,nar_rope,8.533560752868652,True,0.06984881032137617,
llama32_3b,11,64,1024,bf16,14.104523658752441,True,nan,
llama32_3b,11,64,1024,hadamard,9.051387786865234,True,0.0,
llama32_3b,11,64,1024,nar_rope,8.444843292236328,True,0.06701121517620567,
llama32_3b,11,64,2048,bf16,14.06443977355957,True,nan,
llama32_3b,11,64,2048,hadamard,9.23827838897705,True,0.0,
llama32_3b,11,64,2048,nar_rope,8.601244926452637,True,0.06895586338732886,
llama32_3b,11,128,0,bf16,19.657533645629883,True,nan,
llama32_3b,11,128,0,hadamard,10.2345552444458,True,0.0,
llama32_3b,11,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,11,128,512,bf16,19.607500076293945,True,nan,
llama32_3b,11,128,512,hadamard,10.044416427612305,True,0.0,
llama32_3b,11,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,11,128,1024,bf16,19.554412841796875,True,nan,
llama32_3b,11,128,1024,hadamard,10.019760131835938,True,0.0,
llama32_3b,11,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,11,128,2048,bf16,19.535125732421875,True,nan,
llama32_3b,11,128,2048,hadamard,10.071309089660645,True,0.0,
llama32_3b,11,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,12,32,0,bf16,8.562773704528809,True,nan,
llama32_3b,12,32,0,hadamard,7.908379077911377,True,0.0,
llama32_3b,12,32,0,nar_rope,7.2840423583984375,True,0.07894623074616554,
llama32_3b,12,32,512,bf16,8.488298416137695,True,nan,
llama32_3b,12,32,512,hadamard,7.870611667633057,True,0.0,
llama32_3b,12,32,512,nar_rope,7.254081726074219,True,0.07833316743274771,
llama32_3b,12,32,1024,bf16,8.525026321411133,True,nan,
llama32_3b,12,32,1024,hadamard,7.949803829193115,True,0.0,
llama32_3b,12,32,1024,nar_rope,7.320605754852295,True,0.07914636484868864,
llama32_3b,12,32,2048,bf16,8.467912673950195,True,nan,
llama32_3b,12,32,2048,hadamard,7.906000137329102,True,0.0,
llama32_3b,12,32,2048,nar_rope,7.315248489379883,True,0.07472193747631194,
llama32_3b,12,64,0,bf16,11.672579765319824,True,nan,
llama32_3b,12,64,0,hadamard,8.939281463623047,True,0.0,
llama32_3b,12,64,0,nar_rope,8.457582473754883,True,0.05388564973911604,
llama32_3b,12,64,512,bf16,11.610014915466309,True,nan,
llama32_3b,12,64,512,hadamard,8.94421100616455,True,0.0,
llama32_3b,12,64,512,nar_rope,8.460269927978516,True,0.054106625822276794,
llama32_3b,12,64,1024,bf16,11.63682746887207,True,nan,
llama32_3b,12,64,1024,hadamard,8.86539077758789,True,0.0,
llama32_3b,12,64,1024,nar_rope,8.449272155761719,True,0.04693742580170731,
llama32_3b,12,64,2048,bf16,11.519420623779297,True,nan,
llama32_3b,12,64,2048,hadamard,8.998842239379883,True,0.0,
llama32_3b,12,64,2048,nar_rope,8.546956062316895,True,0.050216035023426316,
llama32_3b,12,128,0,bf16,14.254446983337402,True,nan,
llama32_3b,12,128,0,hadamard,9.820755958557129,True,0.0,
llama32_3b,12,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,12,128,512,bf16,14.240097999572754,True,nan,
llama32_3b,12,128,512,hadamard,9.797539710998535,True,0.0,
llama32_3b,12,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,12,128,1024,bf16,14.246953964233398,True,nan,
llama32_3b,12,128,1024,hadamard,9.88774299621582,True,0.0,
llama32_3b,12,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,12,128,2048,bf16,14.208230018615723,True,nan,
llama32_3b,12,128,2048,hadamard,9.859062194824219,True,0.0,
llama32_3b,12,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,13,32,0,bf16,9.279928207397461,True,nan,
llama32_3b,13,32,0,hadamard,8.224098205566406,True,0.0,
llama32_3b,13,32,0,nar_rope,7.55610466003418,True,0.08122392617832569,
llama32_3b,13,32,512,bf16,9.12553882598877,True,nan,
llama32_3b,13,32,512,hadamard,8.35036849975586,True,0.0,
llama32_3b,13,32,512,nar_rope,7.535578727722168,True,0.0975753072523103,
llama32_3b,13,32,1024,bf16,9.195901870727539,True,nan,
llama32_3b,13,32,1024,hadamard,8.253053665161133,True,0.0,
llama32_3b,13,32,1024,nar_rope,7.557674407958984,True,0.08425720774573103,
llama32_3b,13,32,2048,bf16,9.199737548828125,True,nan,
llama32_3b,13,32,2048,hadamard,8.280315399169922,True,0.0,
llama32_3b,13,32,2048,nar_rope,7.523479461669922,True,0.09140182481163346,
llama32_3b,13,64,0,bf16,12.727255821228027,True,nan,
llama32_3b,13,64,0,hadamard,9.313859939575195,True,0.0,
llama32_3b,13,64,0,nar_rope,8.909862518310547,True,0.04337593907205295,
llama32_3b,13,64,512,bf16,12.676741600036621,True,nan,
llama32_3b,13,64,512,hadamard,9.220498085021973,True,0.0,
llama32_3b,13,64,512,nar_rope,8.831878662109375,True,0.04214733513625274,
llama32_3b,13,64,1024,bf16,12.613672256469727,True,nan,
llama32_3b,13,64,1024,hadamard,9.26911735534668,True,0.0,
llama32_3b,13,64,1024,nar_rope,8.753049850463867,True,0.05567601370211703,
llama32_3b,13,64,2048,bf16,12.722545623779297,True,nan,
llama32_3b,13,64,2048,hadamard,9.336755752563477,True,0.0,
llama32_3b,13,64,2048,nar_rope,8.738641738891602,True,0.06406015424658167,
llama32_3b,13,128,0,bf16,15.742799758911133,True,nan,
llama32_3b,13,128,0,hadamard,10.265161514282227,True,0.0,
llama32_3b,13,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,13,128,512,bf16,15.661338806152344,True,nan,
llama32_3b,13,128,512,hadamard,10.449115753173828,True,0.0,
llama32_3b,13,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,13,128,1024,bf16,15.655500411987305,True,nan,
llama32_3b,13,128,1024,hadamard,10.285421371459961,True,0.0,
llama32_3b,13,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,13,128,2048,bf16,15.764830589294434,True,nan,
llama32_3b,13,128,2048,hadamard,10.285330772399902,True,0.0,
llama32_3b,13,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,14,32,0,bf16,9.119483947753906,True,nan,
llama32_3b,14,32,0,hadamard,8.061159133911133,True,0.0,
llama32_3b,14,32,0,nar_rope,7.2935590744018555,True,0.09522204521185916,
llama32_3b,14,32,512,bf16,9.022883415222168,True,nan,
llama32_3b,14,32,512,hadamard,8.118563652038574,True,0.0,
llama32_3b,14,32,512,nar_rope,7.274670600891113,True,0.10394610269952852,
llama32_3b,14,32,1024,bf16,9.055487632751465,True,nan,
llama32_3b,14,32,1024,hadamard,8.162176132202148,True,0.0,
llama32_3b,14,32,1024,nar_rope,7.209502220153809,True,0.11671812720259311,
llama32_3b,14,32,2048,bf16,9.081787109375,True,nan,
llama32_3b,14,32,2048,hadamard,8.066566467285156,True,0.0,
llama32_3b,14,32,2048,nar_rope,7.30276346206665,True,0.09468749911330832,
llama32_3b,14,64,0,bf16,12.017875671386719,True,nan,
llama32_3b,14,64,0,hadamard,9.097064971923828,True,0.0,
llama32_3b,14,64,0,nar_rope,8.279924392700195,True,0.08982463923755242,
llama32_3b,14,64,512,bf16,11.848264694213867,True,nan,
llama32_3b,14,64,512,hadamard,8.990095138549805,True,0.0,
llama32_3b,14,64,512,nar_rope,8.363360404968262,True,0.06971391558406152,
llama32_3b,14,64,1024,bf16,11.945882797241211,True,nan,
llama32_3b,14,64,1024,hadamard,9.12781047821045,True,0.0,
llama32_3b,14,64,1024,nar_rope,8.333845138549805,True,0.08698310964671839,
llama32_3b,14,64,2048,bf16,11.91295051574707,True,nan,
llama32_3b,14,64,2048,hadamard,9.168636322021484,True,0.0,
llama32_3b,14,64,2048,nar_rope,8.264812469482422,True,0.09857778417584667,
llama32_3b,14,128,0,bf16,15.650928497314453,True,nan,
llama32_3b,14,128,0,hadamard,9.927096366882324,True,0.0,
llama32_3b,14,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,14,128,512,bf16,15.508896827697754,True,nan,
llama32_3b,14,128,512,hadamard,10.036885261535645,True,0.0,
llama32_3b,14,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,14,128,1024,bf16,15.594889640808105,True,nan,
llama32_3b,14,128,1024,hadamard,9.828897476196289,True,0.0,
llama32_3b,14,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,14,128,2048,bf16,15.57121467590332,True,nan,
llama32_3b,14,128,2048,hadamard,10.044910430908203,True,0.0,
llama32_3b,14,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,15,32,0,bf16,8.700736045837402,True,nan,
llama32_3b,15,32,0,hadamard,7.746520042419434,True,0.0,
llama32_3b,15,32,0,nar_rope,7.282988548278809,True,0.05983738396110216,
llama32_3b,15,32,512,bf16,8.600239753723145,True,nan,
llama32_3b,15,32,512,hadamard,7.8204026222229,True,0.0,
llama32_3b,15,32,512,nar_rope,7.181114196777344,True,0.08174622923235669,
llama32_3b,15,32,1024,bf16,8.616164207458496,True,nan,
llama32_3b,15,32,1024,hadamard,7.829663276672363,True,0.0,
llama32_3b,15,32,1024,nar_rope,7.188639163970947,True,0.08187122358266391,
llama32_3b,15,32,2048,bf16,8.620807647705078,True,nan,
llama32_3b,15,32,2048,hadamard,7.771700859069824,True,0.0,
llama32_3b,15,32,2048,nar_rope,7.144218444824219,True,0.08073939355415531,
llama32_3b,15,64,0,bf16,11.698582649230957,True,nan,
llama32_3b,15,64,0,hadamard,8.837722778320312,True,0.0,
llama32_3b,15,64,0,nar_rope,8.294254302978516,True,0.0614941754763989,
llama32_3b,15,64,512,bf16,11.611615180969238,True,nan,
llama32_3b,15,64,512,hadamard,8.66556167602539,True,0.0,
llama32_3b,15,64,512,nar_rope,8.26861572265625,True,0.045807296538821325,
llama32_3b,15,64,1024,bf16,11.574063301086426,True,nan,
llama32_3b,15,64,1024,hadamard,8.757913589477539,True,0.0,
llama32_3b,15,64,1024,nar_rope,8.266701698303223,True,0.05608777549078559,
llama32_3b,15,64,2048,bf16,11.540205955505371,True,nan,
llama32_3b,15,64,2048,hadamard,8.690393447875977,True,0.0,
llama32_3b,15,64,2048,nar_rope,8.331199645996094,True,0.041332283058792184,
llama32_3b,15,128,0,bf16,14.804336547851562,True,nan,
llama32_3b,15,128,0,hadamard,9.726383209228516,True,0.0,
llama32_3b,15,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,15,128,512,bf16,14.743867874145508,True,nan,
llama32_3b,15,128,512,hadamard,9.950745582580566,True,0.0,
llama32_3b,15,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,15,128,1024,bf16,14.763797760009766,True,nan,
llama32_3b,15,128,1024,hadamard,9.744948387145996,True,0.0,
llama32_3b,15,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,15,128,2048,bf16,14.695792198181152,True,nan,
llama32_3b,15,128,2048,hadamard,9.704874038696289,True,0.0,
llama32_3b,15,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,16,32,0,bf16,9.050809860229492,True,nan,
llama32_3b,16,32,0,hadamard,7.948464870452881,True,0.0,
llama32_3b,16,32,0,nar_rope,7.3786301612854,True,0.07169116533253457,
llama32_3b,16,32,512,bf16,8.98410415649414,True,nan,
llama32_3b,16,32,512,hadamard,8.062515258789062,True,0.0,
llama32_3b,16,32,512,nar_rope,7.3196516036987305,True,0.0921379533862619,
llama32_3b,16,32,1024,bf16,9.017768859863281,True,nan,
llama32_3b,16,32,1024,hadamard,7.9683122634887695,True,0.0,
llama32_3b,16,32,1024,nar_rope,7.411342620849609,True,0.06989806928014414,
llama32_3b,16,32,2048,bf16,9.031373023986816,True,nan,
llama32_3b,16,32,2048,hadamard,7.995298862457275,True,0.0,
llama32_3b,16,32,2048,nar_rope,7.430541038513184,True,0.07063623682611397,
llama32_3b,16,64,0,bf16,12.161291122436523,True,nan,
llama32_3b,16,64,0,hadamard,9.048784255981445,True,0.0,
llama32_3b,16,64,0,nar_rope,8.481075286865234,True,0.06273870091895968,
llama32_3b,16,64,512,bf16,12.07406997680664,True,nan,
llama32_3b,16,64,512,hadamard,9.092479705810547,True,0.0,
llama32_3b,16,64,512,nar_rope,8.596243858337402,True,0.054576514166539754,
llama32_3b,16,64,1024,bf16,12.074908256530762,True,nan,
llama32_3b,16,64,1024,hadamard,9.022821426391602,True,0.0,
llama32_3b,16,64,1024,nar_rope,8.489643096923828,True,0.05909219569703948,
llama32_3b,16,64,2048,bf16,12.125351905822754,True,nan,
llama32_3b,16,64,2048,hadamard,8.961289405822754,True,0.0,
llama32_3b,16,64,2048,nar_rope,8.492549896240234,True,0.052307150048959236,
llama32_3b,16,128,0,bf16,15.577417373657227,True,nan,
llama32_3b,16,128,0,hadamard,9.78736686706543,True,0.0,
llama32_3b,16,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,16,128,512,bf16,15.499478340148926,True,nan,
llama32_3b,16,128,512,hadamard,9.911014556884766,True,0.0,
llama32_3b,16,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,16,128,1024,bf16,15.497634887695312,True,nan,
llama32_3b,16,128,1024,hadamard,9.869916915893555,True,0.0,
llama32_3b,16,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,16,128,2048,bf16,15.509361267089844,True,nan,
llama32_3b,16,128,2048,hadamard,9.772830963134766,True,0.0,
llama32_3b,16,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,17,32,0,bf16,8.750914573669434,True,nan,
llama32_3b,17,32,0,hadamard,7.700346946716309,True,0.0,
llama32_3b,17,32,0,nar_rope,6.943367004394531,True,0.09830465400582755,
llama32_3b,17,32,512,bf16,8.727703094482422,True,nan,
llama32_3b,17,32,512,hadamard,7.559995651245117,True,0.0,
llama32_3b,17,32,512,nar_rope,6.943976879119873,True,0.08148401143905248,
llama32_3b,17,32,1024,bf16,8.769351959228516,True,nan,
llama32_3b,17,32,1024,hadamard,7.632268905639648,True,0.0,
llama32_3b,17,32,1024,nar_rope,6.8866472244262695,True,0.0976933190420509,
llama32_3b,17,32,2048,bf16,8.693887710571289,True,nan,
llama32_3b,17,32,2048,hadamard,7.590193748474121,True,0.0,
llama32_3b,17,32,2048,nar_rope,6.946993827819824,True,0.08474090938503398,
llama32_3b,17,64,0,bf16,11.787519454956055,True,nan,
llama32_3b,17,64,0,hadamard,8.508807182312012,True,0.0,
llama32_3b,17,64,0,nar_rope,8.085633277893066,True,0.049733634262935617,
llama32_3b,17,64,512,bf16,11.763148307800293,True,nan,
llama32_3b,17,64,512,hadamard,8.487351417541504,True,0.0,
llama32_3b,17,64,512,nar_rope,8.121244430541992,True,0.04313559896233923,
llama32_3b,17,64,1024,bf16,11.826385498046875,True,nan,
llama32_3b,17,64,1024,hadamard,8.533266067504883,True,0.0,
llama32_3b,17,64,1024,nar_rope,8.088111877441406,True,0.052166917864971615,
llama32_3b,17,64,2048,bf16,11.712564468383789,True,nan,
llama32_3b,17,64,2048,hadamard,8.522466659545898,True,0.0,
llama32_3b,17,64,2048,nar_rope,8.097464561462402,True,0.04986843774946976,
llama32_3b,17,128,0,bf16,15.109132766723633,True,nan,
llama32_3b,17,128,0,hadamard,9.435501098632812,True,0.0,
llama32_3b,17,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,17,128,512,bf16,15.079545974731445,True,nan,
llama32_3b,17,128,512,hadamard,9.610176086425781,True,0.0,
llama32_3b,17,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,17,128,1024,bf16,15.11021614074707,True,nan,
llama32_3b,17,128,1024,hadamard,9.466519355773926,True,0.0,
llama32_3b,17,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,17,128,2048,bf16,15.080474853515625,True,nan,
llama32_3b,17,128,2048,hadamard,9.484044075012207,True,0.0,
llama32_3b,17,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,18,32,0,bf16,9.064998626708984,True,nan,
llama32_3b,18,32,0,hadamard,7.744080543518066,True,0.0,
llama32_3b,18,32,0,nar_rope,7.071760177612305,True,0.08681732610187091,
llama32_3b,18,32,512,bf16,8.978838920593262,True,nan,
llama32_3b,18,32,512,hadamard,7.743922233581543,True,0.0,
llama32_3b,18,32,512,nar_rope,7.022292613983154,True,0.09318657882036051,
llama32_3b,18,32,1024,bf16,8.97775936126709,True,nan,
llama32_3b,18,32,1024,hadamard,7.789429187774658,True,0.0,
llama32_3b,18,32,1024,nar_rope,6.998645782470703,True,0.10152007114270616,
llama32_3b,18,32,2048,bf16,8.962039947509766,True,nan,
llama32_3b,18,32,2048,hadamard,7.7949628829956055,True,0.0,
llama32_3b,18,32,2048,nar_rope,7.044522762298584,True,0.09627244310990576,
llama32_3b,18,64,0,bf16,12.266622543334961,True,nan,
llama32_3b,18,64,0,hadamard,8.617742538452148,True,0.0,
llama32_3b,18,64,0,nar_rope,8.159051895141602,True,0.05322631086550577,
llama32_3b,18,64,512,bf16,12.249368667602539,True,nan,
llama32_3b,18,64,512,hadamard,8.662363052368164,True,0.0,
llama32_3b,18,64,512,nar_rope,8.181177139282227,True,0.055549035543411944,
llama32_3b,18,64,1024,bf16,12.262118339538574,True,nan,
llama32_3b,18,64,1024,hadamard,8.799103736877441,True,0.0,
llama32_3b,18,64,1024,nar_rope,8.267928123474121,True,0.0603670134240081,
llama32_3b,18,64,2048,bf16,12.197248458862305,True,nan,
llama32_3b,18,64,2048,hadamard,8.665672302246094,True,0.0,
llama32_3b,18,64,2048,nar_rope,8.21790599822998,True,0.05167127124113091,
llama32_3b,18,128,0,bf16,14.784268379211426,True,nan,
llama32_3b,18,128,0,hadamard,9.867414474487305,True,0.0,
llama32_3b,18,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,18,128,512,bf16,14.759237289428711,True,nan,
llama32_3b,18,128,512,hadamard,9.644624710083008,True,0.0,
llama32_3b,18,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,18,128,1024,bf16,14.775186538696289,True,nan,
llama32_3b,18,128,1024,hadamard,9.593318939208984,True,0.0,
llama32_3b,18,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,18,128,2048,bf16,14.74738883972168,True,nan,
llama32_3b,18,128,2048,hadamard,9.84332275390625,True,0.0,
llama32_3b,18,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,19,32,0,bf16,9.394842147827148,True,nan,
llama32_3b,19,32,0,hadamard,7.921396255493164,True,0.0,
llama32_3b,19,32,0,nar_rope,7.229244709014893,True,0.08737746782939848,
llama32_3b,19,32,512,bf16,9.268589973449707,True,nan,
llama32_3b,19,32,512,hadamard,7.966205596923828,True,0.0,
llama32_3b,19,32,512,nar_rope,7.271353721618652,True,0.08722494879789378,
llama32_3b,19,32,1024,bf16,9.318038940429688,True,nan,
llama32_3b,19,32,1024,hadamard,7.927591323852539,True,0.0,
llama32_3b,19,32,1024,nar_rope,7.255253791809082,True,0.08480981228441073,
llama32_3b,19,32,2048,bf16,9.348770141601562,True,nan,
llama32_3b,19,32,2048,hadamard,7.943271636962891,True,0.0,
llama32_3b,19,32,2048,nar_rope,7.251528263092041,True,0.08708544860179775,
llama32_3b,19,64,0,bf16,12.653125762939453,True,nan,
llama32_3b,19,64,0,hadamard,8.875670433044434,True,0.0,
llama32_3b,19,64,0,nar_rope,8.475265502929688,True,0.04511264057575014,
llama32_3b,19,64,512,bf16,12.594344139099121,True,nan,
llama32_3b,19,64,512,hadamard,8.923604965209961,True,0.0,
llama32_3b,19,64,512,nar_rope,8.526873588562012,True,0.044458644033960174,
llama32_3b,19,64,1024,bf16,12.596681594848633,True,nan,
llama32_3b,19,64,1024,hadamard,9.04603099822998,True,0.0,
llama32_3b,19,64,1024,nar_rope,8.58969497680664,True,0.05044599355370662,
llama32_3b,19,64,2048,bf16,12.602972030639648,True,nan,
llama32_3b,19,64,2048,hadamard,8.928571701049805,True,0.0,
llama32_3b,19,64,2048,nar_rope,8.47580337524414,True,0.050710050942686435,
llama32_3b,19,128,0,bf16,16.221284866333008,True,nan,
llama32_3b,19,128,0,hadamard,10.08799934387207,True,0.0,
llama32_3b,19,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,19,128,512,bf16,16.223186492919922,True,nan,
llama32_3b,19,128,512,hadamard,9.72562313079834,True,0.0,
llama32_3b,19,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,19,128,1024,bf16,16.21359634399414,True,nan,
llama32_3b,19,128,1024,hadamard,10.00838851928711,True,0.0,
llama32_3b,19,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,19,128,2048,bf16,16.217355728149414,True,nan,
llama32_3b,19,128,2048,hadamard,9.853395462036133,True,0.0,
llama32_3b,19,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,20,32,0,bf16,8.996925354003906,True,nan,
llama32_3b,20,32,0,hadamard,7.771623134613037,True,0.0,
llama32_3b,20,32,0,nar_rope,6.934274673461914,True,0.1077443471778455,
llama32_3b,20,32,512,bf16,8.886709213256836,True,nan,
llama32_3b,20,32,512,hadamard,7.860997200012207,True,0.0,
llama32_3b,20,32,512,nar_rope,6.972894668579102,True,0.11297581068108335,
llama32_3b,20,32,1024,bf16,8.94288444519043,True,nan,
llama32_3b,20,32,1024,hadamard,7.801797866821289,True,0.0,
llama32_3b,20,32,1024,nar_rope,7.003629684448242,True,0.10230567312791033,
llama32_3b,20,32,2048,bf16,8.946619987487793,True,nan,
llama32_3b,20,32,2048,hadamard,7.841482162475586,True,0.0,
llama32_3b,20,32,2048,nar_rope,6.956313610076904,True,0.11288281144533402,
llama32_3b,20,64,0,bf16,12.238304138183594,True,nan,
llama32_3b,20,64,0,hadamard,8.65697193145752,True,0.0,
llama32_3b,20,64,0,nar_rope,8.441911697387695,True,0.024842431715452713,
llama32_3b,20,64,512,bf16,12.131766319274902,True,nan,
llama32_3b,20,64,512,hadamard,8.59531307220459,True,0.0,
llama32_3b,20,64,512,nar_rope,8.305727005004883,True,0.033691159910878246,
llama32_3b,20,64,1024,bf16,12.13885498046875,True,nan,
llama32_3b,20,64,1024,hadamard,8.666267395019531,True,0.0,
llama32_3b,20,64,1024,nar_rope,8.424871444702148,True,0.027854662141640365,
llama32_3b,20,64,2048,bf16,12.134427070617676,True,nan,
llama32_3b,20,64,2048,hadamard,8.671858787536621,True,0.0,
llama32_3b,20,64,2048,nar_rope,8.296031951904297,True,0.043338671078508625,
llama32_3b,20,128,0,bf16,16.194873809814453,True,nan,
llama32_3b,20,128,0,hadamard,9.876148223876953,True,0.0,
llama32_3b,20,128,0,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,20,128,512,bf16,16.19122314453125,True,nan,
llama32_3b,20,128,512,hadamard,9.885039329528809,True,0.0,
llama32_3b,20,128,512,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,20,128,1024,bf16,16.190425872802734,True,nan,
llama32_3b,20,128,1024,hadamard,9.804676055908203,True,0.0,
llama32_3b,20,128,1024,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,20,128,2048,bf16,16.181791305541992,True,nan,
llama32_3b,20,128,2048,hadamard,9.751012802124023,True,0.0,
llama32_3b,20,128,2048,nar_rope,nan,False,nan,"requires an even number of >=2 groups, got 1"
llama32_3b,21,32,0,bf16,9.054847717285156,True,nan,
llama32_3b,21,32,0,hadamard,7.591952323913574,True,0.0,
llama32_3b,21,32,0,nar_rope,6.906424522399902,True,0.0902966420579798,
llama32_3b,21,32,512,bf16,8.975316047668457,True,nan,
llama32_3b,21,32,512,hadamard,7.517782211303711,True,0.0,
llama32_3b,21,32,512,nar_rope,6.959353446960449,True,0.07428105106631185,
llama32_3b,21,32,1024,bf16,9.021322250366211,True,nan,
llama32_3b,21,32,1024,hadamard,7.577441215515137,True,0.0,
llama32_3b,21,32,1024,nar_rope,6.91957426071167,True,0.08681914330875387,
llama32_3b,21,32,2048,bf16,8.992876052856445,True,nan,
llama32_3b,21,32,2048,hadamard,7.558233261108398,True,0.0,
llama32_3b,21,32,2048,nar_rope,6.942724227905273,True,0.08143556991953195,
llama32_3b,21,64,0,bf16,12.40416431427002,True,nan,
llama32_3b,21,64,0,hadamard,8.49639892578125,True,0.0,
llama32_3b,21,64,0,nar_rope,8.188658714294434,True,0.03622007560791638,
llama32_3b,21,64,512,bf16,12.40037727355957,True,nan,
llama32_3b,21,64,512,hadamard,8.486089706420898,True,0.0,
llama32_3b,21,64,512,nar_rope,8.418621063232422,True,0.007950498465438943,
llama32_3b,21,64,1024,bf16,12.44403076171875,True,nan,
llama32_3b,21,64,1024,hadamard,8.532243728637695,True,0.0,
llama32_3b,21,64,1024,nar_rope,8.17023754119873,True,0.04242801764135314,
