model,row,method,group,m,seed,chunk,nll,tokens_scored,effective_bits,slots,coeff,bit_accounted
llama32_3b,bf16,bf16,0,0,0,43,2.298311233520508,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,44,2.29321551322937,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,45,2.2715277671813965,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,46,2.361602544784546,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,47,2.152658224105835,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,48,2.0253496170043945,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,49,2.0217275619506836,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,50,1.7364431619644165,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,51,1.833879828453064,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,52,1.6671253442764282,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,53,1.8941572904586792,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,54,1.6215415000915527,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,55,1.599815011024475,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,56,1.8118771314620972,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,57,1.7980897426605225,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,58,2.1730411052703857,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,59,2.3417787551879883,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,60,2.349308729171753,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,61,2.454519033432007,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,62,1.4995765686035156,2047,16.0,0,,
llama32_3b,bf16,bf16,0,0,0,63,1.8954541683197021,2047,16.0,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,0,1.8413945436477661,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,1,2.4431214332580566,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,2,2.503232717514038,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,3,2.0241267681121826,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,4,1.9312517642974854,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,5,1.5619628429412842,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,6,1.6756383180618286,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,7,1.9283589124679565,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,8,2.253704071044922,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,9,1.9816704988479614,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,10,1.9120856523513794,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,11,2.261295795440674,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,12,2.121384382247925,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,13,2.2767832279205322,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,14,2.2026569843292236,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,15,2.4107253551483154,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,16,2.1364426612854004,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,17,2.1552929878234863,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,18,1.9581072330474854,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,19,2.121975898742676,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,20,2.2364296913146973,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,21,2.161468267440796,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,22,2.230527400970459,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,23,2.2469587326049805,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,24,2.288280963897705,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,25,2.3331565856933594,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,26,2.4343628883361816,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,27,2.2315168380737305,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,28,2.0010082721710205,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,29,1.8242900371551514,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,30,1.700942039489746,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,31,1.7237643003463745,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,32,2.0229575634002686,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,33,1.9816293716430664,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,34,2.1632723808288574,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,35,1.4783796072006226,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,36,1.450329303741455,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,37,1.496646523475647,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,38,1.479480504989624,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,39,1.6808794736862183,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,40,2.2765519618988037,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,41,2.6990103721618652,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,42,2.692413568496704,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,43,2.3087258338928223,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,44,2.3178703784942627,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,45,2.2800076007843018,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,46,2.3734424114227295,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,47,2.1632447242736816,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,48,2.0408077239990234,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,49,2.033034324645996,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,50,1.7627874612808228,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,51,1.850845217704773,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,52,1.6795381307601929,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,53,1.8997447490692139,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,54,1.6374245882034302,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,55,1.6153335571289062,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,56,1.8396672010421753,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,57,1.8085951805114746,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,58,2.1878087520599365,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,59,2.3570306301116943,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,60,2.365926504135132,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,61,2.466744899749756,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,62,1.5126011371612549,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,0,63,1.9068137407302856,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,0,1.8392527103424072,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,1,2.432600498199463,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,2,2.503606081008911,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,3,2.030663013458252,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,4,1.9389503002166748,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,5,1.5572994947433472,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,6,1.6678894758224487,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,7,1.9300767183303833,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,8,2.2575764656066895,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,9,1.9836410284042358,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,10,1.9073426723480225,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,11,2.257946729660034,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,12,2.126657247543335,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,13,2.27913236618042,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,14,2.1959383487701416,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,15,2.4029605388641357,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,16,2.1382741928100586,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,17,2.1427018642425537,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,18,1.9534460306167603,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,19,2.1180269718170166,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,20,2.2367818355560303,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,21,2.171957015991211,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,22,2.21714186668396,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,23,2.2622153759002686,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,24,2.2906956672668457,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,25,2.3481223583221436,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,26,2.434441089630127,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,27,2.234494686126709,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,28,2.0030596256256104,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,29,1.8072799444198608,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,30,1.6962432861328125,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,31,1.732363224029541,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,32,2.0256474018096924,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,33,1.9886789321899414,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,34,2.1669209003448486,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,35,1.4857265949249268,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,36,1.4517558813095093,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,37,1.4920529127120972,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,38,1.4887471199035645,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,39,1.6790236234664917,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,40,2.2796237468719482,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,41,2.7007970809936523,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,42,2.690538167953491,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,43,2.31559419631958,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,44,2.313171148300171,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,45,2.2865536212921143,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,46,2.373872995376587,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,47,2.1675593852996826,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,48,2.0418670177459717,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,49,2.027930736541748,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,50,1.7630993127822876,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,51,1.8413312435150146,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,52,1.6802611351013184,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,53,1.9145019054412842,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,54,1.6431045532226562,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,55,1.6109789609909058,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,56,1.8334006071090698,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,57,1.8191852569580078,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,58,2.186025381088257,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,59,2.3586456775665283,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,60,2.3651576042175293,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,61,2.4732534885406494,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,62,1.5210665464401245,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,1,63,1.910581350326538,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,0,1.8260775804519653,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,1,2.4367403984069824,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,2,2.514944314956665,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,3,2.0171499252319336,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,4,1.9378037452697754,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,5,1.5555094480514526,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,6,1.677862286567688,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,7,1.9333195686340332,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,8,2.263922929763794,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,9,1.9805972576141357,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,10,1.9121425151824951,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,11,2.256636619567871,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,12,2.1218295097351074,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,13,2.2730443477630615,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,14,2.2127685546875,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,15,2.4104762077331543,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,16,2.1391046047210693,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,17,2.1405560970306396,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,18,1.9579946994781494,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,19,2.121896743774414,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,20,2.23478627204895,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,21,2.1602678298950195,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,22,2.213254690170288,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,23,2.244767189025879,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,24,2.285963296890259,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,25,2.354806661605835,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,26,2.43491268157959,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,27,2.230675458908081,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,28,2.0063791275024414,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,29,1.8255062103271484,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,30,1.6994577646255493,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,31,1.7336472272872925,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,32,2.0200722217559814,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,33,1.9814231395721436,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,34,2.1614654064178467,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,35,1.4739292860031128,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,36,1.4464714527130127,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,37,1.4892196655273438,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,38,1.475864052772522,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,39,1.6790052652359009,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,40,2.274420976638794,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,41,2.7005200386047363,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,42,2.69240665435791,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,43,2.312147855758667,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,44,2.314177989959717,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,45,2.281553268432617,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,46,2.3697164058685303,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,47,2.1632022857666016,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,48,2.0433759689331055,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,49,2.032975673675537,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,50,1.7545198202133179,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,51,1.846109390258789,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,52,1.6784062385559082,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,53,1.906670093536377,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,54,1.6339794397354126,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,55,1.6148114204406738,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,56,1.8326643705368042,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,57,1.8063347339630127,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,58,2.1930925846099854,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,59,2.35514235496521,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,60,2.3640007972717285,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,61,2.471728563308716,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,62,1.5193930864334106,2047,4.5,0,,
llama32_3b,hadamard_g64_m1,hadamard,64,1,2,63,1.9023761749267578,2047,4.5,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,0,1.8348289728164673,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,1,2.4387428760528564,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,2,2.5089690685272217,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,3,2.0332388877868652,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,4,1.9343489408493042,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,5,1.561834454536438,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,6,1.6657418012619019,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,7,1.9402190446853638,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,8,2.2681479454040527,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,9,1.9862947463989258,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,10,1.9119672775268555,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,11,2.2688934803009033,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,12,2.1352667808532715,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,13,2.293996572494507,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,14,2.2124040126800537,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,15,2.410156726837158,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,16,2.135694742202759,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,17,2.154827833175659,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,18,1.9739028215408325,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,19,2.1182093620300293,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,20,2.2405550479888916,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,21,2.1557095050811768,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,22,2.2172563076019287,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,23,2.2601168155670166,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,24,2.2923166751861572,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,25,2.3580615520477295,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,26,2.433504819869995,2047,4.25,0,,
llama32_3b,hadamard_g128_m1,hadamard,128,1,0,27,2.234194040298462,2047,4.25,0,,
