model,layer,b,method,mean_group_range,relative_quantization_error_nmse,mse,sample_vectors,valid,invalid_reason
llama32_3b,20,32,identity,8.937447547912598,0.009218414997950976,0.03424367681145668,65536,True,
llama32_3b,20,32,hadamard,7.769624710083008,0.005921933038945755,0.021998222917318344,65536,True,
llama32_3b,20,32,nar,6.13409423828125,0.0037285073696639954,0.013850298710167408,65536,True,
llama32_3b,20,32,nar_rope,6.987380027770996,0.004885425801962364,0.0181479062885046,65536,True,
llama32_3b,20,64,bf16,12.166001319885254,0.0,0.0,65536,True,
llama32_3b,20,64,identity,12.166001319885254,0.01589972675144948,0.05906276777386665,65536,True,
llama32_3b,20,64,hadamard,8.668720245361328,0.007545034885541919,0.028027566149830818,65536,True,
llama32_3b,20,64,nar,7.619419097900391,0.005894213884322133,0.021895255893468857,65536,True,
llama32_3b,20,64,nar_rope,8.302474975585938,0.007001576921484706,0.026008781045675278,65536,True,
llama32_3b,20,128,bf16,16.188220977783203,0.0,0.0,65536,True,
llama32_3b,20,128,identity,16.188220977783203,0.026916151549411304,0.0999855175614357,65536,True,
llama32_3b,20,128,hadamard,9.756531715393066,0.009650452814863618,0.03584856912493706,65536,True,
llama32_3b,20,128,nar,8.844499588012695,0.007966083471940577,0.02959163673222065,65536,True,
llama32_3b,20,128,nar_rope,nan,nan,nan,65536,False,"requires an even number of >=2 groups, got 1"
llama32_3b,21,32,bf16,8.970680236816406,0.0,0.0,65536,True,
llama32_3b,21,32,identity,8.970680236816406,0.00926365339523812,0.033320218324661255,65536,True,
llama32_3b,21,32,hadamard,7.585346221923828,0.005829799768586184,0.020969070494174957,65536,True,
llama32_3b,21,32,nar,6.041882514953613,0.003766390431006906,0.013547241687774658,65536,True,
llama32_3b,21,32,nar_rope,6.97554874420166,0.005060438274712963,0.01820177212357521,65536,True,
llama32_3b,21,64,bf16,12.410465240478516,0.0,0.0,65536,True,
llama32_3b,21,64,identity,12.410465240478516,0.016546472893058474,0.05951562151312828,65536,True,
llama32_3b,21,64,hadamard,8.449519157409668,0.007413510519810102,0.02666548267006874,65536,True,
llama32_3b,21,64,nar,7.560770511627197,0.005964362242561079,0.021453075110912323,65536,True,
llama32_3b,21,64,nar_rope,8.202046394348145,0.007088384677113696,0.025496045127511024,65536,True,
llama32_3b,21,128,bf16,16.402332305908203,0.0,0.0,65536,True,
llama32_3b,21,128,identity,16.402332305908203,0.028802382713191767,0.10359861701726913,65536,True,
llama32_3b,21,128,hadamard,9.442255973815918,0.009322615878254273,0.03353229910135269,65536,True,
llama32_3b,21,128,nar,8.926971435546875,0.008366694519578369,0.0300939679145813,65536,True,
llama32_3b,21,128,nar_rope,nan,nan,nan,65536,False,"requires an even number of >=2 groups, got 1"
llama32_3b,22,32,bf16,9.093045234680176,0.0,0.0,65536,True,
llama32_3b,22,32,identity,9.093045234680176,0.010074078568871462,0.036175791174173355,65536,True,
llama32_3b,22,32,hadamard,7.490407466888428,0.005705217462201357,0.020487308502197266,65536,True,
llama32_3b,22,32,nar,5.795081615447998,0.0035173909707912517,0.012630872428417206,65536,True,
llama32_3b,22,32,nar_rope,6.655411243438721,0.004618632429895473,0.01658540591597557,65536,True,
llama32_3b,22,64,bf16,12.735548973083496,0.0,0.0,65536,True,
llama32_3b,22,64,identity,12.735548973083496,0.018404359793998692,0.06608964502811432,65536,True,
llama32_3b,22,64,hadamard,8.428471565246582,0.007433506621120528,0.02669355273246765,65536,True,
llama32_3b,22,64,nar,7.14656925201416,0.005424772212902011,0.019480235874652863,65536,True,
llama32_3b,22,64,nar_rope,7.885393142700195,0.006584461464618887,0.02364465408027172,65536,True,
llama32_3b,22,128,bf16,17.353961944580078,0.0,0.0,65536,True,
llama32_3b,22,128,identity,17.353961944580078,0.03303386391479501,0.11862386763095856,65536,True,
llama32_3b,22,128,hadamard,9.313283920288086,0.009117538202316719,0.03274087607860565,65536,True,
llama32_3b,22,128,nar,8.482452392578125,0.00757607901344421,0.027205530554056168,65536,True,
llama32_3b,22,128,nar_rope,nan,nan,nan,65536,False,"requires an even number of >=2 groups, got 1"
llama32_3b,23,32,bf16,8.978740692138672,0.0,0.0,65536,True,
llama32_3b,23,32,identity,8.978740692138672,0.009223875858794466,0.034645117819309235,65536,True,
llama32_3b,23,32,hadamard,7.838180065155029,0.0059748898131036,0.022441841661930084,65536,True,
llama32_3b,23,32,nar,6.215052127838135,0.00377525008107508,0.014179938472807407,65536,True,
llama32_3b,23,32,nar_rope,7.159595966339111,0.0050896060739755115,0.01911669410765171,65536,True,
llama32_3b,23,64,bf16,12.32612419128418,0.0,0.0,65536,True,
llama32_3b,23,64,identity,12.32612419128418,0.016123313633468254,0.06055958569049835,65536,True,
llama32_3b,23,64,hadamard,8.694053649902344,0.007528606796081685,0.028277644887566566,65536,True,
llama32_3b,23,64,nar,7.742425441741943,0.0059847782281420205,0.02247898280620575,65536,True,
llama32_3b,23,64,nar_rope,8.287980079650879,0.006934236224187053,0.026045173406600952,65536,True,
llama32_3b,23,128,bf16,16.305389404296875,0.0,0.0,65536,True,
llama32_3b,23,128,identity,16.305389404296875,0.02730143784894104,0.10254491120576859,65536,True,
llama32_3b,23,128,hadamard,9.713644027709961,0.009455604963908971,0.035515498369932175,65536,True,
llama32_3b,23,128,nar,9.092677116394043,0.00829525794570696,0.031157206743955612,65536,True,
llama32_3b,23,128,nar_rope,nan,nan,nan,65536,False,"requires an even number of >=2 groups, got 1"
llama32_3b,24,32,bf16,8.907079696655273,0.0,0.0,65536,True,
llama32_3b,24,32,identity,8.907079696655273,0.009109621351578829,0.03380958363413811,65536,True,
llama32_3b,24,32,hadamard,7.75471830368042,0.005892918689240089,0.021871065720915794,65536,True,
llama32_3b,24,32,nar,6.154639720916748,0.0037912260883801196,0.014070814475417137,65536,True,
llama32_3b,24,32,nar_rope,6.9716267585754395,0.004828643421985031,0.017921097576618195,65536,True,
llama32_3b,24,64,bf16,12.391677856445312,0.0,0.0,65536,True,
llama32_3b,24,64,identity,12.391677856445312,0.016381330081477238,0.06079791113734245,65536,True,
llama32_3b,24,64,hadamard,8.709209442138672,0.0076295907229371835,0.028316576033830643,65536,True,
llama32_3b,24,64,nar,7.636490345001221,0.005932817800342036,0.022019147872924805,65536,True,
llama32_3b,24,64,nar_rope,8.153390884399414,0.00674589273779547,0.025036806240677834,65536,True,
llama32_3b,24,128,bf16,16.09667205810547,0.0,0.0,65536,True,
llama32_3b,24,128,identity,16.09667205810547,0.026797256992797877,0.09945573657751083,65536,True,
llama32_3b,24,128,hadamard,9.494035720825195,0.009130141783456872,0.03388574346899986,65536,True,
llama32_3b,24,128,nar,8.99822998046875,0.00822020255830324,0.030508581548929214,65536,True,
llama32_3b,24,128,nar_rope,nan,nan,nan,65536,False,"requires an even number of >=2 groups, got 1"
llama32_3b,25,32,bf16,9.515793800354004,0.0,0.0,65536,True,
llama32_3b,25,32,identity,9.515793800354004,0.010557337519317039,0.04075384885072708,65536,True,
llama32_3b,25,32,hadamard,7.626969814300537,0.005556053334608526,0.021447693929076195,65536,True,
llama32_3b,25,32,nar,5.924215316772461,0.003365682085670226,0.012992337346076965,65536,True,
llama32_3b,25,32,nar_rope,6.761233329772949,0.00450872628221725,0.017404761165380478,65536,True,
llama32_3b,25,64,bf16,13.39013385772705,0.0,0.0,65536,True,
llama32_3b,25,64,identity,13.39013385772705,0.019240445180188494,0.07427272200584412,65536,True,
llama32_3b,25,64,hadamard,8.526002883911133,0.007113967361591144,0.027461614459753036,65536,True,
llama32_3b,25,64,nar,7.387781143188477,0.005306491710433737,0.020484326407313347,65536,True,
llama32_3b,25,64,nar_rope,7.947270393371582,0.006274077395760711,0.024219438433647156,65536,True,
llama32_3b,25,128,bf16,18.06433868408203,0.0,0.0,65536,True,
llama32_3b,25,128,identity,18.06433868408203,0.0330596010429734,0.1276179701089859,65536,True,
llama32_3b,25,128,hadamard,9.51922607421875,0.008902380068366309,0.03436531499028206,65536,True,
llama32_3b,25,128,nar,8.539491653442383,0.00717009995697614,0.027678299695253372,65536,True,
llama32_3b,25,128,nar_rope,nan,nan,nan,65536,False,"requires an even number of >=2 groups, got 1"
llama32_3b,26,32,bf16,8.302261352539062,0.0,0.0,65536,True,
llama32_3b,26,32,identity,8.302261352539062,0.008452448723993181,0.02874074876308441,65536,True,
llama32_3b,26,32,hadamard,7.509608268737793,0.0060489352054672344,0.020568113774061203,65536,True,
llama32_3b,26,32,nar,6.060256004333496,0.003960344871621017,0.013466307893395424,65536,True,
llama32_3b,26,32,nar_rope,6.905744552612305,0.005181464933757477,0.017618466168642044,65536,True,
llama32_3b,26,64,bf16,11.187051773071289,0.0,0.0,65536,True,
llama32_3b,26,64,identity,11.187051773071289,0.014401954453830489,0.048970773816108704,65536,True,
llama32_3b,26,64,hadamard,8.401570320129395,0.007743271864681377,0.026329344138503075,65536,True,
llama32_3b,26,64,nar,7.371102333068848,0.00598915974510575,0.020364860072731972,65536,True,
llama32_3b,26,64,nar_rope,8.062481880187988,0.007189222187977761,0.024445416405797005,65536,True,
llama32_3b,26,128,bf16,14.659940719604492,0.0,0.0,65536,True,
llama32_3b,26,128,identity,14.659940719604492,0.024077540752817518,0.08187054097652435,65536,True,
llama32_3b,26,128,hadamard,9.279436111450195,0.009531348646135042,0.032409317791461945,65536,True,
llama32_3b,26,128,nar,8.58834457397461,0.008162123529361858,0.02775355987250805,65536,True,
llama32_3b,26,128,nar_rope,nan,nan,nan,65536,False,"requires an even number of >=2 groups, got 1"
llama32_3b,27,32,bf16,8.926474571228027,0.0,0.0,65536,True,
llama32_3b,27,32,identity,8.926474571228027,0.009469143702710126,0.03519066423177719,65536,True,
llama32_3b,27,32,hadamard,7.6374430656433105,0.005708333809141757,0.02121417224407196,65536,True,
llama32_3b,27,32,nar,5.971762657165527,0.003537885841045653,0.013148026540875435,65536,True,
llama32_3b,27,32,nar_rope,6.665159225463867,0.004465518529712194,0.01659543439745903,65536,True,
llama32_3b,27,64,bf16,12.075383186340332,0.0,0.0,65536,True,
llama32_3b,27,64,identity,12.075383186340332,0.016454842249629783,0.06115197390317917,65536,True,
llama32_3b,27,64,hadamard,8.547249794006348,0.007327463097688623,0.027231425046920776,65536,True,
llama32_3b,27,64,nar,7.464430332183838,0.005622798196658388,0.020896293222904205,65536,True,
llama32_3b,27,64,nar_rope,7.839672565460205,0.0062874260056467015,0.023366283625364304,65536,True,
llama32_3b,27,128,bf16,16.75324249267578,0.0,0.0,65536,True,
llama32_3b,27,128,identity,16.75324249267578,0.028944989006259948,0.10756974667310715,65536,True,
llama32_3b,27,128,hadamard,9.404943466186523,0.008961484120679729,0.03330402076244354,65536,True,
llama32_3b,27,128,nar,8.852367401123047,0.007991344157301367,0.02969864010810852,65536,True,
llama32_3b,27,128,nar_rope,nan,nan,nan,65536,False,"requires an even number of >=2 groups, got 1"
