model,row,quantizer,seed,site,layer,group,group_class,observations,mean_range,scope
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,34,anchor,131072,0.09431359973694953,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,35,anchor,131072,0.09492566980736683,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,36,anchor,131072,0.09327767390463748,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,37,anchor,131072,0.09487872564746169,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,38,anchor,131072,0.09077755701176216,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,39,anchor,131072,0.09045639453424315,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,40,anchor,131072,0.09438293292586764,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,41,anchor,131072,0.09486859865944552,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,42,anchor,131072,0.09293286362871811,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,43,anchor,131072,0.09510919591160416,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,44,anchor,131072,0.09027103762053912,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,45,anchor,131072,0.09635495329716548,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,46,anchor,131072,0.0937882734553881,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,47,anchor,131072,0.0924805043493393,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,48,anchor,131072,0.0909718136450266,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,49,anchor,131072,0.09250846149146241,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,50,anchor,131072,0.09433916164785217,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,51,anchor,131072,0.09400880441924642,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,52,anchor,131072,0.09428974713958382,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,53,anchor,131072,0.09456388961420714,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,54,anchor,131072,0.0895513585954717,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,55,anchor,131072,0.09022428938395421,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,56,anchor,131072,0.08981974695501549,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,57,anchor,131072,0.09288407434114276,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,58,anchor,131072,0.09217505128899006,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,59,anchor,131072,0.09155919113439381,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,60,anchor,131072,0.08877603345315777,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,61,anchor,131072,0.09226519165190439,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,62,anchor,131072,0.0924833680597743,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,2,63,anchor,131072,0.09228336019317851,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,0,anchor,131072,0.22235258234070443,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,1,anchor,131072,0.1543833898774949,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,2,anchor,131072,0.15088466999389993,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,3,anchor,131072,0.1520081298296816,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,4,anchor,131072,0.13688234035200253,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,5,anchor,131072,0.14289861288884254,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,6,anchor,131072,0.14064347282931067,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,7,anchor,131072,0.1431715317694966,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,8,anchor,131072,0.14079107572501925,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,9,anchor,131072,0.14198607551105624,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,10,anchor,131072,0.13571168795877497,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,11,anchor,131072,0.13878065681382168,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,12,anchor,131072,0.14025000791124853,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,13,anchor,131072,0.143197540403861,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,14,anchor,131072,0.13666185010532672,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,15,anchor,131072,0.1357659595912537,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,16,anchor,131072,0.13790697501900695,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,17,anchor,131072,0.1372940317579605,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,18,anchor,131072,0.13933517243606275,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,19,anchor,131072,0.13710837280387977,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,20,anchor,131072,0.13700207215302385,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,21,anchor,131072,0.13596950395393037,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,22,anchor,131072,0.13393082980414306,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,23,anchor,131072,0.13361741001750715,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,24,anchor,131072,0.135611745399558,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,25,anchor,131072,0.1335079939284185,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,26,anchor,131072,0.1331117913994717,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,27,anchor,131072,0.1303324854255834,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,28,anchor,131072,0.13358140503422078,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,29,anchor,131072,0.13460321550388699,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,30,anchor,131072,0.13251473760698218,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,31,anchor,131072,0.13173572039821124,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,32,anchor,131072,0.13103934545318907,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,33,anchor,131072,0.1314037866212061,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,34,anchor,131072,0.13252976194482358,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,35,anchor,131072,0.1310093419204179,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,36,anchor,131072,0.13407212078791986,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,37,anchor,131072,0.13255553258605346,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,38,anchor,131072,0.13311025333635484,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,39,anchor,131072,0.12993258429764865,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,40,anchor,131072,0.13266561444402214,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,41,anchor,131072,0.1313207272923762,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,42,anchor,131072,0.13144359240058634,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,43,anchor,131072,0.1283347511644024,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,44,anchor,131072,0.13022463449590305,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,45,anchor,131072,0.13034803035409936,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,46,anchor,131072,0.13028558413262203,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,47,anchor,131072,0.1298041115256865,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,48,anchor,131072,0.1304683886183966,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,49,anchor,131072,0.13106712903694984,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,50,anchor,131072,0.13099399511878573,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,51,anchor,131072,0.12872678746319366,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,52,anchor,131072,0.13207084374414535,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,53,anchor,131072,0.1320149145445555,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,54,anchor,131072,0.12780168915406875,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,55,anchor,131072,0.13291071102761975,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,56,anchor,131072,0.13284202449065674,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,57,anchor,131072,0.13031441344185168,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,58,anchor,131072,0.13014121361587172,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,59,anchor,131072,0.13158329238046917,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,60,anchor,131072,0.12912811263339563,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,61,anchor,131072,0.13224065953087916,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,62,anchor,131072,0.1307316204402298,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,3,63,anchor,131072,0.1276369419657044,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,0,anchor,131072,0.24180664692528353,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,1,anchor,131072,0.19613313248032682,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,2,anchor,131072,0.18293372646638772,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,3,anchor,131072,0.18532075990304975,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,4,anchor,131072,0.17010722227695396,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,5,anchor,131072,0.172364639439337,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,6,anchor,131072,0.1809509025507623,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,7,anchor,131072,0.1794307333262566,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,8,anchor,131072,0.1794039141691144,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,9,anchor,131072,0.17945199484523755,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,10,anchor,131072,0.17291553389711112,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,11,anchor,131072,0.17991755713669022,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,12,anchor,131072,0.16877056874608343,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,13,anchor,131072,0.17056005532981544,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,14,anchor,131072,0.17375481860665332,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,15,anchor,131072,0.16979160087007017,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,16,anchor,131072,0.16874784576654633,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,17,anchor,131072,0.17373844444443876,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,18,anchor,131072,0.1744638005200727,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,19,anchor,131072,0.16965763993371752,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,20,anchor,131072,0.17455908576226875,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,21,anchor,131072,0.16843680540685568,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,22,anchor,131072,0.170069500271552,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,23,anchor,131072,0.16866240709239833,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,24,anchor,131072,0.16787353933304416,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,25,anchor,131072,0.16817368492922924,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,26,anchor,131072,0.16600676387571411,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,27,anchor,131072,0.1689974035352293,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,28,anchor,131072,0.17095584090830585,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,29,anchor,131072,0.16941429455636126,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,30,anchor,131072,0.16744676378883128,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,31,anchor,131072,0.16600565404621648,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,32,anchor,131072,0.16802389170959486,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,33,anchor,131072,0.16644818797223593,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,34,anchor,131072,0.16373203501009925,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,35,anchor,131072,0.1662785166237768,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,36,anchor,131072,0.16321842398917852,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,37,anchor,131072,0.16326595406769684,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,38,anchor,131072,0.16255389620440042,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,39,anchor,131072,0.16332739276495545,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,40,anchor,131072,0.1660253763416506,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,41,anchor,131072,0.16101334090026853,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,42,anchor,131072,0.16735834625313828,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,43,anchor,131072,0.1651214361443465,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,44,anchor,131072,0.1636731433092109,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,45,anchor,131072,0.16469935190662,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,46,anchor,131072,0.16442181902056063,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,47,anchor,131072,0.16440174360567994,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,48,anchor,131072,0.16457245024986378,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,49,anchor,131072,0.16754536325890967,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,50,anchor,131072,0.16244415863113204,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,51,anchor,131072,0.16536687673453798,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,52,anchor,131072,0.1627023305985631,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,53,anchor,131072,0.16279743416581027,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,54,anchor,131072,0.16393511960120577,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,55,anchor,131072,0.16263460192320167,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,56,anchor,131072,0.16589693478107392,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,57,anchor,131072,0.16333593184882034,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,58,anchor,131072,0.16282680305806707,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,59,anchor,131072,0.16465098361686614,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,60,anchor,131072,0.16619439324696827,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,61,anchor,131072,0.1644046182030081,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,62,anchor,131072,0.16559419398447517,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,4,63,anchor,131072,0.1624352430990541,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,0,anchor,131072,0.3092473783059404,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,1,anchor,131072,0.21730666030646262,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,2,anchor,131072,0.21390626663099965,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,3,anchor,131072,0.20918872383174403,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,4,anchor,131072,0.19828302044902557,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,5,anchor,131072,0.20117332227283669,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,6,anchor,131072,0.19422628459068392,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,7,anchor,131072,0.19843516312232623,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,8,anchor,131072,0.19484617906516633,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,9,anchor,131072,0.19916402976679137,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,10,anchor,131072,0.19264011833843142,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,11,anchor,131072,0.198507203413385,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,12,anchor,131072,0.19040347884316589,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,13,anchor,131072,0.1959572419037272,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,14,anchor,131072,0.19459604532647745,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,15,anchor,131072,0.1937589670819193,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,16,anchor,131072,0.18924788004031257,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,17,anchor,131072,0.19641677389580536,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,18,anchor,131072,0.19376687250507985,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,19,anchor,131072,0.1893982581281648,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,20,anchor,131072,0.18673233820311452,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,21,anchor,131072,0.19578577752105275,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,22,anchor,131072,0.19076237887975367,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,23,anchor,131072,0.19105465021186774,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,24,anchor,131072,0.19280284742501408,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,25,anchor,131072,0.18894383970445006,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,26,anchor,131072,0.1949974718698968,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,27,anchor,131072,0.1872383695621238,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,28,anchor,131072,0.18866894798816247,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,29,anchor,131072,0.188800170042839,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,30,anchor,131072,0.19066836042401292,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,31,anchor,131072,0.18751908251499572,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,32,anchor,131072,0.18883885540770962,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,33,anchor,131072,0.189527141531471,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,34,anchor,131072,0.18769350438066112,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,35,anchor,131072,0.18810371401559678,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,36,anchor,131072,0.19189800265257873,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,37,anchor,131072,0.19990671637927449,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,38,anchor,131072,0.18786496699954114,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,39,anchor,131072,0.18750919286338785,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,40,anchor,131072,0.18583893770471605,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,41,anchor,131072,0.18957406373687036,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,42,anchor,131072,0.18886057965013947,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,43,anchor,131072,0.1857206276705483,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,44,anchor,131072,0.18862665356004982,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,45,anchor,131072,0.18414253875999975,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,46,anchor,131072,0.19101685033655258,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,47,anchor,131072,0.18636419893897482,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,48,anchor,131072,0.18404480694772474,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,49,anchor,131072,0.1855711030904672,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,50,anchor,131072,0.18465865135823378,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,51,anchor,131072,0.1874266411066401,common_unquantized_bf16_forward
llama32_3b,Q5b,asym_and_sym_same_prequant_input,1,down,5,52,anchor,131072,0.18618515272652303,common_unquantized_bf16_forward
