model,row,quantizer,seed,site,layer,group,group_class,observations,mean_range,scope
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,0,62,anchor,131072,0.05149060398645133,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,0,63,anchor,131072,0.0511970348551003,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,0,anchor,131072,0.12552463660328783,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,1,anchor,131072,0.09410371398428197,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,2,anchor,131072,0.07214766927886274,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,3,anchor,131072,0.07711556371589268,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,4,anchor,131072,0.06778759468897277,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,5,anchor,131072,0.0759757747217904,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,6,anchor,131072,0.0666644765891462,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,7,anchor,131072,0.069695810609673,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,8,anchor,131072,0.07130363228570502,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,9,anchor,131072,0.07063631070793974,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,10,anchor,131072,0.06951332900730023,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,11,anchor,131072,0.0690420442898727,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,12,anchor,131072,0.07013074740160619,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,13,anchor,131072,0.06968310637718389,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,14,anchor,131072,0.06938955501438926,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,15,anchor,131072,0.07076518155862033,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,16,anchor,131072,0.06914367348673522,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,17,anchor,131072,0.06848793166537348,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,18,anchor,131072,0.07041998766531776,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,19,anchor,131072,0.06859565862144734,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,20,anchor,131072,0.06886102220234847,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,21,anchor,131072,0.06635329637931164,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,22,anchor,131072,0.06827983405145233,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,23,anchor,131072,0.06951504238750061,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,24,anchor,131072,0.06433956688149323,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,25,anchor,131072,0.06663453969908772,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,26,anchor,131072,0.06850769981555516,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,27,anchor,131072,0.0676688370674583,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,28,anchor,131072,0.06727959387507809,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,29,anchor,131072,0.06535842334349695,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,30,anchor,131072,0.06739463665082468,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,31,anchor,131072,0.06586686444050827,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,32,anchor,131072,0.06770402686942845,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,33,anchor,131072,0.06677790455374577,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,34,anchor,131072,0.06867485580289667,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,35,anchor,131072,0.06647198260540677,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,36,anchor,131072,0.06746922285206836,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,37,anchor,131072,0.06672169234033731,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,38,anchor,131072,0.06812909903291597,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,39,anchor,131072,0.06733225860786973,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,40,anchor,131072,0.06635477144325108,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,41,anchor,131072,0.06658381364474053,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,42,anchor,131072,0.0661372110775531,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,43,anchor,131072,0.06612495419926745,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,44,anchor,131072,0.06657168102981359,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,45,anchor,131072,0.06598511917680838,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,46,anchor,131072,0.06683583430857709,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,47,anchor,131072,0.06646174859778853,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,48,anchor,131072,0.06479376428644912,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,49,anchor,131072,0.06481797555196067,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,50,anchor,131072,0.0670418156000423,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,51,anchor,131072,0.06595799510105849,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,52,anchor,131072,0.06729643945990915,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,53,anchor,131072,0.06522754304448597,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,54,anchor,131072,0.06653295007989612,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,55,anchor,131072,0.06590930999188771,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,56,anchor,131072,0.06508996707708548,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,57,anchor,131072,0.06581985778234412,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,58,anchor,131072,0.06649217190904011,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,59,anchor,131072,0.06523982126788752,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,60,anchor,131072,0.06621630989846494,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,61,anchor,131072,0.0656717475701214,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,62,anchor,131072,0.06691007550882944,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,1,63,anchor,131072,0.0667913429082958,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,0,anchor,131072,0.1633858825423431,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,1,anchor,131072,0.11477082892457702,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,2,anchor,131072,0.09955117302199312,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,3,anchor,131072,0.10206461767961628,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,4,anchor,131072,0.10567992178543761,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,5,anchor,131072,0.10472925625339258,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,6,anchor,131072,0.0985513944458205,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,7,anchor,131072,0.09785407773735244,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,8,anchor,131072,0.09835610467631284,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,9,anchor,131072,0.09873228754432262,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,10,anchor,131072,0.1041861615841384,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,11,anchor,131072,0.1015256245803613,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,12,anchor,131072,0.10054792096732967,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,13,anchor,131072,0.10294621548686678,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,14,anchor,131072,0.09563185076312664,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,15,anchor,131072,0.09475245056441395,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,16,anchor,131072,0.09879050728754635,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,17,anchor,131072,0.09711768007092303,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,18,anchor,131072,0.09751690694203319,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,19,anchor,131072,0.09642848237579926,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,20,anchor,131072,0.09625079805023518,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,21,anchor,131072,0.09752468113657642,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,22,anchor,131072,0.09676481790893376,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,23,anchor,131072,0.09869770970317404,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,24,anchor,131072,0.09564537633265502,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,25,anchor,131072,0.09576683723219048,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,26,anchor,131072,0.0940835665640094,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,27,anchor,131072,0.09413945765594178,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,28,anchor,131072,0.09602052881575673,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,29,anchor,131072,0.10018684022348623,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,30,anchor,131072,0.09677200945753839,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,31,anchor,131072,0.09568212848405722,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,32,anchor,131072,0.0976235652475026,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,33,anchor,131072,0.09396211029283563,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,34,anchor,131072,0.0944476155103331,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,35,anchor,131072,0.09592013558334145,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,36,anchor,131072,0.0946910455846961,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,37,anchor,131072,0.0964505619229925,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,38,anchor,131072,0.09132517896816239,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,39,anchor,131072,0.09123467632707616,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,40,anchor,131072,0.0957436176274058,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,41,anchor,131072,0.09542304384059719,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,42,anchor,131072,0.09393074925387168,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,43,anchor,131072,0.09631575590429975,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,44,anchor,131072,0.09096648612162994,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,45,anchor,131072,0.09747297437615998,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,46,anchor,131072,0.09483682401656779,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,47,anchor,131072,0.0944871178505764,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,48,anchor,131072,0.09258601349185369,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,49,anchor,131072,0.0942266274934127,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,50,anchor,131072,0.0951864463647496,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,51,anchor,131072,0.09483208727428405,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,52,anchor,131072,0.09570317592022093,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,53,anchor,131072,0.09537511983876357,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,54,anchor,131072,0.09068325533358745,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,55,anchor,131072,0.09056852655734815,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,56,anchor,131072,0.09010191837536752,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,57,anchor,131072,0.09465139250504251,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,58,anchor,131072,0.09235567461473693,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,59,anchor,131072,0.09225324706247306,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,60,anchor,131072,0.08971247147076156,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,61,anchor,131072,0.09249795572797836,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,62,anchor,131072,0.09301307503470468,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,2,63,anchor,131072,0.09361039644187485,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,0,anchor,131072,0.22372571097650962,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,1,anchor,131072,0.15499030024491844,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,2,anchor,131072,0.15238937592204138,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,3,anchor,131072,0.15463134768884856,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,4,anchor,131072,0.13877205984528018,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,5,anchor,131072,0.14492876110321617,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,6,anchor,131072,0.14158538757084216,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,7,anchor,131072,0.14415135016236036,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,8,anchor,131072,0.1442993812286204,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,9,anchor,131072,0.14301960135330205,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,10,anchor,131072,0.13677418152212795,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,11,anchor,131072,0.1407171454461036,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,12,anchor,131072,0.1422507938663955,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,13,anchor,131072,0.14389359577077698,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,14,anchor,131072,0.13761245333330407,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,15,anchor,131072,0.1373533323090328,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,16,anchor,131072,0.1396617070742252,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,17,anchor,131072,0.13854744381131923,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,18,anchor,131072,0.1417214241280078,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,19,anchor,131072,0.13819049766038916,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,20,anchor,131072,0.1389140698198048,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,21,anchor,131072,0.13715079249348605,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,22,anchor,131072,0.13637194641231076,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,23,anchor,131072,0.13496267545565388,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,24,anchor,131072,0.1380837255412075,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,25,anchor,131072,0.14142500273672454,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,26,anchor,131072,0.1347391476477071,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,27,anchor,131072,0.13218968057660163,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,28,anchor,131072,0.1346555704850516,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,29,anchor,131072,0.1365245968246711,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,30,anchor,131072,0.1343434795711005,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,31,anchor,131072,0.13277098474009108,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,32,anchor,131072,0.13274547677099235,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,33,anchor,131072,0.13443200007947098,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,34,anchor,131072,0.13350422743843637,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,35,anchor,131072,0.13314478918192663,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,36,anchor,131072,0.13444285102534081,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,37,anchor,131072,0.1336572166828489,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,38,anchor,131072,0.13549269912795125,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,39,anchor,131072,0.13067497815251272,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,40,anchor,131072,0.13488614633527618,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,41,anchor,131072,0.13353721824481113,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,42,anchor,131072,0.13212866074763951,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,43,anchor,131072,0.12955933345548942,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,44,anchor,131072,0.13237811776807007,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,45,anchor,131072,0.13165002946783488,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,46,anchor,131072,0.13177614675291238,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,47,anchor,131072,0.13029832151332243,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,48,anchor,131072,0.13319852296638146,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,49,anchor,131072,0.13238555522073625,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,50,anchor,131072,0.13170113561764651,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,51,anchor,131072,0.13063559647366674,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,52,anchor,131072,0.1331477938688579,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,53,anchor,131072,0.13682123861036644,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,54,anchor,131072,0.12836741498432502,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,55,anchor,131072,0.13473746050979685,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,56,anchor,131072,0.13400955752226196,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,57,anchor,131072,0.13146871009780625,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,58,anchor,131072,0.1310981032532368,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,59,anchor,131072,0.13245629086125632,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,60,anchor,131072,0.13025762294464016,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,61,anchor,131072,0.13289253285503833,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,62,anchor,131072,0.13117071479413767,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,3,63,anchor,131072,0.12933152345999588,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,0,anchor,131072,0.24284289139018256,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,1,anchor,131072,0.19814891458153738,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,2,anchor,131072,0.18446664600125473,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,3,anchor,131072,0.18728656784003306,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,4,anchor,131072,0.17120846502729137,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,5,anchor,131072,0.17808834019649566,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,6,anchor,131072,0.1830449642396843,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,7,anchor,131072,0.17995579349209834,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,8,anchor,131072,0.1802090750479124,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,9,anchor,131072,0.1804260255341319,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,10,anchor,131072,0.17486890803525057,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,11,anchor,131072,0.18169843296129784,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,12,anchor,131072,0.17093065990997047,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,13,anchor,131072,0.1716685131843576,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,14,anchor,131072,0.17587828139659223,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,15,anchor,131072,0.1704522311488006,common_unquantized_bf16_forward
llama32_3b,Q5a,asym_and_sym_same_prequant_input,0,down,4,16,anchor,131072,0.17019975825454026,common_unquantized_bf16_forward
