model,site,layer,method,fp4_nmse,transformed_pearson_kurtosis,mean_relative_e4m3_scale_rounding_error,squared_error,signal_energy,sample_vectors
llama32_3b,down_input,17,identity,0.007872008859868818,345.2812194824219,0.033062417060136795,691.138587473203,87796.97784597265,2048
llama32_3b,down_input,17,hadamard,0.010185840426843385,24.66840171813965,0.03647306561470032,894.2860062981813,87796.97784597265,2048
llama32_3b,down_input,17,nar,0.009666632862264834,5.369447231292725,0.03204804286360741,848.7011512534168,87796.97784597265,2048
llama32_3b,down_input,17,logdiag,0.030445057828385788,726.6934204101562,0.02761354297399521,2672.984067678143,87796.97784597265,2048
llama32_3b,down_input,18,bf16,0.0,410.0631408691406,0.0,0.0,92239.05915362533,2048
llama32_3b,down_input,18,identity,0.007830883615760332,410.0631408691406,0.03219589591026306,722.3133370592727,92239.05915362533,2048
llama32_3b,down_input,18,hadamard,0.010140980692246627,28.816003799438477,0.03646775707602501,935.394517947909,92239.05915362533,2048
llama32_3b,down_input,18,nar,0.009728692519482699,6.1521196365356445,0.03135506808757782,897.365444791997,92239.05915362533,2048
llama32_3b,down_input,18,logdiag,0.030239642463812624,896.1719970703125,0.02753361500799656,2789.2761700040933,92239.05915362533,2048
llama32_3b,down_input,19,bf16,0.0,545.7488403320312,0.0,0.0,121818.75329214902,2048
llama32_3b,down_input,19,identity,0.007682794478618788,545.7488403320312,0.03014109469950199,935.9084451851469,121818.75329214902,2048
llama32_3b,down_input,19,hadamard,0.010294245917516182,37.142127990722656,0.033793747425079346,1254.0322037546161,121818.75329214902,2048
llama32_3b,down_input,19,nar,0.009866095667080929,6.8262152671813965,0.02892744541168213,1201.8754740248721,121818.75329214902,2048
llama32_3b,down_input,19,logdiag,0.029267080619204508,3816.24951171875,0.026507683098316193,3565.27927353231,121818.75329214902,2048
llama32_3b,down_input,20,bf16,0.0,544.3067016601562,0.0,0.0,115417.18076453463,2048
llama32_3b,down_input,20,identity,0.007690943455695026,544.3067016601562,0.030739756301045418,887.6670110757675,115417.18076453463,2048
llama32_3b,down_input,20,hadamard,0.0101981606845966,37.34396743774414,0.03451715037226677,1177.042955199856,115417.18076453463,2048
llama32_3b,down_input,20,nar,0.009787136515501622,6.929774284362793,0.03006592206656933,1129.6037043768283,115417.18076453463,2048
llama32_3b,down_input,20,logdiag,0.029113286132675754,1588.5345458984375,0.026733845472335815,3360.173408224657,115417.18076453463,2048
llama32_3b,down_input,21,bf16,0.0,528.7638549804688,0.0,0.0,122711.70361377524,2048
llama32_3b,down_input,21,identity,0.007577345480068245,528.7638549804688,0.030684199184179306,929.8289727293139,122711.70361377524,2048
llama32_3b,down_input,21,hadamard,0.010360834462790357,36.10874557495117,0.034146882593631744,1271.3956477893187,122711.70361377524,2048
llama32_3b,down_input,21,nar,0.00983865924500973,6.537500381469727,0.03009857051074505,1207.3186372305638,122711.70361377524,2048
llama32_3b,down_input,21,logdiag,0.027046252383248807,2812.13037109375,0.026604045182466507,3318.89170631659,122711.70361377524,2048
llama32_3b,down_input,22,bf16,0.0,629.6599731445312,0.0,0.0,134142.94338194618,2048
llama32_3b,down_input,22,identity,0.007471169763553816,629.6599731445312,0.02934299036860466,1002.2047025893079,134142.94338194618,2048
llama32_3b,down_input,22,hadamard,0.010126845575509703,42.457489013671875,0.03211432322859764,1358.4448726733103,134142.94338194618,2048
llama32_3b,down_input,22,nar,0.009872099424642771,7.2797088623046875,0.027751419693231583,1324.2724741807988,134142.94338194618,2048
llama32_3b,down_input,22,logdiag,0.028091718129253762,1308.3720703125,0.025899071246385574,3768.3057545140787,134142.94338194618,2048
llama32_3b,down_input,23,bf16,0.0,578.8392944335938,0.0,0.0,168988.6452230297,2048
llama32_3b,down_input,23,identity,0.0074732908190675565,578.8392944335938,0.026854243129491806,1262.9012908719324,168988.6452230297,2048
llama32_3b,down_input,23,hadamard,0.010148001380612837,39.28947448730469,0.029139943420886993,1714.8970050311982,168988.6452230297,2048
llama32_3b,down_input,23,nar,0.010018961134986768,7.432520866394043,0.026084966957569122,1693.090668743602,168988.6452230297,2048
llama32_3b,down_input,23,logdiag,0.02778045603603404,2592.889404296875,0.024714425206184387,4694.5816292073305,168988.6452230297,2048
llama32_3b,down_input,24,bf16,0.0,437.60723876953125,0.0,0.0,224353.39370216324,2048
llama32_3b,down_input,24,identity,0.007603012684887609,437.60723876953125,0.02526397630572319,1705.7616982151308,224353.39370216324,2048
llama32_3b,down_input,24,hadamard,0.01019668843980602,30.51614761352539,0.02664126642048359,2287.6616559940967,224353.39370216324,2048
llama32_3b,down_input,24,nar,0.010190096819295655,7.2077250480651855,0.02456207200884819,2286.1828035625995,224353.39370216324,2048
llama32_3b,down_input,24,logdiag,0.02756449961928225,1399.298095703125,0.02385789528489113,6184.189035287959,224353.39370216324,2048
llama32_3b,down_input,25,bf16,0.0,348.0137023925781,0.0,0.0,356012.88796331914,2048
llama32_3b,down_input,25,identity,0.007403545581071717,348.0137023925781,0.02333954907953739,2635.757643485412,356012.88796331914,2048
llama32_3b,down_input,25,hadamard,0.01033869316499259,24.711822509765625,0.024087054654955864,3680.7080114356404,356012.88796331914,2048
llama32_3b,down_input,25,nar,0.010563845065623871,9.725772857666016,0.022735675796866417,3760.864989809813,356012.88796331914,2048
llama32_3b,down_input,25,logdiag,0.02711549724629217,717.4825439453125,0.022931013256311417,9653.466483213902,356012.88796331914,2048
llama32_3b,down_input,26,bf16,0.0,4332.2119140625,0.0,0.0,671879.6825663097,2048
llama32_3b,down_input,26,identity,0.006281982533804007,4332.2119140625,0.022985663264989853,4220.736430699339,671879.6825663097,2048
llama32_3b,down_input,26,hadamard,0.00839693213279598,272.9625549316406,0.02308429218828678,5641.72809591381,671879.6825663097,2048
llama32_3b,down_input,26,nar,0.011138480759569644,14.379509925842285,0.02255115658044815,7483.718917010601,671879.6825663097,2048
llama32_3b,down_input,26,logdiag,0.0228001785831441,32978.03515625,0.022760547697544098,15318.97674889803,671879.6825663097,2048
llama32_3b,down_input,27,bf16,0.0,17707.142578125,0.0,0.0,7336231.043157768,2048
llama32_3b,down_input,27,identity,0.002375592249383385,17707.142578125,0.022536542266607285,17427.89360581138,7336231.043157768,2048
llama32_3b,down_input,27,hadamard,0.003964913312553403,1107.7374267578125,0.02260177955031395,29087.520126983774,7336231.043157768,2048
llama32_3b,down_input,27,nar,0.003100602139300752,541.7308959960938,0.026797978207468987,22746.733666819564,7336231.043157768,2048
llama32_3b,down_input,27,logdiag,0.006277207652466145,52142.1484375,0.022591253742575645,46051.04564436963,7336231.043157768,2048
