model,site,method,seed,ppl,ppl_delta_vs_bf16,ppl_delta_vs_hadamard,effective_bits_per_value
llama31_70b,both,bf16,20260902,3.105271608911365,0.0,nan,16.0
llama31_70b,both,hadamard,20260902,15025.113240205008,15022.007968596097,0.0,4.25
llama31_70b,both,nar_k8,20260902,10.826511397758612,7.721239788847247,-15014.28672880725,4.25
llama31_70b,both,nar_kmax,20260902,3.653126008046643,0.5478543991352778,-15021.460114196962,4.25
