model,model_id,site,method,seed,sequence,nll,tokens_scored,weight_fold_max_relative_error
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,48,2.146747350692749,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,49,2.3392326831817627,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,50,2.195823907852173,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,51,1.9772059917449951,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,52,2.0176634788513184,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,53,2.052726984024048,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,54,1.7108148336410522,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,55,1.808772087097168,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,56,2.138817310333252,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,57,2.3085744380950928,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,58,2.3314177989959717,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,59,2.6884703636169434,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,60,2.6289541721343994,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,61,2.806356191635132,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,62,1.4885557889938354,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_k8,20260902,63,2.217841148376465,2047,0.005343914497643709
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,0,0.9159890413284302,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,1,0.5818807482719421,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,2,0.6595517992973328,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,3,1.2684369087219238,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,4,1.2435777187347412,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,5,0.8861843347549438,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,6,0.7209026217460632,2047,0.004401605110615492
