model,model_id,method,quantizer,fold,seed,bf16_ppl,rotation_only_ppl,weight_fold_max_relative_error,required_ppl_abs_difference,required_max_abs_nll_delta,roundtrip_relative_error_qkv,roundtrip_relative_error_down,check_rows,layer0_max_abs_difference,layer0_relative_l2,logits_max_abs_difference,logits_relative_l2,required_relative_l2,chunks,chunks_below_bf16,mean_nll_delta,std_nll_delta,max_abs_nll_delta,ppl_abs_difference,passed
llama31_70b,unsloth/Meta-Llama-3.1-70B,hadamard,identity,weight_fold,20260902,3.105271608911365,3.108219037673517,0.003590154927223921,0.01,0.001,1.4707288187310041e-07,1.8639205734416464e-07,32,4.75,0.09925472736358643,2.125,0.07360488176345825,0.001,64,22,0.0009487192146480083,0.0038003555569749974,0.019717633724212646,0.002947428762151816,False
llama31_70b,unsloth/Meta-Llama-3.1-70B,nar_k8,identity,weight_fold,20260902,3.105271608911365,3.139655897827404,0.005343914497643709,0.01,0.001,3.2070585120891337e-07,3.789370737194986e-07,32,27.25,0.5546396374702454,16.125,0.30685290694236755,0.001,64,12,0.011012020986527205,0.015263494755682318,0.08558845520019531,0.03438428891603884,False
llama31_70b,unsloth/Meta-Llama-3.1-70B,nar_kmax,identity,weight_fold,20260902,3.105271608911365,3.1185219913095605,0.004401605110615492,0.01,0.001,5.943637688687886e-07,1.1309648471069522e-06,32,27.875,0.5661799311637878,16.0,0.210000678896904,0.001,64,15,0.004257982596755028,0.009208155300970895,0.04155778884887695,0.013250382398195537,False
