model,rotation,layer,group,module,columns,rows,hessian_sequences,dead_columns,damp,groupsize,blocksize,act_order,hessian_diag_max_over_median,hessian_diag_mean_over_median,damp_over_median_diag,null_slot_diag_share,null_slot_baseline,rows_clipped,mean_shrink,clipped_row_null_slot_mass_share,unclipped_row_null_slot_mass_share
qwen3_8b_base,hadamard,9,2,mlp.up_proj,4096,12288,128,0,40.95994567871094,-1,128,True,3.9517792559490195,1.11267587512363,0.011126758751236303,0.008028805992300858,0.0078125,12288,0.6659668684005737,0.007791370153427124,nan
qwen3_8b_base,hadamard,9,2,mlp.gate_proj,4096,12288,128,0,40.95994567871094,-1,128,True,3.9517792559490195,1.11267587512363,0.011126758751236303,0.008028805992300858,0.0078125,12288,0.6669270992279053,0.007771305739879608,nan
qwen3_8b_base,hadamard,9,3,mlp.down_proj,12288,4096,128,0,0.5907814502716064,-1,128,True,1.3186173133440555,1.0048089053928526,0.010048089053928528,0.007797878848522751,0.0078125,4096,0.6232763528823853,0.00782502070069313,nan
qwen3_8b_base,hadamard,10,0,self_attn.k_proj,4096,1024,128,0,40.9599494934082,-1,128,True,3.9048887156578416,1.114390744148238,0.01114390744148238,0.008135565495304788,0.0078125,1024,0.6667285561561584,0.00783810019493103,nan
qwen3_8b_base,hadamard,10,0,self_attn.v_proj,4096,1024,128,0,40.9599494934082,-1,128,True,3.9048887156578416,1.114390744148238,0.01114390744148238,0.008135565495304788,0.0078125,1024,0.6651562452316284,0.007670329883694649,nan
qwen3_8b_base,hadamard,10,0,self_attn.q_proj,4096,4096,128,0,40.9599494934082,-1,128,True,3.9048887156578416,1.114390744148238,0.01114390744148238,0.008135565495304788,0.0078125,4096,0.6689721941947937,0.007852129638195038,nan
qwen3_8b_base,hadamard,10,1,self_attn.o_proj,4096,4096,128,0,0.6689563393592834,-1,128,True,11.25498612656684,1.6835993180075444,0.016835993180075445,0.007935707017927625,0.0078125,4096,0.6605077981948853,0.007888066582381725,nan
qwen3_8b_base,hadamard,10,2,mlp.up_proj,4096,12288,128,0,40.9599494934082,-1,128,True,3.8487463267389126,1.1191432360532148,0.011191432360532147,0.0081466608007679,0.0078125,12288,0.666211724281311,0.007807315792888403,nan
qwen3_8b_base,hadamard,10,2,mlp.gate_proj,4096,12288,128,0,40.9599494934082,-1,128,True,3.8487463267389126,1.1191432360532148,0.011191432360532147,0.0081466608007679,0.0078125,12288,0.6663012504577637,0.00779722910374403,nan
qwen3_8b_base,hadamard,10,3,mlp.down_proj,12288,4096,128,0,0.602247416973114,-1,128,True,1.4096139160403591,1.0067058010028063,0.010067058010028064,0.00782563402683599,0.0078125,4096,0.6210547089576721,0.0078008538112044334,nan
qwen3_8b_base,hadamard,11,0,self_attn.k_proj,4096,1024,128,0,40.9599494934082,-1,128,True,3.6436463252078215,1.121248844228964,0.01121248844228964,0.008209698375699967,0.0078125,1024,0.665771484375,0.007791618350893259,nan
qwen3_8b_base,hadamard,11,0,self_attn.v_proj,4096,1024,128,0,40.9599494934082,-1,128,True,3.6436463252078215,1.121248844228964,0.01121248844228964,0.008209698375699967,0.0078125,1024,0.6650097370147705,0.007728513330221176,nan
qwen3_8b_base,hadamard,11,0,self_attn.q_proj,4096,4096,128,0,40.9599494934082,-1,128,True,3.6436463252078215,1.121248844228964,0.01121248844228964,0.008209698375699967,0.0078125,4096,0.6658300161361694,0.00788733921945095,nan
qwen3_8b_base,hadamard,11,1,self_attn.o_proj,4096,4096,128,0,0.6200714111328125,-1,128,True,8.695082696199783,1.9021617974977283,0.019021617974977284,0.007473246364150897,0.0078125,4096,0.6590112447738647,0.007833491079509258,nan
qwen3_8b_base,hadamard,11,2,mlp.up_proj,4096,12288,128,0,40.95995330810547,-1,128,True,3.676480938432073,1.119243198477575,0.01119243198477575,0.008009439091643259,0.0078125,12288,0.6667668223381042,0.007825398817658424,nan
qwen3_8b_base,hadamard,11,2,mlp.gate_proj,4096,12288,128,0,40.95995330810547,-1,128,True,3.676480938432073,1.119243198477575,0.01119243198477575,0.008009439091643259,0.0078125,12288,0.6665486693382263,0.0078098364174366,nan
qwen3_8b_base,hadamard,11,3,mlp.down_proj,12288,4096,128,0,0.5738428831100464,-1,128,True,1.4717260978647402,1.0077462011425093,0.010077462011425094,0.00778630693809103,0.0078125,4096,0.6230713129043579,0.00781275238841772,nan
qwen3_8b_base,hadamard,12,0,self_attn.k_proj,4096,1024,128,0,40.95995330810547,-1,128,True,3.7733420446615935,1.11634340865119,0.011163434086511902,0.00794739197510812,0.0078125,1024,0.6659375429153442,0.007779233623296022,nan
qwen3_8b_base,hadamard,12,0,self_attn.v_proj,4096,1024,128,0,40.95995330810547,-1,128,True,3.7733420446615935,1.11634340865119,0.011163434086511902,0.00794739197510812,0.0078125,1024,0.6661914587020874,0.007773290853947401,nan
