panel,model,layer,method,metric,x,y,source_commit,source_file,source_csv_line,source_field,formula,x_unit,y_unit,round_for_display_only
b,llama32_3b,1,nar,mean_group_range,1,0.0612714290618896,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,121,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,2,nar,mean_group_range,2,0.0882665067911148,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,125,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,3,nar,mean_group_range,3,0.124736487865448,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,129,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,4,nar,mean_group_range,4,0.1552806049585342,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,133,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,5,nar,mean_group_range,5,0.1768143475055694,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,137,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,6,nar,mean_group_range,6,0.1936057806015014,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,141,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,7,nar,mean_group_range,7,0.2004590630531311,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,145,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,8,nar,mean_group_range,8,0.205673336982727,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,149,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,9,nar,mean_group_range,9,0.2075956463813781,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,153,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,10,nar,mean_group_range,10,0.2135093510150909,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,157,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,11,nar,mean_group_range,11,0.2214352190494537,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,161,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,12,nar,mean_group_range,12,0.236108660697937,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,165,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,13,nar,mean_group_range,13,0.2554234862327575,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,169,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,14,nar,mean_group_range,14,0.2809615433216095,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,173,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,15,nar,mean_group_range,15,0.2894203662872314,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,177,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,16,nar,mean_group_range,16,0.2850359082221985,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,181,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,17,nar,mean_group_range,17,0.2908418774604797,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,185,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,18,nar,mean_group_range,18,0.2985395193099975,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,189,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,19,nar,mean_group_range,19,0.3277551233768463,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,193,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,20,nar,mean_group_range,20,0.3244175314903259,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,197,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,21,nar,mean_group_range,21,0.3317009210586548,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,201,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,22,nar,mean_group_range,22,0.3486203849315643,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,205,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,23,nar,mean_group_range,23,0.3809372782707214,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,209,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,24,nar,mean_group_range,24,0.4217731356620788,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,213,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,25,nar,mean_group_range,25,0.4867672920227051,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,217,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,26,nar,mean_group_range,26,0.5842117667198181,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,221,mean_group_range,identity,layer index,activation amplitude,True
b,llama32_3b,27,nar,mean_group_range,27,0.8850160241127014,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,225,mean_group_range,identity,layer index,activation amplitude,True
c,llama32_3b,0,duquant_style,nmse,0,0.0035666133809434,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,233,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,1,duquant_style,nmse,1,5.083529878099939e-06,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,234,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,2,duquant_style,nmse,2,0.0098663001582632,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,235,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,3,duquant_style,nmse,3,0.0097330744200203,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,236,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,4,duquant_style,nmse,4,0.0097129138833184,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,237,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,5,duquant_style,nmse,5,0.0099319621868947,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,238,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,6,duquant_style,nmse,6,0.0098050446050069,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,239,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,7,duquant_style,nmse,7,0.0098825595050275,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,240,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,8,duquant_style,nmse,8,0.0099138375633621,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,241,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,9,duquant_style,nmse,9,0.0098797416443686,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,242,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,10,duquant_style,nmse,10,0.0098157051471465,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,243,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,11,duquant_style,nmse,11,0.0098647616426843,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,244,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,12,duquant_style,nmse,12,0.0098288497895665,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,245,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,13,duquant_style,nmse,13,0.0095448231314798,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,246,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,14,duquant_style,nmse,14,0.0098233902302433,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,247,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,15,duquant_style,nmse,15,0.0097248371364353,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,248,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,16,duquant_style,nmse,16,0.0096858948819801,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,249,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,17,duquant_style,nmse,17,0.0098385092739524,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,250,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,18,duquant_style,nmse,18,0.0098630557838999,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,251,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,19,duquant_style,nmse,19,0.0097211368551141,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,252,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,20,duquant_style,nmse,20,0.009788074388008,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,253,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,21,duquant_style,nmse,21,0.0097575509966252,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,254,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,22,duquant_style,nmse,22,0.0096542802052386,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,255,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,23,duquant_style,nmse,23,0.0094853354303268,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,256,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,24,duquant_style,nmse,24,0.0097574831838281,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,257,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,25,duquant_style,nmse,25,0.009694907004944,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,258,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,26,duquant_style,nmse,26,0.0091340391666439,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,259,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,27,duquant_style,nmse,27,0.0054118190393387,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,260,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,0,hadamard,nmse,0,0.0045732409917834,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,116,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,1,hadamard,nmse,1,0.0007495683439097,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,120,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,2,hadamard,nmse,2,0.0093719201768535,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,124,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,3,hadamard,nmse,3,0.0097982296044031,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,128,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,4,hadamard,nmse,4,0.0097604723858058,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,132,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,5,hadamard,nmse,5,0.0097942724460753,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,136,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,6,hadamard,nmse,6,0.009862349472154,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,140,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,7,hadamard,nmse,7,0.0098996680367338,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,144,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,8,hadamard,nmse,8,0.0099089343569041,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,148,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,9,hadamard,nmse,9,0.0099066956435261,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,152,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,10,hadamard,nmse,10,0.0098948720666587,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,156,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,11,hadamard,nmse,11,0.0099016702236622,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,160,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,12,hadamard,nmse,12,0.0098449062672605,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,164,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,13,hadamard,nmse,13,0.0096112006643731,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,168,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,14,hadamard,nmse,14,0.009824681026805,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,172,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,15,hadamard,nmse,15,0.0097515205128904,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,176,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,16,hadamard,nmse,16,0.0097278209617161,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,180,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,17,hadamard,nmse,17,0.0097064671837662,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,184,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,18,hadamard,nmse,18,0.0096679647615588,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,188,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,19,hadamard,nmse,19,0.0096766648378214,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,192,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,20,hadamard,nmse,20,0.009681620350346,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,196,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,21,hadamard,nmse,21,0.0097084101974448,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,200,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,22,hadamard,nmse,22,0.0096401783969742,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,204,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,23,hadamard,nmse,23,0.0096216818339597,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,208,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,24,hadamard,nmse,24,0.0097002233270727,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,212,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,25,hadamard,nmse,25,0.0097683483553992,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,216,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,26,hadamard,nmse,26,0.0095117158292356,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,220,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,27,hadamard,nmse,27,0.0091315031912239,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,224,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,0,nar,nmse,0,0.0018753077806959,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,117,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,1,nar,nmse,1,3.5015859808447778e-06,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,121,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,2,nar,nmse,2,0.0059709933685254,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,125,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,3,nar,nmse,3,0.0068432152811394,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,129,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,4,nar,nmse,4,0.0069494894395927,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,133,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,5,nar,nmse,5,0.0069512525035246,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,137,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,6,nar,nmse,6,0.0070566609835868,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,141,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,7,nar,nmse,7,0.0072928974321769,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,145,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,8,nar,nmse,8,0.0073013154104074,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,149,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,9,nar,nmse,9,0.0072328703681532,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,153,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,10,nar,nmse,10,0.0070762112923385,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,157,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,11,nar,nmse,11,0.0072111146042179,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,161,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,12,nar,nmse,12,0.0068610366218021,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,165,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,13,nar,nmse,13,0.006649610359657,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,169,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,14,nar,nmse,14,0.0064777650788812,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,173,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,15,nar,nmse,15,0.0061390176128301,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,177,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,16,nar,nmse,16,0.0061311264661643,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,181,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,17,nar,nmse,17,0.0061563391159797,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,185,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,18,nar,nmse,18,0.0061996850048058,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,189,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,19,nar,nmse,19,0.0056495934933118,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,193,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,20,nar,nmse,20,0.0058949911893812,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,197,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,21,nar,nmse,21,0.0058599693605729,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,201,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,22,nar,nmse,22,0.0059230665229163,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,205,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,23,nar,nmse,23,0.0056346701532032,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,209,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,24,nar,nmse,24,0.0051862412234195,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,213,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,25,nar,nmse,25,0.0045029493877188,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,217,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,26,nar,nmse,26,0.0038761253437224,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,221,relative_quantization_error_nmse,identity,layer index,dimensionless,True
c,llama32_3b,27,nar,nmse,27,0.0015359031805603,519ddad56370051e59afbc83d18aa35db0456d55,results/llama32_3b/e1c_per_layer.csv,225,relative_quantization_error_nmse,identity,layer index,dimensionless,True
