model,source_family,source_artifact,site,layer,expert,routed_rows,group_size,configuration,method,absorbed_energy_fraction,sqrt_one_minus_f,range_ratio_vs_hadamard,range
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,80,256,128,nar_k6_per_expert,nar,0.0651731710854889,0.9668644315075983,0.9374715157469145,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,82,97,128,nar_k6_per_expert,nar,0.0236581633407271,0.9881001146944943,0.7807421287593741,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,83,256,128,nar_k6_per_expert,nar,0.0888847916108283,0.9545235504633564,0.7711471083330622,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,84,215,128,nar_k6_per_expert,nar,0.1708403881441588,0.9105820181926728,0.2277301451982941,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,85,256,128,nar_k6_per_expert,nar,0.2374858433337103,0.8732205658745616,0.839073997221419,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,86,132,128,nar_k6_per_expert,nar,0.2282778807737196,0.8784771591944098,0.0074149946605914,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,87,256,128,nar_k6_per_expert,nar,0.043382454639176,0.9780682723413657,0.9332175424711728,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,89,256,128,nar_k6_per_expert,nar,0.3614124175190955,0.7991167514705874,0.785507865737749,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,90,256,128,nar_k6_per_expert,nar,0.0586520184622201,0.9702308908387631,0.9571684133733048,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,91,256,128,nar_k6_per_expert,nar,0.0898366430731292,0.9540248198694156,0.951269226185376,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,92,256,128,nar_k6_per_expert,nar,0.1008211895945301,0.9482503943608301,0.9452285822192076,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,93,256,128,nar_k6_per_expert,nar,0.0464289943849349,0.9765096034423139,0.8767016673501961,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,94,256,128,nar_k6_per_expert,nar,0.1565957109372289,0.918370453064977,0.8791818535252058,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,95,256,128,nar_k6_per_expert,nar,0.0721486931575371,0.963250386370264,0.9423574034682408,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,96,256,128,nar_k6_per_expert,nar,0.277794092845527,0.8498269866004922,0.8510628424734299,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,97,256,128,nar_k6_per_expert,nar,0.2004551225595993,0.8941727335590147,0.923896494593652,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,99,256,128,nar_k6_per_expert,nar,0.1702297461521369,0.9109172596058673,0.8997650208012778,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,100,256,128,nar_k6_per_expert,nar,0.0507616249535612,0.974288650783965,0.9438234006940024,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,101,256,128,nar_k6_per_expert,nar,0.0659904683908925,0.9664416855708923,0.9452727181946232,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,102,256,128,nar_k6_per_expert,nar,0.0476051551999346,0.9759071906693102,0.9346277178608516,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,103,256,128,nar_k6_per_expert,nar,0.0801655781509234,0.9590799872007948,0.9191812495140852,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,105,256,128,nar_k6_per_expert,nar,0.5061212888614229,0.7027650468958861,0.6562069341103087,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,106,81,128,nar_k6_per_expert,nar,0.0164770895373011,0.991727235918576,0.9583733291522244,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,107,256,128,nar_k6_per_expert,nar,0.0719758681322784,0.9633400914877993,0.9197665631265818,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,108,256,128,nar_k6_per_expert,nar,0.0294502227729134,0.9851648477422885,0.93410200114043,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,109,256,128,nar_k6_per_expert,nar,0.0197520338958621,0.9900747275353199,0.9528412488983988,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,110,256,128,nar_k6_per_expert,nar,0.0697116503418319,0.9645145668460213,0.9491328520693212,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,111,256,128,nar_k6_per_expert,nar,0.0999461675022404,0.9487116698437728,0.881254538953907,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,112,256,128,nar_k6_per_expert,nar,0.0273476307000807,0.9862313974417563,0.8955728470647912,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,113,256,128,nar_k6_per_expert,nar,0.0428867381119037,0.9783216556368852,0.8590760897294101,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,114,256,128,nar_k6_per_expert,nar,0.0920236023956982,0.9528779552515116,0.9093778177725672,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,115,256,128,nar_k6_per_expert,nar,0.147568404224475,0.9232722219234828,0.8850408978314959,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,116,256,128,nar_k6_per_expert,nar,0.0949686689506609,0.9513313466134389,0.9333567863893788,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,117,256,128,nar_k6_per_expert,nar,0.1563459461793113,0.9185064255739797,0.8703560150016807,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,118,256,128,nar_k6_per_expert,nar,0.0514199908637779,0.9739507221293191,0.926638615572406,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,119,132,128,nar_k6_per_expert,nar,0.025311086084899,0.9872633457771544,0.8150494263092916,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,120,256,128,nar_k6_per_expert,nar,0.0586512243932806,0.9702313000551567,0.939972484006462,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,121,256,128,nar_k6_per_expert,nar,0.0537391326987017,0.9727594087446795,0.9392886332340284,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,122,256,128,nar_k6_per_expert,nar,0.0172124367711877,0.9913564259280374,0.93873596290239,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,123,256,128,nar_k6_per_expert,nar,0.0740802607449488,0.962247233955521,0.9095307452803424,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,124,256,128,nar_k6_per_expert,nar,0.0488992866884058,0.9752439250318836,0.9461830347812972,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,125,256,128,nar_k6_per_expert,nar,0.2706259548830038,0.8540339835843749,0.8282664008716212,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,126,256,128,nar_k6_per_expert,nar,0.2604927908608089,0.8599460501329087,0.8239432425503148,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,12,127,256,128,nar_k6_per_expert,nar,0.075175440992467,0.9616779913294954,0.9086919993721018,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,0,256,128,nar_k6_per_expert,nar,0.3625781335284311,0.7983870405208047,0.78629146714542,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,1,256,128,nar_k6_per_expert,nar,0.12565900416047,0.9350620278032522,0.8851943149411315,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,2,256,128,nar_k6_per_expert,nar,0.0702712055847347,0.9642244523010528,0.9170005950640282,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,4,256,128,nar_k6_per_expert,nar,0.2012771653883481,0.8937129486650912,0.8653386301436706,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,6,256,128,nar_k6_per_expert,nar,0.0970649594960475,0.9502289410999606,0.9181602166574552,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,8,256,128,nar_k6_per_expert,nar,0.1643482168170247,0.9141399144458004,0.8740803243779747,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,10,256,128,nar_k6_per_expert,nar,0.0694803965850958,0.9646344403010417,0.9226241165487378,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,11,152,128,nar_k6_per_expert,nar,0.0210918435582197,0.9893978757010651,0.9607826826650931,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,12,256,128,nar_k6_per_expert,nar,0.0831460292111064,0.957524919147744,0.908104382976196,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,13,256,128,nar_k6_per_expert,nar,0.0565014928243202,0.9713385131743103,0.9575116396279844,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,14,109,128,nar_k6_per_expert,nar,0.0215098441172035,0.9891866132751679,0.9520930708138958,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,15,256,128,nar_k6_per_expert,nar,0.2035401965292434,0.8924459666953269,0.8749461748841215,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,16,256,128,nar_k6_per_expert,nar,0.0793328890304285,0.9595139972765231,0.9111296014269687,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,18,155,128,nar_k6_per_expert,nar,0.0325685664930067,0.9835809237205617,0.8328969988063152,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,19,256,128,nar_k6_per_expert,nar,0.5290937616837728,0.6862260839666671,0.7307103049176502,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,20,256,128,nar_k6_per_expert,nar,0.1310683978899766,0.9321650079841141,0.9215421310308644,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,21,256,128,nar_k6_per_expert,nar,0.0875949178118149,0.9551989751817079,0.9368104402049112,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,23,256,128,nar_k6_per_expert,nar,0.1863650601198045,0.9020171505465933,0.8736565023051082,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,24,256,128,nar_k6_per_expert,nar,0.0621703695715336,0.9684160420131764,0.9044888924103271,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,25,256,128,nar_k6_per_expert,nar,0.0931893896082734,0.9522660397135491,0.8998961971465227,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,26,256,128,nar_k6_per_expert,nar,0.3488865566890662,0.8069160075936862,0.8215725560437895,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,27,256,128,nar_k6_per_expert,nar,0.0337255310046034,0.9829926088203291,0.92238097539389,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,28,256,128,nar_k6_per_expert,nar,0.0673700708634888,0.9657276682049196,0.9250247027007226,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,29,256,128,nar_k6_per_expert,nar,0.2679696052186534,0.8555877481482228,0.8933107455126761,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,31,256,128,nar_k6_per_expert,nar,0.2530249930075432,0.8642771586663949,0.8527018890172939,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,32,256,128,nar_k6_per_expert,nar,0.2170849778860458,0.8848248539196637,0.8600296139426251,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,33,256,128,nar_k6_per_expert,nar,0.5652342542931049,0.6593676862774631,0.6894182321920919,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,34,256,128,nar_k6_per_expert,nar,0.1232590755744256,0.9363444475328373,0.8310802122849714,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,35,256,128,nar_k6_per_expert,nar,0.0643806174897337,0.9672742023388541,0.9450225527068914,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,36,256,128,nar_k6_per_expert,nar,0.069577341711635,0.9645841893211629,0.9253610057394271,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,38,256,128,nar_k6_per_expert,nar,0.3407073331213707,0.8119683903198629,0.8557111942006722,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,39,154,128,nar_k6_per_expert,nar,0.0421134587334357,0.9787167829697028,0.6535462527735166,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,40,256,128,nar_k6_per_expert,nar,0.0550476811577983,0.9720865799105559,0.9356862361263636,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,41,256,128,nar_k6_per_expert,nar,0.0774089762462762,0.9605160195195726,0.9126444125442458,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,42,256,128,nar_k6_per_expert,nar,0.0815228416661831,0.958372139794254,0.9163707258951443,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,43,256,128,nar_k6_per_expert,nar,0.0254041437114179,0.9872162155721421,0.9579439749913696,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,44,256,128,nar_k6_per_expert,nar,0.0737985815499921,0.9623935881176723,0.9221047508349082,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,45,256,128,nar_k6_per_expert,nar,0.0944960233966346,0.9515797268770313,0.9247599095376297,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,47,256,128,nar_k6_per_expert,nar,0.1914856446987581,0.8991742630331686,0.8450853385910209,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,49,256,128,nar_k6_per_expert,nar,0.0605034532158033,0.9692763005377758,0.8633608471907002,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,50,168,128,nar_k6_per_expert,nar,0.0276198072908978,0.9860933995870281,0.8738593728935193,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,51,116,128,nar_k6_per_expert,nar,0.0347004466618461,0.9824965920236842,0.7625665916523192,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,52,256,128,nar_k6_per_expert,nar,0.1412328997335589,0.9266968761501471,0.9018976724999148,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,53,256,128,nar_k6_per_expert,nar,0.0355231489067829,0.9820778233384649,0.8885797862738612,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,55,256,128,nar_k6_per_expert,nar,0.0507014980613142,0.9743195071118539,0.9365397295594274,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,57,256,128,nar_k6_per_expert,nar,0.0612685448060598,0.9688815485878242,0.9362021271049746,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,58,256,128,nar_k6_per_expert,nar,0.3252610835484744,0.8214249305027974,0.8008751014657078,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,59,256,128,nar_k6_per_expert,nar,0.1251282446393565,0.9353457945383854,0.9114481561028184,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,60,256,128,nar_k6_per_expert,nar,0.0466786032871157,0.9763817883967748,0.8335237929129883,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,61,256,128,nar_k6_per_expert,nar,0.1952167307510039,0.8970971347903169,0.8541836628007695,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,62,256,128,nar_k6_per_expert,nar,0.1274362274864728,0.9341112206335642,0.8947544179497825,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,13,63,256,128,nar_k6_per_expert,nar,0.242865629071883,0.8701346855103048,0.8761473704662578,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
