model,source_family,source_artifact,site,layer,expert,routed_rows,group_size,configuration,method,absorbed_energy_fraction,sqrt_one_minus_f,range_ratio_vs_hadamard,range
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,79,256,128,nar_k6_per_expert,nar,0.0926719809059957,0.9525376733200658,0.9441929880361118,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,80,256,128,nar_k6_per_expert,nar,0.257770996607474,0.8615271344493602,0.8720300138170938,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,81,256,128,nar_k6_per_expert,nar,0.137571309350729,0.9286703885928909,0.914565029926896,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,82,256,128,nar_k6_per_expert,nar,0.0905229957903912,0.9536650377410345,0.9222713220007568,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,83,256,128,nar_k6_per_expert,nar,0.3504163156962973,0.8059675454406975,0.7907476061113871,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,84,256,128,nar_k6_per_expert,nar,0.0535104387432911,0.9728769507274334,0.924702028127633,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,85,256,128,nar_k6_per_expert,nar,0.0666507584810735,0.9661000163124553,0.9395363770463055,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,86,256,128,nar_k6_per_expert,nar,0.0823091628357329,0.9579618140428496,0.7434811761515164,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,87,256,128,nar_k6_per_expert,nar,0.1464889421575623,0.9238566219075542,0.8527752641187195,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,88,256,128,nar_k6_per_expert,nar,0.2208617034874102,0.8826881082877405,0.8827089089161028,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,89,256,128,nar_k6_per_expert,nar,0.1724078679614829,0.9097209088717908,0.9341038270956522,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,90,256,128,nar_k6_per_expert,nar,0.0978632976329502,0.9498087714730001,0.9122197439923848,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,92,256,128,nar_k6_per_expert,nar,0.1353264647924622,0.9298782367641141,0.9019296250467272,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,93,256,128,nar_k6_per_expert,nar,0.1496802866366628,0.9221278183437138,0.9135209768646722,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,94,106,128,nar_k6_per_expert,nar,0.0235742267622453,0.9881425875033192,0.8513544486874288,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,95,256,128,nar_k6_per_expert,nar,0.1831736128495717,0.9037844804766391,0.484663496309562,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,97,256,128,nar_k6_per_expert,nar,0.089561872236022,0.9541688151286323,0.9357529749950426,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,99,256,128,nar_k6_per_expert,nar,0.1924631330637594,0.8986305508584941,0.8722307316796963,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,100,256,128,nar_k6_per_expert,nar,0.0682385584187082,0.9652779089885419,0.9519649808958212,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,101,174,128,nar_k6_per_expert,nar,0.0227929021744458,0.9885378585696929,0.8701722822370254,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,102,256,128,nar_k6_per_expert,nar,0.0999447523919442,0.9487124156497878,0.9224955216067958,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,103,256,128,nar_k6_per_expert,nar,0.0696136708523555,0.9645653576340198,0.9081858540260144,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,104,256,128,nar_k6_per_expert,nar,0.035607715677224,0.9820347673696568,0.9257897482407724,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,105,256,128,nar_k6_per_expert,nar,0.2466089242487909,0.8679810342116981,0.8617565710827969,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,106,256,128,nar_k6_per_expert,nar,0.0481134061715818,0.9756467566842101,0.9251505238135828,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,107,256,128,nar_k6_per_expert,nar,0.0323405372901168,0.9836968347564625,0.915784384049308,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,108,125,128,nar_k6_per_expert,nar,0.0281315471608177,0.9858338870414134,0.8388538974433047,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,109,256,128,nar_k6_per_expert,nar,0.0850726006801611,0.9565183737492129,0.8659343121918115,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,110,141,128,nar_k6_per_expert,nar,0.0330593130333347,0.9833314227495557,0.8019628770364742,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,111,256,128,nar_k6_per_expert,nar,0.0241817749501948,0.9878351203767789,0.9153332615093124,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,112,256,128,nar_k6_per_expert,nar,0.0561970479822038,0.9714952146139456,0.9045473282105156,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,113,256,128,nar_k6_per_expert,nar,0.0431607151504557,0.9781816216069203,0.8801210257708605,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,114,256,128,nar_k6_per_expert,nar,0.0722947350081487,0.9631745765913111,0.8970106407185718,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,115,256,128,nar_k6_per_expert,nar,0.0710883526868487,0.9638006263295077,0.9285631468623312,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,116,256,128,nar_k6_per_expert,nar,0.144197408716731,0.9250959903076378,0.7448930270713178,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,117,256,128,nar_k6_per_expert,nar,0.0536048715411617,0.9728284167615779,0.9268954948526464,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,118,256,128,nar_k6_per_expert,nar,0.0540014197744313,0.9726245833956536,0.9498218175968416,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,119,101,128,nar_k6_per_expert,nar,0.0245120654734492,0.9876679272541712,0.7730213915462484,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,120,256,128,nar_k6_per_expert,nar,0.1231410413877577,0.9364074746670075,0.9247317208125576,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,121,256,128,nar_k6_per_expert,nar,0.0690338729899661,0.9648658595939821,0.92684917376998,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,122,256,128,nar_k6_per_expert,nar,0.0312648101700425,0.9842434606488161,0.9202670520199308,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,123,256,128,nar_k6_per_expert,nar,0.2059975020439193,0.8910681780627567,0.8189729090327597,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,124,256,128,nar_k6_per_expert,nar,0.034558622902531,0.9825687645643276,0.945838975099263,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,125,144,128,nar_k6_per_expert,nar,0.0203359570627684,0.9897797951752862,0.9106858727539162,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,126,256,128,nar_k6_per_expert,nar,0.064370091061728,0.9672796436079237,0.9163257342730612,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,17,127,177,128,nar_k6_per_expert,nar,0.035546606921985,0.9820658802127356,0.849156036986905,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,0,256,128,nar_k6_per_expert,nar,0.1864336831740605,0.9019791110807054,0.8962338223293955,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,1,256,128,nar_k6_per_expert,nar,0.1770859810378725,0.9071460846865446,0.8543490709824064,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,3,256,128,nar_k6_per_expert,nar,0.1489116496562483,0.9225444977581037,0.9305342876300132,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,4,256,128,nar_k6_per_expert,nar,0.1777979372833107,0.9067535843417931,0.8777908081658239,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,6,256,128,nar_k6_per_expert,nar,0.1761160233840323,0.907680547668599,0.8377014952981342,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,7,256,128,nar_k6_per_expert,nar,0.1000398167891034,0.9486623125279599,0.9372131329878802,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,8,194,128,nar_k6_per_expert,nar,0.069445489656325,0.9646525334770416,0.6695302217963653,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,9,256,128,nar_k6_per_expert,nar,0.0932679750402343,0.9522247764891258,0.9381115013957452,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,10,256,128,nar_k6_per_expert,nar,0.0528875315610828,0.9731970347462621,0.9144643746647472,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,11,256,128,nar_k6_per_expert,nar,0.4934951187920535,0.7116915632547195,0.655485712010357,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,12,256,128,nar_k6_per_expert,nar,0.1949870411108185,0.8972251439238546,0.720317580375171,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,13,256,128,nar_k6_per_expert,nar,0.152592633692208,0.9205473188857768,0.8768851378209891,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,14,256,128,nar_k6_per_expert,nar,0.0948722911909007,0.9513819994140625,0.926009593742342,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,15,256,128,nar_k6_per_expert,nar,0.080504231399453,0.958903419850272,0.8746933184351398,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,16,126,128,nar_k6_per_expert,nar,0.031821493827381,0.9839606222672831,0.8762055491483387,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,17,256,128,nar_k6_per_expert,nar,0.1726017076000341,0.9096143646622814,0.8790497795601573,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,18,256,128,nar_k6_per_expert,nar,0.1572993780458239,0.9179872667712642,0.8855114871158025,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,19,256,128,nar_k6_per_expert,nar,0.0426787439927292,0.9784279513624244,0.9122030589888436,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,20,256,128,nar_k6_per_expert,nar,0.1920923355453462,0.8988368397293548,0.8853605618313062,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,22,256,128,nar_k6_per_expert,nar,0.1152013451064858,0.9406373663072897,0.9838382052841448,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,23,256,128,nar_k6_per_expert,nar,0.0742794467719031,0.9621437279471798,0.9330191316928396,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,24,256,128,nar_k6_per_expert,nar,0.3775629544584266,0.7889467951272592,0.7562086267375012,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,25,256,128,nar_k6_per_expert,nar,0.227856944466684,0.8787167094879418,0.8850549746467773,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,26,256,128,nar_k6_per_expert,nar,0.4058218225734702,0.7708295385015612,0.6899175344760956,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,27,177,128,nar_k6_per_expert,nar,0.0372013222845892,0.9812230519690265,0.8084620408204506,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,28,256,128,nar_k6_per_expert,nar,0.1153094439687466,0.9405799041183335,0.9306451996996064,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,29,256,128,nar_k6_per_expert,nar,0.2495464527526906,0.8662872198337624,0.839945322057144,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,30,256,128,nar_k6_per_expert,nar,0.0660352604143067,0.9664185116116585,0.9047162311271536,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,32,68,128,nar_k6_per_expert,nar,0.0307548331397976,0.9845024971325377,0.8083183756717356,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,33,256,128,nar_k6_per_expert,nar,0.2147119816179351,0.8861647806035089,0.8728245202735615,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,34,256,128,nar_k6_per_expert,nar,0.2310778371560737,0.876882068948799,0.8205840164322786,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,35,256,128,nar_k6_per_expert,nar,0.253434851556571,0.8640400155336725,0.8847331364591292,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,36,256,128,nar_k6_per_expert,nar,0.0317717740406105,0.9839858870732798,0.9093864904960648,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,37,256,128,nar_k6_per_expert,nar,0.0560139405561073,0.9715894500476489,0.8966996568662794,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,38,256,128,nar_k6_per_expert,nar,0.0670111523045479,0.9659134783692854,0.9266737704273466,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,39,256,128,nar_k6_per_expert,nar,0.202392807014714,0.8930885695076867,0.873026366869754,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,41,256,128,nar_k6_per_expert,nar,0.1285119558561379,0.9335352399046659,0.9079127923968356,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,42,256,128,nar_k6_per_expert,nar,0.0504318723907328,0.9744578634344675,0.938299730401712,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,43,256,128,nar_k6_per_expert,nar,0.0487309514994515,0.975330225359877,0.9248732187876788,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,44,256,128,nar_k6_per_expert,nar,0.3770725112524878,0.789257555394633,0.771981434927816,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,46,256,128,nar_k6_per_expert,nar,0.1835958832071774,0.9035508379680817,0.8424323871196224,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,47,187,128,nar_k6_per_expert,nar,0.0405433025097939,0.9795186049739975,0.8170683675341105,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,48,256,128,nar_k6_per_expert,nar,0.0659061497501255,0.9664853078292884,0.9230290923774768,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,49,256,128,nar_k6_per_expert,nar,0.2676687538213063,0.8557635457173283,0.7673544027745407,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,52,256,128,nar_k6_per_expert,nar,0.0831297863366244,0.9575334008082306,0.9264864222956926,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,53,73,128,nar_k6_per_expert,nar,0.0351700761613824,0.9822575649179891,0.7420542779345657,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,54,256,128,nar_k6_per_expert,nar,0.1480613056589216,0.9230052515241061,0.9352054721398232,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,55,256,128,nar_k6_per_expert,nar,0.0870756560510011,0.9554707446850473,0.8909147919557786,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,56,256,128,nar_k6_per_expert,nar,0.3892751586907976,0.781488861922678,0.7728582452542346,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
qwen3_30b_a3b_base,E26 MoE experts,results/qwen3_30b_a3b_base/e26_expert_range_law.csv,down_input,18,57,68,128,nar_k6_per_expert,nar,0.0314888293778585,0.9841296513275787,0.8281067797148234,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, expert, and group_size"
